state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.5760	1.7073	0.3598	0.3700	2.3676	0.6193	0.6770	0.4642	0.1910	0.1833	0.1615	4.6344E-3	1.0745E-3	4.6199E-3	0.2318	2.1403E-3	2.769	81.246	27381.743
2000000	0.6020	1.6952	0.3620	0.3601	2.4044	0.5762	0.6766	0.4712	0.1873	0.1815	0.1599	4.4964E-3	9.9681E-4	4.4322E-3	0.2189	1.886E-2	2.295	78.571	28423.402
3000000	0.5639	1.6048	0.3424	0.3350	2.5345	0.6195	0.6737	0.4796	0.1839	0.1826	0.1540	4.3581E-3	1.1291E-3	4.3546E-3	0.2532	2.3528E-2	2.275	81.107	28976.221
4000000	0.5661	1.6797	0.3531	0.3459	2.4512	0.6041	0.6636	0.4794	0.1829	0.1801	0.1577	4.1777E-3	1.0012E-3	4.2403E-3	0.2397	-4.1729E-2	1.800	79.285	29835.719
5000000	0.5725	1.6541	0.3613	0.3486	2.4514	0.6120	0.6815	0.4722	0.1890	0.1852	0.1537	4.4713E-3	9.4902E-4	4.4696E-3	0.2085	-1.1872E-2	4.538	78.188	28216.004
6000000	0.5825	1.6213	0.3497	0.3746	2.4684	0.6035	0.6683	0.4716	0.1834	0.1858	0.1593	4.3265E-3	1.0157E-3	4.4041E-3	0.2375	4.9153E-3	1.115	78.484	28595.313
7000000	0.5691	1.7036	0.3626	0.3557	2.4194	0.5895	0.6637	0.4626	0.1927	0.1842	0.1605	4.5439E-3	1.0437E-3	4.4349E-3	0.2266	1.0325E-2	1.641	76.662	28408.111
8000000	0.6016	1.7364	0.3457	0.3718	2.3672	0.5773	0.6933	0.4650	0.1860	0.1818	0.1672	4.5943E-3	9.7082E-4	4.567E-3	0.2132	2.513E-2	2.260	74.080	27088.380
9000000	0.5549	1.6739	0.3489	0.3781	2.4373	0.6069	0.6789	0.4719	0.1872	0.1793	0.1616	4.6965E-3	1.0649E-3	4.6716E-3	0.2181	-9.1881E-3	3.155	77.717	26878.864
10000000	0.5746	1.6902	0.3662	0.3554	2.4113	0.6022	0.6689	0.4675	0.1839	0.1867	0.1619	4.8767E-3	1.0581E-3	4.8922E-3	0.2141	-1.6468E-2	3.861	72.951	26334.082
11000000	0.5889	1.6573	0.3768	0.3588	2.4401	0.5781	0.6812	0.4657	0.1837	0.1885	0.1620	4.6119E-3	1.1371E-3	4.589E-3	0.2466	-5.8847E-2	3.612	80.953	26977.551
12000000	0.5841	1.6851	0.3521	0.3660	2.3850	0.6276	0.6840	0.4654	0.1912	0.1839	0.1594	4.7861E-3	1.1882E-3	4.7642E-3	0.2387	-2.4187E-2	2.550	73.339	26134.793
13000000	0.5771	1.7224	0.3675	0.3534	2.3505	0.6291	0.6859	0.4595	0.1925	0.1858	0.1622	4.8249E-3	1.0865E-3	4.7948E-3	0.2290	-8.4113E-3	4.002	68.668	26141.491
14000000	0.5838	1.6375	0.3648	0.3627	2.4691	0.5821	0.6801	0.4676	0.1813	0.1904	0.1607	4.621E-3	1.098E-3	4.6198E-3	0.2414	1.8728E-2	1.732	82.675	27648.212
15000000	0.5722	1.6457	0.3591	0.3790	2.4601	0.5840	0.6806	0.4705	0.1849	0.1857	0.1590	4.5903E-3	1.0803E-3	4.5401E-3	0.2362	-2.3618E-2	3.389	76.013	27592.257
16000000	0.5866	1.6581	0.3491	0.3771	2.4342	0.5949	0.6692	0.4668	0.1840	0.1879	0.1613	4.8523E-3	1.1124E-3	4.8044E-3	0.2299	4.7127E-3	3.829	78.522	26456.804
