state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	12.087	12.517	12.053	12.290	12.425	12.484	12.682	12.444	12.352	12.298	12.854	13.221	12.344	11.778	11.705	10.044	10.222	8.971	8.681	7.999	7.658	6.725	7.148	6.285	5.869	5.269	5.177	5.745	4.681	5.340	4.500	5.260	5.164	4.382	4.679	4.486	4.314	4.246	2.234	2.789	1.996	1.798	2.176	3.046	2.770	3.180	2.559	1.640	1.796	1.310
2000000	11.968	12.275	12.456	12.184	12.343	11.685	11.169	11.953	12.426	11.818	12.337	11.813	11.660	11.240	10.873	10.024	9.181	8.809	7.988	7.684	7.533	7.308	6.639	6.286	5.824	5.497	5.566	5.129	5.481	4.992	4.219	5.078	4.402	4.605	4.170	4.447	4.288	4.234	3.016	2.922	2.178	1.393	0.984	0.537	0.354	-0.338	-0.226	-0.340	-0.249	-0.716
3000000	11.610	10.976	11.635	11.888	11.768	11.885	12.162	11.704	11.110	11.303	11.764	12.361	12.183	12.272	11.475	10.051	8.886	9.347	8.173	7.935	7.458	7.033	6.814	5.714	5.924	5.658	6.041	5.368	5.342	5.256	4.676	4.967	4.780	4.290	4.589	4.527	4.694	3.657	3.589	2.332	2.671	2.510	2.220	2.702	3.306	2.686	3.145	2.722	2.974	2.873
4000000	11.627	11.867	12.162	11.761	11.676	11.561	11.379	11.801	12.573	11.961	11.683	12.574	11.794	11.583	10.954	10.263	9.452	8.539	8.655	8.223	7.449	7.233	6.928	6.541	5.926	6.152	5.178	4.898	6.425	4.867	4.272	4.442	3.512	4.192	3.968	3.647	2.733	2.101	2.339	1.469	2.139	1.162	0.414	0.602	0.727	0.906	0.715	0.235	0.763	0.112
5000000	12.600	12.847	12.303	12.247	12.251	12.668	12.212	11.915	11.738	12.042	12.510	12.421	11.425	11.864	10.248	10.196	9.206	9.150	8.338	7.806	7.207	6.784	6.791	6.265	5.499	4.972	5.140	4.830	4.504	4.628	4.531	3.948	3.946	3.693	3.670	2.502	2.153	1.919	2.424	2.305	1.968	1.858	1.943	1.876	1.998	1.897	2.167	2.787	2.968	2.427
6000000	12.059	13.070	12.140	12.277	12.124	12.275	12.577	11.195	12.405	12.675	13.453	12.565	12.184	11.290	10.744	9.927	9.215	8.881	8.479	8.017	7.614	6.867	6.899	5.906	5.707	5.863	4.808	5.443	4.726	4.811	5.086	4.100	4.183	4.559	4.391	4.747	3.580	2.704	2.484	2.792	3.068	3.348	3.704	4.952	4.602	5.613	5.078	4.461	5.134	5.106
7000000	11.473	12.560	12.446	12.336	12.221	11.653	11.794	11.584	11.723	12.133	12.356	11.707	11.362	12.051	10.572	9.969	8.877	8.069	8.160	7.588	6.906	6.214	5.935	5.678	5.826	5.341	5.321	5.565	5.086	5.943	5.777	4.850	4.011	3.579	3.804	4.285	4.593	4.209	2.426	2.106	2.926	1.895	1.411	0.754	1.178	0.668	0.852	1.143	0.800	0.393
8000000	14.666	14.966	14.024	12.636	12.385	12.398	12.938	12.755	12.706	12.529	12.313	11.900	12.046	11.223	11.237	9.608	8.642	8.251	7.867	7.739	6.923	6.707	6.221	5.452	5.472	5.293	5.482	4.888	4.901	4.915	4.454	4.157	4.049	3.988	4.123	4.753	4.606	4.578	3.644	2.839	2.355	1.594	1.520	1.385	1.503	1.775	1.605	1.317	1.401	1.575
9000000	11.795	11.335	11.482	12.379	12.010	12.001	11.599	11.875	12.090	11.596	11.564	11.380	11.849	10.939	10.199	10.118	8.843	8.355	7.855	7.553	7.058	6.527	5.956	5.802	5.505	5.554	5.203	4.706	4.499	5.251	4.766	4.454	4.516	4.271	4.257	4.587	4.513	3.820	4.102	3.319	2.936	2.311	2.219	1.497	2.009	1.858	1.716	1.530	1.848	1.353
10000000	12.235	11.261	11.776	11.898	12.435	12.078	11.239	12.402	12.131	11.669	11.995	12.832	12.313	10.673	10.292	9.327	8.753	8.023	8.199	7.299	6.991	6.538	5.967	5.735	5.869	5.145	5.350	4.850	5.597	5.347	4.528	4.162	3.491	4.658	4.078	3.868	4.054	3.375	2.809	3.149	1.862	2.117	1.736	2.347	2.682	3.254	3.828	4.350	3.186	3.216
