state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.6760	2.3746	0.2951	0.4533	1.7064	0.4946	0.6266	0.4156	0.1930	0.1567	0.2347	3.204E-3	7.7772E-4	3.2116E-3	0.2311	4.7247E-2	1.263	79.717	28260.997
2000000	0.6811	2.2980	0.2980	0.4466	1.7661	0.5103	0.6150	0.4210	0.1951	0.1570	0.2269	3.1808E-3	7.2324E-4	3.1809E-3	0.2239	3.2278E-3	2.062	78.597	28264.000
3000000	0.7014	2.3593	0.2949	0.4288	1.7103	0.5053	0.5905	0.4073	0.1962	0.1586	0.2379	3.2845E-3	6.5061E-4	3.2668E-3	0.1960	1.4702E-2	3.200	78.667	27225.238
4000000	0.7096	2.3557	0.2955	0.4336	1.6962	0.5094	0.6140	0.4065	0.2019	0.1581	0.2335	3.399E-3	7.6074E-4	3.4229E-3	0.2255	-8.0927E-3	4.297	77.567	26399.841
5000000	0.6600	2.3537	0.2830	0.4967	1.6991	0.5075	0.6152	0.4091	0.1930	0.1555	0.2425	3.4773E-3	7.9527E-4	3.4522E-3	0.2199	1.7004E-2	3.009	70.951	26036.450
6000000	0.6752	2.3051	0.2927	0.4607	1.7506	0.5157	0.6011	0.4194	0.1960	0.1565	0.2280	3.416E-3	8.2723E-4	3.3773E-3	0.2408	1.9612E-2	2.092	74.954	26446.989
7000000	0.6791	2.3335	0.2967	0.4697	1.6961	0.5250	0.6117	0.4102	0.1953	0.1573	0.2371	3.4652E-3	7.6542E-4	3.4449E-3	0.2229	-5.339E-2	1.417	72.206	25953.343
8000000	0.6705	2.4216	0.3026	0.4340	1.6752	0.4960	0.6276	0.3989	0.2026	0.1582	0.2403	3.3996E-3	7.5355E-4	3.4289E-3	0.2268	-1.2153E-2	1.439	76.507	26188.814
9000000	0.6880	2.3056	0.2932	0.4429	1.7610	0.5092	0.6054	0.4126	0.1987	0.1585	0.2302	3.4468E-3	7.4625E-4	3.4347E-3	0.2226	1.4529E-2	4.040	71.848	25942.557
10000000	0.6925	2.3412	0.2885	0.4467	1.7248	0.5063	0.6103	0.4141	0.1960	0.1584	0.2315	3.3134E-3	7.882E-4	3.2824E-3	0.2314	2.2914E-2	4.455	74.995	26900.465
11000000	0.7036	2.3864	0.2901	0.4263	1.6863	0.5072	0.6049	0.4042	0.1951	0.1557	0.2450	3.3373E-3	7.1428E-4	3.3076E-3	0.2142	1.8015E-2	1.194	75.350	27412.746
12000000	0.6686	2.3534	0.2890	0.4329	1.7233	0.5327	0.5908	0.4064	0.1999	0.1576	0.2361	3.1695E-3	7.2693E-4	3.1566E-3	0.2350	-4.1897E-3	3.861	79.562	28610.327
13000000	0.6776	2.3089	0.3001	0.4607	1.7638	0.4889	0.6153	0.4173	0.1912	0.1606	0.2309	2.9199E-3	6.6547E-4	2.9485E-3	0.2269	3.5679E-2	2.331	89.464	30195.308
14000000	0.6751	2.3676	0.2851	0.4555	1.6912	0.5255	0.6007	0.4116	0.1979	0.1579	0.2326	2.9156E-3	6.1972E-4	2.9426E-3	0.2079	5.19E-2	1.967	84.334	30295.854
15000000	0.6843	2.3260	0.2891	0.4393	1.7221	0.5392	0.6014	0.4114	0.1979	0.1615	0.2293	3.0943E-3	7.104E-4	3.0636E-3	0.2334	-9.0983E-4	4.700	81.269	29464.921
16000000	0.6853	2.3726	0.2758	0.4457	1.7259	0.4947	0.5961	0.4156	0.1953	0.1558	0.2333	3.0288E-3	6.8971E-4	3.0427E-3	0.2264	2.3266E-2	3.627	84.801	29687.233
17000000	0.7036	2.4053	0.2753	0.4227	1.7004	0.4927	0.6134	0.3980	0.1997	0.1584	0.2438	3.16E-3	7.7179E-4	3.1411E-3	0.2433	1.6915E-2	5.559	75.500	28601.767
18000000	0.6971	2.3351	0.2933	0.4260	1.7303	0.5181	0.6048	0.4138	0.1968	0.1586	0.2308	3.1335E-3	6.7938E-4	3.1414E-3	0.2216	2.4686E-2	5.953	75.357	28313.095
19000000	0.6677	2.3630	0.2914	0.4789	1.7008	0.4982	0.6067	0.4058	0.2028	0.1596	0.2318	3.1203E-3	7.203E-4	3.1025E-3	0.2312	2.7599E-2	2.250	84.462	29291.155
20000000	0.6794	2.3740	0.2871	0.4867	1.6850	0.4878	0.6002	0.4068	0.1993	0.1553	0.2387	3.1225E-3	7.0653E-4	3.115E-3	0.2301	2.6232E-2	2.071	79.178	28452.841
21000000	0.6887	2.3386	0.2958	0.4505	1.7051	0.5214	0.6048	0.4056	0.1991	0.1608	0.2345	3.112E-3	6.9495E-4	3.1283E-3	0.2233	5.4559E-2	1.143	82.263	28798.258
22000000	0.6847	2.3229	0.2938	0.4504	1.7479	0.5004	0.6090	0.4091	0.1955	0.1611	0.2343	3.2434E-3	7.0534E-4	3.2074E-3	0.2203	1.4892E-3	2.418	74.574	27904.679
23000000	0.6928	2.4042	0.2873	0.4246	1.6891	0.5020	0.6132	0.4107	0.1927	0.1571	0.2395	3.0872E-3	6.8631E-4	3.0744E-3	0.2239	5.7449E-3	2.902	78.845	29335.143
24000000	0.6803	2.3659	0.2954	0.4355	1.7141	0.5087	0.5976	0.4120	0.2007	0.1539	0.2334	3.1621E-3	7.2357E-4	3.1033E-3	0.2303	-8.367E-3	5.414	76.806	28910.798
25000000	0.6504	2.3921	0.2781	0.4534	1.7087	0.5173	0.5970	0.4119	0.1986	0.1555	0.2341	3.1835E-3	7.9989E-4	3.1913E-3	0.2544	4.3767E-2	1.906	74.956	28513.199
26000000	0.6772	2.3970	0.2811	0.4348	1.6643	0.5456	0.6093	0.4062	0.2022	0.1539	0.2377	3.1781E-3	6.6672E-4	3.1473E-3	0.2125	-2.9039E-2	2.359	78.094	28327.184
27000000	0.6925	2.3156	0.2972	0.4221	1.7557	0.5169	0.5937	0.4209	0.1942	0.1590	0.2259	3.2901E-3	8.0342E-4	3.3015E-3	0.2426	4.669E-3	1.488	79.563	27163.649
28000000	0.6783	2.3043	0.2940	0.4381	1.7623	0.5230	0.5984	0.4137	0.1909	0.1595	0.2358	3.247E-3	7.003E-4	3.2745E-3	0.2193	1.2898E-2	3.288	79.068	27651.023
29000000	0.6654	2.3611	0.2930	0.4810	1.6948	0.5047	0.5915	0.4095	0.1977	0.1568	0.2360	3.2252E-3	6.5774E-4	3.2149E-3	0.2066	1.2863E-2	1.924	75.881	27782.747
30000000	0.6959	2.3501	0.2877	0.4397	1.7505	0.4762	0.6122	0.4074	0.1961	0.1627	0.2338	3.1377E-3	6.8051E-4	3.1647E-3	0.2236	3.4392E-3	3.490	78.233	28513.617
31000000	0.7020	2.3420	0.2932	0.4428	1.7203	0.4998	0.6022	0.4113	0.1988	0.1589	0.2309	3.197E-3	7.2895E-4	3.1887E-3	0.2260	-1.4981E-2	1.271	81.086	28420.551
32000000	0.6960	2.3129	0.2934	0.4365	1.7557	0.5055	0.6102	0.4142	0.1895	0.1605	0.2359	3.1918E-3	7.5083E-4	3.1469E-3	0.2332	3.6032E-2	2.688	81.484	28295.487
33000000	0.6694	2.3636	0.2994	0.4435	1.7187	0.5054	0.5881	0.4050	0.2021	0.1598	0.2331	3.1041E-3	6.5937E-4	3.112E-3	0.2115	2.1263E-2	3.106	78.975	28968.048
34000000	0.6848	2.4155	0.2819	0.4455	1.6842	0.4880	0.5805	0.4012	0.1978	0.1586	0.2424	3.0495E-3	6.391E-4	3.0546E-3	0.2101	4.2311E-3	2.311	80.189	29182.852
35000000	0.6977	2.3505	0.2787	0.4327	1.7313	0.5090	0.6172	0.4114	0.1919	0.1601	0.2365	3.1223E-3	7.1612E-4	3.1305E-3	0.2262	1.0093E-2	2.273	83.082	28958.466
36000000	0.6823	2.3202	0.2982	0.4231	1.7430	0.5332	0.6226	0.4158	0.1955	0.1610	0.2276	3.1287E-3	7.4569E-4	3.1276E-3	0.2337	2.204E-2	1.231	87.061	28755.285
37000000	0.6626	2.3782	0.2911	0.4635	1.6860	0.5186	0.6011	0.4054	0.2029	0.1555	0.2363	3.0266E-3	7.2281E-4	3.0112E-3	0.2388	-1.3922E-2	4.191	80.980	29925.496
38000000	0.6821	2.3763	0.2975	0.4301	1.6936	0.5204	0.6046	0.4042	0.1991	0.1608	0.2359	3.0694E-3	6.8418E-4	3.0575E-3	0.2144	1.4789E-2	1.686	75.341	29319.768
39000000	0.6777	2.3830	0.2813	0.4294	1.6894	0.5392	0.6053	0.4073	0.1989	0.1596	0.2341	3.1301E-3	6.8742E-4	3.1047E-3	0.2199	-1.2968E-2	2.235	79.161	28993.057
40000000	0.6890	2.3086	0.2871	0.4277	1.7609	0.5268	0.6056	0.4165	0.1916	0.1629	0.2290	3.3024E-3	7.3314E-4	3.2977E-3	0.2205	-1.6362E-2	3.177	80.620	27430.514
41000000	0.6695	2.3662	0.2959	0.4460	1.7302	0.4922	0.6167	0.4054	0.1980	0.1634	0.2332	3.3803E-3	8.2215E-4	3.3783E-3	0.2462	-4.6699E-2	0.980	71.408	26972.250
42000000	0.6826	2.3886	0.2789	0.4421	1.7085	0.4993	0.6074	0.4096	0.1932	0.1578	0.2395	3.3239E-3	7.8042E-4	3.2819E-3	0.2340	-1.8167E-2	2.063	72.444	27401.780
