state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.5727	1.6463	0.3529	0.3530	2.4955	0.5796	0.6742	0.4750	0.1838	0.1829	0.1582	4.9431E-3	1.1415E-3	4.9213E-3	0.2270	-2.0862E-2	2.920	74.145	25762.562
2000000	0.5587	1.6357	0.3530	0.3837	2.4513	0.6176	0.6687	0.4724	0.1879	0.1792	0.1605	4.7769E-3	1.1259E-3	4.7873E-3	0.2345	3.1432E-2	1.764	75.575	26532.837
3000000	0.5786	1.6552	0.3386	0.3774	2.4288	0.6214	0.6790	0.4761	0.1849	0.1783	0.1607	4.6489E-3	1.0933E-3	4.6214E-3	0.2337	5.2963E-3	1.815	70.840	26875.249
4000000	0.5798	1.6864	0.3540	0.3689	2.3966	0.6143	0.6741	0.4746	0.1840	0.1810	0.1603	4.8314E-3	1.0737E-3	4.8407E-3	0.2245	-3.9989E-4	3.503	70.317	25950.233
5000000	0.5675	1.6183	0.3572	0.3501	2.4752	0.6317	0.6741	0.4661	0.1911	0.1852	0.1576	5.0247E-3	1.1257E-3	5.0404E-3	0.2265	3.8886E-2	2.371	73.388	25645.167
6000000	0.5650	1.6989	0.3630	0.3482	2.4202	0.6047	0.6674	0.4667	0.1876	0.1849	0.1608	5.0619E-3	1.1725E-3	4.9905E-3	0.2382	1.8457E-2	2.901	72.430	25551.568
7000000	0.5627	1.6518	0.3534	0.3444	2.4746	0.6130	0.6784	0.4745	0.1828	0.1844	0.1583	4.8574E-3	1.1845E-3	4.821E-3	0.2432	2.3095E-2	2.126	73.421	25759.294
8000000	0.5814	1.6975	0.3580	0.3553	2.3817	0.6261	0.6826	0.4635	0.1909	0.1809	0.1647	5.0112E-3	1.1969E-3	4.9602E-3	0.2472	1.1328E-2	1.590	71.933	26013.370
9000000	0.5750	1.6467	0.3600	0.3672	2.4319	0.6192	0.6587	0.4771	0.1851	0.1788	0.1591	4.5955E-3	1.2538E-3	4.5784E-3	0.2737	1.7983E-2	2.711	72.658	27028.766
10000000	0.5907	1.6724	0.3469	0.3447	2.4127	0.6326	0.6754	0.4656	0.1840	0.1874	0.1630	4.8715E-3	1.1302E-3	4.8445E-3	0.2305	3.6004E-2	2.487	78.455	26600.203
