state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.6670	2.3929	0.3076	0.4432	1.6821	0.5073	0.6129	0.3967	0.2049	0.1579	0.2405	3.4674E-3	7.6096E-4	3.4681E-3	0.2202	-2.8024E-2	1.160	72.867	25712.514
2000000	0.7069	2.3494	0.2792	0.4479	1.7286	0.4881	0.6016	0.4040	0.1968	0.1602	0.2390	3.3074E-3	6.8232E-4	3.301E-3	0.2077	-1.5975E-2	2.273	75.797	27276.439
3000000	0.6906	2.4119	0.2966	0.4669	1.6500	0.4840	0.5970	0.4059	0.2014	0.1554	0.2373	3.2787E-3	7.3668E-4	3.2556E-3	0.2231	1.633E-2	2.008	76.242	27731.497
4000000	0.7056	2.3620	0.2809	0.4588	1.6839	0.5088	0.6117	0.4088	0.1964	0.1577	0.2371	3.3808E-3	7.5881E-4	3.3295E-3	0.2223	3.3804E-2	2.841	71.711	27077.552
5000000	0.6969	2.3739	0.2888	0.4369	1.7073	0.4962	0.6123	0.4047	0.1989	0.1610	0.2353	3.25E-3	7.5529E-4	3.2077E-3	0.2286	3.6933E-2	1.845	75.954	28365.690
6000000	0.6821	2.3295	0.2990	0.4601	1.7299	0.4993	0.6061	0.4057	0.1982	0.1653	0.2309	3.1125E-3	6.2214E-4	3.1033E-3	0.2064	6.117E-3	3.822	77.416	28852.619
7000000	0.6940	2.3835	0.2943	0.4367	1.6839	0.5076	0.6184	0.4034	0.1978	0.1585	0.2403	3.2391E-3	7.4667E-4	3.2486E-3	0.2384	-6.2914E-3	2.212	79.179	28085.872
8000000	0.6808	2.3890	0.2745	0.4321	1.6895	0.5341	0.6059	0.4131	0.1963	0.1550	0.2357	3.2859E-3	7.309E-4	3.2383E-3	0.2273	2.8158E-2	4.853	75.224	27830.916
9000000	0.6671	2.3905	0.2898	0.4432	1.7076	0.5017	0.6119	0.4053	0.2039	0.1543	0.2365	2.9589E-3	6.549E-4	2.9677E-3	0.2221	3.3557E-2	3.786	83.791	30168.511
10000000	0.6758	2.3873	0.2805	0.4291	1.7078	0.5195	0.6036	0.4094	0.2023	0.1551	0.2332	3.1321E-3	6.6723E-4	3.1265E-3	0.2111	-1.6972E-2	2.025	83.903	29213.034
11000000	0.6836	2.3906	0.2742	0.4591	1.6992	0.4933	0.5877	0.4061	0.2006	0.1523	0.2410	3.0161E-3	6.7352E-4	3.0268E-3	0.2237	-1.699E-2	4.164	81.608	29481.381
12000000	0.6755	2.3563	0.2768	0.4530	1.7442	0.4942	0.6000	0.4104	0.1989	0.1550	0.2357	2.9902E-3	6.8024E-4	2.984E-3	0.2208	-3.9976E-4	2.990	90.956	30697.793
13000000	0.7018	2.3584	0.3000	0.4251	1.7066	0.5080	0.6178	0.3988	0.1998	0.1636	0.2378	2.9511E-3	6.7028E-4	2.9558E-3	0.2241	3.163E-2	3.261	84.635	30585.832
14000000	0.6851	2.4067	0.2769	0.4577	1.6653	0.5083	0.6336	0.4024	0.2015	0.1541	0.2420	2.9742E-3	7.0231E-4	2.969E-3	0.2392	3.3582E-3	2.412	83.999	30078.420
15000000	0.6893	2.3936	0.2737	0.4636	1.6752	0.5045	0.6151	0.4046	0.1964	0.1553	0.2437	2.9817E-3	6.9377E-4	2.9767E-3	0.2269	4.8948E-3	2.379	81.196	29935.231
16000000	0.6795	2.4039	0.2816	0.4381	1.6900	0.5070	0.6151	0.4090	0.1971	0.1578	0.2361	2.9443E-3	6.1414E-4	2.9558E-3	0.2094	1.662E-2	4.285	85.847	29768.085
17000000	0.6771	2.3651	0.2885	0.4413	1.6997	0.5283	0.6135	0.4111	0.2012	0.1579	0.2298	2.996E-3	7.2683E-4	2.9646E-3	0.2377	-1.9314E-2	2.241	84.922	30102.856
18000000	0.7062	2.3014	0.2828	0.4329	1.7573	0.5193	0.6089	0.4045	0.1974	0.1656	0.2324	3.0665E-3	6.8216E-4	3.0705E-3	0.2224	6.5518E-3	2.330	77.954	29182.105
19000000	0.6585	2.3544	0.2875	0.4693	1.7041	0.5263	0.6099	0.4123	0.1994	0.1529	0.2353	3.0167E-3	6.4097E-4	3.0009E-3	0.2150	1.6246E-3	1.523	78.562	29404.253
20000000	0.6904	2.2754	0.2861	0.4682	1.7629	0.5169	0.6213	0.4060	0.1912	0.1630	0.2398	3.0465E-3	6.3089E-4	3.0682E-3	0.2067	-2.3395E-3	2.708	78.714	29158.642
21000000	0.6841	2.3743	0.2842	0.4314	1.7026	0.5235	0.6156	0.4011	0.2040	0.1580	0.2368	3.1299E-3	7.3141E-4	3.1079E-3	0.2372	9.2869E-3	1.514	75.501	28870.308
22000000	0.6770	2.3481	0.3064	0.4430	1.7163	0.5092	0.6056	0.4083	0.1968	0.1582	0.2367	3.2318E-3	7.4282E-4	3.2031E-3	0.2261	2.0037E-3	2.057	79.349	27771.314
23000000	0.6822	2.4485	0.2831	0.4171	1.6579	0.5112	0.6018	0.4001	0.1997	0.1579	0.2423	3.1507E-3	7.0116E-4	3.1677E-3	0.2306	2.4006E-2	3.607	77.646	28582.152
24000000	0.6861	2.3534	0.2883	0.4407	1.7381	0.4935	0.5897	0.4049	0.1963	0.1584	0.2404	3.1975E-3	7.142E-4	3.1569E-3	0.2218	-3.5256E-3	3.025	76.585	28507.855
25000000	0.7018	2.3667	0.2768	0.4330	1.7101	0.5116	0.6180	0.4103	0.1949	0.1580	0.2369	3.1868E-3	7.1269E-4	3.1761E-3	0.2174	-2.5123E-2	3.801	77.648	28539.024
26000000	0.6796	2.3584	0.3016	0.4319	1.7352	0.4933	0.6138	0.4113	0.1931	0.1592	0.2363	3.2055E-3	7.0937E-4	3.1937E-3	0.2135	2.0139E-2	2.575	79.022	28062.871
27000000	0.7103	2.3197	0.2943	0.4347	1.7239	0.5171	0.6280	0.4075	0.1905	0.1628	0.2392	3.3001E-3	6.8205E-4	3.269E-3	0.2054	-5.8089E-3	4.068	77.095	27564.274
28000000	0.6632	2.3382	0.2927	0.4870	1.7115	0.5073	0.6078	0.4107	0.1967	0.1581	0.2345	3.3811E-3	7.3777E-4	3.33E-3	0.2134	2.8396E-2	1.995	74.430	26988.473
29000000	0.6791	2.3213	0.3052	0.4639	1.7091	0.5214	0.6022	0.4137	0.1983	0.1594	0.2286	3.4546E-3	7.2675E-4	3.4262E-3	0.2159	-2.096E-3	2.118	73.312	26331.902
30000000	0.6836	2.3327	0.2855	0.4518	1.7537	0.4927	0.6020	0.4076	0.1992	0.1621	0.2311	3.5305E-3	8.4897E-4	3.484E-3	0.2348	3.7078E-2	2.902	71.630	25975.821
31000000	0.6781	2.3262	0.2974	0.4526	1.7462	0.4994	0.6216	0.4078	0.1946	0.1608	0.2368	3.388E-3	7.3286E-4	3.3902E-3	0.2138	-1.8211E-2	3.061	72.154	26552.969
32000000	0.7016	2.3964	0.2847	0.4341	1.7026	0.4806	0.6050	0.4027	0.2002	0.1604	0.2368	3.3841E-3	7.9863E-4	3.3657E-3	0.2333	1.3881E-2	4.913	72.757	26931.787
33000000	0.6943	2.3720	0.3003	0.4167	1.7034	0.5133	0.6006	0.4061	0.1957	0.1624	0.2358	3.3539E-3	8.9984E-4	3.3226E-3	0.2649	1.4498E-2	2.120	74.684	27318.630
34000000	0.6924	2.3061	0.2920	0.4380	1.7489	0.5225	0.6082	0.4142	0.1932	0.1640	0.2287	3.4187E-3	7.439E-4	3.381E-3	0.2165	-1.6437E-2	1.526	71.214	26571.748
35000000	0.6866	2.3577	0.3058	0.4683	1.6882	0.4935	0.5996	0.4004	0.2021	0.1604	0.2372	3.4629E-3	8.0648E-4	3.4134E-3	0.2306	-2.6994E-2	1.585	74.306	26426.220
36000000	0.6802	2.3452	0.3031	0.4363	1.7208	0.5142	0.5926	0.4047	0.1978	0.1615	0.2360	3.4341E-3	7.5373E-4	3.4046E-3	0.2244	2.8527E-3	3.516	72.505	26602.927
37000000	0.7012	2.4090	0.2760	0.4618	1.6662	0.4859	0.6088	0.4026	0.1977	0.1581	0.2416	3.3584E-3	8.1457E-4	3.3279E-3	0.2382	-5.177E-2	2.734	76.534	27393.287
38000000	0.6891	2.3750	0.2922	0.4444	1.7096	0.4897	0.6043	0.3992	0.1967	0.1604	0.2438	3.3792E-3	7.9892E-4	3.3555E-3	0.2414	1.5385E-3	4.476	75.395	27508.170
39000000	0.6773	2.4040	0.2788	0.4506	1.6923	0.4969	0.6062	0.4081	0.1993	0.1511	0.2416	3.3579E-3	7.5777E-4	3.3061E-3	0.2312	-2.0486E-2	1.916	73.470	27200.687
40000000	0.6684	2.3541	0.2978	0.4774	1.6798	0.5225	0.5967	0.4022	0.2013	0.1584	0.2381	3.3917E-3	8.1161E-4	3.3887E-3	0.2436	1.9736E-2	2.443	74.685	26733.641
41000000	0.6862	2.4028	0.2997	0.4323	1.6627	0.5162	0.6034	0.4040	0.1980	0.1593	0.2387	3.444E-3	8.4903E-4	3.4197E-3	0.2413	3.9078E-2	1.174	73.707	26265.664
42000000	0.6735	2.3720	0.2901	0.4113	1.7234	0.5298	0.6135	0.4118	0.1962	0.1611	0.2309	3.4363E-3	7.6595E-4	3.4287E-3	0.2218	6.0259E-3	2.702	80.102	26479.609
43000000	0.6888	2.3326	0.2879	0.4468	1.7108	0.5331	0.6097	0.4049	0.2003	0.1635	0.2313	3.321E-3	7.6626E-4	3.3005E-3	0.2296	2.2002E-2	2.447	73.727	27631.778
44000000	0.6982	2.3509	0.2915	0.4385	1.6923	0.5286	0.6075	0.4098	0.1984	0.1589	0.2329	3.2917E-3	7.993E-4	3.2915E-3	0.2470	2.4369E-2	2.802	77.045	27405.246
45000000	0.6869	2.3580	0.2996	0.4448	1.6971	0.5136	0.6073	0.4074	0.1949	0.1616	0.2362	3.3598E-3	7.8033E-4	3.3237E-3	0.2263	3.9295E-2	1.886	73.035	27064.802
46000000	0.6925	2.3607	0.2964	0.4263	1.7304	0.4936	0.6042	0.4035	0.1957	0.1643	0.2366	3.4298E-3	7.9703E-4	3.4037E-3	0.2299	1.4064E-2	2.558	74.075	26752.407
47000000	0.6883	2.4012	0.3047	0.4404	1.6715	0.4939	0.6153	0.3972	0.2026	0.1591	0.2411	3.206E-3	8.0223E-4	3.2318E-3	0.2507	-3.701E-3	2.010	75.518	27788.571
48000000	0.6832	2.4020	0.3033	0.4449	1.6738	0.4929	0.6221	0.3988	0.2035	0.1583	0.2394	3.1536E-3	7.3178E-4	3.1463E-3	0.2331	3.7196E-2	2.578	77.947	28675.324
