state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	13.095	12.876	12.700	12.624	12.005	11.086	11.999	11.402	11.588	11.513	12.871	12.714	12.327	11.698	10.806	9.810	9.099	8.142	7.789	7.613	6.863	6.875	6.082	5.663	5.272	5.249	4.887	5.553	4.687	4.831	4.525	4.720	4.307	3.759	3.283	3.226	4.468	3.519	3.368	2.233	1.685	1.695	1.569	1.108	0.154	0.145	-1.183	-1.592	-2.183	-1.969
2000000	13.599	12.913	12.762	12.182	12.251	10.563	11.565	12.615	12.188	12.485	12.631	13.125	12.615	11.750	10.866	9.540	9.430	8.853	8.248	7.983	7.276	6.894	6.460	6.312	5.734	5.617	5.398	5.636	5.520	5.671	5.448	4.866	4.082	3.712	3.884	4.137	3.489	4.270	4.845	3.441	2.646	1.958	1.334	1.206	2.238	1.239	1.908	2.030	1.903	2.916
3000000	12.948	12.506	11.757	11.704	12.019	11.628	11.896	12.250	12.791	13.260	13.612	13.107	12.176	11.617	10.656	10.601	9.386	8.964	8.144	8.066	7.526	7.050	6.595	6.315	5.568	5.569	5.654	5.850	4.940	4.484	5.368	5.244	5.727	5.653	4.865	4.333	4.258	4.003	4.247	3.667	3.295	1.981	2.151	2.732	2.834	2.993	2.328	2.988	3.679	4.623
4000000	11.659	11.938	11.761	12.105	12.559	12.102	12.375	11.785	12.313	11.427	12.128	11.970	12.462	12.310	11.395	11.196	8.802	9.684	8.362	8.354	7.603	7.808	7.322	6.453	6.086	6.440	5.904	5.058	5.381	4.621	4.737	5.367	4.576	4.687	5.139	4.390	4.339	4.385	4.025	4.830	3.883	2.993	1.493	0.850	1.082	1.074	-0.864	-1.489	-0.619	-0.930
5000000	13.519	13.322	13.168	12.723	11.357	11.356	12.440	12.913	12.390	12.081	11.588	12.249	12.072	11.339	10.773	9.831	8.864	8.714	8.691	7.720	7.354	6.997	6.060	6.195	5.623	5.169	5.080	5.448	5.034	5.063	4.944	3.972	4.400	5.077	4.469	4.233	3.632	3.045	3.577	2.771	3.673	3.019	2.899	2.726	2.447	1.570	1.881	2.567	2.811	3.531
6000000	12.309	11.654	11.381	12.405	12.482	12.130	11.291	11.182	11.738	12.673	11.816	12.164	11.373	11.266	10.917	9.773	9.066	8.808	8.382	7.901	7.025	7.383	6.333	6.699	5.808	5.221	5.561	5.278	5.518	5.641	5.457	4.577	4.904	5.066	4.552	4.237	3.197	3.526	4.496	2.861	1.757	1.090	0.603	0.163	1.423	2.152	3.228	1.964	2.589	2.913
7000000	12.453	12.254	12.501	11.413	11.046	11.651	11.786	11.664	12.425	12.181	12.841	13.134	13.414	12.231	11.588	10.118	9.410	8.494	8.472	7.691	7.225	6.816	6.812	6.094	5.514	5.958	5.369	4.379	5.624	5.411	5.069	4.743	4.342	3.961	4.014	3.264	3.580	3.855	3.506	3.212	2.424	1.197	2.500	1.613	2.768	3.228	4.609	4.754	4.850	4.362
8000000	12.937	11.803	11.940	11.892	11.930	12.773	13.442	11.877	12.065	11.764	11.771	11.335	11.948	11.696	10.399	9.139	8.958	8.028	8.160	7.360	7.093	6.785	5.739	5.550	4.918	4.911	5.010	4.768	5.171	4.934	4.545	4.631	4.318	4.429	5.148	3.058	2.165	2.137	1.651	1.379	-0.191	-0.070	1.139	1.083	0.486	1.230	1.719	1.252	1.804	3.173
9000000	11.783	11.253	11.200	11.872	12.580	11.880	11.620	12.296	11.491	11.805	11.936	12.394	12.109	11.228	10.176	9.002	9.780	7.944	8.003	7.042	6.774	6.510	5.723	5.771	5.292	5.247	5.269	5.513	5.826	5.257	4.390	4.408	4.586	4.485	3.722	2.949	2.639	2.417	2.246	1.724	0.928	0.449	-0.279	-0.219	-0.248	-1.658	-2.291	-2.866	-2.408	-1.871
10000000	12.352	12.908	12.976	12.126	11.996	11.754	11.782	12.654	12.361	11.903	11.366	11.513	10.893	11.061	10.213	9.166	8.315	8.311	7.440	7.148	6.728	6.617	5.786	5.697	5.155	5.383	4.962	4.714	5.349	5.680	4.838	4.856	4.453	3.754	3.471	3.538	3.401	2.508	1.993	1.970	1.417	0.647	1.118	0.815	0.448	0.506	0.648	1.146	1.010	0.578
