state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	13.149	12.758	11.746	11.073	11.875	12.172	12.807	12.440	11.480	11.870	11.725	11.627	11.670	11.792	9.858	9.621	8.711	7.913	7.984	6.881	6.519	6.363	5.288	5.128	5.281	4.889	5.970	5.245	5.841	5.064	4.421	4.625	3.724	2.970	3.162	3.288	3.185	2.273	1.204	1.607	2.071	1.389	2.195	2.516	1.532	2.835	2.702	2.734	2.743	3.291
2000000	11.051	11.560	12.259	13.288	11.830	12.328	11.662	12.873	13.282	12.742	12.963	12.208	10.919	11.053	10.814	9.223	8.853	8.598	7.719	7.230	7.049	6.411	5.791	5.313	5.043	4.758	4.370	5.433	4.386	4.986	4.364	4.636	4.401	4.686	3.683	3.942	3.583	2.698	2.389	2.725	3.335	3.697	3.975	3.399	3.005	2.659	2.187	2.593	2.002	2.318
3000000	13.218	13.507	12.857	12.521	11.920	11.908	12.925	12.776	12.191	12.758	12.482	12.417	11.477	9.964	10.326	8.806	9.224	8.004	7.421	7.349	6.425	6.121	5.883	5.101	4.873	5.423	4.933	6.050	4.911	3.924	4.089	4.864	4.870	5.460	4.203	3.435	3.708	3.379	2.845	2.249	1.604	1.131	2.162	1.563	2.348	2.727	2.493	2.034	1.635	2.952
4000000	11.923	11.037	12.284	12.021	12.330	11.764	12.437	12.907	13.078	12.377	10.600	11.933	11.662	10.810	9.463	9.947	8.423	7.777	7.529	6.865	6.524	5.840	5.412	5.389	5.081	4.766	5.161	4.918	4.570	4.893	4.510	4.225	4.508	3.473	2.222	2.669	1.878	0.989	2.448	4.311	3.810	4.491	3.095	4.016	5.032	4.090	4.247	5.816	7.190	7.712
5000000	11.387	11.896	11.722	11.461	11.386	11.133	12.487	12.238	11.995	12.322	13.413	12.903	12.482	11.520	10.875	8.755	9.493	7.949	7.830	7.295	6.701	6.447	5.564	5.222	5.384	5.367	5.101	4.627	5.367	4.222	4.571	3.669	3.622	3.130	3.601	3.386	2.672	2.184	2.114	1.193	1.015	2.112	2.496	3.206	4.592	2.368	4.500	4.184	3.141	3.123
6000000	13.425	12.227	11.946	11.668	12.065	12.038	11.821	12.191	12.327	12.458	12.903	11.306	11.030	11.721	10.560	10.564	8.866	8.384	8.081	7.631	7.230	6.660	5.877	5.928	5.103	4.560	5.065	5.355	5.154	4.919	5.132	6.423	5.415	4.107	2.783	2.958	3.926	2.988	2.907	2.205	2.537	2.653	2.595	2.724	3.519	3.804	4.892	4.156	4.446	4.446
7000000	12.143	11.634	12.218	11.903	11.803	11.574	12.201	11.944	12.787	12.806	12.339	11.642	12.258	11.549	10.093	9.554	8.603	8.324	7.957	7.609	7.070	6.415	6.089	5.391	5.108	4.597	4.998	5.054	4.877	4.833	4.436	3.984	3.712	3.865	3.722	3.526	3.332	3.647	2.838	2.515	2.724	3.026	2.908	2.983	2.900	1.503	2.401	2.601	2.810	2.434
8000000	12.759	12.626	11.912	11.034	11.430	11.880	11.185	11.474	12.030	11.722	11.816	12.182	12.020	11.723	11.462	9.219	8.760	8.176	7.517	7.828	6.975	6.416	5.580	5.272	5.114	4.772	5.316	5.236	4.974	4.753	4.306	4.325	4.068	4.231	3.711	4.335	3.123	2.416	2.833	3.459	2.754	2.584	2.999	3.311	3.974	4.416	4.734	5.160	5.709	5.943
9000000	13.197	12.477	11.775	10.620	11.832	12.227	12.107	12.492	13.082	12.269	12.721	12.056	11.771	11.931	11.376	9.440	9.176	8.346	7.759	7.371	6.930	6.396	6.315	5.903	5.035	5.630	4.854	5.261	5.017	4.861	4.982	4.772	4.192	4.074	3.310	3.888	3.962	3.230	2.446	2.228	1.216	1.097	1.265	0.865	1.256	2.807	3.139	1.727	2.213	2.354
10000000	12.435	12.333	12.840	12.309	12.794	12.242	11.124	12.186	11.916	12.517	12.214	12.182	12.680	10.753	10.729	9.507	8.569	8.660	7.405	7.611	6.536	6.985	6.092	5.537	5.008	4.658	4.669	4.656	4.455	4.232	3.973	4.096	4.596	4.251	3.460	3.292	3.474	2.374	1.641	1.188	0.572	-0.413	-0.641	-0.370	1.265	1.360	1.671	1.420	1.101	0.816
