state	posterior	prior	likelihood	skygrid
1000000	-136260.606	-21830.499	-114430.107	-7800.754
2000000	-136447.789	-21914.239	-114533.550	-7885.925
3000000	-136336.538	-21909.564	-114426.973	-7879.908
4000000	-136308.918	-21876.567	-114432.351	-7848.214
5000000	-136346.074	-21907.830	-114438.244	-7879.173
6000000	-136365.626	-21867.948	-114497.678	-7839.342
7000000	-136356.584	-21917.185	-114439.400	-7887.575
8000000	-136450.743	-21953.637	-114497.106	-7925.816
9000000	-136403.245	-22015.996	-114387.249	-7985.913
10000000	-136354.337	-21933.036	-114421.301	-7902.561
11000000	-136440.159	-21963.324	-114476.835	-7934.512
12000000	-136348.280	-21884.096	-114464.185	-7855.031
13000000	-136294.733	-21904.428	-114390.306	-7876.977
14000000	-136306.695	-21912.673	-114394.022	-7883.766
15000000	-136430.985	-21972.732	-114458.253	-7944.556
16000000	-136494.589	-21975.024	-114519.566	-7944.673
17000000	-136383.058	-21988.256	-114394.802	-7959.806
18000000	-136423.321	-21953.686	-114469.634	-7925.162
19000000	-136328.752	-21937.427	-114391.324	-7909.207
20000000	-136347.241	-21908.062	-114439.179	-7877.385
21000000	-136404.618	-21935.509	-114469.109	-7905.456
22000000	-136399.138	-21935.533	-114463.604	-7907.539
23000000	-136334.145	-21948.125	-114386.020	-7918.732
24000000	-136428.138	-21917.258	-114510.880	-7888.011
25000000	-136384.710	-21919.550	-114465.160	-7891.592
26000000	-136466.996	-21985.911	-114481.085	-7956.852
27000000	-136381.314	-21962.873	-114418.442	-7935.008
28000000	-136386.077	-21950.007	-114436.070	-7919.479
29000000	-136455.958	-21951.056	-114504.903	-7920.816
30000000	-136464.812	-21998.492	-114466.320	-7969.906
31000000	-136529.739	-22062.662	-114467.078	-8035.472
32000000	-136534.931	-22030.103	-114504.827	-8002.520
33000000	-136449.562	-21992.383	-114457.179	-7963.989
34000000	-136508.995	-22019.217	-114489.778	-7991.167
35000000	-136491.218	-22008.857	-114482.361	-7980.845
36000000	-136449.976	-22001.153	-114448.823	-7971.730
37000000	-136467.171	-22009.001	-114458.171	-7979.184
38000000	-136416.322	-22002.783	-114413.539	-7974.885
39000000	-136440.339	-22003.918	-114436.421	-7975.801
40000000	-136404.525	-22004.330	-114400.194	-7976.125
41000000	-136425.127	-21991.906	-114433.221	-7962.717
42000000	-136381.955	-21956.795	-114425.161	-7928.214
43000000	-136449.713	-21951.257	-114498.456	-7921.251
44000000	-136399.148	-21916.178	-114482.969	-7887.620
45000000	-136368.984	-21961.725	-114407.259	-7932.771
46000000	-136477.924	-21989.580	-114488.344	-7960.769
47000000	-136488.643	-22081.287	-114407.356	-8053.745
48000000	-136408.006	-22049.444	-114358.562	-8020.261
49000000	-136469.946	-22053.932	-114416.014	-8025.091
50000000	-136470.131	-21982.224	-114487.907	-7954.336
51000000	-136428.533	-21961.088	-114467.445	-7931.494
52000000	-136390.887	-22002.518	-114388.369	-7973.532
53000000	-136490.115	-22022.937	-114467.178	-7994.477
54000000	-136500.588	-22097.291	-114403.297	-8068.672
55000000	-136536.277	-22033.450	-114502.826	-8005.610
56000000	-136548.502	-22075.738	-114472.764	-8046.170
57000000	-136478.656	-22019.938	-114458.718	-7990.239
58000000	-136479.234	-22012.260	-114466.974	-7983.368
59000000	-136525.377	-22039.645	-114485.732	-8011.927
60000000	-136468.022	-21990.627	-114477.395	-7963.000
61000000	-136432.963	-21984.210	-114448.753	-7956.735
62000000	-136347.166	-21886.942	-114460.223	-7859.366
63000000	-136375.453	-21866.000	-114509.453	-7835.365
64000000	-136478.662	-21949.172	-114529.490	-7919.577
65000000	-136418.994	-21939.008	-114479.986	-7912.475
66000000	-136423.319	-21998.657	-114424.662	-7971.095
67000000	-136448.563	-21990.470	-114458.093	-7962.142
68000000	-136329.921	-21883.252	-114446.669	-7853.468
69000000	-136386.231	-21933.693	-114452.538	-7908.876
70000000	-136348.247	-21907.247	-114441.000	-7880.239
71000000	-136397.161	-21940.618	-114456.542	-7910.170
72000000	-136419.294	-22017.847	-114401.447	-7989.285
73000000	-136412.905	-21987.383	-114425.521	-7957.959
74000000	-136507.404	-22016.833	-114490.571	-7988.347
75000000	-136499.424	-22060.513	-114438.911	-8032.815
76000000	-136502.141	-22077.998	-114424.143	-8049.604
77000000	-136573.756	-22102.665	-114471.092	-8075.954
78000000	-136568.467	-22145.636	-114422.831	-8117.467
79000000	-136512.713	-22118.735	-114393.979	-8089.962
80000000	-136532.966	-22115.127	-114417.839	-8087.172
81000000	-136518.451	-22019.866	-114498.584	-7989.210
82000000	-136526.485	-22050.320	-114476.165	-8020.184
83000000	-136600.871	-22037.591	-114563.280	-8009.181
84000000	-136447.148	-22052.086	-114395.062	-8023.370
85000000	-136432.150	-22003.327	-114428.823	-7975.816
86000000	-136421.067	-22030.248	-114390.819	-8001.157
87000000	-136484.415	-22016.362	-114468.053	-7986.149
88000000	-136308.191	-21923.620	-114384.571	-7894.565
89000000	-136360.724	-21923.830	-114436.894	-7896.262
90000000	-136396.832	-21911.702	-114485.130	-7884.196
91000000	-136436.375	-21994.503	-114441.871	-7966.681
92000000	-136474.044	-22011.772	-114462.273	-7980.432
93000000	-136415.433	-22001.703	-114413.730	-7971.114
94000000	-136369.027	-21940.560	-114428.468	-7910.905
95000000	-136422.019	-21985.129	-114436.890	-7955.432
96000000	-136449.102	-22023.439	-114425.663	-7996.090
97000000	-136395.964	-21980.369	-114415.595	-7952.352
98000000	-136348.155	-21958.479	-114389.676	-7930.614
99000000	-136415.135	-21986.869	-114428.266	-7959.068
100000000	-136341.864	-21967.750	-114374.114	-7937.954
101000000	-136332.088	-21943.961	-114388.128	-7916.948
102000000	-136324.098	-21921.831	-114402.267	-7892.457
103000000	-136422.578	-21954.688	-114467.889	-7924.649
104000000	-136474.257	-21979.019	-114495.239	-7951.944
105000000	-136357.067	-21959.130	-114397.937	-7929.763
106000000	-136362.697	-21934.085	-114428.612	-7905.820
107000000	-136367.926	-21922.287	-114445.638	-7893.902
108000000	-136368.709	-21944.112	-114424.597	-7916.063
109000000	-136375.556	-21908.122	-114467.433	-7878.913
110000000	-136420.426	-21928.146	-114492.280	-7899.248
111000000	-136308.109	-21953.696	-114354.413	-7924.942
112000000	-136432.631	-22010.946	-114421.685	-7981.338
113000000	-136402.981	-21944.677	-114458.305	-7914.383
114000000	-136439.782	-21990.841	-114448.941	-7963.232
115000000	-136381.556	-21970.586	-114410.970	-7941.671
116000000	-136466.239	-22008.282	-114457.957	-7978.659
117000000	-136422.475	-22025.858	-114396.617	-7996.469
118000000	-136469.606	-22011.139	-114458.466	-7982.784
119000000	-136295.890	-21901.623	-114394.266	-7870.812
120000000	-136331.634	-21886.388	-114445.246	-7857.042
121000000	-136423.466	-21912.071	-114511.395	-7883.675
122000000	-136401.560	-21905.342	-114496.218	-7875.735
123000000	-136434.114	-21975.495	-114458.619	-7946.813
124000000	-136420.292	-21918.669	-114501.624	-7888.887
125000000	-136560.513	-22005.081	-114555.431	-7974.147
126000000	-136484.495	-22011.419	-114473.076	-7980.765
127000000	-136404.022	-22008.874	-114395.148	-7981.621
128000000	-136398.074	-21975.920	-114422.154	-7945.697
129000000	-136461.249	-22051.800	-114409.449	-8020.428
130000000	-136450.695	-22052.097	-114398.598	-8022.781
131000000	-136414.310	-22025.761	-114388.549	-7995.566
132000000	-136482.432	-22035.614	-114446.818	-8005.798
133000000	-136408.626	-21972.917	-114435.709	-7944.537
134000000	-136391.447	-21944.139	-114447.308	-7914.430
135000000	-136417.915	-21964.408	-114453.507	-7937.084
136000000	-136359.914	-21880.287	-114479.627	-7851.288
137000000	-136385.245	-21956.816	-114428.429	-7927.957
138000000	-136437.023	-21986.748	-114450.275	-7957.604
139000000	-136372.992	-21961.372	-114411.620	-7932.752
140000000	-136452.351	-21982.142	-114470.209	-7953.275
141000000	-136328.053	-21970.954	-114357.099	-7940.569
142000000	-136370.024	-21938.709	-114431.316	-7909.398
143000000	-136382.165	-21913.011	-114469.154	-7884.156
144000000	-136331.421	-21898.916	-114432.505	-7870.047
145000000	-136429.374	-21984.362	-114445.012	-7955.227
146000000	-136404.594	-21911.404	-114493.190	-7881.904
147000000	-136519.494	-22006.655	-114512.838	-7976.246
148000000	-136375.509	-21975.781	-114399.728	-7947.696
149000000	-136348.541	-21927.138	-114421.403	-7898.021
150000000	-136425.288	-21948.978	-114476.310	-7921.378
151000000	-136490.043	-21992.990	-114497.053	-7966.091
152000000	-136392.309	-22009.816	-114382.493	-7982.534
153000000	-136517.489	-21993.144	-114524.345	-7964.142
154000000	-136464.911	-22021.910	-114443.000	-7992.049
155000000	-136490.013	-22068.595	-114421.418	-8040.989
156000000	-136504.280	-22030.041	-114474.239	-8002.714
157000000	-136477.230	-22004.176	-114473.054	-7976.026
