state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	12.731	11.663	11.815	12.049	12.747	12.155	11.766	11.642	13.059	12.747	12.968	12.553	12.275	11.391	11.214	10.112	9.351	8.157	8.624	7.595	7.250	6.877	6.670	5.870	5.499	5.879	5.546	4.983	5.351	5.486	3.737	4.446	3.983	4.776	4.064	3.765	4.045	3.727	1.791	1.975	1.859	1.817	1.807	1.014	-1.121	-1.460	-2.947	-2.571	-1.700	-2.336
2000000	11.664	12.327	12.014	11.609	12.024	12.564	11.622	12.642	12.109	12.165	12.006	12.554	12.330	11.665	11.441	10.057	9.556	8.338	7.918	8.044	7.341	7.074	6.849	5.999	5.872	5.447	5.041	5.594	6.118	5.365	4.263	4.964	4.810	5.247	3.951	4.643	4.086	2.400	3.322	2.910	3.098	2.121	2.101	3.059	2.916	3.389	3.769	3.319	4.156	4.492
3000000	12.255	12.356	12.600	12.671	12.784	11.308	12.176	12.713	12.445	11.605	12.237	12.423	12.289	11.706	10.630	9.403	8.727	8.473	7.815	7.403	6.742	6.967	6.235	5.801	5.738	5.103	4.853	5.219	5.042	4.939	4.225	4.491	4.214	4.082	3.881	4.393	3.807	3.467	2.541	3.439	2.896	2.833	2.174	2.225	2.055	2.264	2.158	2.532	2.310	2.809
4000000	11.150	11.246	11.149	11.152	11.607	11.832	11.972	12.562	13.408	12.209	12.403	12.274	11.393	10.656	10.276	9.568	8.776	7.855	7.435	7.246	6.240	6.490	5.703	5.455	5.628	4.864	5.986	4.715	4.677	4.639	4.422	4.810	4.434	3.525	3.733	3.513	3.732	3.529	2.948	2.960	2.886	2.356	2.274	2.858	3.238	2.693	2.134	2.139	2.153	2.154
5000000	10.995	11.956	12.124	12.291	11.912	11.641	11.744	11.539	12.510	12.095	12.070	12.306	11.422	11.164	11.079	9.789	8.198	8.193	7.580	7.196	6.565	6.195	6.002	5.507	5.155	4.084	4.700	4.842	4.508	5.156	4.156	3.592	3.591	3.593	4.503	4.517	4.022	2.816	3.218	3.335	3.360	3.852	3.752	4.162	4.027	4.116	4.316	4.544	5.303	4.709
6000000	12.154	13.017	13.003	12.378	11.968	11.647	11.795	11.715	12.202	12.123	12.463	11.988	12.465	11.910	10.201	9.745	8.177	8.387	7.833	6.681	6.933	6.237	6.366	5.338	5.260	5.481	5.324	5.526	6.291	4.937	4.814	3.814	4.069	4.212	4.696	4.713	4.304	3.857	2.335	2.776	2.822	1.240	0.364	-0.330	-1.144	-1.382	-1.606	-1.323	-1.229	-2.373
7000000	12.618	11.916	11.968	12.027	12.506	12.649	11.878	11.508	12.933	11.921	11.481	11.773	11.545	10.086	10.306	8.981	8.548	7.828	7.883	6.951	6.365	5.994	6.074	5.210	4.724	5.046	5.526	5.153	4.818	4.848	5.388	5.429	4.356	3.646	3.024	3.322	3.017	1.864	1.171	0.684	-0.277	-0.060	-1.165	-1.272	-1.986	-2.879	-2.870	-3.742	-4.660	-3.518
8000000	10.568	11.937	10.919	11.802	12.041	11.809	11.930	12.429	11.584	11.311	12.671	14.153	11.483	10.121	10.195	8.714	8.794	8.000	7.723	6.831	6.904	6.617	5.697	5.818	5.467	5.483	5.275	4.788	4.826	5.131	4.954	4.846	4.793	4.818	4.000	3.793	2.421	2.381	3.924	2.936	2.598	1.883	2.802	3.263	3.702	4.704	4.528	4.144	4.182	3.141
9000000	11.978	11.963	12.668	12.148	13.080	11.847	11.828	12.146	11.938	12.102	12.531	12.798	11.755	10.793	9.772	9.445	8.461	7.994	7.767	6.943	6.599	6.086	5.348	5.948	5.001	5.219	5.258	4.865	4.337	3.842	3.083	4.036	3.964	4.478	3.771	3.589	3.183	2.376	2.004	2.685	3.196	3.092	3.213	4.227	3.938	4.984	5.674	5.497	4.535	5.005
10000000	14.015	13.141	12.634	11.501	11.713	11.517	11.803	12.297	12.308	12.271	11.844	11.243	10.957	10.809	10.113	10.066	8.810	8.640	8.081	7.017	7.172	6.629	5.819	5.534	4.858	5.312	4.680	5.397	5.570	4.387	4.223	4.634	3.862	3.775	3.688	4.247	4.053	3.193	2.234	2.276	1.485	1.646	2.008	2.717	2.821	2.915	2.651	1.491	1.642	1.796
11000000	12.116	12.647	11.969	11.979	12.516	11.446	11.916	12.738	12.735	11.969	13.329	11.370	11.866	12.003	10.731	9.944	8.321	8.977	7.976	7.534	7.084	6.734	6.199	6.282	5.391	5.387	5.280	5.797	4.369	4.415	4.433	5.330	4.928	5.644	5.220	4.778	5.259	5.148	2.259	2.197	2.057	1.438	0.075	0.183	0.301	0.930	2.235	1.143	0.589	0.941
12000000	10.447	11.182	11.116	11.669	11.674	12.136	12.360	11.864	12.317	11.579	12.201	11.974	11.701	11.167	10.839	9.901	9.477	8.734	8.549	7.755	7.457	6.925	6.606	6.136	5.845	5.988	5.855	5.414	4.950	4.388	4.883	3.596	3.975	3.522	3.888	4.085	3.769	4.085	3.578	2.198	2.033	1.576	1.436	0.756	0.709	1.067	1.612	2.454	2.303	2.372
13000000	14.655	13.915	12.827	11.798	12.555	12.116	11.690	12.579	12.841	11.998	12.763	12.557	12.808	12.321	12.103	11.351	10.017	9.173	8.715	8.254	7.675	7.724	6.578	7.306	6.201	6.166	5.787	5.974	5.824	5.158	5.373	5.964	4.907	3.854	4.140	4.766	5.230	4.526	3.432	4.066	4.319	3.625	3.485	3.142	2.108	2.004	1.882	1.502	1.604	1.242
14000000	13.900	13.527	12.748	12.090	11.862	12.124	12.210	11.711	11.478	11.959	11.561	11.786	12.409	12.715	11.992	10.725	9.885	8.802	8.747	8.409	7.896	7.630	7.093	6.571	6.319	5.833	5.651	5.136	5.423	5.005	5.140	5.831	5.367	5.037	4.720	4.555	4.718	3.640	4.562	4.815	4.310	3.617	1.939	2.136	1.786	1.350	1.810	1.683	1.798	2.392
15000000	13.835	13.686	13.199	12.740	12.348	12.269	12.309	11.989	11.800	12.214	12.009	11.057	11.683	11.551	11.730	10.163	9.696	8.675	9.092	7.976	7.864	7.459	6.847	6.833	5.881	5.584	5.564	5.573	5.390	5.229	5.390	4.973	4.614	4.659	4.320	4.209	4.268	3.521	3.496	3.985	3.418	4.067	3.881	3.628	4.557	3.908	4.802	3.411	3.556	3.770
16000000	14.918	14.233	12.722	13.145	12.041	11.821	11.463	12.573	13.165	12.338	12.044	12.629	11.803	11.583	11.697	11.344	9.908	9.149	8.607	8.024	7.683	7.037	6.737	6.712	6.478	5.941	5.618	5.341	5.990	6.148	5.542	5.257	4.824	5.030	4.433	3.656	3.568	3.428	3.322	3.524	2.959	2.479	1.958	1.612	1.387	1.969	1.766	1.340	0.935	1.246
17000000	12.056	12.242	11.907	11.710	11.577	12.038	11.709	11.981	12.835	12.618	12.068	12.468	12.048	11.419	10.816	10.246	9.295	8.887	8.058	8.065	7.237	7.270	6.847	6.274	5.847	5.227	5.055	4.843	4.860	5.026	4.633	4.550	4.499	4.206	4.706	4.612	4.394	3.912	3.506	3.437	2.130	2.255	1.823	1.763	1.760	1.761	1.953	2.020	2.063	2.596
18000000	12.256	12.119	11.840	12.034	11.514	11.329	11.113	11.845	11.990	12.196	12.010	11.861	12.088	11.430	10.698	9.738	8.709	8.747	8.247	8.137	7.347	7.377	6.383	6.198	5.998	5.495	5.392	5.203	4.325	4.360	4.578	4.053	4.382	4.579	4.165	4.237	4.501	3.797	3.152	2.660	1.810	1.412	1.686	2.503	2.492	2.627	2.123	2.098	1.626	1.083
19000000	13.333	11.996	11.786	11.809	12.036	12.821	13.049	11.730	11.965	12.633	12.987	13.043	12.556	12.252	11.627	11.339	9.340	8.824	8.444	8.067	7.552	6.927	6.708	6.522	5.692	5.708	5.147	5.863	5.235	5.279	4.841	4.330	4.336	4.554	4.058	3.387	3.552	3.649	4.278	4.148	3.682	2.815	2.328	3.116	1.856	1.284	1.658	1.270	1.715	2.042
20000000	9.700	11.392	11.954	11.653	11.992	11.642	11.368	12.465	12.436	12.506	13.469	12.742	12.341	12.172	11.037	10.275	9.114	8.670	8.685	7.985	7.243	6.604	6.764	6.336	6.067	5.218	5.841	5.347	4.973	4.445	5.026	4.780	5.118	4.346	4.300	3.782	3.746	4.169	5.422	4.166	2.693	2.684	1.653	0.900	2.202	1.192	0.114	0.761	1.444	2.055
21000000	11.644	12.096	11.575	12.531	11.969	11.441	11.188	13.023	12.211	12.727	12.594	12.353	12.322	11.828	11.318	10.921	9.060	8.910	8.186	8.921	7.441	6.651	7.355	6.112	5.418	6.035	5.793	4.824	4.649	5.088	4.834	6.323	4.808	5.524	3.678	4.711	3.554	3.091	4.792	4.488	4.066	2.014	1.897	0.794	0.788	0.258	1.131	1.902	1.168	0.362
22000000	12.905	12.111	11.749	11.825	11.435	11.229	11.258	12.174	12.511	12.828	12.591	12.081	11.201	11.307	10.399	9.502	9.362	8.790	7.831	7.892	6.660	6.973	6.506	6.250	5.410	5.314	5.382	5.248	4.715	5.049	3.692	3.842	3.457	3.269	4.172	4.277	4.289	2.976	2.746	2.619	1.314	1.694	1.391	2.378	2.191	1.384	0.652	0.109	0.346	0.319
23000000	12.537	13.015	12.571	12.437	12.483	12.455	12.594	12.014	12.238	11.880	12.292	12.069	12.663	11.660	11.168	10.989	9.947	9.147	8.364	7.613	7.891	7.091	6.978	6.427	6.272	5.978	5.630	5.297	4.869	4.525	4.288	4.670	4.452	4.331	4.161	3.457	4.110	4.855	3.497	2.332	1.875	1.853	2.198	2.112	2.486	3.363	3.455	3.082	3.290	2.738
24000000	12.559	11.828	12.466	12.295	11.834	11.873	12.385	12.268	12.660	12.541	12.664	13.156	11.662	11.174	10.965	9.716	9.366	8.918	8.496	7.867	7.242	7.009	6.591	6.462	6.319	5.825	5.421	5.010	5.242	4.983	4.923	4.910	4.936	4.044	3.501	3.239	3.738	3.191	3.035	3.141	2.076	1.555	1.342	1.331	1.407	1.537	1.658	1.188	1.566	1.865
25000000	13.130	13.595	12.206	11.999	12.469	11.380	11.844	12.598	11.897	11.704	11.946	11.682	12.058	11.544	11.183	9.505	9.431	8.699	8.500	7.795	7.218	7.139	6.953	6.364	5.461	5.784	5.278	5.514	4.924	4.754	4.684	3.345	3.571	3.227	3.580	3.417	3.764	3.442	3.366	1.752	1.112	1.557	1.325	0.714	0.941	0.691	0.315	0.290	-0.275	0.379
26000000	12.290	11.957	11.267	11.186	11.665	11.787	11.471	12.028	12.517	12.095	12.144	12.674	12.291	11.461	10.024	10.287	9.262	8.017	8.417	7.921	7.045	7.003	6.758	6.170	5.663	5.148	6.641	5.372	5.724	5.334	5.570	5.180	4.668	3.919	4.190	3.735	3.726	2.652	2.523	2.740	2.860	2.374	0.845	0.501	0.374	-0.066	-0.734	-0.953	-0.794	-1.327
27000000	11.739	12.549	12.403	11.902	12.318	11.462	11.618	12.810	12.218	11.589	10.881	11.935	12.300	11.340	10.896	9.581	9.234	7.861	7.806	7.741	6.832	6.536	6.179	5.848	5.059	5.829	6.383	5.166	4.894	3.854	4.678	5.143	4.328	4.423	3.801	4.154	3.829	3.095	4.190	3.084	2.406	1.213	1.913	0.337	0.080	-0.230	0.204	0.997	0.721	1.549
28000000	12.238	11.815	11.956	11.718	11.247	11.446	11.904	12.170	12.790	12.655	12.788	12.314	11.455	11.342	10.471	10.076	9.167	8.111	8.144	7.796	6.903	6.702	6.166	5.811	5.848	5.731	5.115	5.201	4.997	4.755	4.889	5.037	4.657	3.342	3.285	3.356	4.036	4.155	3.282	3.983	3.152	2.934	3.790	2.592	2.940	3.071	4.312	4.080	5.196	5.163
29000000	11.300	11.843	11.807	12.315	11.806	12.181	11.467	11.002	11.815	12.192	11.783	11.899	12.265	10.846	10.450	9.698	9.073	8.527	8.710	7.370	7.013	6.712	6.814	5.891	5.492	5.490	5.165	5.779	5.235	5.245	5.268	4.152	4.222	4.267	3.949	3.854	3.572	3.293	2.148	1.260	1.005	-0.237	-0.831	-0.980	-1.497	-1.981	-1.353	-1.148	-2.051	-3.219
