Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00033056094948	370097.41131634	370342.131260457	1.00087958764792	369571.992603902	370222.420451725	1.00130357417812	369283.364490645	370246.768532667
