posterior	prior	likelihood	skygrid
coda_point_long	1.00012958506487	1.00012363586397	0.999988920982778	1.00013053756122
coda_upper_long	1.00042316675366	1.00035701940102	1.00005466176697	1.00037466861816
coda_point_short	1.00003542085726	0.999979250420587	0.99998649710463	0.99997324046641
coda_upper_short	1.00025719038287	1.00018473120966	1.00025905807687	1.00015211353638
coda_point_trunc	1.00000037723881	0.999986950140382	1.00002954872494	0.999988930920749
coda_upper_trunc	1.00020678936458	1.00014428260865	1.00025739446271	1.00014465116731
rstan_long	1.00009382291296	1.0000621357739	1.00002737486355	1.00004838262683
rstan_short	1.00000731215591	1.00011697494243	0.999870836293633	1.00008755195537
rstan_trunc	0.999977443151435	1.00026638610706	1.0004014408392	1.00022235741903
