Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00033018676205	371217.621440705	371462.80420095	1.00088121745288	370710.86287904	371364.504517092	1.00130440755052	370406.740547274	371373.693484854
