state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
16000000	1.563	-0.993	0.164	2.419	1.913	1.850	0.683	-0.516	-0.149	0.971	0.526	-1.327	-3.331	-2.019	-1.982	-3.004	-1.425	-0.114	-2.715	-4.625
17000000	-0.116	-0.675	0.407	1.900	1.487	1.616	0.594	-0.747	1.054	0.114	1.818	-2.169	-2.661	0.287	-2.574	-2.921	-2.159	-3.069	-1.248	-1.416
18000000	1.123	-0.622	0.029	2.542	1.709	1.707	0.995	-0.726	0.386	1.032	-0.137	-0.884	-2.436	-2.661	-4.074	-3.831	-4.019	-1.694	-1.559	-4.373
19000000	0.386	-0.831	0.200	1.580	1.868	1.659	0.339	-0.359	0.168	0.504	1.040	-1.144	-2.518	-0.833	-1.934	-2.981	-3.193	-3.614	-0.302	1.243
20000000	0.372	-0.211	-0.184	1.847	1.539	1.889	0.343	-0.298	-0.451	0.763	0.427	-2.077	-3.585	-2.235	-3.278	-6.426	-4.205	-4.413	-5.381	-6.255
21000000	-0.804	-0.525	-0.076	1.673	1.777	1.930	0.356	-0.295	0.567	1.646	0.896	-1.685	-3.006	-0.932	-2.139	-2.032	-2.072	-0.392	0.793	1.058
22000000	-0.322	-1.083	0.245	1.710	1.437	1.622	0.716	-0.726	1.480	0.953	0.459	-2.307	-3.841	-1.187	-2.450	-3.883	1.392	3.617	2.186	0.867
23000000	1.276	0.028	-0.329	2.314	1.276	1.625	0.734	-0.778	-0.064	0.595	-0.342	-1.837	-2.929	-0.947	-2.858	-4.247	-2.640	-2.829	-3.458	-1.720
24000000	0.188	-0.543	0.066	1.772	1.580	1.810	0.437	-0.584	0.384	1.168	0.679	-2.600	-1.787	-2.791	-3.608	-3.558	-3.003	-3.800	-3.455	-1.643
25000000	-0.164	-0.761	0.481	2.061	1.394	2.353	0.673	-0.285	0.542	0.940	1.439	-1.000	-2.495	-1.149	-2.330	-5.462	-4.246	-5.716	-4.512	-4.056
26000000	0.377	-0.828	0.392	1.570	1.520	1.559	0.291	0.059	-0.067	0.209	0.432	-1.974	-2.246	-1.737	-1.645	-3.464	-5.288	-4.929	-5.391	-5.153
27000000	0.928	-0.399	0.269	2.567	1.166	2.285	0.418	-0.539	0.317	0.682	-0.110	-2.445	-3.052	-3.180	-2.963	-4.276	-5.255	-7.314	-8.745	-8.489
28000000	-0.887	-0.934	0.240	1.727	1.345	1.462	0.729	-0.628	0.257	0.333	-0.026	-2.399	-2.494	-2.426	-4.349	-4.408	-1.954	-2.047	-1.720	-0.455
29000000	1.561	-0.683	0.522	2.217	1.453	1.793	0.529	-0.578	0.317	0.314	0.395	-1.609	-2.928	-1.061	-3.525	-2.735	-7.305	-4.442	-2.301	-3.321
30000000	0.157	-0.148	0.742	1.983	1.671	2.743	0.501	-0.175	-0.129	0.820	0.756	-1.743	-4.260	-3.408	-3.126	-3.939	-5.391	-6.881	-9.251	-7.145
31000000	0.681	-0.921	0.626	1.869	1.524	1.893	0.725	-0.269	0.236	0.436	0.306	-1.559	-3.219	0.013	0.626	1.268	-0.169	-3.156	-1.931	-4.236
32000000	0.526	-0.996	0.166	1.785	1.327	2.379	0.029	-0.065	-0.026	0.629	0.661	-1.749	-3.227	-2.428	-4.337	-6.791	-6.755	-7.570	-11.398	-8.438
33000000	1.233	0.050	0.125	1.739	1.738	1.680	0.596	-0.371	0.215	2.106	0.381	-1.844	-2.947	-0.538	-3.776	-2.389	-3.767	-3.675	-1.632	-3.112
34000000	0.122	-0.950	0.378	1.860	1.767	1.687	0.638	-0.663	0.163	0.366	0.650	-2.254	-2.748	-0.830	-4.873	-2.974	-2.920	-4.485	-5.294	-4.091
35000000	1.794	-0.913	0.082	1.707	1.352	1.912	0.286	-0.587	0.163	0.677	0.308	-2.455	-3.206	-2.543	-2.232	-5.922	-5.061	-5.308	-6.460	-5.937
36000000	1.744	-0.307	0.242	1.890	1.791	1.629	0.829	-0.729	-0.112	0.663	0.109	-1.916	-3.088	-4.730	-6.674	-7.003	-8.590	-9.211	-10.371	-9.231
37000000	2.688	-0.147	0.207	2.169	1.750	2.449	0.688	-0.517	0.270	0.948	0.463	-2.253	-3.234	-2.520	-3.525	-1.998	-3.028	-2.434	-6.439	-5.584
38000000	0.823	-0.062	-0.073	2.054	1.665	1.633	0.472	-0.263	0.307	1.299	0.188	-2.106	-2.794	-2.925	-3.260	-3.951	-2.291	-0.618	-0.350	0.274
39000000	0.672	-0.554	0.163	2.474	1.720	2.386	0.920	-0.180	1.954	0.339	0.718	-1.934	-3.772	-2.183	-1.550	-3.405	-2.701	-1.496	-1.468	0.023
40000000	1.566	-0.753	0.474	1.648	1.578	1.882	0.576	-1.006	0.335	1.136	0.686	-1.610	-3.307	-2.857	-4.568	-4.113	-6.216	-4.029	-6.134	-5.528
41000000	0.060	-0.989	0.473	1.646	1.826	1.679	0.622	-0.514	0.900	0.037	0.064	-1.347	-2.506	-3.638	-4.237	-4.073	-3.665	-3.232	-3.517	-3.384
42000000	3.468	-0.775	-0.015	1.870	1.487	2.005	0.290	-0.411	1.063	0.322	0.124	-1.664	-4.237	-2.605	-3.497	-3.570	-4.170	-5.561	-5.346	-4.683
43000000	-0.389	-0.786	0.111	2.586	1.394	2.613	0.634	-0.482	0.071	1.080	0.356	-0.921	-2.917	-2.263	-4.140	-1.888	-2.193	-0.433	-2.371	-2.962
44000000	-0.047	-0.127	-0.098	2.101	1.535	1.756	0.508	-0.556	0.603	0.611	0.210	-0.991	-3.660	-2.578	-1.173	-4.017	-5.645	-3.963	-4.077	-3.386
45000000	0.098	-0.498	-0.443	2.782	1.352	2.615	0.404	-0.546	0.989	-0.221	1.652	-2.320	-3.538	-3.813	-6.353	-6.644	-7.275	-1.648	-1.148	-3.014
46000000	1.115	-0.723	0.448	1.466	1.733	2.055	0.445	-0.380	-0.070	0.961	1.136	-1.454	-3.665	-3.282	-3.234	-4.209	-2.587	-3.072	-4.779	-3.067
47000000	1.437	-0.293	0.271	1.872	1.312	2.624	0.690	-0.574	0.182	1.966	1.440	-1.329	-3.170	-3.035	-2.875	-3.886	-3.691	-2.595	-3.572	-1.922
48000000	2.065	-0.711	0.262	2.680	1.421	2.299	0.189	-0.420	0.474	0.399	-0.203	-1.774	-3.443	-4.876	-3.644	-4.662	-4.329	-3.930	-4.733	-3.931
49000000	1.972	-1.152	0.783	1.832	1.338	2.099	0.502	-0.589	0.784	0.716	-0.558	-1.037	-2.748	-1.405	-3.843	-5.793	-4.132	-4.447	-2.511	-3.548
50000000	1.438	-0.363	0.512	2.260	1.313	1.553	0.458	-0.359	0.344	0.566	0.237	-1.983	-2.550	-1.901	-2.346	-2.821	-3.087	-4.463	-4.698	-4.298
51000000	0.258	-0.582	0.182	1.996	1.265	1.860	0.084	-0.400	0.040	0.839	-0.213	-2.334	-3.115	-0.997	-1.876	-1.435	-5.194	-5.157	-7.359	-9.653
52000000	0.527	-0.941	0.375	1.827	1.459	1.955	0.366	-0.894	0.125	1.159	1.230	-2.053	-3.230	-4.355	-4.178	-3.707	-6.913	-7.159	-8.634	-7.266
53000000	0.909	-0.978	0.465	2.128	1.432	1.886	0.362	0.061	0.056	0.570	0.756	-2.103	-3.129	-1.335	-0.885	-2.692	-4.001	-1.980	-1.273	-1.599
54000000	0.167	-0.494	-0.117	1.771	1.874	1.708	0.635	-0.480	0.117	0.773	0.491	-2.191	-2.174	-1.143	-3.311	-4.292	-4.215	-5.043	-6.109	-8.743
55000000	5.563	-0.232	0.337	2.293	1.469	2.193	0.615	-0.671	0.381	2.232	1.105	-1.488	-3.982	-2.400	-3.350	-3.660	-5.256	-2.886	-4.311	-4.713
56000000	0.696	-0.587	-0.073	1.658	1.559	1.901	0.597	-0.516	-0.225	1.368	0.436	-1.909	-2.765	-2.767	-0.219	-2.380	-2.664	-3.906	-0.928	-4.187
57000000	-0.229	-0.210	0.533	2.098	1.656	2.054	0.641	-0.455	-0.088	1.189	0.794	-1.638	-1.466	-4.447	-5.778	-6.464	-5.316	-3.680	-2.822	-2.009
58000000	-0.454	-0.806	0.260	2.357	1.818	1.595	1.067	-0.749	0.977	0.213	0.268	-1.249	-1.997	-2.043	-3.540	-2.648	-2.414	-2.510	-1.397	-1.367
59000000	-1.024	-1.476	0.755	1.317	1.906	1.781	0.520	-0.332	0.720	1.097	-0.289	-1.163	-3.019	-3.049	-4.147	-3.946	-1.143	-2.225	-2.387	-2.425
60000000	1.613	-0.640	0.121	1.755	1.708	2.290	0.142	-0.511	0.132	1.443	0.455	-2.436	-1.614	-1.213	-2.190	-3.823	-4.931	-4.657	-4.713	-5.592
61000000	0.685	-1.477	0.175	1.952	1.261	2.295	0.668	-0.707	-0.227	0.953	0.854	-0.849	-2.358	-0.729	-1.566	-3.551	-6.338	-4.640	-2.512	-4.489
62000000	1.464	-0.905	0.418	2.696	1.225	2.879	0.129	0.062	-0.087	0.222	0.830	-2.026	-3.019	-2.324	-3.812	-3.622	-3.888	-4.646	-3.297	-4.504
63000000	1.626	-0.649	0.171	2.782	1.271	2.290	0.412	-0.898	-0.063	1.573	0.036	-2.327	-3.237	-1.147	0.887	-2.904	-5.018	-3.216	-2.541	-2.419
64000000	3.063	-1.036	0.090	2.080	1.684	1.497	0.716	-0.858	0.146	0.352	0.333	-1.185	-2.358	-1.588	-0.712	-3.683	-2.740	-6.120	-7.119	-6.244
65000000	1.842	-0.756	0.440	1.782	1.750	2.497	0.155	-0.362	0.812	0.590	-0.265	-0.877	-3.081	-1.716	-4.190	-4.522	-4.493	-7.099	-4.790	-3.395
66000000	1.220	-1.246	0.668	1.649	1.551	1.569	0.810	-0.572	1.032	0.110	0.339	-1.820	-2.311	-1.198	-4.211	-6.204	-6.842	-7.457	-6.980	-6.759
67000000	-0.300	-0.437	0.140	2.113	1.657	1.663	0.386	-0.582	0.735	0.151	0.682	-1.800	-2.587	-1.828	-2.408	-1.420	-2.393	-2.144	-2.333	-3.247
68000000	-0.310	-1.198	0.198	1.903	1.584	1.625	0.232	-0.388	-0.046	0.665	-0.221	-2.649	-3.435	-2.778	-3.574	-5.032	-4.124	-3.981	-4.768	-4.525
69000000	0.292	-0.820	0.465	1.622	1.747	1.679	0.799	-0.559	1.454	0.687	-0.031	-0.076	-2.058	-1.755	-1.358	-2.303	-2.931	-2.985	-4.231	-4.715
70000000	2.011	0.295	-0.042	2.213	1.597	1.791	0.606	-0.354	-0.123	0.926	0.244	-1.040	-2.215	-1.494	-4.084	-6.362	-7.117	-7.098	-6.285	-4.744
71000000	0.637	-0.491	0.203	2.420	1.752	2.174	0.425	-0.388	-0.132	0.402	1.927	-1.772	-3.443	-1.850	-4.256	-4.016	-4.899	-3.957	-3.266	-1.496
72000000	0.773	0.175	-0.127	2.200	1.476	2.121	0.509	-0.606	0.777	1.081	0.385	-1.373	-2.959	-1.715	-2.541	-3.619	-5.423	-6.506	-4.983	-4.734
73000000	1.330	-0.421	-0.069	1.468	1.684	2.015	0.497	-0.487	0.057	0.877	0.081	-1.407	-3.120	-1.607	-2.535	-5.588	-6.008	-6.195	-8.412	-9.225
74000000	0.816	-0.772	-0.002	2.322	1.296	1.796	0.742	-0.679	0.476	1.100	0.900	-1.864	-2.429	-2.441	-4.654	-5.143	-5.927	-8.110	-8.504	-8.392
75000000	2.645	0.061	0.021	1.384	1.764	1.923	0.481	-0.473	0.866	0.601	-0.148	-0.882	-3.860	-1.935	-3.216	-4.686	-4.572	-4.840	-3.754	-3.901
76000000	0.377	-0.490	-0.150	2.399	1.308	1.248	0.493	-0.421	0.325	-0.084	0.591	-1.693	-3.094	-2.123	-3.654	-5.476	-7.282	-7.360	-8.431	-8.579
77000000	1.381	-0.516	-0.013	1.624	1.840	1.655	0.238	-0.318	-0.223	0.535	-0.024	-2.090	-3.389	-3.853	-3.744	-1.913	-1.019	0.377	1.347	1.594
78000000	0.864	-0.392	0.407	2.055	1.613	1.844	0.439	-0.457	0.437	1.650	0.368	-1.142	-2.703	-2.440	-3.461	-4.623	-6.088	-7.835	-8.704	-8.937
79000000	-1.616	-0.634	0.220	1.871	1.388	2.175	0.429	-0.367	-0.258	1.331	0.590	-2.091	-2.782	-2.500	-2.762	-4.816	-3.172	-5.432	-5.941	-7.087
80000000	0.576	-1.021	0.703	1.661	1.766	1.500	0.167	-0.456	0.633	-0.043	0.008	-1.095	-2.681	-3.141	-3.127	-3.922	-5.530	-5.684	-5.980	-4.046
81000000	0.595	-0.914	0.380	1.514	1.846	1.414	0.681	-0.237	-0.012	0.612	0.878	-2.491	-2.302	-2.071	-0.485	0.386	-1.909	-5.184	-2.967	-1.663
82000000	1.794	-1.501	0.402	1.727	1.894	1.601	0.430	-0.526	0.465	1.734	-0.144	-1.477	-2.612	-3.036	2.048	-0.418	-5.731	-8.099	-6.178	-5.419
83000000	0.236	-0.318	0.125	1.390	1.861	1.365	0.199	-0.496	0.108	1.070	0.081	-1.094	-2.443	-2.180	-3.768	-3.965	-3.785	-3.254	-2.300	-2.240
84000000	0.749	-0.308	0.085	1.837	1.477	1.257	0.676	-0.526	-0.652	1.463	0.620	-1.650	-2.892	-2.528	-2.262	-3.327	-2.792	-4.099	0.428	-0.302
85000000	0.586	-0.532	0.361	3.012	1.692	2.130	0.253	-0.547	0.101	0.751	0.913	-1.698	-2.851	-2.526	-1.336	-0.886	-4.303	-4.193	-6.544	-6.223
86000000	0.824	0.459	-0.106	1.853	1.365	2.350	0.503	-0.810	0.721	0.304	0.067	-1.038	-3.009	-2.031	-3.232	-3.020	-2.340	-1.540	-0.703	-1.124
87000000	2.178	-0.676	0.379	2.197	1.239	1.715	0.985	-0.928	1.715	0.581	0.427	-1.949	-2.368	-2.199	-3.481	-3.627	-2.043	-3.785	-3.412	-2.002
88000000	2.065	-0.913	0.486	2.119	1.414	1.647	0.610	-0.436	-0.274	1.887	1.025	-1.030	-2.668	-1.773	-4.224	-3.800	-2.533	-1.305	-0.577	1.562
89000000	3.343	-0.489	-0.125	2.084	1.329	2.499	0.637	-0.600	0.185	0.141	1.198	-1.180	-2.072	-1.064	-3.519	-4.947	-11.082	-11.372	-8.012	-8.004
90000000	0.098	-0.929	0.172	2.800	1.555	1.739	0.868	-0.159	0.199	0.290	0.765	-2.457	-2.477	-3.632	-3.144	-5.054	-4.590	-7.358	-5.442	-8.093
91000000	-0.582	-0.555	0.073	1.606	1.619	1.977	0.652	-0.558	0.837	0.604	-0.159	-1.988	-3.026	-2.598	-4.037	-7.008	-6.080	-5.346	-4.396	-3.182
92000000	0.065	-0.184	0.581	2.259	1.714	1.854	0.464	-0.241	0.675	1.168	0.484	-1.641	-2.113	-1.672	-4.521	-4.030	-6.349	-6.576	-7.669	-7.581
93000000	0.427	-0.785	0.610	1.639	1.920	1.710	0.719	-0.565	0.381	0.723	0.768	-1.398	-2.946	-2.094	-1.747	-3.157	-3.962	-3.566	-1.970	-1.823
94000000	0.481	-1.037	0.029	1.965	1.416	1.879	0.403	-0.632	0.031	0.568	0.790	-1.061	-2.982	-1.403	-5.245	-3.514	-6.360	-8.726	-7.200	-6.681
95000000	-0.105	-1.053	0.408	2.059	1.580	1.937	0.243	-0.393	-0.017	0.616	0.812	-1.725	-2.584	-1.884	-2.299	-4.616	-4.809	-5.700	-6.080	-7.279
96000000	-1.681	-0.891	0.263	2.480	1.328	2.211	0.529	-0.886	0.044	0.342	1.210	-1.585	-2.998	-2.664	-1.743	-3.618	-4.080	-6.304	-6.917	-6.474
97000000	1.740	-1.020	0.403	2.634	1.815	2.132	0.567	-0.425	0.647	1.005	1.129	-2.180	-3.530	-2.822	-6.093	-5.418	-4.450	-4.179	-0.987	-1.749
98000000	1.013	-1.349	0.011	2.580	1.433	1.774	0.838	-0.309	-0.148	0.570	0.580	-1.691	-2.543	-3.733	-3.469	-2.130	-3.470	-3.986	-6.372	-5.044
99000000	1.354	-1.047	0.730	2.028	1.585	1.840	0.536	-0.369	-0.369	1.415	0.554	-1.820	-2.476	-1.847	-1.151	-3.667	-2.370	-3.318	-0.815	-2.634
100000000	1.557	-0.873	-0.118	2.241	1.468	1.955	0.837	-0.708	0.265	1.873	1.318	-1.977	-2.903	-2.578	-3.780	-4.653	-4.168	-5.394	-6.638	-6.069
101000000	0.467	-0.535	0.366	2.282	1.411	2.052	0.805	-0.967	0.321	1.826	0.192	-2.565	-2.548	-4.110	-2.557	-1.288	-2.640	-4.010	-3.146	-2.185
102000000	1.278	-0.985	1.268	1.796	1.463	1.738	0.557	-0.520	0.481	1.250	0.899	-2.229	-3.018	-3.166	-3.185	-6.482	-10.255	-10.750	-9.493	-11.291
103000000	2.827	-0.885	0.416	1.788	1.308	2.272	0.392	-0.037	-0.236	1.328	0.761	-1.661	-3.208	-4.297	-6.739	-6.108	-9.092	-7.008	-4.796	-2.811
104000000	1.995	-0.788	0.183	1.949	1.401	2.256	0.409	-0.647	-0.193	0.642	0.363	-1.751	-3.086	-1.470	-1.019	-2.869	-2.320	-3.071	-4.008	-3.865
105000000	0.846	-1.677	0.385	2.481	1.641	1.890	0.510	-0.648	0.072	0.066	0.840	-2.052	-3.432	-0.647	-0.511	-1.931	-4.567	-2.582	-2.087	-4.486
106000000	-0.954	-0.726	0.402	1.958	1.510	1.839	0.347	-0.583	-0.039	0.165	1.427	-1.119	-3.004	-3.528	-2.778	-3.898	-3.891	-3.358	-2.324	-2.967
107000000	2.410	-1.033	0.615	1.850	1.502	1.900	0.712	-0.412	0.570	0.361	0.686	-2.210	-3.245	-2.102	-7.728	-6.049	-6.704	-5.330	-8.699	-8.597
108000000	0.501	-0.906	0.083	1.917	1.365	2.155	1.056	-0.564	0.520	0.983	0.252	-2.071	-2.682	-3.580	-2.842	-3.120	-4.512	-3.918	-5.250	-4.229
109000000	0.571	-0.478	0.393	2.079	1.443	2.036	0.755	-0.616	-0.194	1.033	0.168	-2.021	-1.730	-2.091	-3.981	-2.782	-1.486	-2.835	-2.967	-2.440
110000000	-0.073	-0.730	-0.142	1.842	1.926	2.061	0.218	-0.176	-0.403	1.693	1.479	-1.872	-1.811	-1.997	-0.035	-2.000	-4.167	-4.284	-5.152	-3.043
111000000	0.032	-0.627	0.039	2.104	1.961	1.875	0.475	-0.495	0.522	0.473	-0.087	-1.572	-2.320	-2.363	-3.644	-4.419	-4.213	-3.681	-4.081	-3.835
112000000	0.147	-0.261	0.287	1.893	1.420	1.834	0.301	0.024	-0.089	0.979	0.068	-2.232	-3.375	-2.379	-2.776	-3.943	-3.520	-3.740	-4.460	-3.857
113000000	1.784	0.332	0.414	2.183	1.913	1.457	0.630	-0.090	0.045	0.805	0.977	-1.328	-2.969	-3.024	-1.722	-3.648	-4.442	-5.614	-2.966	-1.740
114000000	-0.155	-0.170	0.431	1.975	1.427	1.931	0.783	-0.321	0.487	0.855	0.186	-2.097	-2.596	-3.352	-3.837	-2.794	-2.831	-2.450	-2.622	-2.859
115000000	1.856	0.007	-0.049	2.096	1.913	1.617	0.396	-0.352	0.480	1.261	0.417	-1.734	-2.976	-2.512	-5.275	-4.445	-5.485	-5.648	-5.598	-1.214
116000000	4.840	0.109	0.173	2.149	1.396	1.872	0.322	-0.438	-0.389	0.785	0.103	-1.998	-3.574	-1.085	-0.179	-5.876	-2.198	-5.684	-5.641	-3.703
117000000	2.753	-0.878	0.261	1.736	1.805	1.843	0.443	-0.570	0.532	0.498	1.151	-2.647	-3.638	-1.763	-3.659	-2.369	-2.780	-2.561	-6.800	-4.951
118000000	0.984	-0.417	0.153	1.542	1.663	1.865	1.058	-0.500	0.828	0.496	-0.064	-1.128	-2.807	-2.322	-2.882	-4.768	-4.908	-4.633	-4.362	-2.517
119000000	1.270	-0.193	0.201	2.234	1.576	1.660	0.558	-0.541	0.499	0.922	1.033	-1.802	-2.212	-3.898	-6.187	-6.342	-4.557	-3.432	0.136	-3.110
120000000	1.594	-0.208	0.045	2.089	1.421	1.926	0.353	-0.253	-0.131	1.601	0.903	-1.871	-3.184	-2.314	-2.086	-1.259	-3.505	-4.713	-2.919	-3.227
121000000	-0.569	-0.800	0.309	2.341	1.647	1.729	0.638	-0.293	1.278	0.245	1.204	-1.402	-2.850	-2.467	-3.074	-2.562	-4.112	-5.041	-5.813	-6.467
122000000	0.908	-1.079	0.374	1.747	1.685	2.096	0.673	-0.329	0.610	0.380	0.719	-1.377	-3.114	-2.848	-3.400	-3.314	-3.837	-3.099	-2.607	-0.802
123000000	-0.175	0.114	0.532	2.006	1.816	2.037	0.656	-0.254	0.361	1.255	0.087	-1.138	-3.171	-2.651	-4.208	-6.781	-4.553	-5.872	-3.997	-4.954
124000000	1.288	-0.901	0.672	2.115	1.585	1.565	0.368	-0.564	0.390	0.010	1.346	-1.782	-3.928	-3.574	-3.772	-3.870	-3.635	-5.189	-5.342	-3.099
125000000	1.271	-0.337	0.397	1.305	1.584	2.393	0.402	-0.681	0.960	0.344	0.547	-0.818	-2.564	-3.933	-1.771	-1.969	-0.198	-1.746	-1.357	-2.346
126000000	1.249	-1.050	0.113	2.206	1.544	2.223	0.173	-0.354	0.292	0.763	-0.090	-1.197	-2.861	-3.479	-1.214	-4.235	-5.941	-4.358	-4.389	-5.852
127000000	1.575	-1.111	0.046	2.269	1.572	2.058	0.090	-0.499	-0.741	0.404	1.431	-2.259	-2.895	-1.980	-3.158	-6.642	-6.673	-7.014	-8.734	-7.302
128000000	-0.071	-1.003	0.226	2.045	1.574	1.696	0.239	-0.617	1.064	0.060	0.487	-1.592	-2.710	-2.010	-1.237	-2.246	-5.950	-6.078	-6.460	-7.657
129000000	0.490	-0.779	1.389	1.589	1.693	2.132	0.372	-0.538	0.916	0.784	1.011	-1.461	-2.174	-2.517	-2.668	-2.856	-1.887	-1.468	-1.033	0.725
130000000	-0.066	-0.691	0.695	1.484	1.307	1.668	0.567	-0.287	-0.325	0.529	1.265	-1.146	-0.954	-1.601	-2.295	-2.420	0.263	0.149	0.233	2.767
131000000	0.715	-0.457	0.497	2.333	1.159	2.291	0.676	-0.646	0.225	0.847	0.448	-1.369	-2.715	-2.658	-4.645	-4.622	-2.175	-2.909	-4.144	-3.119
132000000	-0.003	-0.941	0.198	1.551	1.813	1.707	0.451	-0.193	0.557	0.190	-0.004	-2.243	-3.075	-2.764	-3.465	-5.289	-5.896	-8.008	-7.111	-6.033
133000000	0.118	-0.854	-0.096	2.521	1.302	2.191	0.512	-0.217	-0.150	0.935	0.079	-2.442	-2.526	-3.068	-2.846	-2.458	-5.007	-5.337	-4.074	-5.255
134000000	0.076	-1.343	0.546	1.621	1.580	2.356	0.432	-0.655	0.123	0.454	0.835	-1.666	-2.960	-2.045	-1.727	-4.782	-3.963	-6.122	-5.432	-7.219
135000000	0.655	-0.569	0.317	1.878	1.549	2.125	0.321	-0.344	0.124	1.061	-0.101	-2.279	-3.380	-1.723	-1.103	-3.101	-5.108	-5.002	-6.086	-6.082
136000000	0.600	-0.658	0.098	1.890	1.639	1.942	0.606	-0.283	0.416	0.632	0.307	-1.331	-3.147	-2.482	-3.153	-3.235	-2.972	-2.983	-4.146	-4.358
137000000	-0.103	-0.454	0.321	2.006	1.443	2.466	0.094	-0.121	0.167	0.143	0.224	-1.967	-3.342	-3.805	-2.964	-3.339	-3.296	-3.641	-5.183	-3.908
138000000	0.296	-0.906	0.784	1.383	1.462	1.789	0.342	-0.006	0.671	0.807	0.110	-1.963	-2.884	-3.582	-4.719	-7.315	-7.653	-9.511	-9.037	-9.215
139000000	1.266	-0.570	0.738	1.785	1.590	1.763	0.718	-0.530	0.623	0.522	0.052	-1.293	-2.269	-2.874	-3.603	-4.925	-4.996	-6.513	-6.555	-7.813
140000000	3.018	-0.649	0.109	2.835	1.401	1.866	0.293	-0.539	0.345	1.069	1.043	-1.871	-2.287	-0.713	-3.189	-2.545	-4.873	-5.930	-7.501	-8.583
141000000	0.911	-0.368	0.332	1.809	1.448	1.785	0.638	-0.373	-0.360	0.669	0.005	-2.573	-3.254	-3.482	-4.007	-4.147	-4.061	-5.083	-3.697	-3.291
