state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	5.3143	2.3319E-2	0.2925	0.1814	0.1922	0.3339	1.1757E-3	0.528	0.396	33.503
2000000	6.5717	4.5208E-2	0.2906	0.1817	0.1906	0.3371	1.135E-3	0.205	0.390	34.818
3000000	5.6491	5.5814E-2	0.2933	0.1774	0.1906	0.3387	1.0788E-3	0.829	0.369	34.926
4000000	5.9601	5.4516E-2	0.2926	0.1781	0.1951	0.3342	1.1136E-3	0.842	0.461	35.096
5000000	6.0552	2.3169E-2	0.2923	0.1809	0.1912	0.3355	1.1061E-3	0.595	0.379	33.431
6000000	6.5692	5.3562E-2	0.2929	0.1767	0.1894	0.3410	1.1474E-3	1.440	0.449	32.988
7000000	5.9145	9.2509E-2	0.2930	0.1809	0.1866	0.3396	1.093E-3	0.712	0.405	34.719
8000000	5.6332	9.8175E-3	0.2931	0.1750	0.1936	0.3382	1.1218E-3	0.350	0.424	34.691
9000000	5.6056	3.9357E-2	0.2922	0.1785	0.1903	0.3389	1.0947E-3	0.417	0.380	34.328
10000000	5.8363	5.6116E-3	0.2975	0.1744	0.1916	0.3366	1.1389E-3	0.980	0.393	32.555
11000000	5.7276	4.1585E-2	0.2948	0.1795	0.1920	0.3337	1.0607E-3	1.122	0.394	34.868
12000000	5.7468	3.1293E-2	0.2923	0.1803	0.1910	0.3364	1.1261E-3	0.477	0.450	33.527
13000000	5.4876	3.1715E-2	0.2938	0.1809	0.1930	0.3323	1.0882E-3	0.908	0.425	35.149
14000000	5.5730	3.0476E-2	0.2945	0.1800	0.1902	0.3353	1.1814E-3	0.619	0.440	32.765
15000000	6.6937	1.9565E-2	0.2899	0.1784	0.1917	0.3400	1.0946E-3	0.482	0.437	35.000
16000000	5.6336	5.8105E-2	0.2939	0.1798	0.1957	0.3306	1.0558E-3	0.232	0.475	35.101
17000000	5.7100	7.1902E-2	0.2952	0.1789	0.1907	0.3351	1.0684E-3	0.974	0.439	33.617
18000000	5.9943	0.1059	0.2946	0.1851	0.1943	0.3260	1.1435E-3	0.511	0.379	32.897
19000000	6.0556	1.2841E-2	0.2921	0.1805	0.1944	0.3329	1.1953E-3	0.466	0.371	33.427
20000000	5.9518	1.8643E-2	0.2959	0.1787	0.1916	0.3338	1.164E-3	0.560	0.371	33.956
21000000	6.0557	5.6446E-2	0.2955	0.1773	0.1926	0.3346	1.1622E-3	0.378	0.406	35.359
22000000	5.3698	1.6432E-2	0.2921	0.1773	0.1959	0.3346	1.1432E-3	0.629	0.376	33.573
23000000	5.7139	6.1208E-2	0.2967	0.1783	0.1909	0.3341	1.0945E-3	0.265	0.419	35.392
24000000	6.0180	3.5577E-2	0.2913	0.1802	0.1936	0.3349	9.9302E-4	0.508	0.377	37.929
25000000	4.9482	8.2617E-2	0.2945	0.1805	0.1911	0.3340	1.0852E-3	0.639	0.384	35.873
26000000	5.5360	4.4814E-2	0.2920	0.1800	0.1953	0.3327	1.1502E-3	0.541	0.438	33.909
27000000	5.5265	6.8905E-3	0.2970	0.1797	0.1891	0.3342	1.1386E-3	0.825	0.375	34.413
28000000	6.3398	3.393E-3	0.2898	0.1813	0.1912	0.3376	1.1317E-3	1.899	0.377	32.960
29000000	6.1739	4.1247E-2	0.2921	0.1797	0.1915	0.3367	1.0388E-3	0.717	0.373	37.011
30000000	5.1127	1.0023E-2	0.2937	0.1809	0.1917	0.3337	1.0137E-3	0.522	0.404	38.032
31000000	5.9620	6.2314E-2	0.2912	0.1804	0.1940	0.3344	1.0409E-3	0.522	0.434	36.658
32000000	5.2329	1.0858E-2	0.2958	0.1819	0.1875	0.3347	1.2079E-3	0.687	0.373	34.919
33000000	6.1014	2.9785E-2	0.2946	0.1806	0.1944	0.3304	1.0834E-3	0.583	0.415	34.664
34000000	6.2171	3.7236E-2	0.2898	0.1840	0.1912	0.3350	1.0968E-3	0.512	0.398	35.121
35000000	6.5249	1.9488E-2	0.2919	0.1784	0.1926	0.3371	1.1526E-3	0.532	0.385	33.005
36000000	5.5792	5.0753E-2	0.2959	0.1763	0.1929	0.3349	1.1697E-3	0.994	0.432	33.449
37000000	5.2937	7.0915E-2	0.2969	0.1790	0.1878	0.3362	1.0646E-3	0.465	0.446	34.468
38000000	5.9760	5.9294E-3	0.2922	0.1786	0.1938	0.3355	1.0645E-3	0.241	0.378	35.550
39000000	5.7687	3.312E-2	0.2967	0.1782	0.1931	0.3320	1.0625E-3	0.367	0.375	35.620
40000000	5.9176	3.3065E-2	0.2973	0.1763	0.1939	0.3325	9.6827E-4	0.610	0.428	36.380
41000000	6.4746	4.1269E-2	0.2934	0.1792	0.1917	0.3357	1.0521E-3	0.296	0.425	36.354
42000000	6.0798	1.0791E-2	0.2963	0.1819	0.1902	0.3315	1.1238E-3	0.382	0.401	35.210
43000000	5.8697	2.7501E-2	0.2960	0.1784	0.1902	0.3354	1.0968E-3	0.648	0.429	34.870
44000000	5.7682	5.5356E-2	0.2906	0.1790	0.1940	0.3364	1.0943E-3	0.216	0.447	34.818
45000000	5.5247	4.2692E-2	0.2917	0.1806	0.1910	0.3367	1.1126E-3	0.829	0.366	33.910
46000000	5.7673	5.6753E-2	0.2969	0.1805	0.1900	0.3325	1.0807E-3	0.313	0.420	33.994
47000000	5.4927	1.9939E-2	0.2938	0.1783	0.1907	0.3372	1.1533E-3	0.681	0.432	33.528
48000000	5.6279	3.7866E-2	0.2932	0.1796	0.1910	0.3362	1.1471E-3	0.751	0.363	34.013
49000000	5.2864	5.285E-2	0.2981	0.1775	0.1958	0.3285	1.0282E-3	0.105	0.398	37.062
50000000	6.1250	6.4499E-2	0.2954	0.1791	0.1917	0.3338	1.0834E-3	0.813	0.400	34.241
51000000	6.4548	7.2595E-3	0.2937	0.1788	0.1903	0.3372	1.1202E-3	0.531	0.376	33.844
52000000	5.4847	4.1931E-2	0.2935	0.1803	0.1925	0.3337	1.1478E-3	0.500	0.414	33.486
53000000	6.3568	5.1601E-2	0.2903	0.1809	0.1938	0.3350	1.1665E-3	1.333	0.384	33.045
54000000	5.5088	3.7604E-3	0.2944	0.1838	0.1884	0.3333	1.0545E-3	0.559	0.395	35.206
