state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	5.3261	5.8819E-2	0.2948	0.1810	0.1968	0.3274	1.0441E-3	0.698	0.423	36.489
2000000	5.6758	5.9124E-2	0.2949	0.1793	0.1941	0.3317	1.0417E-3	0.739	0.436	35.250
3000000	6.4988	1.2443E-2	0.2907	0.1812	0.1900	0.3381	1.1458E-3	1.292	0.395	33.950
4000000	5.7600	7.0242E-2	0.2913	0.1790	0.1939	0.3358	9.5399E-4	0.312	0.439	37.315
5000000	5.8072	1.7236E-2	0.2920	0.1793	0.1963	0.3325	1.093E-3	0.195	0.432	35.908
6000000	6.4250	3.8621E-2	0.2931	0.1766	0.1931	0.3371	1.0775E-3	0.448	0.397	33.011
7000000	6.3091	2.8544E-2	0.2970	0.1777	0.1916	0.3336	1.1465E-3	0.409	0.449	32.352
8000000	5.9662	1.9382E-2	0.2884	0.1781	0.1953	0.3383	1.0981E-3	0.421	0.395	33.558
9000000	5.7976	8.213E-2	0.2905	0.1809	0.1872	0.3414	1.1013E-3	1.242	0.372	34.204
10000000	5.7686	2.0788E-2	0.2953	0.1808	0.1917	0.3322	1.0772E-3	0.427	0.417	36.081
11000000	5.6539	4.6399E-2	0.2929	0.1792	0.1911	0.3368	1.0563E-3	0.508	0.374	35.681
12000000	6.0437	1.3728E-2	0.2902	0.1797	0.1947	0.3354	1.1448E-3	0.757	0.397	33.965
13000000	5.9665	6.6921E-2	0.2906	0.1801	0.1940	0.3353	1.1553E-3	0.482	0.437	35.110
14000000	5.8480	5.7975E-3	0.2953	0.1778	0.1906	0.3364	1.1484E-3	0.714	0.397	34.090
15000000	6.2444	2.5544E-2	0.2952	0.1809	0.1917	0.3323	1.1102E-3	0.386	0.378	34.118
16000000	5.8645	3.1042E-2	0.2912	0.1805	0.1924	0.3360	1.2038E-3	0.564	0.430	33.392
17000000	6.1917	4.2201E-2	0.2924	0.1833	0.1923	0.3320	1.1595E-3	1.296	0.487	33.123
18000000	6.7507	5.0407E-2	0.2964	0.1814	0.1872	0.3350	1.1481E-3	0.435	0.443	34.082
19000000	5.7961	1.4496E-2	0.2884	0.1803	0.1959	0.3355	1.1852E-3	0.504	0.451	33.415
20000000	5.5925	4.7526E-2	0.2975	0.1774	0.1938	0.3313	1.2752E-3	1.094	0.366	30.457
21000000	5.7438	1.1493E-2	0.2906	0.1770	0.1940	0.3384	1.0006E-3	0.319	0.431	38.114
22000000	5.8602	2.3108E-2	0.2930	0.1797	0.1932	0.3342	9.895E-4	0.300	0.406	37.564
23000000	5.8571	3.1031E-2	0.3006	0.1789	0.1879	0.3326	1.0294E-3	0.345	0.384	37.238
24000000	6.3114	7.1941E-2	0.2914	0.1755	0.1904	0.3427	1.089E-3	0.443	0.468	33.671
25000000	6.4412	1.8216E-2	0.2953	0.1824	0.1892	0.3331	1.0235E-3	0.576	0.396	37.132
26000000	6.3975	2.633E-2	0.2925	0.1808	0.1919	0.3348	1.1288E-3	1.115	0.442	32.906
27000000	5.9844	2.7586E-2	0.2935	0.1769	0.1892	0.3404	1.1125E-3	0.290	0.424	33.407
28000000	5.9630	6.1441E-3	0.2933	0.1823	0.1944	0.3301	9.8827E-4	0.363	0.376	34.282
29000000	6.4004	5.8787E-2	0.2951	0.1765	0.1930	0.3354	1.1169E-3	0.500	0.405	34.301
30000000	5.3910	4.2312E-2	0.2984	0.1784	0.1959	0.3274	1.0702E-3	1.172	0.413	34.531
31000000	5.4490	2.6026E-2	0.2960	0.1768	0.1920	0.3352	1.0535E-3	0.672	0.407	35.808
32000000	5.9722	6.8102E-2	0.2954	0.1803	0.1925	0.3317	1.0667E-3	0.576	0.434	35.223
33000000	5.7422	4.6633E-2	0.2911	0.1798	0.1914	0.3377	1.1293E-3	0.340	0.399	34.089
34000000	5.4097	1.3512E-2	0.2918	0.1817	0.1903	0.3362	1.1378E-3	1.513	0.381	32.244
35000000	6.0329	1.6706E-2	0.2908	0.1844	0.1895	0.3354	1.016E-3	0.122	0.402	36.425
36000000	5.4590	5.8597E-2	0.2949	0.1748	0.1915	0.3388	1.1352E-3	1.305	0.427	33.504
37000000	5.1031	2.3341E-2	0.2925	0.1777	0.1897	0.3401	1.1765E-3	0.985	0.396	32.087
38000000	5.5774	2.0543E-2	0.2917	0.1803	0.1914	0.3366	1.0961E-3	0.405	0.435	35.159
