state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	1.372	-0.091	0.648	1.928	1.585	2.454	0.626	-0.241	0.393	0.674	0.429	-1.599	-2.840	-3.016	-2.944	-3.239	-3.882	-5.038	-4.043	-5.721
2000000	0.029	-0.146	-0.084	1.851	1.746	2.056	0.837	-0.302	0.812	1.263	0.274	-1.137	-1.552	-2.342	-2.721	-2.790	-3.969	-4.820	-5.817	-7.655
3000000	0.583	-1.115	0.664	2.046	1.356	1.709	0.965	-0.682	0.320	0.896	0.382	-2.229	-3.239	0.706	-0.107	-3.151	0.541	-0.545	3.991	6.242
4000000	0.606	-0.382	-0.044	2.108	1.805	1.621	0.809	-0.752	1.088	0.275	-0.093	-1.657	-2.638	-1.120	-3.205	-3.213	-3.144	-3.091	-3.100	-3.264
5000000	0.577	-0.470	0.382	1.618	1.697	1.946	0.452	-0.393	0.552	1.174	0.277	-2.338	-2.574	-1.762	-3.108	-4.265	-5.486	-3.254	-5.209	-4.230
6000000	1.294	-0.220	0.130	1.578	1.881	1.509	0.410	-0.330	0.223	0.520	0.752	-1.848	-1.670	-2.818	-1.386	-3.070	-1.880	-0.444	-1.820	-0.796
7000000	2.007	-0.576	0.156	2.120	1.490	2.353	0.478	-0.234	0.159	0.997	0.267	-1.799	-3.051	-1.747	-1.539	-1.530	-3.996	-4.884	-4.549	-5.682
8000000	0.426	-0.350	0.248	1.969	1.516	1.702	0.544	-0.658	0.554	0.435	-0.388	-0.894	-2.087	-2.962	-3.121	-3.997	-3.325	-4.132	-4.560	-4.577
9000000	0.919	-0.870	0.339	1.574	1.638	2.100	0.508	-0.968	-0.153	0.956	0.490	-2.130	-3.025	-3.466	-5.266	-6.619	-7.011	-7.287	-7.151	-8.948
10000000	0.644	-0.757	0.759	1.452	1.486	2.306	0.430	-0.663	0.065	0.893	0.171	-1.601	-4.303	-2.802	-2.625	-2.254	-3.007	-2.160	-2.433	-4.851
11000000	-0.031	-0.764	-0.038	3.247	1.359	1.827	0.659	-0.477	0.394	1.268	1.216	-0.853	-2.227	0.256	-1.039	-4.780	-4.643	-3.407	-7.620	-8.072
12000000	1.976	-0.918	0.556	3.266	1.291	1.855	0.696	-0.918	0.246	0.476	0.598	-0.778	-3.906	-0.964	-2.618	-4.839	-5.009	-4.403	-3.917	-3.356
13000000	2.154	-0.383	0.170	1.638	1.461	2.095	0.212	-0.189	0.013	0.866	0.002	-1.526	-3.355	-2.056	-3.239	-4.237	-5.170	-4.133	-4.347	-2.931
14000000	-0.433	-0.999	0.351	1.937	1.745	2.012	0.241	-0.136	0.214	0.626	0.395	-1.279	-1.549	-1.916	-2.295	-3.741	-3.227	-3.838	-3.246	-3.585
15000000	-0.313	-0.754	0.042	2.213	1.547	1.819	0.582	-0.458	1.251	0.501	1.121	-1.985	-1.767	-1.320	-4.041	-4.776	-2.969	-2.609	-2.999	-3.594
16000000	0.952	-0.746	0.161	2.364	1.634	2.062	0.248	-0.569	0.091	1.527	0.465	-1.851	-2.914	0.346	-1.840	-0.262	-4.568	-5.522	-5.555	-1.802
17000000	0.280	-0.736	0.423	1.771	1.694	2.028	0.840	-0.723	-0.069	0.946	0.101	-1.361	-2.387	-0.590	-0.764	-1.064	-1.402	-2.386	-3.595	-2.916
18000000	-0.064	-0.880	0.932	2.169	1.513	1.976	0.617	-0.809	0.451	1.150	0.268	-0.895	-2.975	-2.129	-2.198	-2.928	-4.715	-3.328	-4.354	-3.405
19000000	0.251	-0.526	0.843	1.794	1.802	2.018	0.519	-0.437	0.067	1.080	0.543	-1.551	-2.231	-2.541	-3.285	-3.875	-4.920	-5.583	-6.919	-6.797
20000000	-0.062	-0.077	0.155	2.246	1.519	1.642	0.599	-0.591	0.819	0.418	1.015	-2.704	-3.743	-1.145	-4.341	-6.604	-5.078	-5.444	-4.949	-2.260
21000000	-0.552	-0.610	0.510	1.890	2.086	1.942	0.427	-0.172	0.586	1.413	0.389	-1.709	-3.225	-2.273	-1.109	-0.933	-1.692	-1.860	-3.867	-2.574
22000000	1.595	-0.290	0.101	1.568	1.844	2.082	0.569	-0.348	-0.214	0.815	0.609	-2.650	-2.712	-0.228	-2.607	-2.255	-2.104	-3.950	-5.091	-8.187
23000000	1.429	-0.665	1.111	1.813	1.798	2.216	0.950	-0.354	1.038	1.363	0.294	-1.423	-3.802	-2.390	-2.561	-3.343	-3.339	-3.783	-2.437	-2.655
24000000	0.201	-1.017	0.372	2.185	1.379	2.332	0.645	-0.875	-0.614	1.144	1.185	-0.188	-2.772	-1.821	-5.119	-5.502	-5.088	-7.336	-5.618	-5.919
25000000	-1.413	-0.453	-0.134	2.960	1.648	1.779	0.693	-0.814	0.266	0.741	1.475	-1.416	-3.553	-3.970	-4.142	-1.157	0.498	1.777	1.091	1.374
26000000	2.599	-0.973	-0.089	1.960	1.495	1.982	0.363	-0.752	1.913	0.437	0.486	-1.552	-4.195	-1.275	-3.390	-5.242	-2.353	-2.538	-4.521	-7.609
27000000	1.956	-0.258	0.081	2.505	1.478	1.895	0.349	-0.594	0.590	0.661	-0.104	-2.309	-3.078	-3.056	-3.703	-3.655	-5.387	-4.268	-4.078	-1.839
28000000	0.468	-0.952	0.537	1.624	1.400	2.024	0.483	-0.742	0.707	1.120	0.066	-1.689	-2.745	-1.380	-4.322	-4.769	-4.386	-3.670	-4.153	-3.457
29000000	0.747	-0.947	0.522	1.913	1.530	1.671	0.609	-0.602	0.996	1.445	0.361	-1.945	-2.414	-2.784	-3.720	-5.838	-5.433	-5.234	-3.743	-4.051
30000000	0.175	-0.503	-0.036	1.880	1.459	1.922	0.493	-0.254	0.546	0.707	1.129	-1.569	-3.378	-4.186	-3.447	-3.490	-2.246	-1.840	-3.043	-2.323
31000000	-0.024	-0.928	0.278	2.219	1.834	1.846	0.727	-0.241	-0.058	1.503	0.855	-1.454	-2.397	-0.455	-1.699	-2.096	-3.302	-2.892	-1.832	-2.278
32000000	1.530	-1.041	0.486	2.085	1.312	2.015	0.419	-0.573	0.456	0.453	0.392	-2.386	-3.092	-2.411	-5.341	-7.571	-7.860	-8.838	-7.775	-9.586
33000000	-0.470	-0.286	0.242	1.908	1.622	1.898	0.383	-0.523	0.570	1.101	-0.217	-2.788	-3.399	-2.659	-3.214	-0.857	0.967	1.523	0.328	1.489
34000000	0.527	-0.493	0.157	2.839	1.673	2.251	0.540	-0.491	1.055	0.535	0.445	-1.134	-2.360	-0.932	-0.990	-3.494	-3.424	-2.849	-1.351	0.577
35000000	0.540	-0.528	-0.080	2.471	1.882	2.212	0.571	-0.405	0.558	0.404	-0.096	-2.173	-3.587	-4.299	-2.700	-0.586	1.492	0.237	1.196	2.036
36000000	2.952	-0.785	0.723	2.575	1.366	2.216	0.721	-0.271	0.529	0.478	0.797	-2.617	-2.909	-4.354	-2.179	-6.674	-6.540	-11.423	-12.420	-9.177
37000000	1.563	-0.840	-0.035	2.564	1.559	2.094	0.397	-0.335	-0.057	0.795	0.799	-1.382	-2.800	-2.681	-2.725	-2.547	-2.124	-2.366	-3.528	-3.289
38000000	3.652	-0.113	0.674	2.298	1.564	1.460	0.449	-0.489	-0.374	1.489	0.259	-2.269	-2.651	-3.718	-4.420	-4.108	-5.200	-5.489	-3.517	-3.092
39000000	1.414	-0.607	0.116	1.797	1.570	1.997	0.320	-0.651	0.288	0.916	0.127	-1.836	-3.107	-2.349	-2.399	-2.195	-3.346	-3.306	-3.677	-3.920
40000000	0.875	-0.571	0.752	1.632	1.592	2.206	0.444	-0.400	0.147	2.512	0.646	-2.014	-3.251	-2.958	-3.423	-3.976	-3.282	-2.818	-1.992	-2.264
41000000	1.578	-0.694	0.247	2.460	1.546	2.242	0.382	-0.597	-0.630	1.414	0.987	-1.695	-2.567	0.151	-1.531	-2.570	-4.418	-2.744	-1.340	-1.576
42000000	0.912	-1.378	0.796	2.539	1.472	1.828	0.415	-0.388	-0.030	0.906	0.672	-2.144	-3.035	-1.868	-1.640	-3.101	-3.462	-4.732	-4.557	-6.305
43000000	1.379	-0.705	0.005	2.117	1.702	1.574	0.425	-0.461	1.170	0.623	0.524	-1.706	-2.771	-2.536	-4.284	-5.959	-4.116	-3.191	-4.383	-5.068
44000000	0.311	-0.710	0.321	1.843	1.547	1.922	0.558	-0.607	0.131	0.455	0.239	-2.102	-2.874	-3.430	-4.048	-3.420	-3.410	-4.955	-7.641	-9.366
45000000	0.628	-0.668	0.099	1.785	1.655	1.804	0.447	-0.263	-0.139	-0.248	0.159	-1.653	-3.131	-2.750	-3.504	-2.943	-3.712	-1.651	-0.239	-1.418
46000000	0.992	-0.802	0.562	2.140	1.510	1.833	0.391	-0.440	0.014	1.348	0.572	-1.213	-2.390	-3.198	-2.310	-3.593	-3.784	-5.051	-5.581	-6.098
47000000	0.370	-0.867	0.329	2.198	1.504	1.821	0.327	-0.125	0.130	-0.092	0.509	-1.280	-2.322	-3.816	-3.590	-3.495	-3.253	-2.659	-2.732	-4.009
48000000	0.467	-1.052	0.539	2.022	1.359	2.031	0.479	-0.463	0.065	0.158	1.742	-1.721	-2.546	-0.845	-1.903	-5.386	-5.323	-4.718	-5.348	-4.735
49000000	2.038	-1.017	0.015	1.823	1.495	2.200	0.211	0.215	0.060	-0.096	0.596	-1.672	-2.856	-3.297	-3.364	-3.928	-3.491	-2.318	-0.903	-1.754
50000000	1.561	-0.976	-0.053	2.408	1.285	1.987	0.267	-0.480	0.263	0.884	0.858	-1.919	-3.486	-2.040	-1.518	-0.622	-4.095	-5.245	-5.164	-3.261
51000000	1.130	-0.754	0.361	2.409	1.699	1.600	0.424	-0.481	-0.127	-0.050	0.374	-2.863	-2.728	-2.380	-3.137	-3.413	-1.659	-2.882	-2.935	-4.825
52000000	2.043	-0.295	0.007	2.362	1.625	2.090	0.541	-0.983	0.560	1.022	0.728	-2.067	-2.744	-1.282	-2.104	-4.372	-2.061	-1.143	-0.854	1.499
53000000	-0.459	-0.975	0.721	1.905	1.571	2.185	0.479	-0.406	0.459	0.770	-0.085	-2.501	-2.254	-2.932	-4.812	-6.074	-5.854	-3.337	-3.900	-6.710
54000000	0.698	-0.535	0.329	1.523	1.495	1.572	0.510	-0.462	0.347	0.190	0.124	-1.146	-2.948	-2.361	-3.103	-3.015	-4.538	-4.828	-4.841	-4.051
55000000	1.395	-0.974	0.683	1.974	1.656	1.707	0.304	-0.561	-0.165	2.497	0.822	-2.592	-1.878	-0.147	-1.932	-4.409	-3.901	-3.683	-3.039	-5.385
56000000	0.068	-0.149	0.303	1.407	1.573	1.810	0.286	-0.362	0.776	0.382	1.082	-1.597	-3.146	-1.532	-0.873	-1.314	-1.829	-2.301	-1.640	-0.788
