state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	0.622	-0.832	0.319	1.711	1.791	1.997	0.648	-0.172	0.245	0.837	-0.086	-1.727	-2.971	-3.708	-2.942	-3.121	-4.011	-4.453	-4.668	-4.866
2000000	0.507	-0.079	0.305	2.418	1.665	1.635	0.207	-0.352	0.296	0.537	0.636	-1.340	-2.907	-2.242	-2.643	-1.594	-3.353	-3.537	-3.150	-5.024
3000000	1.280	-0.855	0.659	1.637	1.969	1.788	0.529	-0.813	0.665	1.122	0.546	-2.112	-3.093	-4.034	-3.596	-4.287	-5.751	-5.582	-6.075	-4.120
4000000	0.821	-0.676	0.063	2.027	1.356	1.907	0.434	-0.622	0.117	0.811	0.577	-2.266	-3.615	-2.472	-4.267	-4.993	-4.073	-3.750	-2.748	-3.460
5000000	-0.218	-0.714	0.533	2.179	1.341	1.983	0.723	-0.589	0.057	0.668	0.072	-1.362	-2.143	-1.383	-3.000	-5.479	-2.097	-2.194	0.469	-1.016
6000000	1.905	-0.819	0.398	1.795	1.623	1.888	0.364	-0.576	0.519	1.689	0.375	-2.355	-3.776	-0.602	-3.900	-4.071	-5.492	-6.452	-7.033	-6.230
7000000	-1.012	-0.419	-0.071	1.879	1.604	1.433	0.662	-0.614	-0.027	0.545	0.320	-1.735	-2.581	-0.728	-1.291	-2.708	-3.633	-2.366	-3.271	-3.891
8000000	1.377	-0.875	0.277	1.975	1.529	1.698	0.464	-0.292	0.156	0.598	0.056	-1.841	-3.978	-3.821	-2.519	-2.943	-4.468	-5.593	-5.555	-5.142
9000000	0.698	-1.041	0.462	1.567	1.193	1.774	0.179	-0.253	0.211	1.021	0.723	-1.990	-1.434	-2.866	-2.663	-2.619	-2.523	-2.982	-3.168	-2.786
10000000	0.506	-0.370	0.147	2.119	1.589	2.188	0.454	-0.413	-0.015	0.409	0.145	-1.863	-2.928	-3.430	-4.608	-4.137	-6.305	-6.230	-7.169	-8.146
11000000	0.847	-0.699	0.042	2.585	1.555	1.904	0.584	-0.252	0.104	0.394	0.167	-1.286	-3.113	-0.693	-0.393	-2.099	-5.018	-7.940	-6.448	-8.792
12000000	0.497	-1.268	-0.194	1.935	1.682	1.733	0.446	-0.361	-0.471	0.772	0.517	-1.500	-2.725	-3.113	-4.062	-2.772	-3.934	-5.196	-6.233	-7.304
13000000	1.344	-0.919	-0.020	1.729	1.531	1.995	0.244	-0.177	0.681	0.554	2.017	-1.212	-3.126	-2.063	-1.279	-4.898	-4.319	-7.303	-12.105	-13.968
14000000	1.182	-0.584	0.224	1.729	1.685	2.160	0.334	-0.550	-0.044	0.554	0.155	-1.300	-2.382	-2.540	-3.196	-4.888	-5.922	-5.596	-7.035	-7.632
