state	posterior	prior	likelihood	skygrid
1000000	-55032.800	-1840.223	-53192.578	-1837.695
2000000	-55064.908	-1865.313	-53199.595	-1862.621
3000000	-54993.332	-1784.208	-53209.124	-1780.777
4000000	-55033.290	-1817.860	-53215.429	-1816.060
5000000	-55033.050	-1817.009	-53216.041	-1815.680
6000000	-54814.431	-1644.708	-53169.724	-1642.320
7000000	-54872.448	-1612.720	-53259.728	-1610.429
8000000	-54945.452	-1748.418	-53197.034	-1746.244
9000000	-55036.573	-1780.095	-53256.479	-1776.762
10000000	-55100.653	-1884.284	-53216.369	-1882.186
11000000	-55041.890	-1835.040	-53206.849	-1832.753
12000000	-54996.150	-1769.464	-53226.686	-1766.677
13000000	-54972.373	-1766.496	-53205.878	-1764.084
14000000	-54978.650	-1804.200	-53174.450	-1801.537
15000000	-55030.203	-1770.495	-53259.708	-1768.327
16000000	-54969.656	-1730.803	-53238.853	-1728.285
17000000	-54905.004	-1652.039	-53252.964	-1648.602
18000000	-54914.437	-1699.495	-53214.942	-1697.018
19000000	-54989.626	-1765.277	-53224.349	-1762.931
20000000	-54818.016	-1562.191	-53255.824	-1558.975
21000000	-55102.855	-1897.268	-53205.587	-1895.552
22000000	-55142.079	-1957.617	-53184.461	-1955.908
23000000	-55072.540	-1820.284	-53252.257	-1818.393
24000000	-55001.565	-1783.367	-53218.199	-1780.956
25000000	-55125.024	-1884.548	-53240.476	-1882.028
26000000	-54886.167	-1681.662	-53204.505	-1678.369
27000000	-54932.051	-1733.690	-53198.361	-1731.857
28000000	-54912.015	-1723.042	-53188.973	-1721.109
29000000	-55011.128	-1777.374	-53233.754	-1774.842
30000000	-55056.104	-1846.505	-53209.599	-1843.436
31000000	-54991.515	-1783.247	-53208.268	-1780.777
32000000	-55051.522	-1817.364	-53234.157	-1814.814
33000000	-54952.045	-1724.475	-53227.570	-1722.508
34000000	-54931.713	-1723.207	-53208.506	-1719.871
35000000	-55077.463	-1840.092	-53237.371	-1839.225
36000000	-54992.041	-1744.590	-53247.451	-1741.317
37000000	-54920.124	-1708.727	-53211.397	-1705.863
38000000	-54939.779	-1710.666	-53229.114	-1708.648
39000000	-54978.386	-1731.168	-53247.217	-1729.624
40000000	-54932.369	-1733.384	-53198.985	-1731.795
41000000	-54956.832	-1738.799	-53218.033	-1736.276
42000000	-54936.361	-1718.851	-53217.510	-1717.133
43000000	-54990.990	-1769.163	-53221.826	-1766.769
44000000	-55015.474	-1811.917	-53203.557	-1808.841
45000000	-55009.058	-1820.566	-53188.492	-1818.003
46000000	-54886.793	-1711.459	-53175.334	-1709.996
47000000	-54985.840	-1776.499	-53209.341	-1774.337
48000000	-54845.385	-1610.543	-53234.842	-1607.984
49000000	-54937.051	-1717.489	-53219.562	-1715.232
50000000	-54940.541	-1733.174	-53207.367	-1729.726
51000000	-54904.289	-1694.878	-53209.412	-1692.632
52000000	-55064.803	-1833.779	-53231.023	-1831.232
53000000	-54916.741	-1730.859	-53185.882	-1727.912
54000000	-54897.145	-1685.086	-53212.059	-1683.285
55000000	-55003.787	-1784.939	-53218.848	-1782.179
56000000	-54937.559	-1732.331	-53205.229	-1729.546
57000000	-54997.475	-1779.477	-53217.997	-1777.713
58000000	-54916.387	-1695.602	-53220.785	-1692.497
59000000	-55146.147	-1920.460	-53225.687	-1917.460
60000000	-54907.121	-1697.107	-53210.014	-1693.731
61000000	-55010.501	-1813.986	-53196.515	-1810.873
62000000	-54965.613	-1755.378	-53210.234	-1753.026
63000000	-54998.974	-1762.060	-53236.914	-1759.102
64000000	-54948.392	-1737.956	-53210.437	-1735.249
65000000	-54980.082	-1770.049	-53210.033	-1767.727
66000000	-54833.059	-1593.029	-53240.031	-1590.936
67000000	-55041.091	-1831.668	-53209.423	-1829.594
68000000	-55069.816	-1875.687	-53194.129	-1872.807
69000000	-55044.369	-1807.099	-53237.270	-1804.564
70000000	-54999.739	-1788.624	-53211.115	-1786.535
71000000	-55020.614	-1778.826	-53241.788	-1776.511
72000000	-55050.208	-1811.877	-53238.331	-1809.888
73000000	-55022.328	-1734.174	-53288.154	-1731.918
74000000	-54970.004	-1763.574	-53206.430	-1761.216
75000000	-54928.980	-1707.865	-53221.115	-1704.628
76000000	-55052.164	-1825.972	-53226.192	-1823.388
77000000	-55033.345	-1779.411	-53253.934	-1776.818
78000000	-54990.592	-1769.227	-53221.365	-1765.780
79000000	-54954.598	-1743.341	-53211.257	-1741.777
80000000	-54898.858	-1683.113	-53215.746	-1680.540
81000000	-54891.878	-1650.356	-53241.522	-1647.907
82000000	-55006.642	-1784.029	-53222.613	-1780.834
83000000	-54940.942	-1710.150	-53230.791	-1708.290
84000000	-54979.268	-1762.372	-53216.896	-1759.221
85000000	-54980.797	-1737.835	-53242.962	-1734.862
86000000	-54841.406	-1662.333	-53179.072	-1660.061
87000000	-55014.352	-1796.727	-53217.626	-1794.449
88000000	-54929.316	-1704.538	-53224.778	-1702.298
89000000	-54957.904	-1740.456	-53217.448	-1738.442
90000000	-55005.451	-1797.179	-53208.272	-1794.363
91000000	-55037.968	-1803.263	-53234.704	-1801.328
92000000	-54987.355	-1774.535	-53212.821	-1774.077
93000000	-55039.080	-1797.134	-53241.946	-1794.308
94000000	-54978.243	-1774.321	-53203.923	-1771.426
95000000	-55045.998	-1809.738	-53236.260	-1808.508
96000000	-55012.093	-1816.018	-53196.075	-1813.305
97000000	-54997.668	-1797.836	-53199.833	-1794.899
98000000	-55005.015	-1759.593	-53245.421	-1756.871
99000000	-55040.094	-1828.254	-53211.841	-1825.699
100000000	-55046.874	-1805.462	-53241.412	-1802.279
101000000	-54942.862	-1710.898	-53231.964	-1708.697
102000000	-55086.161	-1861.290	-53224.871	-1859.921
103000000	-55087.964	-1825.185	-53262.779	-1822.526
104000000	-54826.002	-1617.061	-53208.941	-1614.237
105000000	-54953.633	-1702.101	-53251.532	-1699.429
106000000	-55022.281	-1728.167	-53294.114	-1726.060
107000000	-54960.827	-1724.280	-53236.548	-1721.328
108000000	-54931.077	-1696.143	-53234.933	-1694.494
109000000	-54968.925	-1701.990	-53266.935	-1698.817
110000000	-55068.214	-1846.556	-53221.658	-1844.208
111000000	-55025.749	-1790.404	-53235.345	-1788.024
112000000	-55027.594	-1796.304	-53231.290	-1793.691
113000000	-54920.718	-1673.069	-53247.649	-1670.040
114000000	-55088.489	-1852.241	-53236.247	-1848.623
115000000	-54992.270	-1746.630	-53245.640	-1744.802
