state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.0740	1.9127E-2	0.2912	0.1811	0.1929	0.3349	1.1562E-3	0.322	0.400	33.897
2000000	5.7459	3.5248E-2	0.2932	0.1814	0.1906	0.3349	1.1029E-3	0.642	0.398	34.551
3000000	5.7259	6.7761E-2	0.2899	0.1758	0.1953	0.3391	1.0976E-3	0.538	0.393	34.831
4000000	6.4868	1.801E-2	0.2954	0.1801	0.1895	0.3351	1.061E-3	0.543	0.412	34.579
5000000	5.9313	5.0755E-2	0.2962	0.1751	0.1922	0.3366	1.0949E-3	0.569	0.439	34.233
6000000	6.3117	7.9728E-2	0.2966	0.1786	0.1925	0.3323	1.0412E-3	1.071	0.389	36.343
7000000	6.1468	2.4863E-2	0.2952	0.1820	0.1883	0.3346	1.1231E-3	0.535	0.371	33.651
8000000	6.1299	9.0114E-3	0.2933	0.1802	0.1914	0.3351	1.1523E-3	0.566	0.368	34.147
9000000	5.8157	5.9262E-2	0.2885	0.1775	0.1983	0.3357	1.0468E-3	0.522	0.409	36.066
10000000	5.8325	4.117E-2	0.2851	0.1798	0.1925	0.3426	1.1145E-3	0.715	0.375	34.850
11000000	5.5931	8.3414E-3	0.2911	0.1777	0.1919	0.3393	1.1248E-3	0.422	0.423	34.616
12000000	6.6316	6.467E-2	0.2887	0.1808	0.1932	0.3373	1.0678E-3	0.311	0.396	35.139
13000000	5.5984	1.3464E-2	0.2901	0.1815	0.1918	0.3366	1.1479E-3	0.365	0.402	32.350
14000000	6.0940	7.1415E-2	0.2943	0.1793	0.1942	0.3323	1.1291E-3	0.434	0.425	33.667
15000000	6.4900	5.6659E-2	0.2928	0.1817	0.1943	0.3312	1.1857E-3	0.340	0.402	33.145
16000000	5.9134	4.3924E-2	0.2889	0.1780	0.1925	0.3406	1.1578E-3	0.235	0.402	32.898
17000000	5.6598	3.6766E-2	0.2946	0.1788	0.1902	0.3364	1.1458E-3	0.406	0.372	33.719
18000000	5.5041	4.029E-2	0.2919	0.1787	0.1904	0.3390	1.0257E-3	0.787	0.396	35.750
19000000	5.6106	9.2924E-2	0.2961	0.1758	0.1949	0.3331	1.0721E-3	0.798	0.426	35.443
20000000	5.8845	3.2841E-2	0.2913	0.1785	0.1930	0.3372	1.0702E-3	0.492	0.398	33.620
21000000	5.8029	4.6963E-2	0.2931	0.1848	0.1919	0.3302	1.0975E-3	1.526	0.397	33.918
22000000	5.6347	2.2201E-2	0.2906	0.1769	0.1946	0.3379	1.0555E-3	0.544	0.389	35.104
23000000	5.6176	2.2374E-2	0.2993	0.1754	0.1892	0.3361	1.0589E-3	0.342	0.402	35.142
24000000	6.1164	6.3333E-2	0.2946	0.1787	0.1927	0.3339	1.0454E-3	0.644	0.458	35.659
25000000	5.7794	2.6462E-2	0.2927	0.1766	0.1906	0.3402	1.1529E-3	0.882	0.430	33.998
26000000	5.9527	1.069E-2	0.2956	0.1816	0.1911	0.3318	1.1314E-3	1.197	0.423	33.134
27000000	5.9432	2.195E-2	0.2962	0.1818	0.1935	0.3285	1.1435E-3	0.592	0.403	34.024
28000000	5.7005	4.9409E-2	0.2997	0.1785	0.1910	0.3308	1.0816E-3	1.137	0.414	35.662
29000000	5.2988	1.5772E-2	0.2952	0.1822	0.1925	0.3301	1.0994E-3	0.216	0.421	36.959
