state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	1.125	-0.400	-0.025	2.333	1.683	1.815	0.317	-0.989	0.319	0.425	0.527	-1.680	-2.985	-2.078	-2.039	-4.038	-4.227	-4.119	-3.710	-5.130
2000000	0.801	-1.102	-0.076	1.330	1.450	1.413	0.322	-0.733	0.513	0.202	0.315	-2.632	-4.275	-2.040	-3.392	-5.470	-5.077	-5.384	-3.279	-3.737
3000000	0.199	-0.722	-0.041	2.429	1.590	1.745	0.375	-0.592	0.824	0.647	0.914	-1.398	-2.404	-2.011	-3.315	-3.725	-3.412	-3.623	-3.670	-5.926
4000000	-0.368	-0.872	0.220	2.126	1.715	1.490	0.542	-0.784	0.442	0.483	1.395	-2.089	-3.405	-3.413	-5.407	-4.598	-4.086	-3.143	-0.194	1.855
5000000	2.816	-0.698	0.391	2.449	1.567	1.966	0.252	-0.442	0.056	0.336	0.587	-2.082	-2.743	-3.902	-5.223	-4.669	-5.954	-8.585	-8.551	-8.300
6000000	1.587	-1.482	0.643	2.143	1.783	1.651	0.268	-0.525	0.477	0.332	1.345	-1.763	-4.163	-2.912	-3.272	-1.986	-1.706	-1.758	-1.008	-4.015
7000000	-0.462	-0.375	0.109	2.165	1.698	1.948	0.445	-0.451	0.218	0.804	0.942	-1.602	-3.581	-3.606	-4.296	-3.405	-3.771	-4.644	-4.659	-4.618
8000000	-0.165	-1.011	0.392	2.336	1.522	1.965	0.493	-0.368	0.014	-0.113	0.044	-1.052	-3.606	-2.579	-2.101	-2.328	-1.886	-3.189	-2.718	0.146
9000000	0.210	-0.627	0.304	2.053	1.372	1.841	0.704	-0.779	0.116	0.750	0.983	-1.387	-2.390	-1.874	-2.394	-3.288	-4.089	-4.257	-4.734	-4.126
10000000	1.372	-0.415	0.046	1.990	1.752	1.704	0.616	-0.464	0.043	0.786	0.259	-1.249	-3.336	-2.776	-1.569	-1.901	-2.278	-2.143	-2.483	-0.140
11000000	0.873	-1.118	0.307	1.551	1.719	1.979	0.382	-0.741	1.043	-0.047	1.755	-2.134	-2.910	-0.566	-0.880	-5.528	-5.799	-3.520	-0.069	-2.126
12000000	-0.498	-0.633	0.587	2.127	1.670	1.961	0.510	-0.647	0.304	0.313	0.387	-1.683	-2.214	-1.959	-1.593	-3.004	-2.471	-2.443	-2.705	-2.269
13000000	1.607	-0.998	0.153	2.532	1.417	1.994	0.447	-0.763	0.539	0.833	0.478	-2.637	-3.262	-1.710	-2.875	-6.152	-9.282	-10.414	-8.782	-6.549
14000000	1.408	-0.954	0.225	2.228	1.598	2.194	0.490	-0.580	0.509	0.200	0.963	-2.000	-3.362	-0.364	-1.525	-5.067	-5.748	-6.896	-7.808	-8.386
15000000	2.709	-0.095	-0.108	2.457	1.492	1.707	0.152	-0.489	-0.306	0.986	1.170	-2.331	-3.158	-1.219	-2.326	-5.188	-4.343	-4.643	-3.785	-2.842
16000000	-0.491	-1.072	0.405	2.059	1.729	1.748	0.629	-0.151	0.015	-0.058	0.889	-1.236	-2.671	-3.104	-4.817	-4.810	-4.253	-3.394	-3.655	-3.926
17000000	1.293	-0.246	0.183	1.780	1.625	1.682	0.665	-0.334	0.008	0.513	-0.060	-1.659	-3.936	-2.437	-4.395	-4.592	-4.406	-4.532	-3.375	-2.397
18000000	3.346	-0.121	0.494	1.672	1.696	2.339	0.247	-0.276	-0.065	1.272	0.297	-1.544	-3.648	-1.009	-2.430	-3.522	-4.011	-2.669	-2.453	-1.494
19000000	1.673	-0.832	-0.181	2.548	1.579	2.018	0.529	-0.673	0.457	-0.032	0.217	-1.522	-2.835	-2.898	-6.799	-7.863	-7.372	-8.031	-9.788	-10.580
20000000	1.639	-1.232	0.757	1.478	1.525	1.698	0.666	-0.757	-0.502	1.585	0.131	-2.608	-2.885	-2.614	-2.141	-1.973	-3.134	-2.299	-3.516	-3.846
21000000	0.940	-0.539	0.076	2.112	1.399	2.001	0.453	-0.221	-0.046	0.948	0.615	-2.821	-3.488	-1.235	-0.309	2.207	-1.311	-5.490	-6.112	-4.612
22000000	0.673	-0.944	0.274	2.060	1.420	1.428	0.217	-0.012	0.040	1.026	0.705	-1.920	-2.954	-3.231	-3.685	-5.362	-5.718	-6.307	-3.646	-3.210
23000000	0.870	-1.372	0.310	1.576	1.571	1.719	0.414	-0.734	0.215	1.407	0.405	-2.535	-2.210	-0.809	-4.918	-3.693	-3.815	-3.681	-3.480	-4.604
