state	posterior	prior	likelihood	skygrid
1000000	-55020.776	-1743.522	-53277.254	-1740.886
2000000	-54814.579	-1579.122	-53235.457	-1577.438
3000000	-54974.658	-1755.383	-53219.275	-1752.434
4000000	-54967.934	-1769.141	-53198.793	-1766.983
5000000	-54964.338	-1736.710	-53227.628	-1735.301
6000000	-54957.499	-1690.656	-53266.843	-1688.495
7000000	-55040.055	-1827.760	-53212.295	-1825.218
8000000	-54975.608	-1755.541	-53220.067	-1753.014
9000000	-55010.632	-1787.754	-53222.878	-1783.880
10000000	-55036.236	-1818.287	-53217.950	-1815.328
11000000	-54904.935	-1698.233	-53206.702	-1697.318
12000000	-55017.198	-1785.944	-53231.254	-1782.377
13000000	-54882.006	-1678.836	-53203.170	-1676.924
14000000	-54927.710	-1704.185	-53223.526	-1702.492
15000000	-54839.946	-1625.548	-53214.397	-1623.271
16000000	-55060.095	-1839.863	-53220.233	-1836.850
17000000	-55044.872	-1819.856	-53225.016	-1816.609
18000000	-55016.554	-1811.767	-53204.787	-1809.873
19000000	-54944.943	-1750.269	-53194.673	-1748.089
20000000	-54887.557	-1681.056	-53206.501	-1678.260
21000000	-54953.254	-1710.167	-53243.086	-1708.770
22000000	-54891.415	-1673.917	-53217.498	-1671.289
23000000	-54898.020	-1690.919	-53207.102	-1688.668
24000000	-54988.245	-1729.352	-53258.892	-1726.986
25000000	-55091.138	-1849.601	-53241.537	-1846.743
26000000	-55015.774	-1772.596	-53243.178	-1769.959
27000000	-54898.209	-1709.439	-53188.770	-1706.849
28000000	-54941.752	-1702.681	-53239.071	-1700.111
29000000	-54977.910	-1743.044	-53234.866	-1740.063
30000000	-54921.004	-1677.598	-53243.406	-1674.994
31000000	-54927.611	-1713.557	-53214.054	-1711.341
32000000	-54978.740	-1746.975	-53231.765	-1744.365
33000000	-54958.538	-1752.564	-53205.974	-1750.815
34000000	-54962.647	-1750.436	-53212.210	-1748.745
35000000	-54996.572	-1803.414	-53193.158	-1801.853
36000000	-55003.837	-1763.009	-53240.828	-1760.730
37000000	-54997.008	-1848.228	-53148.780	-1846.591
38000000	-54893.051	-1679.941	-53213.111	-1677.800
39000000	-55007.893	-1786.396	-53221.496	-1783.467
40000000	-55006.176	-1791.596	-53214.579	-1789.674
41000000	-54977.187	-1746.660	-53230.527	-1745.140
42000000	-54894.075	-1667.820	-53226.254	-1665.121
43000000	-55015.270	-1774.253	-53241.017	-1771.769
44000000	-55047.525	-1822.120	-53225.405	-1820.567
45000000	-55008.045	-1766.891	-53241.154	-1763.192
46000000	-54971.716	-1748.486	-53223.230	-1746.197
47000000	-54955.271	-1729.303	-53225.968	-1726.811
48000000	-54950.172	-1744.071	-53206.100	-1741.461
49000000	-55059.870	-1829.718	-53230.152	-1827.502
50000000	-55010.990	-1795.677	-53215.313	-1793.388
51000000	-55170.156	-1909.604	-53260.552	-1906.564
52000000	-55014.943	-1775.670	-53239.273	-1771.647
53000000	-54990.171	-1788.442	-53201.729	-1785.727
54000000	-54963.951	-1713.537	-53250.414	-1711.316
55000000	-55084.311	-1868.697	-53215.615	-1865.725
56000000	-55030.358	-1801.707	-53228.652	-1799.639
57000000	-54936.853	-1727.877	-53208.976	-1726.458
58000000	-54950.008	-1756.805	-53193.203	-1754.663
59000000	-55002.710	-1751.604	-53251.106	-1751.170
60000000	-55031.974	-1793.542	-53238.431	-1791.232
61000000	-55073.457	-1868.427	-53205.030	-1866.248
62000000	-54910.471	-1707.346	-53203.125	-1705.820
63000000	-55052.256	-1835.763	-53216.492	-1834.208
64000000	-54951.349	-1710.488	-53240.861	-1708.630
65000000	-54917.884	-1676.494	-53241.390	-1674.079
66000000	-55117.312	-1871.186	-53246.126	-1869.708
67000000	-54904.299	-1665.727	-53238.572	-1663.475
68000000	-55009.261	-1783.135	-53226.125	-1779.686
69000000	-55057.669	-1823.875	-53233.793	-1821.540
70000000	-54887.518	-1692.435	-53195.084	-1688.854
71000000	-54987.540	-1725.072	-53262.468	-1721.754
72000000	-55000.612	-1739.543	-53261.069	-1736.977
73000000	-54868.178	-1632.338	-53235.840	-1629.668
74000000	-54923.011	-1674.404	-53248.608	-1671.074
75000000	-55031.480	-1837.259	-53194.221	-1835.054
76000000	-54994.037	-1771.354	-53222.683	-1769.543
77000000	-55079.415	-1830.999	-53248.416	-1829.366
78000000	-55062.475	-1847.438	-53215.037	-1844.742
79000000	-55077.531	-1845.033	-53232.498	-1842.378
80000000	-55081.786	-1852.835	-53228.950	-1850.466
81000000	-55064.138	-1831.771	-53232.367	-1829.739
82000000	-54984.102	-1752.590	-53231.511	-1748.743
83000000	-55009.544	-1792.447	-53217.097	-1790.026
84000000	-54962.611	-1764.480	-53198.131	-1762.285
85000000	-54865.419	-1633.019	-53232.400	-1631.892
86000000	-54951.296	-1751.307	-53199.989	-1748.577
87000000	-54892.500	-1663.977	-53228.523	-1661.581
88000000	-54972.450	-1725.820	-53246.630	-1723.988
89000000	-54991.605	-1759.639	-53231.967	-1756.595
90000000	-55132.421	-1872.856	-53259.566	-1870.485
91000000	-54931.435	-1711.715	-53219.721	-1710.212
92000000	-54887.475	-1680.506	-53206.969	-1678.250
93000000	-55048.024	-1815.177	-53232.847	-1813.418
94000000	-55067.858	-1792.277	-53275.582	-1789.522
95000000	-55022.904	-1792.117	-53230.786	-1789.806
96000000	-55096.225	-1842.406	-53253.818	-1838.679
97000000	-55082.979	-1879.302	-53203.677	-1876.093
98000000	-54962.906	-1721.883	-53241.023	-1719.378
99000000	-54986.768	-1769.277	-53217.491	-1767.358
100000000	-54943.317	-1714.547	-53228.770	-1711.822
101000000	-54933.392	-1737.169	-53196.223	-1735.823
102000000	-55059.110	-1857.481	-53201.629	-1854.575
103000000	-54914.172	-1722.860	-53191.312	-1720.350
104000000	-55021.625	-1793.688	-53227.937	-1792.775
105000000	-54960.348	-1774.558	-53185.790	-1772.477
106000000	-55051.769	-1813.108	-53238.662	-1810.483
107000000	-54907.283	-1729.728	-53177.555	-1727.163
108000000	-54906.131	-1698.698	-53207.433	-1696.509
109000000	-54949.896	-1750.728	-53199.168	-1749.071
110000000	-54920.669	-1703.349	-53217.320	-1700.539
111000000	-54991.266	-1803.106	-53188.160	-1800.673
112000000	-54841.891	-1629.792	-53212.099	-1627.513
113000000	-54864.890	-1656.591	-53208.298	-1654.009
114000000	-54884.428	-1655.154	-53229.274	-1651.307
115000000	-55014.903	-1765.445	-53249.458	-1763.155
