state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	2.193	-0.940	0.304	2.619	1.648	1.630	0.475	-0.413	-0.056	1.977	0.484	-1.786	-2.471	-2.183	-1.650	-5.044	-4.890	-4.543	-4.455	-4.464
2000000	1.872	-1.286	0.155	2.408	1.465	1.890	0.597	-0.565	1.343	0.426	-0.364	-1.694	-2.680	-0.567	-2.557	-4.294	-4.545	-3.252	-3.111	-1.691
3000000	1.196	-0.706	0.015	2.929	1.193	2.152	0.415	-0.458	0.070	0.739	0.216	-2.580	-2.035	-3.446	-3.732	-4.976	-4.050	-3.149	-3.046	-4.228
4000000	1.059	-0.519	0.468	1.984	1.389	2.087	0.454	-0.773	0.433	0.514	0.141	-2.122	-1.244	-2.386	-1.721	-3.992	-3.784	-3.943	-5.408	-6.061
5000000	0.257	-0.512	0.471	1.833	1.470	1.643	0.701	-0.476	-0.022	0.910	0.096	-1.543	-3.292	-2.054	-2.665	-3.293	-3.192	-4.634	-5.165	-5.889
6000000	0.849	-0.569	0.184	1.927	2.063	1.909	0.928	-0.397	0.601	0.462	0.335	-1.587	-2.785	-2.365	-3.221	-3.039	-2.439	-1.667	-1.744	-1.554
7000000	-0.107	-0.634	0.050	2.007	1.817	1.804	0.475	-0.240	0.056	0.427	-0.117	-1.015	-3.625	-2.171	-5.068	-6.884	-8.335	-6.447	-6.930	-7.639
8000000	0.283	-0.710	0.537	1.962	1.800	1.520	0.652	-0.379	-0.028	0.492	0.332	-1.491	-3.614	-4.992	-5.321	-6.398	-7.413	-7.735	-9.543	-9.518
9000000	1.181	-0.876	1.046	2.163	1.481	2.365	0.533	-0.179	-0.362	0.224	0.809	-1.244	-2.807	-1.853	-2.988	-5.148	-4.986	-5.216	-6.195	-7.345
10000000	1.900	-0.846	0.820	2.123	1.292	2.315	0.610	-0.826	0.441	0.946	0.686	-2.110	-3.396	-2.565	-5.034	-5.673	-6.693	-8.537	-7.413	-7.259
11000000	-0.370	-0.503	0.463	1.851	1.732	1.763	0.443	-0.513	0.073	0.461	0.478	-1.460	-2.920	-2.163	-1.406	-2.660	-3.846	-3.028	-4.827	-0.529
12000000	2.542	-0.146	0.165	1.859	1.602	1.614	0.761	-0.562	0.301	0.892	1.187	-2.465	-3.271	0.148	-2.708	-5.618	-4.826	-6.823	-5.274	-5.389
13000000	3.086	-0.493	0.480	1.426	1.645	1.353	0.549	-0.844	0.250	0.955	-0.407	-0.689	-2.997	-1.401	-3.457	-5.110	-8.157	-8.595	-9.712	-8.226
14000000	-0.703	-0.627	0.528	1.804	1.566	1.504	0.592	-0.429	0.323	0.801	0.272	-2.053	-3.120	-0.045	0.123	-2.882	-4.781	-4.211	-1.917	-0.516
15000000	1.428	-0.429	-0.030	2.454	1.397	1.896	0.384	-0.684	-0.201	1.148	-0.201	-1.973	-3.370	-3.575	-3.130	-3.663	-3.830	-1.073	-2.144	-1.838
16000000	1.602	-1.070	0.313	1.738	1.346	2.281	0.478	-0.354	-0.121	1.128	-0.442	-2.774	-3.022	-1.799	-0.715	-4.527	-3.256	-3.000	-3.820	-7.675
17000000	0.814	-1.094	0.677	1.580	1.799	1.585	0.426	-0.310	0.275	0.539	0.384	-2.299	-1.949	-2.733	-5.406	-6.352	-7.446	-6.581	-6.620	-10.182
18000000	0.096	-0.332	0.266	2.255	1.812	2.047	0.281	-0.593	0.543	0.533	0.194	-1.100	-1.762	-0.979	-2.591	-4.349	-5.910	-5.906	-4.675	-4.000
19000000	0.318	-0.658	0.480	1.779	1.760	1.966	0.510	-0.838	-0.150	1.600	0.436	-1.683	-2.626	-1.437	-1.241	-1.786	-3.417	-3.956	-4.356	-5.366
20000000	-0.872	-0.878	0.273	2.014	1.631	1.483	0.542	-0.626	0.857	0.281	0.935	-1.729	-2.482	-2.502	-3.745	-6.290	-4.981	-4.733	-3.267	-2.806
21000000	-0.041	-0.456	0.478	1.868	1.479	1.503	0.680	-0.566	0.505	0.489	0.133	-1.419	-2.665	-1.990	-2.326	-2.704	-3.148	-2.385	-3.278	-3.778
22000000	0.867	-0.800	0.630	1.641	1.802	1.877	0.652	-0.728	0.257	1.334	1.172	-2.206	-2.939	-2.501	-4.695	-3.047	-2.229	-3.170	-3.309	-3.797
