state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	-0.555	-0.506	0.741	1.765	1.418	2.107	0.537	-0.596	0.273	0.296	-0.168	-1.860	-3.075	-3.030	-2.517	-3.858	-4.060	-4.393	-5.008	-5.675
2000000	0.327	-0.721	0.749	2.068	1.432	1.934	0.770	-0.600	-0.530	1.747	0.653	-1.895	-3.085	-1.680	-3.015	-3.185	-3.462	-0.451	2.187	2.198
3000000	-0.384	-0.813	0.226	1.926	1.753	1.671	0.639	-0.005	0.408	0.464	-0.324	-1.988	-2.744	-2.832	-5.087	-7.073	-5.878	-7.097	-8.461	-7.754
4000000	1.268	-0.418	0.339	1.681	1.861	1.909	0.232	-0.205	0.490	0.598	0.391	-1.890	-3.120	-3.114	-2.479	-3.565	-3.205	-3.415	-4.304	-4.148
5000000	0.942	0.311	-0.075	1.738	1.666	1.595	0.369	-0.296	-0.092	0.128	1.277	-1.234	-2.872	-1.836	-4.645	-5.985	-8.940	-6.558	-6.430	-4.580
6000000	1.106	0.001	-0.097	1.777	1.620	1.353	0.845	-0.454	0.276	0.996	-0.170	-1.849	-2.041	-2.239	-1.798	-2.005	-2.247	-1.778	-1.302	-0.064
7000000	1.743	-0.601	0.133	1.782	1.477	2.210	0.654	-0.571	0.079	0.720	-0.007	-2.138	-2.474	-2.954	-2.644	-3.243	-4.344	-4.453	-5.674	-6.082
8000000	1.415	-0.532	0.691	1.318	1.556	2.150	0.308	-0.744	0.516	0.204	0.487	-0.462	-1.705	-2.893	-1.198	-1.224	-0.508	0.274	1.806	1.887
9000000	1.953	-0.678	0.205	1.648	1.635	2.666	0.444	-0.852	0.782	0.324	-0.292	-1.727	-2.155	-2.498	-4.815	-7.240	-8.007	-8.157	-6.734	-6.368
10000000	-0.187	-0.780	0.478	1.932	1.516	1.617	0.290	-0.686	0.164	0.678	-0.245	-2.399	-2.405	-2.798	-3.744	-4.411	-5.594	-4.237	-2.519	-1.330
11000000	-0.367	-0.865	0.295	2.117	1.651	1.857	0.479	-0.533	0.886	0.906	0.442	-0.947	-3.236	-3.104	-3.188	-4.120	-3.834	-3.483	-3.312	-3.491
12000000	1.958	-0.057	0.183	1.866	1.587	1.624	0.479	-0.726	-0.136	1.048	0.308	-2.295	-2.190	-2.411	-3.403	-3.356	-2.976	-3.305	-1.839	-3.219
13000000	0.020	-0.440	-0.112	2.155	1.524	1.793	0.502	-0.501	0.107	1.228	0.363	-1.092	-2.310	-1.721	-1.813	-2.850	-4.855	-5.796	-7.123	-7.793
14000000	0.013	-1.057	0.703	1.839	1.506	1.355	0.467	-0.884	0.517	0.432	1.075	-2.286	-2.758	-1.720	-0.202	-1.199	-3.317	-5.031	-4.454	-1.673
