state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	5.8383	1.5491E-2	0.2926	0.1815	0.1907	0.3352	1.1272E-3	0.983	0.381	33.626
2000000	5.4882	2.5954E-2	0.2934	0.1830	0.1929	0.3308	9.9836E-4	0.368	0.379	36.547
3000000	6.0664	1.8823E-2	0.2982	0.1756	0.1903	0.3359	1.0739E-3	0.264	0.447	35.309
4000000	5.6579	6.2075E-2	0.2978	0.1775	0.1901	0.3345	1.134E-3	1.178	0.406	31.548
5000000	5.7359	6.3095E-2	0.2899	0.1819	0.1892	0.3390	1.1216E-3	0.980	0.374	33.970
6000000	6.5801	4.0998E-2	0.2934	0.1840	0.1885	0.3342	1.121E-3	0.384	0.388	33.095
7000000	5.4283	1.4278E-2	0.2919	0.1797	0.1918	0.3366	1.1233E-3	1.394	0.395	33.546
8000000	6.4746	4.7219E-3	0.2931	0.1803	0.1940	0.3327	1.0338E-3	0.727	0.398	34.848
9000000	6.2396	7.7634E-3	0.2897	0.1821	0.1924	0.3358	1.1528E-3	0.273	0.395	35.055
10000000	6.7126	1.6984E-2	0.2982	0.1792	0.1895	0.3331	1.0682E-3	0.084	0.422	35.885
11000000	6.1227	7.0358E-2	0.2945	0.1791	0.1863	0.3401	1.0558E-3	0.415	0.418	35.544
12000000	5.2684	4.6549E-2	0.2939	0.1784	0.1933	0.3344	1.1439E-3	0.253	0.421	34.539
13000000	5.7175	5.1961E-2	0.2937	0.1777	0.1922	0.3365	1.1516E-3	0.334	0.369	33.718
14000000	6.4680	6.6081E-2	0.2931	0.1794	0.1934	0.3341	1.085E-3	0.462	0.423	35.121
15000000	5.4357	1.9989E-2	0.2951	0.1780	0.1872	0.3397	1.0757E-3	0.435	0.423	34.949
16000000	5.3454	5.6216E-2	0.2923	0.1801	0.1932	0.3345	1.071E-3	0.123	0.400	35.748
17000000	6.1268	1.405E-2	0.2955	0.1829	0.1913	0.3303	1.0302E-3	0.271	0.431	35.231
