state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.2522	3.0785E-2	0.2917	0.1822	0.1926	0.3335	1.086E-3	0.614	0.408	33.890
2000000	4.7879	6.3585E-2	0.2915	0.1828	0.1948	0.3310	1.2148E-3	0.294	0.404	30.857
3000000	6.4324	1.598E-2	0.2939	0.1819	0.1915	0.3328	1.1234E-3	0.820	0.391	34.554
4000000	6.1669	5.6057E-2	0.2931	0.1820	0.1878	0.3370	1.0413E-3	0.383	0.369	34.830
5000000	6.2708	1.0887E-2	0.2915	0.1803	0.1926	0.3356	1.0818E-3	0.188	0.382	34.443
6000000	5.5966	5.7426E-2	0.2917	0.1792	0.1938	0.3353	1.1834E-3	0.407	0.474	33.744
7000000	6.3720	4.8839E-2	0.2949	0.1804	0.1923	0.3324	1.0538E-3	0.547	0.394	35.964
8000000	5.8257	5.8393E-3	0.2910	0.1796	0.1941	0.3353	1.1856E-3	0.615	0.399	33.988
9000000	6.6712	2.4841E-2	0.2884	0.1817	0.1927	0.3371	1.0568E-3	1.984	0.438	34.593
10000000	7.2118	5.0507E-2	0.2944	0.1783	0.1921	0.3351	1.0605E-3	0.665	0.447	34.569
11000000	5.9768	7.9164E-3	0.2908	0.1768	0.1903	0.3420	1.0782E-3	0.124	0.396	34.003
12000000	5.8328	4.9488E-2	0.2971	0.1798	0.1924	0.3307	1.1326E-3	1.645	0.405	34.579
13000000	5.2614	2.0995E-2	0.2935	0.1797	0.1939	0.3328	1.1396E-3	0.382	0.396	33.973
14000000	5.7272	2.9153E-2	0.2939	0.1813	0.1947	0.3301	1.1028E-3	0.274	0.404	34.769
15000000	6.1280	1.391E-2	0.2935	0.1767	0.1951	0.3346	1.099E-3	0.451	0.402	33.348
16000000	6.6460	1.3413E-2	0.2945	0.1806	0.1899	0.3349	1.1122E-3	0.844	0.375	34.994
17000000	5.7731	4.8276E-2	0.2956	0.1762	0.1922	0.3360	1.1665E-3	1.188	0.388	34.056
18000000	5.8847	2.2334E-2	0.2934	0.1784	0.1930	0.3353	1.0969E-3	0.330	0.445	35.122
19000000	6.4643	8.9048E-3	0.2948	0.1795	0.1868	0.3389	1.0911E-3	0.388	0.369	34.445
20000000	6.1487	3.9698E-2	0.2934	0.1785	0.1937	0.3344	1.1292E-3	0.705	0.422	33.228
21000000	6.2946	5.6056E-2	0.2975	0.1785	0.1919	0.3321	1.129E-3	0.165	0.449	34.568
22000000	5.4719	7.3216E-3	0.2963	0.1791	0.1913	0.3333	1.1741E-3	0.736	0.373	32.883
23000000	6.0887	2.5552E-2	0.2972	0.1749	0.1935	0.3343	1.1057E-3	0.435	0.384	33.810
