state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	5.6953	7.7352E-2	0.2932	0.1822	0.1860	0.3386	1.1236E-3	1.967	0.416	35.350
2000000	5.3518	6.7082E-2	0.2921	0.1816	0.1906	0.3357	1.1055E-3	1.082	0.460	34.534
3000000	5.6520	4.333E-2	0.2952	0.1790	0.1890	0.3368	1.0894E-3	0.743	0.375	34.915
4000000	6.3011	1.0366E-2	0.2945	0.1810	0.1915	0.3330	1.1967E-3	0.624	0.392	33.610
5000000	6.0438	7.7168E-2	0.2917	0.1779	0.1928	0.3376	1.0236E-3	0.309	0.397	35.511
6000000	6.2823	2.7236E-2	0.2953	0.1816	0.1925	0.3305	1.0898E-3	0.227	0.402	34.646
7000000	5.7084	8.1454E-3	0.2962	0.1789	0.1930	0.3319	1.1062E-3	0.995	0.434	33.925
8000000	5.8165	1.0411E-2	0.2951	0.1798	0.1906	0.3344	1.1419E-3	0.685	0.421	33.873
9000000	5.5526	2.254E-2	0.2989	0.1781	0.1884	0.3345	1.1782E-3	0.686	0.449	32.263
10000000	5.8248	5.4728E-2	0.2924	0.1802	0.1952	0.3322	1.1016E-3	0.429	0.388	35.008
11000000	6.0432	2.8981E-2	0.2946	0.1771	0.1942	0.3341	1.0918E-3	0.457	0.434	35.291
12000000	5.7660	1.0129E-2	0.2964	0.1799	0.1912	0.3325	1.198E-3	0.698	0.375	33.786
13000000	6.0468	1.7853E-2	0.2926	0.1778	0.1891	0.3404	1.1431E-3	0.359	0.400	34.049
14000000	6.9377	3.5765E-2	0.2944	0.1813	0.1931	0.3312	1.1575E-3	0.996	0.400	35.212
15000000	5.7800	2.6442E-2	0.2946	0.1773	0.1902	0.3378	1.1011E-3	0.449	0.451	33.930
16000000	5.7012	2.3081E-2	0.2941	0.1797	0.1921	0.3340	1.1088E-3	1.021	0.424	34.745
17000000	5.8379	1.002E-2	0.2922	0.1813	0.1908	0.3357	1.0819E-3	0.271	0.386	35.085
18000000	6.3345	2.5987E-2	0.2920	0.1761	0.1946	0.3373	1.1506E-3	1.442	0.376	33.069
19000000	6.7275	6.5444E-2	0.2965	0.1785	0.1907	0.3343	1.1298E-3	0.260	0.373	34.440
20000000	5.4383	4.3853E-2	0.2942	0.1799	0.1895	0.3365	1.0694E-3	1.125	0.396	35.025
21000000	5.4515	4.6711E-2	0.2952	0.1746	0.1904	0.3398	1.1498E-3	0.417	0.448	34.628
22000000	5.8496	6.718E-2	0.2956	0.1816	0.1913	0.3314	1.1625E-3	0.772	0.397	33.534
23000000	5.7255	3.7178E-2	0.2882	0.1810	0.1934	0.3374	1.2136E-3	0.628	0.397	32.983
24000000	6.6117	2.4661E-2	0.2914	0.1801	0.1942	0.3343	1.1349E-3	0.239	0.400	34.797
25000000	5.5748	7.2307E-3	0.2957	0.1799	0.1918	0.3326	1.1292E-3	0.495	0.395	32.018
26000000	5.6001	3.6577E-2	0.2951	0.1800	0.1888	0.3361	1.0211E-3	0.193	0.395	35.093
27000000	5.9768	4.2801E-2	0.3002	0.1781	0.1898	0.3320	1.1273E-3	0.395	0.405	33.931
28000000	6.2530	2.544E-2	0.3001	0.1797	0.1880	0.3323	1.1857E-3	0.552	0.398	33.780
29000000	5.5652	4.0543E-2	0.3015	0.1829	0.1880	0.3275	1.1582E-3	0.807	0.416	31.938
30000000	5.7338	2.0677E-2	0.2913	0.1775	0.1937	0.3375	1.0581E-3	1.117	0.426	35.752
31000000	5.6360	3.2847E-2	0.2949	0.1833	0.1878	0.3339	1.0691E-3	0.374	0.382	35.435
32000000	6.2169	3.251E-2	0.2953	0.1799	0.1884	0.3364	1.0556E-3	0.138	0.402	35.507
33000000	5.6114	3.936E-2	0.2926	0.1808	0.1912	0.3354	1.0461E-3	0.371	0.394	36.233
34000000	6.6310	3.4513E-2	0.2910	0.1793	0.1924	0.3374	1.0611E-3	1.072	0.433	36.597
35000000	6.5200	5.1521E-2	0.2950	0.1797	0.1916	0.3337	1.1273E-3	1.440	0.435	34.882
36000000	6.0610	1.7737E-2	0.2962	0.1759	0.1936	0.3344	1.0757E-3	0.458	0.392	36.108
37000000	5.2279	7.1562E-3	0.2961	0.1758	0.1918	0.3363	1.0765E-3	0.331	0.450	35.132
38000000	5.9687	2.0505E-2	0.2949	0.1780	0.1891	0.3380	1.0694E-3	0.421	0.376	35.828
39000000	6.5410	9.7472E-3	0.2967	0.1788	0.1887	0.3358	1.1091E-3	0.405	0.414	35.323
40000000	6.0248	2.1755E-2	0.2901	0.1778	0.1909	0.3411	1.1237E-3	0.441	0.408	34.066
41000000	5.5565	2.0157E-2	0.2900	0.1828	0.1926	0.3346	1.0184E-3	0.494	0.461	36.688
42000000	5.0057	7.0328E-3	0.2926	0.1825	0.1911	0.3338	1.0839E-3	0.611	0.376	34.323
43000000	6.0962	1.9815E-2	0.2937	0.1790	0.1928	0.3345	1.1404E-3	1.043	0.377	33.702
