state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	1.592	-0.673	0.671	1.445	1.475	1.586	0.588	-0.235	0.395	0.309	0.469	-1.601	-3.717	-2.655	-4.150	-4.975	-5.495	-7.255	-6.596	-7.438
2000000	0.170	-0.366	1.073	1.304	1.900	2.193	0.755	-0.682	0.438	1.339	0.649	-1.833	-3.287	-2.547	-3.959	-3.499	-4.345	-1.032	-3.351	-1.941
3000000	1.690	0.148	-0.170	2.307	1.278	2.545	0.218	-0.565	0.299	1.030	0.183	-0.930	-3.244	-1.521	-0.754	-0.635	-3.077	-5.316	-4.764	-5.049
4000000	0.105	-0.106	0.738	1.296	1.333	1.529	0.337	-0.601	-0.055	-0.071	-0.064	-1.219	-2.234	-2.425	-2.856	-3.703	-3.582	-5.036	-4.383	-3.200
5000000	0.414	-0.477	0.359	2.173	1.576	1.606	0.531	-0.275	0.103	0.229	0.621	-1.094	-1.560	-3.320	-3.049	-2.471	-5.231	-7.161	-7.956	-6.038
6000000	-0.121	-0.828	0.955	1.416	1.477	1.814	0.390	-0.583	0.511	0.658	-0.099	-1.821	-3.637	0.228	-2.687	-5.507	-3.592	-3.996	-5.115	-7.256
7000000	0.535	-0.320	0.381	2.157	1.459	1.874	0.511	-0.566	-0.351	1.468	0.247	-1.847	-2.616	-2.235	-3.896	-5.063	-5.620	-5.972	-6.611	-7.735
8000000	0.742	-0.498	0.457	2.419	1.482	1.614	0.499	-0.788	0.315	0.529	1.361	-1.203	-2.193	-2.130	-2.366	-3.420	-4.000	-6.307	-5.988	-7.733
9000000	1.049	-0.559	0.550	2.029	1.444	1.853	0.719	-0.443	1.271	0.190	0.536	-1.797	-2.470	-0.714	-2.882	-6.337	-7.005	-5.163	-5.349	-6.884
10000000	2.045	-0.870	0.146	5.130	1.294	2.282	0.694	-0.553	0.957	0.159	1.043	-1.599	-3.306	4.280	1.721	-4.203	-5.133	-7.854	-7.729	-11.907
11000000	1.493	-0.264	0.374	1.807	1.698	1.922	0.656	-0.739	1.177	2.229	0.236	-1.916	-2.757	-2.020	-4.072	-2.732	-1.228	-3.402	-2.247	-3.006
12000000	2.238	-0.835	0.481	2.300	1.380	1.997	0.514	-1.054	0.089	0.889	1.013	-1.092	-2.430	-0.825	-2.165	-2.384	-6.257	-4.963	-5.248	-5.767
13000000	2.582	0.275	-0.016	1.326	1.455	2.264	0.434	-0.051	0.295	1.240	-0.067	-2.089	-3.786	-3.782	-7.158	-9.039	-10.620	-8.873	-9.301	-10.054
14000000	0.855	0.066	-0.129	2.523	1.466	1.936	0.392	-0.435	1.120	0.322	0.165	-1.758	-2.648	-2.612	-1.930	-3.846	-4.936	-4.729	-5.104	-6.403
15000000	-0.145	-0.619	0.238	2.658	1.699	1.594	0.670	-0.383	0.638	0.130	-0.152	-2.194	-2.390	0.336	-2.818	-3.871	-3.488	-1.073	-0.218	-1.005
16000000	4.165	-0.788	0.948	1.401	1.686	2.060	0.771	-0.243	-0.145	1.142	0.651	-1.362	-2.936	-1.266	2.183	-6.905	-3.833	-3.525	-6.080	-8.961
17000000	1.837	-0.538	0.158	2.018	1.586	1.925	0.864	-0.776	0.303	0.428	0.387	-1.625	-2.358	-1.032	-2.302	-3.312	-3.408	-2.574	-3.336	-2.080
18000000	1.463	-0.543	0.659	1.875	1.901	1.750	0.427	-0.660	0.708	0.919	0.122	-1.118	-1.877	-0.633	-3.356	-3.917	-3.389	-1.646	-3.108	-1.596
19000000	-0.296	-0.999	-0.031	1.717	1.432	2.042	0.437	-0.764	0.440	0.891	0.744	-1.854	-3.979	-2.003	-4.778	-4.653	-4.894	-7.325	-8.735	-10.117
20000000	0.851	-0.491	0.575	1.379	2.178	1.220	0.508	-0.398	0.178	1.170	-0.079	-2.023	-2.698	-2.567	-5.011	-4.850	-4.827	-4.993	-6.458	-7.149
21000000	0.718	-1.013	0.707	1.547	1.429	1.842	0.621	-0.405	0.088	1.676	-0.135	-1.467	-1.966	-1.206	-3.962	-4.464	-5.950	-5.373	-7.050	-6.066
