state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	5.9067	6.307E-2	0.2987	0.1781	0.1907	0.3325	1.0235E-3	0.444	0.396	35.727
2000000	5.9494	4.7095E-2	0.2931	0.1792	0.1908	0.3369	1.192E-3	0.183	0.369	32.688
3000000	5.7824	2.0525E-2	0.2905	0.1763	0.1957	0.3375	1.1895E-3	1.525	0.383	33.734
4000000	5.7141	3.4478E-2	0.2927	0.1792	0.1878	0.3403	1.0692E-3	0.913	0.407	34.473
5000000	5.4557	1.1551E-2	0.2956	0.1783	0.1930	0.3331	1.1143E-3	0.248	0.385	34.976
6000000	6.1450	8.6175E-3	0.2899	0.1774	0.1957	0.3370	1.0516E-3	0.216	0.399	36.659
7000000	5.9850	3.3242E-2	0.2906	0.1814	0.1916	0.3365	1.1233E-3	0.491	0.446	34.721
8000000	6.2640	4.7555E-2	0.2946	0.1775	0.1891	0.3387	1.1613E-3	0.332	0.374	34.213
9000000	5.2195	2.0349E-2	0.2901	0.1791	0.1904	0.3404	1.1389E-3	0.378	0.423	34.396
10000000	5.7186	3.1936E-2	0.2908	0.1769	0.1958	0.3366	1.1454E-3	0.438	0.440	33.672
11000000	5.5502	3.9693E-2	0.2922	0.1803	0.1936	0.3340	1.0755E-3	0.566	0.457	35.443
12000000	6.2160	4.9394E-2	0.2963	0.1788	0.1900	0.3349	1.0538E-3	0.387	0.411	35.058
13000000	5.8250	1.5249E-2	0.2923	0.1809	0.1925	0.3343	1.047E-3	0.428	0.405	34.785
14000000	5.9234	2.5429E-2	0.2883	0.1840	0.1916	0.3361	1.0484E-3	0.517	0.417	34.714
15000000	5.0639	6.5438E-2	0.2948	0.1813	0.1925	0.3314	1.0429E-3	0.545	0.377	36.466
16000000	5.1420	1.4381E-2	0.2942	0.1792	0.1905	0.3362	1.0653E-3	0.341	0.421	36.032
17000000	6.3741	2.5283E-2	0.2943	0.1776	0.1928	0.3353	1.0845E-3	0.477	0.417	34.300
18000000	6.7393	7.2714E-3	0.2939	0.1785	0.1951	0.3324	1.0735E-3	0.598	0.445	36.207
19000000	6.5113	8.1689E-2	0.2934	0.1803	0.1872	0.3391	1.0559E-3	0.415	0.404	33.945
20000000	5.8545	2.5973E-2	0.2941	0.1804	0.1919	0.3336	1.1148E-3	0.373	0.396	33.985
21000000	5.6917	4.0502E-2	0.2952	0.1801	0.1909	0.3338	1.1391E-3	0.644	0.397	35.302
22000000	5.9743	7.1394E-2	0.2949	0.1786	0.1915	0.3349	1.1364E-3	0.271	0.396	32.981
23000000	5.8268	3.6531E-2	0.2954	0.1806	0.1893	0.3347	1.1699E-3	0.904	0.411	33.396
24000000	5.1011	5.1571E-2	0.2920	0.1819	0.1868	0.3392	1.1623E-3	0.601	0.401	34.085
25000000	5.1958	1.0172E-2	0.2966	0.1781	0.1924	0.3328	1.0368E-3	0.423	0.398	36.952
26000000	6.0972	3.3196E-2	0.2888	0.1812	0.1923	0.3377	1.1852E-3	0.852	0.426	33.611
