state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	5.8079	3.1755E-2	0.2920	0.1810	0.1872	0.3398	1.1168E-3	0.202	0.400	33.264
2000000	6.1241	8.1815E-2	0.2981	0.1801	0.1871	0.3347	1.1139E-3	0.734	0.512	35.114
3000000	6.4695	6.4987E-2	0.2930	0.1762	0.1925	0.3383	1.0265E-3	0.588	0.438	36.533
4000000	6.8371	1.0062E-2	0.2917	0.1811	0.1934	0.3339	1.1112E-3	0.426	0.389	34.193
5000000	5.8637	4.557E-2	0.2920	0.1830	0.1884	0.3367	1.0961E-3	0.526	0.409	34.243
6000000	5.8027	1.8306E-2	0.2941	0.1783	0.1904	0.3371	1.2276E-3	0.265	0.370	33.729
7000000	5.2775	4.2865E-2	0.2975	0.1816	0.1855	0.3354	1.0614E-3	0.283	0.410	36.652
8000000	6.1543	4.5303E-2	0.2908	0.1795	0.1902	0.3395	1.1342E-3	1.192	0.401	34.370
9000000	6.4064	3.7207E-2	0.2921	0.1813	0.1900	0.3367	1.1653E-3	1.209	0.373	31.446
10000000	6.1993	4.2149E-2	0.2959	0.1762	0.1927	0.3352	1.1432E-3	1.378	0.484	34.265
11000000	5.7740	3.9156E-2	0.2904	0.1786	0.1916	0.3394	1.1292E-3	0.406	0.383	33.364
12000000	5.9974	1.1606E-2	0.2984	0.1789	0.1882	0.3345	1.1211E-3	0.655	0.394	34.255
13000000	5.9547	5.1671E-2	0.2971	0.1811	0.1886	0.3332	1.1363E-3	0.603	0.425	34.858
14000000	5.6572	3.5512E-2	0.2959	0.1802	0.1865	0.3374	1.1002E-3	0.443	0.386	35.887
15000000	5.8086	3.1785E-2	0.2936	0.1800	0.1922	0.3342	1.0578E-3	1.074	0.416	35.006
16000000	5.4485	1.7966E-2	0.2947	0.1800	0.1904	0.3349	1.225E-3	0.254	0.395	34.816
17000000	6.1069	9.4732E-2	0.2960	0.1817	0.1870	0.3353	1.1107E-3	0.309	0.407	34.015
18000000	6.0417	5.8141E-2	0.2936	0.1789	0.1945	0.3330	1.06E-3	0.410	0.398	35.842
19000000	6.0520	4.6562E-2	0.2926	0.1776	0.1923	0.3376	1.0957E-3	1.003	0.383	36.171
20000000	6.0017	8.9155E-2	0.2957	0.1803	0.1900	0.3341	1.1247E-3	0.881	0.441	34.602
21000000	5.9178	6.8447E-2	0.2949	0.1808	0.1868	0.3375	1.0616E-3	0.611	0.397	34.871
22000000	5.6372	2.629E-2	0.2935	0.1821	0.1927	0.3317	1.0296E-3	0.328	0.423	37.762
23000000	5.6470	4.348E-2	0.2888	0.1820	0.1925	0.3366	1.0351E-3	0.483	0.447	36.521
