frechetCorrelationESS_RF	minPseudoESS_RF	medianPseudoESS_RF	approximateESS_RF	cmds10DMaxMcmcseMultiESS_RF	cmds2DMcmcseMultiESS_RF	cmdsD1McmcseESS_RF	cmdsD2McmcseESS_RF	cmdsD1CodaESS_RF	cmdsD2CodaESS_RF	cmdsD1TracerLag2000ESS_RF	cmdsD2TracerLag2000ESS_RF	cmdsD1RstanESS_RF	cmdsD2RstanESS_RF
rep1	1630.17341110417	662.08777848508	2056.9426318919	4688.87216236417	3781.01742906214	2108.66428162476	882.878878951715	4124.62660162685	1075.62432714031	4366.74314993098	887.053654360643	4182.9970965976	713.792046626072	4140.97835011131
rep2	1837.30339774064	742.881954113188	2040.48386511637	4681.33299424044	3301.4845791903	1695.79878655602	807.94309299947	3946.62084968001	917.760992513383	4680.27769427908	506.408340221904	4074.11011270545	375.755166242799	4387.87291899652
rep3	1569.42585590716	542.203095888732	1889.60551294193	4690.72413530044	3434.62032045643	1734.15796491649	623.828863980616	4342.97750189835	806.733773587375	5040.35702000621	576.953025634526	4785.08812500843	379.057610261165	4875.25999545898
rep4	1438.96234894217	734.418091829535	2023.6076206768	4710.75051320905	3431.85741759931	1775.12871804376	787.009512636559	4498.14848650684	990.089733646074	4657.04865795423	780.489692397536	4258.87738904419	531.758244941106	4493.85666186925
rep5	1533.1000724905	616.215554235687	1840.9175376163	4706.78770195827	3210.25084800288	1851.94303718746	783.623496887548	4088.45151411728	883.163618957343	5009.66263253866	668.12830698517	4491.44877487327	417.798460837227	4545.61406636176
rep6	494.090538453437	170.575664472478	642.149383741897	1168.05042414706	1083.47436508891	457.283735082194	173.152418704972	862.428057300623	263.214318680948	1042.79563072109	81.1623274333708	1045.96813597389	62.4924185686911	1039.58848224008
rep7	497.8250657025	224.091361272422	668.569673028029	1166.9136890928	993.476498588479	363.892842034422	143.237225597512	976.231767245173	135.958608081158	1168.84377341729	112.488050138663	1171.7167847983	106.212937755323	1129.63516070065
rep8	473.178802866908	248.372340395917	698.51189780373	1286.14285164034	1200.24690964748	549.771324598091	201.030098722924	930.737264144779	231.511238058496	1140.43108192862	131.125369130336	1109.01084111062	84.0339706819029	1033.98833534246
rep9	436.376422303821	165.149676750211	626.613507972468	1165.99588917358	980.277605046702	393.16105437475	262.875452224886	905.187643964329	307.140079026922	950.749384606513	208.929107828753	863.102147186719	102.470931046134	873.132623380478
rep10	349.717824827482	83.96172468897	558.560380113245	1164.78896539288	977.721507708286	474.681887963609	205.126746842691	906.025223144604	260.127665948224	959.064066639095	161.807189467246	977.385505681886	101.151747514075	1043.22325973345
rep1trunc	464.811871635758	153.38143657304	622.874345658096	1169.6862771364	1074.34885747063	564.101765833992	233.464847490068	952.398351071989	285.934857247147	1112.93747340574	140.403182063189	1063.87499288055	128.814600779816	1031.77253192768
rep2trunc	549.822625153576	206.185250627408	668.148495441103	1159.39084535432	1056.96938730168	384.044425162177	229.83337411947	863.377141654176	280.843222809983	1086.57111298672	250.193182791001	921.136507512519	191.648578008689	1087.82426361023
rep3trunc	455.651012882924	200.332464249092	667.803184600276	1175.70968956313	1203.19655728499	609.711117388194	167.42840885086	1231.06765819671	139.017817007845	1308.63660012776	91.0282510033528	1337.4311257596	70.7609943296882	1413.7904411644
rep4trunc	520.631441930233	221.298615361596	685.837859144477	1162.42338668333	1101.65568300383	629.104282899414	206.636534793236	1127.80305997776	229.862892410905	1603.38848156807	216.666877954428	1249.04838894695	164.734498291315	1368.16638627997
rep5trunc	418.7740984659	121.440813322282	587.560450903825	1166.36629943976	1043.13436251583	474.275805773566	222.12380538655	1039.6736552062	293.646815859259	1384.67867612056	128.724301793385	1110.37695766092	82.670517626312	1151.88625809232
