Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00025254675047	518515.701828779	518777.633810765	1.0050166292737	518198.706921061	523410.969810181	1.00336652184017	518005.414717959	521499.03860037
