gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
coda_point_long	0.999961117081686	1.00007306203129	1.00005174454611	0.999976436000734	1.00008830484312	1.00003287091192	0.999999477113191	1.00015738011311	0.999992795932912	1.00011852738535	1.00011499029285	1.00317921012097	1.00172857768789	1.00303374213571	1.0007246527709	0.999985922680532	1.00041417265246	1.00102592987853	1.00845736299499
coda_upper_long	0.999985573547192	1.0002251624816	1.00023842360535	1.00002658311739	1.00024976704141	1.0001284883038	1.00003575748737	1.0005116606605	1.00005434712769	1.00042742795224	1.00040825449047	1.007691803756	1.00441263782217	1.00719429409032	1.00205687733985	1.00003303528484	1.00103619166604	1.00168018325636	1.0168661756886
coda_point_short	1.00206835652509	1.00023608582762	1.00040767972441	1.00016762998807	1.000608294592	1.00018894649668	1.00002051295633	0.999930152334596	1.00041531548893	1.00038162372357	1.00133860107578	1.06986139941454	1.02993674952667	1.07236703003699	1.00862628962083	1.00058662455818	1.00439349411493	1.00468782946019	1.12149132904882
coda_upper_short	1.00612853159867	1.00098124891886	1.00143409454337	1.00059389128804	1.00211244753843	1.00084088964977	1.00033208833763	1.00008365807441	1.00145295117202	1.00131713907979	1.00400473128565	1.17588855814912	1.07835707556584	1.18136235456614	1.02375135782808	1.00200043892011	1.01161547866733	1.01288212107181	1.3083227927632
coda_point_trunc	1.00075889258289	1.00011509215021	1.00019237642798	1.00003690494047	1.00030925512196	1.0000437237219	1.00004195205979	1.00001687262999	1.00019770492443	1.00014036827586	1.00053339876489	1.03823178321014	1.01534040270034	1.04022620420709	1.00410626368085	1.00020271793677	1.003417191149	1.00321148367024	1.06908841440946
coda_upper_trunc	1.00186037943247	1.00046865296286	1.00064616089652	1.00030130242574	1.00085829998708	1.00034001730072	1.00027852689924	1.00025836224871	1.00064763236309	1.00051953822084	1.00131203526329	1.07732620697689	1.0316780640245	1.0810366881572	1.00877411835017	1.00067637833324	1.00690043481289	1.00659241753571	1.1387694011675
rstan_long	0.999947307264556	1.00007849855273	0.999991014011386	0.999959246838682	1.00001996768598	1.00001150870797	1.00003650509712	1.0001313183977	1.00006005669673	1.00002657806778	1.000062413356	1.01240982983893	1.00683673377165	1.01224349386084	1.00252616894758	1.00000662831971	1.00155223197189	1.00078997660621	1.02065235056142
rstan_short	1.00215300710591	1.00049121780498	1.0013927729484	1.00020359903371	1.00069485858699	1.00056714024514	1.00001185547346	0.999811620559569	1.00086720275028	1.00020361396657	1.00139968866769	1.06338128690049	1.0314391416626	1.06315723477015	1.00944712120664	1.00021200847888	1.00435644340239	1.01087334166151	1.09069033247475
rstan_trunc	1.00090899635143	1.00023439304751	1.00067638259329	1.0000398067179	1.00028676388448	1.00019230890284	0.999997228527127	1.00002228117856	1.00031488973092	1.00007341244843	1.00068242715744	1.05655104221634	1.02677207565464	1.0570740817062	1.00797109265432	1.00023458973633	1.00347157794425	1.00850852031116	1.08492533299204
