posterior	prior	likelihood	skygrid
coda_point_long	1.00097907415722	1.00120003825225	1.00047367111593	1.00120515662139
coda_upper_long	1.00236474273631	1.00297382534455	1.00133996772699	1.00298670411632
coda_point_short	1.03784471228695	1.04465006126964	1.00569843838959	1.04479703852402
coda_upper_short	1.10015728301546	1.11668718639796	1.01583000189491	1.11705140863791
coda_point_trunc	1.02128931686098	1.02649212733069	1.00387216335629	1.0265743580016
coda_upper_trunc	1.04431087305493	1.05490635092619	1.00833660126228	1.05507357166153
rstan_long	1.0083349112005	1.00912598637766	1.00037513865897	1.00914936527383
rstan_short	1.0403294171915	1.04395757770508	1.01020999820751	1.04410762555877
rstan_trunc	1.03022724946574	1.03494018375579	1.00699508762819	1.03507083895684
