Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00532472955737	7503491.19825166	7583612.06555668	1.01280004619868	7393924.22776348	7584420.80046349	1.01344306175365	7400185.70952196	7600485.34777471
