Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00481843819548	7316748.18738467	7387428.66072923	1.01064888146146	7218784.82215228	7373347.39053001	1.01217619851259	7220599.80838819	7397509.24643926
