posterior	prior	likelihood	coalescent
coda_point_long	1.0238931453053	1.07678399057696	1.07848459316875	1.07675874358838
coda_upper_long	1.06420334835776	1.19501607301496	1.1983726220403	1.19495553590163
coda_point_short	1.11570220629043	1.30506631349704	1.2876204772669	1.30520863057226
coda_upper_short	1.28553775288035	1.68880113816897	1.65256691617459	1.68908847144961
coda_point_trunc	1.0940183406922	1.22272792979624	1.19903851117143	1.22277342370053
coda_upper_trunc	1.18758983610946	1.42349888774267	1.38072812062775	1.42357982421
rstan_long	1.0251801411773	1.0730704894687	1.07492167771567	1.07304733843127
rstan_short	1.0849180572915	1.2030089847788	1.20022553147187	1.20311733171888
rstan_trunc	1.08953953707817	1.20371966227338	1.18263731082482	1.20376581844105
