state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-1.714	-2.102	-2.098	-1.501	-1.434	-1.809	-1.894	-1.355	-1.497	-0.207	0.080	0.311	-0.395	-0.262	-0.125	0.252	0.674	0.341	0.375	0.354	1.439	1.115	0.918	1.004	1.810	2.505	2.317	2.647	2.076	2.777	2.573	2.536	2.409	2.389	1.016	1.106	1.595	0.879	-0.557	-1.311	-1.119	-0.243	-0.530	-0.452	-0.544	-1.840	-2.017	-2.414	-2.870	-3.048
2000000	-4.060	-3.519	-3.353	-2.684	-1.914	-1.782	-1.330	-1.035	-0.766	-0.679	-0.765	0.064	0.230	0.181	0.003	-0.215	0.392	0.458	0.264	0.885	0.937	0.953	0.845	1.284	1.446	2.088	2.465	2.301	2.589	2.756	2.593	2.522	2.391	1.888	1.037	1.090	0.491	0.811	-0.385	-1.283	-1.213	-1.342	-0.145	-0.462	-0.785	-1.843	-2.393	-2.360	-2.752	-3.282
3000000	-2.941	-2.193	-1.394	-1.829	-1.939	-1.940	-1.338	-0.945	-1.059	-0.586	-0.214	0.162	0.802	0.176	0.238	-0.216	0.144	0.506	0.551	1.382	2.090	1.179	1.268	1.333	1.298	2.505	2.570	2.324	2.116	2.384	2.418	2.251	2.128	1.810	0.705	1.155	0.882	0.821	-0.530	-0.915	-1.598	-1.304	-0.870	-1.208	-1.573	-2.234	-1.814	-1.756	-1.653	-2.347
4000000	-0.793	-1.173	-0.655	-0.803	-1.279	-1.384	-2.000	-1.365	-0.716	-0.707	-0.998	0.144	0.084	-0.122	-0.065	0.128	0.498	1.041	0.620	0.694	1.203	1.633	0.730	1.340	1.718	2.760	2.213	2.149	2.148	2.843	2.780	2.265	1.985	2.305	0.927	1.027	0.994	0.573	-0.301	-1.510	-1.250	-0.890	-0.941	-0.634	-1.288	-1.356	-1.076	-0.471	-1.004	-0.273
5000000	-1.327	-0.435	-1.230	-0.711	-1.753	-1.775	-2.024	-1.157	-1.399	-0.420	-0.079	-0.612	0.428	0.238	0.053	-0.026	0.773	0.368	0.930	1.312	1.525	1.580	0.516	1.608	1.574	2.528	2.284	2.114	2.476	2.743	2.243	2.398	2.206	2.820	0.649	1.037	1.074	1.234	-0.301	-1.173	-1.577	-0.684	-0.614	-0.751	-1.945	-2.420	-2.635	-2.654	-2.587	-2.668
6000000	-0.519	-0.701	-0.301	-1.194	-0.884	-0.857	-0.684	-0.180	-0.229	0.061	0.104	-0.185	0.309	0.366	-0.019	-0.424	0.441	1.127	1.001	1.387	1.563	1.983	0.802	1.324	1.826	2.437	2.948	2.174	2.652	3.028	2.923	2.591	2.338	1.953	1.111	1.221	1.718	0.955	-0.204	-1.386	-1.112	-1.510	-0.757	-0.837	-1.977	-1.777	-2.416	-2.245	-1.394	-1.107
7000000	-1.987	-2.280	-1.652	-1.380	-2.633	-1.807	-1.480	-1.017	-0.704	-0.252	-0.657	0.223	-0.243	-0.007	0.276	-0.330	0.233	0.892	0.535	0.852	1.286	1.514	0.933	1.209	1.784	2.462	2.475	2.458	2.211	3.006	2.706	2.623	2.112	2.126	1.204	1.201	1.340	1.052	0.085	-1.486	-1.408	-0.834	-0.660	-0.644	-1.878	-1.572	-2.815	-2.267	-2.311	-2.578
8000000	-1.601	-1.272	-0.471	-0.826	-1.465	-1.261	-2.183	-2.710	-1.286	-1.149	0.063	-0.197	0.214	0.202	-0.367	0.323	0.999	0.885	0.453	0.915	1.274	1.538	1.159	0.985	1.436	2.061	2.353	2.495	2.459	3.239	2.694	2.254	2.066	2.234	0.731	1.647	1.555	0.611	-0.032	-1.123	-2.014	-1.092	-0.957	-1.102	-2.100	-1.704	-1.867	-4.280	-3.569	-3.678
9000000	-1.546	-2.201	-2.356	-2.002	-1.655	-1.578	-0.877	-0.467	-0.951	-0.467	-0.324	-0.034	0.100	-0.013	0.325	0.090	0.399	0.123	0.845	1.026	1.276	1.065	0.858	1.234	1.912	2.339	2.332	2.201	2.420	2.661	2.637	2.873	2.314	2.516	1.005	1.145	1.156	0.346	-0.618	-0.946	-1.253	-1.143	-0.809	-0.989	-1.466	-1.291	-1.925	-2.328	-2.852	-3.138
10000000	-1.541	-2.409	-2.877	-1.070	-1.004	-1.745	-2.241	-1.389	-0.321	-0.130	-0.218	-0.318	0.535	0.174	0.420	0.126	0.537	0.798	0.469	1.247	1.692	1.160	0.450	1.522	1.564	2.465	2.269	1.987	2.226	3.027	2.657	2.585	2.008	2.814	0.796	1.886	1.220	0.600	-0.929	-1.493	-1.012	-0.859	-1.106	-0.616	-1.900	-1.765	-1.124	-4.296	-4.103	-3.005
