state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-5.187	-4.932	-4.858	-4.178	-2.710	-2.328	-1.630	-1.792	-0.834	-0.446	-0.711	0.117	0.381	0.136	0.559	0.215	0.540	0.551	0.836	1.623	1.653	1.248	0.715	1.058	2.005	2.421	2.186	1.868	3.004	2.558	2.740	2.257	2.385	2.075	0.722	1.380	1.316	0.722	-0.483	-1.436	-1.142	-1.129	-1.010	-0.396	-0.947	-1.065	-1.193	-2.067	-2.471	-3.063
2000000	0.151	-0.572	-1.162	-1.136	-1.711	-1.719	-1.733	-1.559	-0.627	-0.772	0.019	0.287	0.408	-0.425	0.326	0.298	0.566	0.603	0.720	1.224	1.701	1.177	0.630	0.833	1.634	2.502	2.205	2.475	2.636	2.754	2.678	2.898	2.046	2.163	0.964	2.211	1.322	0.421	-0.076	-1.099	-1.390	-1.038	-0.404	-0.409	-0.746	-1.768	-1.359	-1.955	-2.489	-2.284
3000000	-2.099	-2.459	-2.595	-2.276	-2.175	-2.841	-2.279	-1.250	-1.077	-1.019	-1.131	-0.448	0.008	0.169	0.094	0.613	0.604	0.463	0.816	0.699	2.028	1.420	0.894	1.136	1.666	2.594	2.278	2.358	2.523	3.617	2.724	2.551	2.316	2.662	0.931	1.498	1.002	0.611	-0.265	-1.500	-1.442	-1.054	-0.197	0.456	0.376	-0.527	-1.956	-2.334	-1.800	-1.878
4000000	-1.190	-0.441	-0.628	-0.611	-1.093	-1.220	-0.625	-0.778	-0.638	-0.708	-0.426	0.180	0.078	-0.053	-0.075	-0.081	0.290	0.888	0.488	0.975	1.699	2.038	0.560	1.303	1.676	2.246	2.473	2.247	2.481	2.934	2.395	2.525	2.187	2.582	0.823	1.591	1.075	0.426	-0.552	-1.511	-1.484	-1.296	-0.975	-0.739	-0.545	-1.433	-1.539	-1.876	-2.462	-3.636
5000000	-3.563	-3.727	-4.104	-3.794	-2.727	-1.939	-1.269	-1.358	0.121	0.590	-0.128	-0.055	0.210	-0.176	0.614	-0.064	-0.015	0.806	0.748	0.930	1.351	0.933	0.607	1.518	1.413	2.608	2.905	1.901	2.775	2.846	2.475	2.845	2.356	2.243	1.357	0.836	0.896	0.341	-0.120	-1.696	-1.780	-0.565	-0.565	-1.299	-1.658	-3.992	-2.679	-2.730	-3.121	-3.312
6000000	-2.219	-2.394	-2.271	-1.325	-0.483	-0.695	-1.945	-0.804	-0.353	0.596	0.237	0.301	0.297	-0.090	0.039	-0.591	0.971	1.144	0.641	0.890	1.327	1.201	0.849	1.462	1.364	2.372	2.201	2.565	2.742	2.833	2.916	2.019	2.600	2.412	1.057	1.926	1.685	0.409	-0.863	-1.341	-1.328	-0.769	-0.889	-0.213	-0.041	-1.952	-2.352	-3.891	-3.554	-3.950
7000000	0.502	0.420	-0.621	-1.268	-0.733	-1.474	-1.311	-1.175	-0.908	-0.215	-0.085	-0.651	-0.044	0.532	-0.332	-0.103	0.480	0.458	1.035	1.063	1.290	1.654	0.474	1.061	1.640	2.273	2.242	2.307	2.582	2.693	2.510	2.998	2.126	2.153	1.011	2.053	1.736	0.644	-0.294	-1.334	-1.361	-0.589	-0.728	-1.105	-1.715	-1.501	-2.033	-1.553	-1.677	-0.894
8000000	-4.105	-3.308	-2.677	-2.565	-3.297	-2.760	-1.790	-1.247	-0.656	0.466	0.121	0.474	0.372	-0.331	-0.121	0.186	0.702	1.417	-0.068	1.690	1.742	1.658	0.648	0.895	1.442	2.948	2.605	1.954	2.764	2.934	2.947	2.326	2.423	2.104	0.885	1.874	1.269	1.001	-0.943	-1.184	-1.384	-0.741	-0.421	0.111	-1.856	-1.415	-2.142	-2.545	-3.447	-4.127
9000000	-2.668	-2.947	-2.473	-2.763	-2.787	-2.040	-1.729	-0.922	-0.939	-0.789	-0.416	-0.335	0.224	0.683	0.131	-0.020	0.464	0.518	0.620	0.915	1.238	1.382	1.538	0.959	1.580	2.314	2.695	2.189	2.554	3.049	2.620	2.332	2.148	2.152	1.142	1.635	1.192	1.174	-0.308	-1.602	-0.984	-0.903	-0.762	-0.273	-0.838	-1.087	-1.809	-1.959	-1.454	-0.270
10000000	-2.262	-2.336	-1.862	-0.903	-1.714	-1.661	-1.499	-1.217	-0.680	-0.183	-0.399	-0.112	0.076	0.147	-0.076	0.186	0.473	0.246	0.990	1.306	1.317	0.883	0.758	1.076	1.723	2.236	2.299	2.908	2.459	2.887	2.700	2.853	1.993	2.071	0.914	1.592	1.454	0.574	-0.414	-1.228	-1.047	-0.895	-0.439	-0.242	-1.151	-1.853	-2.347	-2.780	-2.143	-2.558
11000000	-2.322	-1.837	-1.815	-2.394	-2.195	-2.278	-2.039	-1.723	-0.640	-0.891	0.290	0.095	0.629	0.286	-0.266	-0.645	0.265	1.081	0.439	1.088	1.273	1.428	0.769	1.593	1.273	2.163	2.473	1.968	2.662	2.895	2.859	1.989	2.242	1.877	0.963	1.093	1.550	0.874	-0.429	-1.436	-1.447	-0.961	-0.151	-0.474	-0.637	-0.482	-1.424	-1.039	-1.063	-2.889
12000000	-0.593	-0.680	-2.011	-1.933	-2.671	-1.905	-1.624	-1.262	-1.178	-0.573	-0.472	0.263	0.806	0.080	0.273	-0.286	0.913	1.177	0.399	1.455	1.268	1.293	0.733	1.447	1.496	2.164	2.933	2.302	2.536	3.198	2.471	2.350	2.477	2.885	1.033	1.443	1.773	0.391	-0.138	-1.639	-1.485	-1.071	-1.260	-1.247	-1.614	-0.105	-1.566	-3.156	-3.012	-3.340
13000000	-3.434	-4.386	-3.427	-3.119	-3.156	-3.216	-2.456	-1.750	-0.105	0.130	-0.580	-0.143	0.191	-0.241	-0.274	0.045	0.726	0.848	0.909	0.910	2.085	1.276	0.660	1.234	1.669	2.350	2.870	2.671	2.584	2.799	2.604	2.540	2.521	1.842	1.368	1.104	1.230	0.422	-0.294	-1.358	-1.381	-1.089	-0.695	-0.332	-1.188	-1.611	-1.730	-3.623	-2.577	-0.969
14000000	-1.406	-0.584	-0.382	-1.401	-1.824	-1.370	-0.930	-0.653	-1.041	-0.448	-0.531	0.230	0.159	0.345	-0.203	-0.120	0.316	0.311	0.747	0.843	1.435	0.882	1.530	1.035	1.294	2.751	2.599	2.777	2.898	2.649	3.097	2.332	2.405	2.368	1.073	1.402	1.100	0.365	-0.224	-1.130	-1.759	-0.909	-0.245	-1.177	-1.633	-1.940	-2.310	-3.251	-3.171	-3.674
15000000	-0.646	-1.147	-0.609	-1.161	-2.400	-1.723	-1.355	0.127	-0.277	0.183	-0.433	-0.618	0.269	0.425	0.173	0.187	0.850	0.707	0.184	0.888	1.442	1.363	0.849	1.682	1.871	2.660	3.208	3.105	2.399	2.394	2.677	2.399	2.681	2.505	0.770	1.082	0.800	0.787	-0.122	-0.707	-1.301	-0.389	-1.312	0.088	-1.120	-2.196	-3.395	-1.986	0.312	-0.061
16000000	-1.941	-2.729	-2.948	-3.537	-3.991	-3.035	-2.347	-2.085	-0.766	-0.121	-0.690	-0.558	-0.009	-0.065	0.384	0.180	0.495	0.747	0.341	0.959	1.293	1.149	0.984	1.109	1.522	2.454	2.242	2.504	2.633	2.741	2.604	2.394	2.413	2.435	1.234	0.695	1.304	0.966	-0.077	-1.233	-1.195	-1.439	-0.829	-0.523	-1.439	-1.815	-3.322	-3.921	-3.903	-3.639
17000000	-0.608	-0.312	-0.954	-1.304	-2.799	-3.411	-2.400	-1.939	-0.715	0.090	0.381	0.351	0.243	0.493	0.202	-0.461	0.703	0.424	0.270	1.530	1.990	1.367	0.593	0.998	1.266	3.128	2.729	2.144	2.651	2.653	2.532	2.903	2.199	2.676	0.564	1.607	0.940	1.043	-0.579	-1.201	-1.201	-1.776	-1.329	0.197	-1.909	-1.944	-2.386	-2.531	-2.907	-1.268
18000000	-2.566	-2.404	-2.246	-1.494	-2.266	-2.020	-2.499	-1.440	-1.175	-0.353	-0.091	0.280	0.862	0.401	0.366	0.089	0.573	0.672	0.657	1.376	1.063	1.546	0.615	1.732	1.443	2.411	2.578	1.899	2.679	2.690	2.840	2.144	2.119	2.515	0.938	1.189	1.741	0.448	-0.967	-0.703	-1.289	-1.093	-1.272	-0.630	-2.265	-2.343	-3.818	-3.308	-4.114	-3.979
19000000	-1.431	-1.676	-2.052	-2.806	-2.595	-2.891	-1.948	-1.784	-1.497	-0.944	-1.309	0.277	-0.076	0.075	0.321	0.076	0.536	0.767	0.994	0.822	1.493	1.162	0.863	1.007	1.612	2.367	2.154	2.244	2.255	2.369	2.522	2.104	2.422	1.967	0.675	1.009	1.607	-0.050	-1.050	-1.345	-1.029	-1.504	-0.998	-0.797	-0.793	-1.684	-2.791	-3.948	-4.000	-3.663
20000000	-3.257	-2.930	-3.145	-2.315	-3.023	-1.973	-1.629	-1.211	-1.279	-0.465	-0.979	-0.281	-0.013	0.029	0.044	-0.623	0.010	0.608	0.591	0.641	1.201	0.701	1.153	1.188	1.445	2.302	2.589	1.777	2.810	2.953	2.610	2.800	2.600	2.177	1.519	1.055	1.281	0.587	-0.459	-1.728	-1.360	-1.570	-0.874	0.230	-1.646	-2.266	-2.155	-3.314	-3.747	-4.042
21000000	-1.891	-1.768	-2.038	-2.609	-2.300	-1.920	-1.805	-1.323	-0.391	-0.072	0.015	0.198	0.229	0.139	0.227	0.376	0.113	0.900	1.032	1.171	1.924	1.220	1.242	1.246	1.578	2.744	2.722	2.414	2.585	2.817	2.694	2.519	2.596	2.088	1.062	1.004	0.985	0.468	-0.414	-1.292	-1.470	-0.945	-0.256	0.030	-1.679	-2.010	-3.202	-3.967	-4.204	-4.477
22000000	-2.744	-2.888	-3.287	-2.681	-1.810	-1.425	-1.442	-1.598	-0.805	-0.439	-0.296	0.263	0.284	0.095	0.128	-0.290	0.743	0.977	0.226	1.029	1.398	1.146	0.832	1.166	1.338	2.537	2.495	2.173	2.402	2.916	2.817	2.594	2.409	1.948	0.708	0.904	0.817	0.274	-0.625	-1.136	-1.090	-0.819	0.037	0.439	-0.537	-0.357	-1.027	-1.289	-1.357	-2.019
23000000	-2.639	-2.707	-2.286	-1.674	-2.596	-2.633	-2.001	-1.084	-0.683	-0.894	-0.438	0.181	0.237	0.384	-0.109	0.703	0.409	0.419	0.621	0.740	1.309	1.535	1.139	1.278	1.362	3.000	2.684	2.155	2.392	3.639	2.534	2.209	2.660	2.247	0.763	1.523	0.934	0.853	-0.340	-1.296	-0.893	-1.153	-0.730	-0.071	-2.023	-2.313	-2.203	-2.488	-2.831	-3.721
24000000	-2.044	-2.212	-2.077	-2.396	-1.668	-1.063	-1.137	-0.187	-0.305	0.296	0.117	1.218	0.560	0.110	-0.267	0.078	0.911	1.062	0.585	1.272	1.790	1.064	0.936	0.966	1.610	2.857	1.903	2.120	2.749	3.244	3.094	2.230	2.546	2.164	1.340	1.530	1.001	0.506	-0.316	-1.681	-1.720	-0.536	-0.234	-0.101	-1.406	-1.733	-2.961	-2.325	-2.518	-1.744
