state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-1.165	-2.062	-3.259	-4.097	-2.096	-1.419	-1.549	-1.310	-0.852	-0.642	-0.246	0.133	-0.119	0.274	0.037	0.072	1.082	1.238	0.079	1.036	1.237	1.541	0.901	1.259	1.322	3.043	2.727	1.853	2.711	2.843	2.527	2.566	2.434	2.544	0.918	1.109	1.078	0.795	-0.425	-1.800	-1.783	-1.494	-0.887	-0.219	-0.505	-0.531	-0.957	-1.287	-2.223	-2.128
2000000	-3.632	-4.444	-3.174	-1.305	-2.082	-2.267	-2.686	-2.014	-1.230	-0.507	-0.418	0.073	0.187	0.641	-0.254	-0.352	0.209	0.740	0.786	1.125	1.505	1.606	0.858	1.032	1.611	2.866	2.372	2.516	2.751	2.911	3.253	2.199	2.092	2.720	0.830	1.556	1.196	0.741	-0.558	-1.459	-1.339	0.463	0.071	-0.104	-1.939	-1.532	-1.605	-1.871	-1.709	-1.044
3000000	-0.821	-1.468	-2.063	-1.696	-1.244	-0.277	-0.293	-0.880	-0.903	-0.073	0.515	0.089	0.583	-0.002	0.183	0.207	0.220	0.733	0.462	1.207	1.662	0.868	0.954	1.047	1.879	2.275	2.346	2.041	2.823	3.137	2.603	2.524	2.226	2.994	0.778	1.055	1.615	1.390	0.061	-0.728	-0.918	-1.569	-0.288	-0.239	-1.518	-2.073	-1.434	-0.026	0.230	-0.446
4000000	-3.049	-2.537	-2.048	-1.819	-1.737	-1.847	-1.476	-1.652	-0.213	-0.042	-0.149	-0.002	-0.097	-0.062	0.515	0.113	0.956	1.356	0.524	0.624	1.747	1.513	0.499	1.518	1.755	2.949	2.118	2.999	2.713	2.373	2.558	2.567	2.600	2.831	0.824	1.228	1.359	0.638	-0.080	-1.530	-1.421	-1.402	-0.365	-0.249	-0.680	-2.191	-3.083	-3.929	-3.490	-4.854
5000000	0.925	0.872	1.245	-0.715	-0.595	-1.026	-1.253	-1.026	-1.419	-0.306	-0.352	0.344	0.527	0.643	0.629	-0.271	-0.268	0.891	0.440	1.026	1.835	1.347	0.584	1.508	1.437	2.712	2.343	2.486	2.051	2.947	2.649	2.407	2.477	2.436	0.988	1.636	1.456	0.161	-0.232	-1.446	-1.249	-1.023	-0.589	0.034	-1.506	-1.781	-2.727	-2.658	-3.496	-4.209
6000000	0.160	-0.079	0.160	0.115	-0.350	-0.447	-0.045	-1.145	-0.420	-0.230	-1.078	-0.512	0.456	0.217	-0.111	0.009	-0.398	0.793	1.092	1.373	1.458	0.960	0.921	1.400	1.442	2.367	2.925	2.575	2.403	3.104	2.915	2.061	2.853	2.380	1.223	0.931	1.054	0.714	-0.107	-1.255	-1.570	-0.558	-0.345	-0.487	-1.236	-1.402	-2.697	-3.098	-3.577	-2.125
7000000	-1.149	-1.038	-0.866	-0.987	-1.177	-1.207	-0.117	-0.735	-0.875	-0.519	-0.545	0.165	0.886	0.100	0.300	-0.111	0.596	1.059	1.200	0.949	1.909	1.290	0.556	1.770	1.736	2.148	2.207	2.392	3.046	2.900	2.233	3.260	2.223	2.202	1.278	0.955	1.076	1.083	-0.440	-0.811	-0.921	-0.230	-0.999	-0.508	-0.720	-0.451	-0.769	-1.208	-1.662	-1.721
8000000	-3.175	-3.047	-3.521	-3.147	-2.648	-2.545	-1.614	-1.251	-1.092	-0.470	-0.019	0.087	0.365	0.408	0.391	0.372	0.806	0.474	1.076	1.614	1.557	1.642	0.680	1.269	1.950	2.569	2.570	2.478	2.866	3.188	2.748	2.788	2.507	2.553	0.987	1.692	1.461	0.434	0.006	-1.043	-1.298	-2.118	-0.807	0.282	-0.737	-0.872	-2.116	-2.536	-2.523	-2.920
9000000	-4.049	-3.304	-3.300	-2.961	-2.747	-2.852	-1.794	-1.736	-0.297	-0.258	0.418	0.314	-0.017	0.116	-0.163	-0.441	0.746	1.390	0.572	1.111	1.357	1.417	0.627	1.259	1.752	2.927	2.262	2.367	2.340	2.699	2.962	2.331	2.294	2.529	1.026	1.071	1.233	1.060	-0.494	-1.146	-0.987	-0.811	-0.749	-0.215	-0.349	-1.482	-2.010	-2.347	-2.120	-3.601
10000000	-2.356	-2.356	-1.772	-1.977	-2.630	-2.512	-2.207	-1.130	-0.021	0.037	-0.866	-0.389	0.505	0.347	0.291	-0.823	0.959	0.994	0.506	1.334	1.908	1.427	0.574	1.473	1.617	2.236	2.173	2.265	2.533	3.065	2.571	2.563	2.483	2.438	0.902	1.278	0.841	0.661	-0.319	-1.311	-1.693	-0.436	-0.602	-0.337	-1.537	-2.321	-3.354	-4.315	-4.737	-5.047
11000000	-1.376	-2.821	-2.253	-1.598	-1.189	-1.974	-1.941	-1.174	-1.019	-0.271	-0.126	0.492	-0.056	0.391	-0.254	-0.025	0.062	0.382	0.515	1.066	2.416	0.814	0.848	1.848	1.344	2.728	2.476	2.199	2.173	2.680	2.438	2.369	3.054	2.070	1.063	0.953	1.119	0.411	-0.769	-1.003	-1.946	-0.329	-0.565	-0.015	-1.083	-1.949	-2.467	-3.008	-2.318	-1.861
12000000	0.188	-0.046	-1.097	-2.337	-3.339	-2.632	-1.666	-1.186	-0.902	-0.015	0.023	0.061	0.064	0.893	0.058	-0.126	0.774	1.312	0.215	1.008	1.490	1.045	0.665	1.519	1.582	2.282	2.076	2.138	2.298	3.156	2.656	2.399	2.135	2.315	0.855	1.386	1.378	0.526	-0.437	-0.788	-1.765	-1.158	-0.936	-0.599	-0.452	-1.188	-1.040	-1.691	-1.264	-1.961
13000000	-0.284	-0.461	-0.798	-1.750	-2.033	-1.878	-1.568	-1.447	-0.473	-0.173	-0.278	-0.555	-0.287	0.156	-0.220	0.002	0.487	0.849	0.804	1.231	1.461	1.016	0.839	1.452	1.736	2.133	2.197	2.408	2.343	3.006	2.706	2.533	2.095	2.094	0.879	0.834	0.882	0.861	-0.715	-1.133	-0.985	-0.503	0.175	-0.292	-1.160	-1.395	-0.967	-1.422	-1.786	-1.767
14000000	-1.323	-0.670	-0.498	-0.997	-0.800	-0.273	-0.362	-0.163	-0.424	-0.925	-1.091	-0.145	0.390	-0.189	-0.070	0.055	0.634	1.256	0.587	1.041	1.370	1.218	0.878	1.446	1.542	2.288	2.074	2.572	2.388	2.857	3.032	2.172	2.412	2.197	0.716	1.561	1.506	0.810	0.049	-1.575	-1.687	-1.527	-0.876	-0.944	-1.485	-0.996	-1.324	-2.558	-2.932	-2.926
15000000	-0.464	-0.467	0.055	-0.298	-1.140	-1.509	-1.461	-0.519	-0.343	0.067	-0.198	0.074	-0.031	0.308	-0.205	0.051	0.507	0.879	0.923	1.054	1.853	1.342	0.916	1.556	1.518	2.334	2.382	2.341	2.426	2.941	2.751	2.387	2.687	2.472	0.686	1.462	1.328	0.497	-0.335	-0.936	-1.526	-0.958	-0.050	-0.312	-1.393	-1.810	-2.473	-2.260	-3.321	-3.657
16000000	3.701	2.430	1.884	1.185	0.041	-0.317	-0.402	-0.343	0.225	-0.164	0.363	-0.247	0.061	0.342	-0.382	0.214	0.295	0.855	0.274	1.712	1.926	1.279	0.654	1.317	1.822	2.703	2.230	2.162	2.755	2.918	2.559	2.376	2.279	2.182	1.266	0.746	1.438	0.505	-0.306	-1.098	-1.588	-0.810	-0.826	-0.485	-1.413	-1.506	-0.865	-1.675	-1.975	-1.405
17000000	2.078	1.055	0.134	0.268	-0.035	0.145	-1.214	-1.567	-0.736	-0.701	-0.295	-0.917	0.086	0.602	0.302	0.583	0.190	0.609	0.765	0.808	1.636	2.034	0.448	1.388	1.705	2.343	2.481	2.521	2.586	2.785	2.931	2.138	2.360	2.286	0.858	1.447	1.542	0.542	-0.384	-0.879	-1.953	-1.272	-0.584	0.003	-1.119	-3.102	-2.956	-3.436	-4.074	-4.782
18000000	-4.449	-3.766	-3.202	-1.448	-0.937	-2.114	-2.216	-2.129	-0.683	-0.451	0.233	0.545	0.944	-0.139	0.224	-0.255	0.192	0.972	1.085	0.905	1.482	1.263	0.632	1.584	1.863	2.723	2.037	3.098	2.740	3.198	2.571	2.585	2.657	2.610	0.806	1.301	0.987	0.855	-0.234	-1.584	-1.366	-0.183	-0.411	0.040	-1.515	-2.296	-2.828	-0.793	-1.358	-2.101
19000000	-2.151	-1.444	-1.638	-1.776	-1.968	-2.539	-2.000	-1.518	-1.062	-0.420	0.496	0.148	0.427	0.276	0.037	-0.385	0.304	0.775	0.436	0.883	1.514	1.117	0.935	1.561	1.980	2.253	2.188	2.579	2.341	3.004	2.726	2.170	2.675	2.211	1.178	1.277	1.648	0.405	-0.529	-1.120	-1.162	-1.565	-1.097	-0.109	-0.237	-1.279	-1.589	-1.432	-1.563	-1.225
20000000	-1.433	-2.905	-4.075	-3.691	-3.609	-2.791	-2.316	-2.339	-0.598	0.721	-0.235	-0.083	0.670	0.161	0.025	-0.398	0.520	1.013	0.672	1.192	1.387	1.577	0.216	1.205	1.505	2.534	3.308	1.964	2.549	3.148	2.850	2.286	2.352	2.114	0.992	1.150	1.087	0.622	-0.785	-1.625	-1.495	-0.575	-1.207	-0.736	-1.210	-1.975	-2.425	-2.533	-1.951	-1.897
21000000	-3.035	-2.670	-2.414	-2.280	-2.765	-2.385	-1.255	-0.879	-0.554	0.716	-0.186	0.438	0.669	0.753	0.037	0.323	0.218	0.678	0.171	0.985	1.037	1.536	0.513	1.548	1.560	2.575	2.617	1.960	2.277	3.009	2.461	2.324	2.634	2.379	0.864	1.789	1.150	0.910	-0.427	-0.945	-1.092	-1.603	-0.927	-1.153	-1.367	-1.793	-1.251	-2.029	-2.237	-2.042
22000000	-1.984	-2.054	-2.287	-2.111	-2.399	-2.798	-1.972	-1.665	-0.845	-0.108	-0.444	-0.041	0.449	-0.026	0.518	0.287	0.640	0.830	0.677	1.218	1.442	1.400	0.612	1.731	1.797	2.025	2.727	2.189	2.477	3.049	2.539	2.457	2.317	2.407	1.445	1.053	1.426	0.724	-0.340	-1.354	-1.500	-1.256	-0.738	-0.924	-1.623	-2.368	-2.606	-2.958	-3.438	-4.008
23000000	-0.880	-1.442	-2.128	-1.934	-2.101	-2.697	-1.822	-1.677	-0.907	0.459	0.785	0.040	0.383	0.334	-0.100	-0.240	0.471	1.033	0.654	1.082	1.624	1.171	1.092	1.135	1.761	2.700	2.430	2.573	2.872	2.423	3.302	2.238	2.636	1.855	1.417	0.721	0.892	0.544	-0.249	-1.504	-1.393	-1.180	-0.541	-0.263	-1.556	-2.256	-2.569	-2.995	-2.633	-2.486
24000000	-2.132	-2.486	-2.857	-2.167	-2.559	-2.345	-0.853	-0.870	-0.521	-0.101	-0.114	0.174	0.414	0.243	0.129	0.905	0.356	0.275	0.504	1.682	1.267	1.494	0.474	0.906	1.506	2.646	2.157	2.384	2.568	2.711	2.963	2.486	2.648	2.192	0.989	0.795	1.204	0.615	0.178	-1.111	-0.767	-0.644	-0.907	-0.415	-0.630	-2.644	-2.250	-1.763	-2.911	-2.512
25000000	-3.149	-2.639	-2.609	-2.728	-3.188	-2.977	-1.258	-1.407	0.288	0.483	0.300	0.533	0.377	-0.268	-0.099	0.567	0.528	0.906	0.895	0.984	1.448	1.066	1.311	1.506	1.730	2.215	2.581	2.514	2.468	2.678	2.642	2.714	2.286	2.435	1.027	1.073	1.259	1.040	-0.622	-1.619	-0.578	-0.976	-1.639	-1.016	-1.484	-1.465	-2.813	-3.498	-3.249	-3.851
26000000	1.476	-0.005	-0.022	0.277	-0.069	-2.154	-1.516	-1.244	-0.998	-0.189	-0.170	0.197	0.085	0.327	0.666	-0.082	0.642	1.686	0.918	0.852	1.956	1.180	0.733	1.620	1.488	2.520	2.825	2.040	2.549	2.881	2.726	2.623	2.099	1.980	0.750	1.214	1.240	0.416	-0.620	-1.010	-1.161	-0.230	-0.025	0.441	-0.961	-2.072	-2.599	-3.309	-2.203	-2.763
27000000	-2.242	-0.880	-2.369	-2.199	-2.619	-2.149	-0.879	-1.409	-0.751	-0.528	-0.045	-0.044	0.257	0.104	0.057	0.080	1.100	0.442	0.497	0.982	1.273	0.777	0.702	1.163	1.402	2.565	2.418	2.206	2.473	3.428	2.281	2.211	2.231	2.072	0.842	1.730	1.399	0.150	-1.055	-0.741	-0.579	-0.960	-0.786	0.397	-0.858	-1.146	-1.956	-1.574	-2.689	-2.710
28000000	-4.248	-3.317	-2.403	-2.842	-2.902	-1.957	-1.571	-1.101	-0.912	-0.510	-0.838	-0.474	-0.472	-0.092	0.284	-0.065	0.475	0.515	0.338	0.927	1.438	1.149	0.747	1.057	1.695	2.113	2.234	2.416	2.500	2.679	2.426	2.310	1.875	2.397	0.769	1.157	0.593	0.659	-0.664	-1.532	-2.120	-1.271	-1.225	-0.945	-2.131	-2.080	-2.456	-2.372	-2.468	-1.766
29000000	-0.141	-0.749	-1.893	-1.471	-2.295	-2.363	-1.739	-1.383	-0.268	-0.032	0.108	-0.222	0.776	0.270	0.120	-0.156	0.553	0.787	0.878	1.111	1.725	0.844	0.871	1.390	1.600	1.937	2.540	2.270	2.582	2.792	2.691	2.455	2.865	2.183	0.507	1.206	1.208	0.588	-0.903	-1.433	-1.795	-1.758	-0.280	-0.296	-0.978	-1.600	-2.893	-2.487	-2.640	-2.242
30000000	-1.355	-1.500	-1.189	-0.743	-0.971	-1.102	-0.975	-1.078	-0.972	-0.512	-0.780	-0.353	0.626	0.173	-0.236	-0.011	0.480	0.661	0.385	1.196	1.418	1.236	0.958	0.987	1.858	2.128	2.836	2.081	2.327	2.564	2.937	2.376	2.337	1.849	0.819	0.962	1.343	0.665	-0.511	-1.256	-1.233	-1.114	-1.016	-0.786	-1.100	-1.302	-1.851	-2.183	-2.504	-2.760
31000000	-2.168	-1.340	-1.160	-0.602	-1.412	-2.851	-2.468	-2.065	-0.370	-0.289	0.317	0.149	-0.132	0.363	-0.232	0.093	0.134	0.534	0.467	1.435	1.281	1.318	0.691	1.344	1.721	2.789	2.644	2.611	2.071	3.021	2.509	2.292	2.624	2.750	0.947	1.461	1.536	0.357	-0.819	-1.229	-1.600	-1.193	-0.394	-0.386	-1.528	-0.949	-1.753	-2.285	-3.330	-3.995
