state	cp1.kappa	cp2.kappa	cp3.kappa	ig.kappa	cp1.alpha	cp2.alpha	cp3.alpha	ig.alpha	cp1.mu	cp2.mu	cp3.mu	ig.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ig.frequencies1	ig.frequencies2	ig.frequencies3	ig.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
18000000	10.240	13.266	13.313	8.813	7.8592E-2	1.8527E-2	0.5088	0.3340	0.4963	0.5226	1.3830	1.6468	0.2976	0.2387	0.2740	0.1897	0.3127	0.2497	0.1711	0.2665	0.2783	0.2194	0.1986	0.3036	0.3449	0.2012	0.1680	0.2859	1.2583E-3	9.5392E-4	1.1468E-3	0.7684	1.5669E-2	3.236	1.970	128.654
19000000	10.524	13.705	13.685	7.360	0.1661	5.1069E-2	0.5529	0.4291	0.5221	0.5285	1.4051	1.5886	0.2957	0.2449	0.2730	0.1864	0.3056	0.2357	0.1864	0.2723	0.2873	0.2180	0.1963	0.2984	0.3525	0.1854	0.1652	0.2969	1.3074E-3	1.0258E-3	1.2229E-3	0.8191	-5.1483E-3	2.794	2.104	128.069
20000000	7.542	11.956	13.850	8.956	0.4631	7.5655E-2	0.6194	0.3723	0.5134	0.5043	1.4343	1.5925	0.2928	0.2228	0.2898	0.1947	0.3213	0.2355	0.1706	0.2726	0.2854	0.2040	0.1925	0.3181	0.3451	0.1888	0.1603	0.3057	1.2514E-3	9.5527E-4	1.196E-3	0.7866	9.8692E-3	2.267	2.031	132.093
21000000	8.868	13.522	15.148	8.339	0.1854	7.8752E-2	0.5267	0.3817	0.5042	0.5105	1.3976	1.6355	0.2982	0.2272	0.2841	0.1905	0.3219	0.2375	0.1735	0.2671	0.2931	0.2086	0.1939	0.3044	0.3406	0.2052	0.1623	0.2919	1.2888E-3	9.3682E-4	1.2193E-3	0.7433	1.4141E-2	1.842	1.929	126.022
22000000	8.877	10.277	15.117	10.410	0.2854	6.7711E-2	0.4378	0.3844	0.5143	0.4895	1.4321	1.6100	0.3013	0.2241	0.2753	0.1993	0.3109	0.2446	0.1758	0.2687	0.2861	0.2140	0.1984	0.3015	0.3488	0.2002	0.1597	0.2912	1.2397E-3	9.7206E-4	1.1659E-3	0.8052	3.4671E-3	2.865	1.885	128.661
23000000	9.436	16.157	14.157	8.638	0.2250	3.89E-2	0.5797	0.3175	0.5579	0.5347	1.4182	1.5291	0.3020	0.2260	0.2814	0.1906	0.3185	0.2440	0.1685	0.2690	0.2866	0.2149	0.2040	0.2946	0.3413	0.1794	0.1631	0.3161	1.3438E-3	9.6081E-4	1.2749E-3	0.7536	2.7353E-2	2.177	1.926	124.713
24000000	6.549	9.624	13.020	8.508	3.6731E-2	2.0585E-2	0.4086	0.4204	0.5646	0.4885	1.4011	1.5903	0.3076	0.2214	0.2799	0.1911	0.3273	0.2368	0.1662	0.2698	0.2909	0.2106	0.1944	0.3040	0.3363	0.1891	0.1679	0.3067	1.2493E-3	9.2032E-4	1.1685E-3	0.7365	-5.7451E-3	3.733	1.867	125.940
25000000	8.257	10.143	14.766	9.222	0.3714	4.4655E-2	0.7428	0.4080	0.5611	0.5173	1.3976	1.5667	0.3001	0.2307	0.2872	0.1820	0.3270	0.2338	0.1811	0.2581	0.2924	0.2120	0.1977	0.2980	0.3426	0.2004	0.1484	0.3086	1.2746E-3	8.4648E-4	1.2155E-3	0.6809	-1.2482E-3	2.562	1.980	129.208
26000000	7.009	14.996	13.187	9.226	0.3558	6.0836E-2	0.4334	0.3165	0.5098	0.5360	1.4135	1.5847	0.3044	0.2304	0.2694	0.1958	0.3157	0.2270	0.1796	0.2777	0.2850	0.2121	0.1941	0.3088	0.3495	0.1904	0.1552	0.3049	1.2847E-3	8.1654E-4	1.2055E-3	0.6409	6.1999E-2	2.360	1.951	129.181
27000000	6.962	12.217	14.550	10.336	0.2565	6.0701E-2	0.5324	0.3089	0.5765	0.4941	1.4056	1.5665	0.3054	0.2325	0.2707	0.1915	0.3048	0.2363	0.1773	0.2816	0.3002	0.2099	0.1923	0.2976	0.3421	0.2000	0.1621	0.2957	1.2556E-3	8.9146E-4	1.197E-3	0.7249	1.4337E-3	2.877	1.981	130.278
28000000	8.778	15.446	12.866	9.586	0.3067	2.0685E-2	0.5225	0.3663	0.4859	0.4646	1.4946	1.6000	0.3119	0.2143	0.2835	0.1904	0.3198	0.2347	0.1684	0.2771	0.2847	0.2174	0.1992	0.2988	0.3498	0.1827	0.1640	0.3036	1.3127E-3	8.6789E-4	1.2595E-3	0.6575	-3.5587E-3	2.637	2.001	126.855
29000000	9.972	12.755	13.634	8.456	0.2420	2.2639E-2	0.5936	0.3417	0.5431	0.4951	1.4429	1.5611	0.3098	0.2140	0.2753	0.2010	0.3081	0.2469	0.1698	0.2751	0.2858	0.2158	0.1964	0.3019	0.3504	0.1893	0.1627	0.2976	1.2254E-3	8.5768E-4	1.1429E-3	0.7261	-4.2763E-3	2.446	1.960	132.774
30000000	9.283	12.997	14.034	9.066	0.2805	8.1396E-3	0.5932	0.3274	0.5341	0.5117	1.4283	1.5686	0.2935	0.2291	0.2779	0.1995	0.3147	0.2381	0.1625	0.2847	0.2851	0.2092	0.1998	0.3059	0.3448	0.1913	0.1629	0.3010	1.2223E-3	7.9652E-4	1.1623E-3	0.6553	1.0628E-2	1.487	1.871	131.215
31000000	9.570	11.361	13.892	8.965	0.1373	2.8272E-3	0.4659	0.4126	0.5322	0.5547	1.4634	1.4862	0.3015	0.2297	0.2723	0.1965	0.3182	0.2360	0.1723	0.2735	0.2972	0.2155	0.1917	0.2956	0.3399	0.1864	0.1621	0.3117	1.2697E-3	9.2316E-4	1.1851E-3	0.7088	-1.9177E-2	3.245	1.944	128.490
32000000	8.218	11.965	14.594	10.371	0.1600	2.1608E-2	0.7089	0.4049	0.5128	0.5117	1.4577	1.5599	0.3051	0.2294	0.2659	0.1996	0.3106	0.2378	0.1754	0.2761	0.2900	0.2082	0.2043	0.2975	0.3647	0.1899	0.1532	0.2922	1.2656E-3	9.8737E-4	1.2078E-3	0.8103	-1.2122E-2	2.554	2.018	126.031
33000000	8.801	11.134	14.127	8.706	0.2237	3.4371E-2	0.6273	0.3533	0.5264	0.5320	1.3491	1.6407	0.3048	0.2252	0.2800	0.1900	0.3042	0.2426	0.1742	0.2790	0.2895	0.2201	0.2006	0.2898	0.3441	0.2068	0.1623	0.2868	1.241E-3	9.4738E-4	1.1624E-3	0.7844	3.5911E-2	1.745	1.959	130.326
34000000	8.613	11.803	12.975	7.621	0.2530	3.8748E-3	0.7009	0.3683	0.5403	0.4728	1.4713	1.5576	0.3080	0.2237	0.2797	0.1886	0.3190	0.2499	0.1700	0.2612	0.2925	0.2176	0.1894	0.3006	0.3432	0.1974	0.1609	0.2986	1.2397E-3	8.6258E-4	1.1619E-3	0.6865	-8.9566E-3	3.689	1.933	129.524
35000000	8.498	13.812	13.332	8.798	0.1786	6.1583E-2	0.5680	0.3622	0.5234	0.5208	1.4256	1.5733	0.3008	0.2194	0.2846	0.1952	0.3202	0.2411	0.1703	0.2684	0.2938	0.2069	0.1953	0.3039	0.3451	0.1964	0.1607	0.2977	1.3014E-3	9.3053E-4	1.2331E-3	0.7279	-8.9337E-4	1.967	2.018	126.935
36000000	9.042	11.846	14.368	7.047	0.1400	5.9121E-2	0.5379	0.3239	0.5647	0.5269	1.3482	1.6057	0.2946	0.2372	0.2770	0.1912	0.2984	0.2481	0.1794	0.2741	0.2903	0.2076	0.2045	0.2976	0.3427	0.1950	0.1621	0.3002	1.2593E-3	8.4217E-4	1.2161E-3	0.6548	-8.211E-3	1.880	1.919	127.442
37000000	11.829	15.029	13.503	8.783	0.2150	2.9289E-2	0.6098	0.4754	0.5037	0.4883	1.4229	1.6326	0.3060	0.2187	0.2779	0.1974	0.3214	0.2333	0.1697	0.2756	0.2876	0.2157	0.1922	0.3045	0.3418	0.1883	0.1628	0.3071	1.2594E-3	8.2949E-4	1.1938E-3	0.6620	1.2223E-2	2.072	1.920	129.230
38000000	9.232	11.722	15.132	7.751	0.2078	0.1085	0.3955	0.3949	0.5148	0.4603	1.4800	1.5892	0.2956	0.2253	0.2732	0.2058	0.3084	0.2584	0.1783	0.2549	0.2809	0.2152	0.1959	0.3080	0.3399	0.1952	0.1668	0.2981	1.1958E-3	9.0818E-4	1.1267E-3	0.7607	-1.3268E-2	5.128	2.083	129.540
39000000	8.063	12.099	14.870	7.438	0.2388	1.9009E-2	0.4759	0.3269	0.5126	0.5133	1.4107	1.6093	0.2990	0.2271	0.2812	0.1927	0.3228	0.2322	0.1735	0.2714	0.2896	0.2151	0.1985	0.2968	0.3455	0.1957	0.1636	0.2952	1.2209E-3	7.955E-4	1.1768E-3	0.6501	1.3831E-2	2.213	1.937	129.787
40000000	11.060	12.761	13.487	8.794	0.2926	1.475E-2	0.4685	0.3405	0.5029	0.5165	1.4362	1.5886	0.3053	0.2211	0.2745	0.1991	0.3201	0.2285	0.1668	0.2846	0.2944	0.2100	0.2016	0.2940	0.3392	0.1979	0.1738	0.2890	1.3342E-3	9.6535E-4	1.2243E-3	0.6893	1.4631E-2	2.431	1.914	127.387
41000000	8.888	11.709	12.247	7.828	0.3366	8.5536E-2	0.5578	0.4290	0.4932	0.5448	1.4118	1.5950	0.2987	0.2266	0.2777	0.1970	0.3198	0.2309	0.1692	0.2802	0.2849	0.2216	0.1933	0.3002	0.3530	0.1960	0.1605	0.2904	1.2298E-3	7.9164E-4	1.1998E-3	0.6549	2.3977E-2	2.866	1.868	124.866
42000000	6.968	17.873	12.352	8.924	0.2871	5.3667E-2	0.6479	0.3751	0.4956	0.4825	1.4061	1.6660	0.3149	0.2249	0.2752	0.1850	0.3091	0.2275	0.1762	0.2872	0.2891	0.2208	0.2020	0.2881	0.3463	0.1997	0.1670	0.2869	1.1712E-3	8.4608E-4	1.1389E-3	0.7153	-9.5124E-3	1.332	1.973	131.793
43000000	9.952	12.746	12.401	9.025	0.2104	4.4347E-2	0.5940	0.5156	0.5325	0.4935	1.4213	1.5976	0.2900	0.2276	0.2889	0.1934	0.3154	0.2343	0.1720	0.2783	0.2930	0.2181	0.1890	0.2999	0.3484	0.1922	0.1645	0.2950	1.2509E-3	9.3573E-4	1.1979E-3	0.7636	-1.5428E-2	1.402	1.894	126.634
44000000	9.439	9.204	12.852	7.900	0.1894	8.1279E-3	0.5476	0.4319	0.5629	0.4444	1.3797	1.6628	0.2953	0.2339	0.2856	0.1853	0.3104	0.2480	0.1647	0.2769	0.2927	0.2086	0.1932	0.3055	0.3361	0.2018	0.1593	0.3029	1.2579E-3	9.6044E-4	1.1771E-3	0.7413	1.3921E-2	3.183	1.980	128.018
45000000	9.293	14.557	14.043	9.008	0.1778	2.2041E-2	0.6299	0.3601	0.4995	0.4549	1.4192	1.6773	0.3001	0.2379	0.2736	0.1884	0.3171	0.2376	0.1660	0.2792	0.2950	0.2127	0.2001	0.2922	0.3562	0.2000	0.1555	0.2883	1.3077E-3	1.1074E-3	1.2107E-3	0.8257	2.2047E-2	1.837	1.923	127.030
46000000	7.995	13.721	14.479	8.455	0.2944	0.1645	0.5768	0.3776	0.5174	0.5240	1.4503	1.5497	0.3020	0.2280	0.2833	0.1867	0.3113	0.2317	0.1774	0.2796	0.2897	0.2105	0.2000	0.2999	0.3534	0.1916	0.1579	0.2971	1.2838E-3	8.4145E-4	1.2306E-3	0.6742	2.4379E-2	2.410	1.975	126.170
47000000	6.934	13.385	13.950	8.715	0.2698	4.528E-2	0.4413	0.4212	0.5122	0.4992	1.4325	1.6013	0.2945	0.2328	0.2835	0.1892	0.3151	0.2395	0.1683	0.2771	0.2882	0.2103	0.1951	0.3065	0.3389	0.1993	0.1620	0.2998	1.2435E-3	8.2598E-4	1.1955E-3	0.6536	1.245E-2	2.500	1.924	131.084
48000000	7.909	13.653	12.683	9.467	0.1968	8.8165E-2	0.6077	0.3821	0.5504	0.5210	1.3448	1.6314	0.3046	0.2269	0.2725	0.1960	0.3221	0.2390	0.1663	0.2726	0.2922	0.2117	0.1932	0.3029	0.3349	0.2033	0.1650	0.2968	1.2546E-3	8.4462E-4	1.223E-3	0.6656	5.3171E-3	1.604	1.902	126.088
49000000	9.053	13.177	14.027	8.203	0.1262	7.899E-2	0.6522	0.3654	0.5057	0.5190	1.4317	1.5878	0.3082	0.2164	0.2782	0.1971	0.3059	0.2420	0.1792	0.2730	0.2940	0.2086	0.1912	0.3061	0.3374	0.2015	0.1707	0.2905	1.3118E-3	9.6202E-4	1.2385E-3	0.7217	-2.7524E-3	1.242	1.955	122.019
50000000	8.849	8.158	13.575	8.197	0.1401	4.45E-2	0.6920	0.3769	0.5212	0.5899	1.3975	1.5315	0.3180	0.2180	0.2822	0.1818	0.3136	0.2326	0.1725	0.2814	0.2899	0.2272	0.2013	0.2816	0.3449	0.1862	0.1621	0.3069	1.2254E-3	8.2454E-4	1.2E-3	0.6630	-2.0714E-2	4.430	1.956	127.369
51000000	8.893	12.350	15.084	8.621	0.2019	7.0945E-2	0.6977	0.3611	0.4784	0.5037	1.3936	1.6751	0.2928	0.2228	0.2800	0.2044	0.3254	0.2364	0.1664	0.2718	0.2841	0.2121	0.1922	0.3116	0.3535	0.1876	0.1634	0.2956	1.2486E-3	9.0143E-4	1.158E-3	0.7030	3.4213E-2	1.225	1.932	128.767
52000000	8.075	10.916	11.547	8.032	0.1527	0.1212	0.4774	0.4258	0.4982	0.5353	1.4157	1.5957	0.3040	0.2267	0.2747	0.1947	0.3236	0.2306	0.1702	0.2756	0.2937	0.2121	0.1943	0.2999	0.3324	0.2003	0.1684	0.2989	1.2828E-3	9.7222E-4	1.1937E-3	0.7701	2.8179E-2	3.418	1.949	128.518
53000000	10.263	15.880	12.809	8.523	0.1139	1.3461E-2	0.5010	0.3314	0.5435	0.5109	1.3318	1.6637	0.3101	0.2266	0.2699	0.1934	0.3125	0.2477	0.1650	0.2747	0.2912	0.2085	0.1960	0.3043	0.3379	0.2017	0.1661	0.2943	1.2848E-3	9.5497E-4	1.2207E-3	0.7527	-3.8912E-2	2.374	1.918	125.988
54000000	8.184	12.252	11.918	9.305	0.2165	7.2874E-3	0.6786	0.2752	0.5779	0.4846	1.4578	1.5187	0.3062	0.2148	0.2880	0.1910	0.3173	0.2382	0.1755	0.2691	0.2977	0.2134	0.1921	0.2968	0.3425	0.2004	0.1698	0.2873	1.2459E-3	9.3471E-4	1.1862E-3	0.7429	1.3497E-2	1.970	1.884	127.901
55000000	7.504	12.388	13.062	7.850	0.1253	1.2232E-2	0.5996	0.4042	0.5294	0.4647	1.4267	1.6262	0.2951	0.2344	0.2750	0.1956	0.3220	0.2390	0.1669	0.2721	0.2909	0.2155	0.1879	0.3057	0.3341	0.1964	0.1716	0.2979	1.2257E-3	7.8461E-4	1.1791E-3	0.6485	1.5962E-2	3.215	1.870	132.109
56000000	8.405	11.578	13.131	9.546	0.1526	5.7092E-2	0.4600	0.4805	0.5018	0.4948	1.4177	1.6333	0.3044	0.2298	0.2738	0.1920	0.3222	0.2318	0.1695	0.2764	0.2811	0.2035	0.1949	0.3204	0.3419	0.1934	0.1628	0.3020	1.2848E-3	8.9814E-4	1.224E-3	0.7133	-1.554E-2	2.202	1.905	127.585
57000000	8.235	13.710	15.546	8.167	0.1491	3.0629E-3	0.6283	0.3905	0.5181	0.5239	1.4190	1.5829	0.2952	0.2360	0.2738	0.1950	0.3064	0.2456	0.1711	0.2769	0.2817	0.2151	0.2008	0.3023	0.3605	0.1941	0.1566	0.2888	1.1895E-3	7.8383E-4	1.1462E-3	0.6869	2.5986E-2	5.162	2.101	133.180
58000000	12.177	12.278	14.143	8.728	0.2528	0.1079	0.6553	0.4682	0.5235	0.4884	1.3806	1.6569	0.3109	0.2281	0.2630	0.1979	0.3217	0.2319	0.1704	0.2760	0.2979	0.2116	0.1866	0.3039	0.3379	0.1924	0.1795	0.2902	1.3318E-3	9.6914E-4	1.2123E-3	0.7237	1.0821E-2	2.365	2.107	131.902
59000000	8.417	13.340	13.286	8.708	0.2440	6.0002E-2	0.5667	0.3614	0.5857	0.4926	1.4297	1.5321	0.2925	0.2288	0.2827	0.1959	0.3118	0.2320	0.1765	0.2797	0.2916	0.2156	0.1916	0.3013	0.3430	0.1892	0.1572	0.3106	1.2718E-3	1.047E-3	1.1774E-3	0.8307	-8.998E-4	1.103	2.030	132.475
60000000	10.782	13.209	14.546	8.493	0.3720	0.1034	0.6747	0.3230	0.5107	0.4952	1.4106	1.6310	0.3026	0.2271	0.2764	0.1939	0.3075	0.2382	0.1733	0.2811	0.2892	0.2142	0.1909	0.3057	0.3473	0.1865	0.1649	0.3012	1.2979E-3	9.7811E-4	1.1878E-3	0.7735	-4.1775E-3	1.932	1.923	130.605
61000000	8.899	10.691	11.617	9.005	0.3388	5.6399E-2	0.6091	0.3998	0.5265	0.5476	1.3929	1.5763	0.2983	0.2235	0.2795	0.1986	0.3182	0.2356	0.1744	0.2718	0.2880	0.2097	0.1940	0.3083	0.3442	0.1927	0.1675	0.2956	1.1772E-3	8.015E-4	1.1174E-3	0.6920	2.4072E-2	4.047	2.063	134.675
62000000	9.309	14.164	12.888	8.526	0.2638	9.2756E-2	0.4881	0.4203	0.4994	0.5258	1.4332	1.5857	0.3107	0.2379	0.2639	0.1875	0.3113	0.2414	0.1730	0.2743	0.2876	0.2169	0.1976	0.2978	0.3461	0.1915	0.1663	0.2962	1.2531E-3	8.9171E-4	1.1914E-3	0.7348	5.1108E-3	2.308	1.940	128.716
63000000	8.222	12.628	14.489	8.490	0.2387	3.5945E-2	0.5464	0.3222	0.5572	0.5278	1.3590	1.6012	0.3050	0.2249	0.2752	0.1950	0.3156	0.2377	0.1784	0.2683	0.2796	0.2137	0.1999	0.3069	0.3321	0.1984	0.1675	0.3019	1.1971E-3	7.7772E-4	1.1805E-3	0.6640	2.3724E-3	2.877	1.870	130.718
64000000	8.634	15.055	13.020	9.177	0.3240	3.4401E-2	0.5648	0.3460	0.5337	0.5479	1.3879	1.5737	0.3114	0.2238	0.2704	0.1944	0.3234	0.2347	0.1724	0.2695	0.2826	0.2208	0.1916	0.3051	0.3439	0.1840	0.1578	0.3143	1.1965E-3	7.6169E-4	1.1677E-3	0.6532	-1.1233E-2	4.575	2.009	131.137
65000000	10.958	11.177	11.536	8.057	0.2516	0.1335	0.5794	0.4254	0.5538	0.5568	1.3711	1.5605	0.2806	0.2276	0.2949	0.1968	0.3201	0.2368	0.1706	0.2725	0.2988	0.2083	0.1962	0.2967	0.3406	0.1996	0.1610	0.2989	1.2816E-3	9.9831E-4	1.1873E-3	0.7844	1.3203E-2	4.103	1.920	127.726
66000000	8.470	14.771	11.388	9.003	0.2426	7.6231E-2	0.6381	0.3852	0.5071	0.5003	1.4444	1.5928	0.3086	0.2270	0.2756	0.1889	0.3091	0.2423	0.1699	0.2788	0.2894	0.2338	0.1834	0.2934	0.3428	0.1996	0.1550	0.3026	1.2379E-3	8.9026E-4	1.184E-3	0.7029	8.0465E-4	3.735	1.905	129.817
67000000	10.308	16.818	12.796	8.613	0.3409	3.394E-2	0.7678	0.3141	0.5305	0.5077	1.4479	1.5558	0.2968	0.2330	0.2766	0.1936	0.3208	0.2325	0.1661	0.2806	0.2883	0.2125	0.1965	0.3027	0.3559	0.1880	0.1624	0.2937	1.218E-3	8.8226E-4	1.1522E-3	0.7319	-2.114E-3	2.417	1.942	132.528
68000000	10.146	11.825	11.036	9.367	0.2480	5.6539E-2	0.6986	0.3305	0.5031	0.5308	1.3785	1.6354	0.3060	0.2317	0.2625	0.1998	0.3086	0.2448	0.1680	0.2786	0.2876	0.2055	0.2028	0.3041	0.3426	0.1983	0.1539	0.3052	1.2604E-3	8.2584E-4	1.1994E-3	0.6804	4.4654E-4	3.345	2.078	127.699
69000000	7.695	9.614	14.470	9.549	0.1945	4.3428E-2	0.6665	0.4791	0.5274	0.5453	1.3960	1.5745	0.2890	0.2341	0.2756	0.2013	0.3136	0.2402	0.1653	0.2809	0.2918	0.2175	0.1948	0.2959	0.3341	0.2027	0.1676	0.2956	1.2339E-3	8.6946E-4	1.1834E-3	0.7014	6.0154E-2	2.694	1.969	127.993
