state	cp1.kappa	cp2.kappa	cp3.kappa	ig.kappa	cp1.alpha	cp2.alpha	cp3.alpha	ig.alpha	cp1.mu	cp2.mu	cp3.mu	ig.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ig.frequencies1	ig.frequencies2	ig.frequencies3	ig.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	9.330	14.876	14.757	8.708	0.1391	9.462E-3	0.4812	0.2829	0.5138	0.5380	1.4072	1.5850	0.2954	0.2431	0.2692	0.1923	0.3178	0.2422	0.1658	0.2742	0.2921	0.2079	0.2004	0.2997	0.3436	0.1901	0.1609	0.3054	1.1932E-3	7.9972E-4	1.1589E-3	0.6667	8.2883E-4	2.446	2.064	130.159
12000000	7.227	13.334	14.181	8.317	8.3291E-2	6.5859E-2	0.5353	0.3675	0.5246	0.4991	1.4015	1.6216	0.3105	0.2250	0.2745	0.1899	0.3139	0.2311	0.1808	0.2742	0.2881	0.2168	0.1952	0.3000	0.3469	0.1937	0.1620	0.2975	1.2577E-3	9.0311E-4	1.19E-3	0.7289	1.4748E-3	2.578	1.977	128.672
13000000	11.074	14.115	12.763	8.397	0.1467	8.4706E-3	0.4836	0.2869	0.4740	0.5296	1.4289	1.6136	0.3036	0.2223	0.2770	0.1971	0.3231	0.2380	0.1643	0.2745	0.2890	0.2179	0.1920	0.3011	0.3370	0.2101	0.1581	0.2949	1.2223E-3	9.3139E-4	1.1374E-3	0.7526	-2.5503E-2	3.959	1.983	128.401
14000000	8.675	11.405	12.686	7.875	0.3047	1.857E-2	0.5560	0.2768	0.5064	0.5125	1.4710	1.5517	0.2950	0.2316	0.2814	0.1920	0.3121	0.2389	0.1755	0.2734	0.2904	0.2172	0.1983	0.2941	0.3478	0.1911	0.1612	0.2998	1.2048E-3	8.1575E-4	1.1528E-3	0.7040	-9.0493E-3	3.137	2.043	133.714
15000000	6.701	14.241	13.505	9.303	0.1558	3.8028E-2	0.5453	0.3864	0.5106	0.4879	1.4406	1.6064	0.3130	0.2227	0.2713	0.1930	0.3150	0.2381	0.1692	0.2778	0.2842	0.2227	0.1871	0.3061	0.3468	0.1910	0.1652	0.2969	1.2011E-3	9.1699E-4	1.1062E-3	0.7501	2.9534E-4	6.489	2.028	132.495
16000000	7.912	17.096	15.727	8.129	0.7470	5.5882E-2	0.5880	0.3486	0.5430	0.5325	1.3736	1.5956	0.3107	0.2308	0.2694	0.1891	0.3202	0.2319	0.1729	0.2750	0.2951	0.2145	0.1910	0.2994	0.3462	0.1972	0.1569	0.2997	1.2552E-3	8.1931E-4	1.1636E-3	0.6615	2.7803E-2	2.017	1.962	129.105
17000000	11.294	13.310	12.193	8.358	0.1890	4.0284E-2	0.7489	0.4539	0.4918	0.4718	1.4406	1.6443	0.3089	0.2206	0.2769	0.1935	0.3142	0.2416	0.1690	0.2752	0.2938	0.2004	0.1973	0.3085	0.3372	0.2005	0.1568	0.3055	1.1787E-3	7.4091E-4	1.1635E-3	0.6335	3.6074E-2	2.207	1.914	133.101
18000000	8.537	14.183	16.273	9.183	0.1034	6.7903E-2	0.7092	0.3717	0.5611	0.4671	1.4322	1.5835	0.3083	0.2148	0.2760	0.2010	0.3084	0.2408	0.1769	0.2739	0.2903	0.2145	0.1965	0.2987	0.3463	0.1986	0.1642	0.2909	1.2114E-3	9.4408E-4	1.1437E-3	0.7863	1.0882E-2	2.524	1.944	132.140
19000000	8.887	14.288	12.234	9.796	0.1126	5.1446E-2	0.5630	0.3872	0.5679	0.4918	1.4279	1.5541	0.3119	0.2282	0.2738	0.1861	0.3175	0.2344	0.1714	0.2766	0.2900	0.2203	0.1938	0.2960	0.3424	0.1914	0.1602	0.3060	1.1685E-3	7.0633E-4	1.1159E-3	0.5954	4.1405E-2	2.102	1.996	135.569
20000000	8.904	12.656	15.054	9.702	0.1401	5.778E-2	0.6861	0.3732	0.6267	0.4776	1.3744	1.5636	0.3104	0.2242	0.2735	0.1918	0.3089	0.2417	0.1703	0.2791	0.2928	0.2155	0.1893	0.3023	0.3508	0.1975	0.1533	0.2984	1.2523E-3	9.7607E-4	1.2041E-3	0.7526	1.7414E-2	3.113	2.113	133.225
21000000	9.877	13.394	12.253	8.346	0.1011	5.4581E-2	0.7679	0.3467	0.5231	0.4958	1.4538	1.5702	0.3033	0.2227	0.2749	0.1991	0.3149	0.2374	0.1772	0.2705	0.2899	0.2100	0.1968	0.3033	0.3443	0.1935	0.1649	0.2973	1.1982E-3	8.2794E-4	1.1276E-3	0.7059	3.0209E-2	3.891	1.967	135.938
22000000	7.663	16.691	13.656	8.490	0.1700	3.9785E-2	0.6028	0.3192	0.5539	0.5556	1.3682	1.5648	0.3001	0.2359	0.2775	0.1865	0.3143	0.2506	0.1666	0.2685	0.2840	0.2201	0.1946	0.3012	0.3577	0.1915	0.1669	0.2839	1.22E-3	9.0054E-4	1.1155E-3	0.7454	6.9745E-3	1.931	1.932	132.003
23000000	9.125	9.688	13.459	7.873	0.1105	3.9173E-3	0.6310	0.4427	0.5262	0.5522	1.4221	1.5401	0.3093	0.2236	0.2772	0.1899	0.3221	0.2355	0.1756	0.2668	0.2894	0.2214	0.1955	0.2938	0.3439	0.1944	0.1608	0.3009	1.287E-3	9.6379E-4	1.2036E-3	0.7531	1.3303E-2	2.443	1.869	130.679
24000000	8.473	10.723	13.019	8.357	7.4288E-2	1.8329E-2	0.6846	0.2919	0.5311	0.5085	1.4470	1.5552	0.2980	0.2246	0.2785	0.1989	0.3189	0.2320	0.1709	0.2782	0.2929	0.2190	0.1881	0.3000	0.3528	0.1834	0.1610	0.3028	1.3058E-3	9.8573E-4	1.2047E-3	0.7239	3.2542E-2	4.188	1.904	127.180
25000000	8.869	11.532	15.941	8.567	0.1763	7.1751E-2	0.3905	0.4627	0.5267	0.5074	1.3855	1.6276	0.3040	0.2250	0.2718	0.1993	0.3077	0.2442	0.1736	0.2745	0.2945	0.2127	0.1895	0.3034	0.3464	0.1969	0.1589	0.2978	1.2878E-3	9.5474E-4	1.2182E-3	0.7435	2.1749E-2	4.118	2.064	127.880
26000000	7.726	14.019	12.616	8.518	0.1392	2.7592E-2	0.4613	0.3938	0.5347	0.5211	1.3708	1.6201	0.3086	0.2286	0.2581	0.2048	0.3165	0.2381	0.1732	0.2722	0.2912	0.2127	0.1910	0.3051	0.3402	0.1999	0.1683	0.2916	1.2878E-3	7.9881E-4	1.2407E-3	0.6206	-1.9015E-3	2.035	1.889	127.829
27000000	8.426	12.255	14.167	8.791	0.2617	2.2208E-2	0.5553	0.3719	0.5256	0.4800	1.4098	1.6321	0.3019	0.2296	0.2735	0.1951	0.3117	0.2445	0.1712	0.2725	0.2973	0.2132	0.1973	0.2922	0.3423	0.2002	0.1652	0.2923	1.2708E-3	9.2889E-4	1.1547E-3	0.6974	2.1535E-3	2.593	1.923	130.439
28000000	9.416	14.946	13.088	8.146	0.1070	5.0765E-2	0.6129	0.2863	0.5256	0.4895	1.4405	1.5887	0.3058	0.2203	0.2748	0.1992	0.3114	0.2444	0.1666	0.2776	0.2904	0.2116	0.1984	0.2996	0.3406	0.1952	0.1663	0.2979	1.2298E-3	7.4213E-4	1.1737E-3	0.6013	-1.6907E-2	4.708	2.027	132.248
29000000	11.508	14.754	15.090	8.549	0.2828	7.9789E-2	0.4998	0.3619	0.5056	0.4462	1.4291	1.6695	0.3079	0.2379	0.2739	0.1803	0.3277	0.2331	0.1617	0.2775	0.2927	0.2117	0.1970	0.2986	0.3340	0.1969	0.1737	0.2954	1.2909E-3	1.0504E-3	1.1786E-3	0.7928	3.8164E-3	4.803	1.967	127.815
30000000	10.739	12.488	13.271	8.722	6.3825E-2	1.8622E-2	0.6590	0.3691	0.5013	0.5365	1.4447	1.5596	0.3036	0.2364	0.2809	0.1792	0.3161	0.2339	0.1684	0.2815	0.2938	0.2205	0.1870	0.2987	0.3571	0.1911	0.1666	0.2852	1.2626E-3	8.9003E-4	1.1889E-3	0.6924	8.7465E-3	2.349	2.057	130.298
31000000	10.325	12.203	14.573	8.852	0.2328	3.1731E-2	0.7747	0.4468	0.5646	0.4852	1.3933	1.6022	0.3093	0.2252	0.2834	0.1821	0.3134	0.2426	0.1739	0.2700	0.2805	0.2198	0.2021	0.2975	0.3369	0.1949	0.1675	0.3008	1.2492E-3	8.8002E-4	1.1628E-3	0.6889	-2.1215E-2	2.013	1.922	131.023
32000000	9.822	12.862	14.786	8.507	0.1658	0.1564	0.6810	0.3946	0.5181	0.5617	1.4354	1.5242	0.3115	0.2322	0.2706	0.1858	0.3172	0.2341	0.1747	0.2739	0.2895	0.2227	0.1902	0.2977	0.3458	0.1906	0.1592	0.3045	1.3312E-3	1.1318E-3	1.2193E-3	0.8841	1.5279E-2	2.086	1.977	125.575
33000000	10.092	11.611	13.708	8.353	0.2623	0.1109	0.6755	0.3401	0.5497	0.4899	1.4543	1.5473	0.3005	0.2358	0.2697	0.1940	0.3046	0.2372	0.1872	0.2709	0.2999	0.2146	0.1887	0.2969	0.3320	0.1902	0.1677	0.3100	1.2337E-3	9.5804E-4	1.1539E-3	0.7724	-1.5665E-2	2.074	1.973	132.571
34000000	7.701	13.075	12.405	8.219	0.1774	1.6067E-2	0.6008	0.3638	0.5024	0.5021	1.4529	1.5867	0.3001	0.2322	0.2765	0.1913	0.3173	0.2353	0.1703	0.2771	0.2888	0.2174	0.1942	0.2996	0.3384	0.1939	0.1666	0.3011	1.2712E-3	9.185E-4	1.1956E-3	0.7218	6.9015E-3	1.675	1.982	131.565
35000000	9.656	14.525	14.928	9.243	0.2256	7.6563E-2	0.5264	0.4187	0.5576	0.5062	1.4496	1.5262	0.3059	0.2343	0.2711	0.1888	0.3169	0.2391	0.1785	0.2655	0.2946	0.2093	0.1930	0.3031	0.3339	0.1914	0.1584	0.3163	1.2604E-3	8.8063E-4	1.2167E-3	0.6851	1.5843E-2	1.600	1.964	130.778
36000000	8.837	12.614	13.059	9.146	0.2596	0.1429	0.8372	0.4656	0.5589	0.4723	1.4078	1.6066	0.2937	0.2309	0.2801	0.1953	0.3169	0.2330	0.1744	0.2756	0.2932	0.2112	0.1942	0.3014	0.3304	0.2008	0.1593	0.3095	1.2093E-3	9.4463E-4	1.1522E-3	0.7513	1.6117E-2	2.510	1.994	131.773
37000000	8.096	12.211	14.774	9.044	0.1716	8.3837E-2	0.4670	0.4780	0.5641	0.4967	1.3756	1.6095	0.3022	0.2276	0.2724	0.1978	0.3165	0.2394	0.1715	0.2725	0.2887	0.2140	0.1922	0.3051	0.3572	0.1973	0.1585	0.2870	1.3313E-3	1.1413E-3	1.2217E-3	0.8358	1.564E-2	2.350	1.901	127.391
38000000	9.466	15.932	13.618	8.592	0.2333	0.1595	0.5411	0.3185	0.5148	0.5117	1.3946	1.6259	0.3037	0.2245	0.2755	0.1963	0.3175	0.2359	0.1735	0.2731	0.2844	0.2205	0.2001	0.2950	0.3269	0.1968	0.1674	0.3089	1.2385E-3	9.2774E-4	1.1569E-3	0.7290	7.6172E-3	1.768	1.919	128.141
39000000	9.231	10.927	16.460	7.857	5.7171E-2	1.549E-2	0.6728	0.4215	0.5144	0.4727	1.4589	1.5990	0.3059	0.2231	0.2757	0.1953	0.3056	0.2421	0.1752	0.2771	0.3082	0.2101	0.1965	0.2852	0.3387	0.2036	0.1735	0.2842	1.2321E-3	9.2155E-4	1.1883E-3	0.7544	-2.8024E-3	2.803	1.922	127.146
40000000	10.586	14.873	14.598	8.592	0.1298	5.5224E-2	0.8440	0.3231	0.5275	0.5153	1.4179	1.5831	0.2822	0.2278	0.2848	0.2052	0.3213	0.2340	0.1715	0.2732	0.2950	0.2120	0.1954	0.2975	0.3471	0.1944	0.1672	0.2914	1.2133E-3	7.8437E-4	1.1715E-3	0.6295	-4.387E-3	1.866	1.908	134.761
41000000	9.731	9.992	15.475	8.178	0.2015	0.1257	0.5271	0.3664	0.5172	0.5382	1.3767	1.6141	0.3125	0.2229	0.2796	0.1850	0.3117	0.2463	0.1720	0.2700	0.2983	0.2008	0.1994	0.3015	0.3402	0.1950	0.1640	0.3007	1.2567E-3	9.3732E-4	1.1851E-3	0.7300	2.8933E-2	1.660	1.852	132.665
42000000	7.703	10.545	16.826	8.279	0.2006	0.1194	0.6171	0.3645	0.5796	0.4943	1.4247	1.5422	0.2889	0.2242	0.2910	0.1959	0.3158	0.2377	0.1713	0.2753	0.2885	0.2096	0.1989	0.3030	0.3502	0.1886	0.1729	0.2883	1.2188E-3	7.5552E-4	1.1735E-3	0.6076	1.8988E-2	1.921	1.930	133.297
43000000	7.005	13.306	15.803	8.860	0.2760	6.3233E-2	0.5520	0.3114	0.5127	0.5156	1.4306	1.5851	0.3085	0.2343	0.2679	0.1893	0.3104	0.2420	0.1735	0.2741	0.2869	0.2120	0.1964	0.3046	0.3483	0.1913	0.1630	0.2974	1.2774E-3	1.0043E-3	1.2404E-3	0.8127	1.0539E-2	3.472	1.902	127.901
44000000	10.283	13.236	14.977	8.371	0.1186	7.9699E-2	0.7144	0.3530	0.5744	0.4589	1.3702	1.6450	0.2974	0.2310	0.2754	0.1962	0.3223	0.2369	0.1601	0.2807	0.2908	0.2157	0.2029	0.2906	0.3497	0.2004	0.1513	0.2985	1.2736E-3	9.2112E-4	1.2136E-3	0.7029	-2.0955E-2	1.903	1.932	127.888
45000000	7.379	11.219	13.316	8.451	0.2076	0.1099	0.7580	0.3397	0.5534	0.4934	1.3718	1.6287	0.3038	0.2214	0.2881	0.1868	0.3228	0.2243	0.1700	0.2829	0.2897	0.2216	0.1897	0.2989	0.3543	0.1905	0.1644	0.2909	1.3071E-3	1.0785E-3	1.2225E-3	0.8293	-6.4722E-3	1.169	1.921	126.936
46000000	8.909	13.605	15.595	8.522	0.3149	1.4043E-2	0.5493	0.3835	0.5259	0.4662	1.4235	1.6320	0.3100	0.2285	0.2653	0.1962	0.3066	0.2451	0.1726	0.2758	0.2918	0.2223	0.1920	0.2939	0.3509	0.1808	0.1621	0.3062	1.2782E-3	1.0081E-3	1.2004E-3	0.7610	2.8969E-2	2.731	1.939	128.778
47000000	9.342	11.267	13.781	8.873	0.2446	6.577E-2	0.7715	0.3202	0.5414	0.4651	1.4437	1.5945	0.3002	0.2363	0.2713	0.1922	0.3194	0.2390	0.1659	0.2756	0.2862	0.2188	0.1979	0.2971	0.3583	0.1990	0.1624	0.2803	1.2478E-3	8.5221E-4	1.1664E-3	0.6758	3.555E-2	2.282	1.948	131.575
48000000	8.348	13.958	14.979	8.238	0.1587	2.4702E-2	0.6341	0.3838	0.5453	0.5191	1.3940	1.5857	0.2925	0.2359	0.2727	0.1989	0.3149	0.2412	0.1687	0.2752	0.2805	0.2177	0.1963	0.3054	0.3511	0.1911	0.1563	0.3015	1.2734E-3	9.3549E-4	1.1969E-3	0.7653	2.9075E-2	2.766	1.937	129.188
49000000	7.480	12.109	11.034	8.660	0.1584	4.7801E-2	0.5072	0.4160	0.5582	0.5262	1.3962	1.5616	0.3038	0.2228	0.2728	0.2006	0.3304	0.2337	0.1674	0.2684	0.3052	0.2108	0.1881	0.2958	0.3415	0.1948	0.1578	0.3059	1.2451E-3	8.6138E-4	1.1977E-3	0.7093	-1.4831E-2	2.411	2.002	127.889
50000000	10.000	11.257	11.425	8.717	0.2089	7.66E-2	0.5065	0.4262	0.5277	0.5695	1.4585	1.4805	0.2937	0.2289	0.2772	0.2002	0.3236	0.2361	0.1695	0.2708	0.2788	0.2297	0.1906	0.3009	0.3271	0.2032	0.1623	0.3074	1.2384E-3	8.3474E-4	1.1923E-3	0.6856	9.547E-3	1.684	1.870	125.498
51000000	9.435	15.307	14.660	9.808	0.3303	8.9451E-2	0.5526	0.3490	0.5626	0.4527	1.4536	1.5743	0.2932	0.2356	0.2770	0.1941	0.3236	0.2340	0.1633	0.2790	0.2916	0.2163	0.1882	0.3039	0.3348	0.1959	0.1694	0.2999	1.2787E-3	8.8882E-4	1.2087E-3	0.6964	2.0825E-2	2.098	1.848	131.924
52000000	9.977	11.431	12.764	8.883	0.1245	0.1095	0.7822	0.3476	0.5615	0.5011	1.3447	1.6410	0.3092	0.2235	0.2739	0.1934	0.3092	0.2492	0.1726	0.2690	0.2932	0.2183	0.1934	0.2950	0.3346	0.2042	0.1570	0.3041	1.3358E-3	1.1889E-3	1.1943E-3	0.9145	-2.468E-2	2.261	1.925	130.636
53000000	10.142	12.842	12.224	8.168	1.8627E-2	5.8082E-2	0.4696	0.4061	0.5372	0.5105	1.3971	1.6004	0.2917	0.2316	0.2777	0.1990	0.3132	0.2436	0.1684	0.2749	0.2980	0.2113	0.1904	0.3003	0.3419	0.1845	0.1670	0.3066	1.2953E-3	9.2767E-4	1.2133E-3	0.7196	4.6889E-3	3.018	1.974	132.020
54000000	10.974	13.924	13.576	8.870	0.1127	2.7877E-2	0.6085	0.3322	0.5145	0.4864	1.4460	1.5982	0.3054	0.2290	0.2766	0.1890	0.3056	0.2460	0.1700	0.2785	0.3017	0.2110	0.1980	0.2893	0.3466	0.1952	0.1639	0.2943	1.2104E-3	9.2446E-4	1.1264E-3	0.7668	2.573E-2	3.209	1.972	133.354
55000000	8.831	11.006	13.286	8.511	0.2586	4.2036E-2	0.5808	0.3658	0.5332	0.4923	1.4417	1.5761	0.2971	0.2290	0.2849	0.1890	0.3153	0.2423	0.1703	0.2721	0.2949	0.2161	0.1981	0.2908	0.3377	0.2001	0.1623	0.2999	1.2471E-3	9.5652E-4	1.1675E-3	0.7134	3.9163E-2	1.743	1.941	130.027
56000000	8.492	16.183	13.529	7.679	0.2990	1.6069E-2	0.7004	0.3574	0.5458	0.5099	1.4128	1.5747	0.3099	0.2230	0.2784	0.1887	0.3123	0.2390	0.1716	0.2771	0.2826	0.2183	0.1998	0.2992	0.3480	0.1894	0.1662	0.2963	1.2948E-3	1.0256E-3	1.1737E-3	0.7688	3.5104E-2	2.150	1.918	130.596
57000000	8.760	11.329	14.764	9.404	0.1795	6.3906E-2	0.5922	0.3047	0.5211	0.5170	1.4252	1.5803	0.2963	0.2293	0.2774	0.1970	0.3041	0.2408	0.1750	0.2801	0.3008	0.2065	0.2053	0.2875	0.3544	0.1931	0.1544	0.2981	1.159E-3	8.221E-4	1.1291E-3	0.6982	-1.0239E-2	2.958	1.975	134.537
58000000	9.440	14.185	15.916	7.841	0.1711	9.5206E-3	0.5656	0.2989	0.4788	0.4876	1.4609	1.6192	0.2981	0.2368	0.2650	0.2000	0.3193	0.2374	0.1627	0.2806	0.2981	0.2143	0.1881	0.2995	0.3457	0.1939	0.1562	0.3042	1.2823E-3	9.4594E-4	1.2009E-3	0.7252	1.1795E-3	3.709	1.945	130.790
59000000	8.065	10.413	13.553	8.155	0.2486	2.9848E-3	0.5584	0.2603	0.5025	0.5253	1.4545	1.5599	0.3026	0.2226	0.2859	0.1889	0.3198	0.2359	0.1737	0.2706	0.2888	0.2066	0.2002	0.3044	0.3496	0.1941	0.1579	0.2985	1.1494E-3	7.7004E-4	1.1123E-3	0.6720	-5.3162E-3	1.612	1.899	134.296
60000000	8.518	13.311	10.968	9.839	0.1784	1.5409E-2	0.7062	0.3737	0.4936	0.4892	1.4780	1.5830	0.3118	0.2236	0.2717	0.1930	0.3156	0.2360	0.1699	0.2785	0.3009	0.2218	0.1898	0.2875	0.3474	0.1878	0.1655	0.2992	1.2211E-3	9.2751E-4	1.1183E-3	0.7265	1.8589E-2	1.662	1.947	136.799
61000000	10.226	12.056	13.426	7.842	0.1852	9.442E-2	0.5262	0.3373	0.5548	0.5163	1.3682	1.6064	0.2970	0.2353	0.2869	0.1808	0.3266	0.2326	0.1722	0.2685	0.2902	0.2121	0.2002	0.2975	0.3393	0.1933	0.1594	0.3080	1.2032E-3	7.5571E-4	1.1254E-3	0.6168	1.0567E-2	2.014	2.048	133.225
62000000	8.112	10.597	12.673	7.231	0.2810	8.9884E-2	0.5314	0.4211	0.5350	0.5230	1.4309	1.5527	0.3102	0.2327	0.2743	0.1828	0.3172	0.2354	0.1695	0.2779	0.2875	0.2162	0.1999	0.2963	0.3430	0.1936	0.1625	0.3008	1.2274E-3	8.6032E-4	1.1757E-3	0.6695	1.0347E-2	4.131	1.948	132.672
63000000	8.076	12.608	16.183	9.420	0.1886	3.0307E-2	0.4536	0.3425	0.5208	0.5368	1.4009	1.5855	0.2940	0.2336	0.2713	0.2011	0.3159	0.2406	0.1744	0.2690	0.2789	0.2181	0.2014	0.3016	0.3607	0.1915	0.1577	0.2902	1.2785E-3	9.6529E-4	1.2241E-3	0.7752	1.1118E-2	3.366	1.958	129.718
64000000	8.914	11.402	16.071	8.635	0.2362	6.2367E-2	0.8035	0.2386	0.5471	0.5307	1.3756	1.5911	0.3026	0.2381	0.2705	0.1888	0.3253	0.2326	0.1617	0.2804	0.2831	0.2135	0.1877	0.3157	0.3417	0.1919	0.1661	0.3003	1.198E-3	8.9973E-4	1.1401E-3	0.7408	-1.517E-3	4.659	2.139	132.237
65000000	9.018	13.449	14.147	8.747	7.1829E-2	7.1645E-3	0.6124	0.3950	0.4848	0.5061	1.3765	1.6841	0.2982	0.2308	0.2827	0.1883	0.3163	0.2407	0.1745	0.2685	0.2820	0.2218	0.1918	0.3044	0.3522	0.1890	0.1653	0.2935	1.3122E-3	1.0363E-3	1.2143E-3	0.7781	2.5883E-2	3.548	2.008	130.823
66000000	7.500	12.209	13.534	8.189	0.2370	2.2169E-2	0.4505	0.3394	0.5867	0.5045	1.4543	1.4914	0.3058	0.2254	0.2720	0.1967	0.3088	0.2381	0.1704	0.2828	0.2951	0.2057	0.1942	0.3051	0.3489	0.1909	0.1562	0.3040	1.173E-3	8.7756E-4	1.1287E-3	0.7136	2.8243E-2	2.675	2.008	132.179
67000000	9.900	13.299	12.276	10.706	0.1756	6.1542E-2	0.5770	0.3631	0.4782	0.4846	1.3800	1.7107	0.3022	0.2248	0.2804	0.1926	0.3133	0.2378	0.1704	0.2785	0.2916	0.2089	0.1948	0.3047	0.3421	0.1979	0.1578	0.3022	1.2654E-3	8.624E-4	1.213E-3	0.7100	-2.3753E-2	3.404	1.896	126.563
68000000	9.339	14.615	13.664	8.811	0.2724	9.5093E-2	0.5576	0.4467	0.5400	0.5006	1.3780	1.6286	0.3127	0.2302	0.2780	0.1790	0.3201	0.2327	0.1644	0.2827	0.2957	0.2059	0.1912	0.3072	0.3482	0.1857	0.1583	0.3078	1.2873E-3	9.0595E-4	1.2234E-3	0.7195	1.9739E-3	3.304	1.977	127.256
69000000	10.226	12.636	11.920	7.860	0.1144	4.5902E-2	0.5120	0.4310	0.5102	0.4815	1.4188	1.6375	0.3042	0.2238	0.2757	0.1963	0.3220	0.2423	0.1682	0.2674	0.2868	0.2079	0.1957	0.3096	0.3413	0.1947	0.1595	0.3045	1.2574E-3	9.2911E-4	1.1604E-3	0.7178	1.4895E-2	1.985	1.942	129.297
