state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-3.144	-2.132	-1.071	-1.669	-1.279	-0.778	-0.762	-0.020	0.204	0.303	-0.057	0.314	0.038	0.596	-0.342	0.016	0.037	0.497	0.448	1.018	1.704	1.310	0.508	1.170	1.454	2.466	2.516	2.374	2.208	2.630	3.262	2.246	2.480	2.189	1.306	1.201	1.093	0.828	-0.166	-0.899	-0.772	-0.689	-0.200	-0.368	-0.703	-2.148	-2.669	-3.395	-3.054	-3.321
2000000	-3.504	-4.469	-3.518	-2.949	-1.879	-2.241	-1.511	-1.673	-1.429	-0.149	-0.935	-0.510	0.537	0.357	0.109	0.617	0.697	0.441	0.430	1.081	1.989	1.111	0.621	1.613	1.512	3.184	1.812	2.237	2.389	2.979	2.359	2.271	2.332	2.455	0.746	1.212	1.321	1.087	-0.240	-1.473	-1.379	-1.313	-0.552	0.676	-0.355	-1.598	-2.073	-1.058	-2.315	-2.930
3000000	-1.355	-1.592	-0.535	0.098	-0.738	-1.327	-1.050	-1.108	-0.737	-0.227	-0.663	0.226	0.534	-0.177	0.099	-0.144	0.725	0.668	0.757	0.922	1.129	1.257	1.096	0.997	1.543	1.979	2.456	2.464	2.549	2.760	2.804	2.467	2.588	2.720	1.001	1.065	0.914	0.749	-0.655	-1.139	-1.285	-0.654	-0.367	0.111	0.173	-0.326	-1.324	-2.513	-3.053	-3.212
4000000	0.243	-0.441	-1.648	-1.089	-1.564	-0.899	-1.897	-1.615	0.012	0.925	-0.371	-0.157	0.215	-0.211	0.296	-0.178	1.118	1.377	0.004	1.327	1.443	1.337	0.675	1.272	1.459	2.161	2.167	2.337	2.344	3.063	2.393	2.438	2.189	2.226	0.584	0.950	0.941	1.619	-0.292	-1.865	-1.693	-0.774	0.037	-0.314	-2.698	-3.365	-2.376	-1.796	-2.242	-3.134
5000000	0.461	1.210	-0.501	-1.015	-1.307	-2.108	-1.037	-1.093	-1.128	0.392	-0.864	-0.060	0.014	-0.194	0.193	0.188	0.038	0.585	0.463	1.079	1.167	1.366	0.814	1.566	1.636	2.493	2.629	2.283	2.422	2.813	2.762	2.677	2.587	2.376	0.805	1.045	1.251	0.855	-0.369	-1.286	-1.234	-0.857	-0.868	0.528	-0.890	-1.467	-2.239	-2.654	-3.106	-3.046
6000000	0.106	0.731	-0.022	-0.741	-1.234	-1.359	-1.368	-1.041	-0.476	0.051	-0.561	-0.259	0.290	0.047	0.219	0.258	0.829	0.874	0.229	0.731	1.478	1.123	0.830	1.411	1.854	2.201	2.641	2.173	2.258	2.823	2.930	2.583	2.599	2.632	1.137	1.052	1.325	0.851	-0.380	-0.886	-1.096	-0.991	-0.319	-0.448	-1.489	-2.019	-2.175	-1.272	-1.601	-1.184
7000000	-1.094	-1.885	-2.214	-2.146	-1.342	-0.787	-1.178	-2.036	0.292	-0.268	-0.870	-0.675	0.529	0.314	0.405	-0.585	0.795	1.197	0.083	1.388	2.103	1.339	0.940	1.564	1.491	2.337	2.489	2.371	2.204	2.766	2.993	2.506	2.385	2.578	0.918	1.307	0.986	0.992	-0.583	-0.850	-1.105	-2.006	-0.895	-0.651	-1.112	-1.349	-1.019	-2.822	-3.594	-4.818
8000000	-1.462	-1.720	-1.943	-2.430	-2.344	-1.856	-1.341	-1.497	-1.143	-1.003	-0.232	-0.335	0.676	0.255	-0.059	0.105	0.728	0.792	0.507	1.203	1.920	0.870	1.066	1.112	1.602	2.795	2.570	2.372	2.460	3.209	2.477	2.323	1.839	2.380	1.039	1.439	1.761	0.725	-0.096	-1.565	-1.454	-1.303	-0.895	0.333	-0.543	-1.539	-1.783	-4.282	-5.042	-4.581
9000000	-1.222	-1.808	-2.585	-1.822	-1.462	-1.281	-0.775	-1.023	-0.571	0.142	0.292	0.950	0.480	0.121	-0.106	-0.140	0.500	0.751	0.657	1.094	1.398	1.921	0.700	1.486	1.531	2.191	2.014	2.458	2.357	2.645	3.089	2.641	2.069	1.992	1.052	1.186	1.885	0.682	-0.660	-1.801	-1.272	-1.223	-0.068	-0.446	-0.758	-0.790	-1.999	-1.850	-2.642	-1.954
10000000	-2.052	-2.212	-2.405	-2.313	-1.960	-1.578	-1.397	-0.852	-0.639	0.016	-0.108	-0.223	-0.267	0.173	0.219	0.137	0.330	1.060	1.475	0.775	1.099	1.053	0.877	1.649	1.571	2.520	2.718	2.151	2.457	2.507	2.809	2.128	2.661	2.025	1.036	1.070	1.249	0.346	-0.318	-1.347	-0.623	-1.227	-0.618	-0.890	-1.553	-2.297	-3.207	-3.099	-2.834	-2.490
11000000	-3.824	-3.790	-3.201	-2.810	-2.886	-2.268	-2.094	-1.444	-0.835	-0.537	-0.682	0.101	-0.155	0.134	0.472	0.425	0.269	0.494	0.668	1.185	1.569	1.216	0.757	0.946	1.603	2.375	2.505	2.067	2.255	2.681	2.855	2.598	2.142	2.711	0.789	1.289	0.816	0.599	-0.407	-0.960	-1.090	-0.774	-0.329	-0.985	-1.361	-0.506	-0.509	-1.453	-2.113	-2.271
12000000	-0.575	-0.215	0.091	-0.954	-0.447	-0.685	-1.594	-1.199	-0.700	0.112	-0.184	-0.070	-0.469	0.412	0.069	0.114	0.308	0.551	0.906	1.055	1.395	0.985	1.260	1.527	1.482	2.412	2.315	2.279	2.424	2.820	3.117	2.490	2.311	2.388	0.893	1.218	1.114	0.590	-0.175	-1.422	-1.535	-1.149	-0.607	-0.207	-1.110	-1.421	-1.497	-2.303	-2.632	-2.452
13000000	-2.859	-2.867	-2.627	-2.223	-1.626	-1.551	-1.522	-1.674	-1.432	-0.852	-0.982	-0.234	-0.080	0.224	0.351	0.141	0.391	-0.145	0.432	1.446	1.616	1.398	0.995	1.562	1.477	2.440	2.673	2.344	2.376	3.105	2.807	2.466	2.144	2.129	1.223	1.250	1.610	0.572	-0.452	-1.704	-1.632	-1.265	-1.279	-1.050	-1.623	-2.208	-2.563	-3.335	-3.341	-2.410
14000000	-3.784	-3.863	-3.522	-4.173	-2.434	-2.185	-2.451	-2.150	-1.217	-0.237	0.008	-0.056	-0.055	0.181	0.740	0.099	0.549	0.293	0.926	1.145	1.154	1.521	1.047	1.256	1.566	2.946	2.188	2.132	2.553	3.286	2.496	2.787	2.674	2.220	0.689	1.338	0.858	0.380	0.073	-1.277	-1.584	-1.491	-0.407	0.308	-0.934	-1.722	-1.724	-1.649	-2.294	-2.312
15000000	-1.368	-1.571	-1.350	-1.726	-1.316	-0.941	-0.954	-0.909	-0.811	0.124	0.084	-0.016	-0.099	0.511	0.219	0.084	0.062	0.690	0.928	1.107	1.207	1.245	0.844	1.317	1.617	2.133	2.595	2.440	2.550	3.072	2.922	2.352	2.368	2.469	1.605	1.166	0.637	0.380	-0.279	-0.879	-1.389	-0.937	-0.877	-0.316	-0.289	-0.381	-0.519	-1.367	-1.268	-0.312
16000000	-2.945	-3.025	-2.491	-1.592	-2.315	-1.594	-2.399	-1.847	-1.438	0.252	-0.151	1.163	0.200	-0.143	0.026	-0.001	0.099	0.684	0.337	1.486	1.317	1.302	0.475	1.163	1.495	3.120	2.365	2.061	2.539	3.170	2.548	2.443	2.145	2.100	1.436	1.091	1.493	0.484	-0.371	-1.710	-1.469	-0.770	-0.050	-0.378	-0.937	-1.572	-1.809	-2.195	-1.875	0.218
17000000	-1.331	-1.559	-2.434	-2.253	-1.419	-1.723	-0.588	-0.630	-0.724	-0.013	-0.264	-0.365	-0.273	0.056	0.250	0.435	0.449	0.648	0.207	1.158	1.856	1.463	0.840	1.474	1.641	2.434	2.252	2.164	2.193	3.010	2.936	2.443	2.415	2.035	1.094	1.509	1.338	0.675	-0.050	-1.528	-1.461	-1.306	-0.424	0.100	-1.346	-1.931	-2.227	-1.189	-1.266	-1.591
18000000	-4.587	-4.322	-3.456	-2.826	-2.293	-1.804	-1.446	-1.345	-0.383	-0.263	0.545	0.239	0.352	0.248	0.117	-0.091	0.241	0.716	0.218	1.467	1.415	1.574	0.724	1.064	1.637	2.578	2.808	2.549	2.395	3.060	2.523	2.680	2.289	2.194	0.842	1.442	1.731	0.748	-0.126	-1.199	-1.367	-0.351	-0.832	-0.142	-1.177	-0.897	-1.280	-2.523	-2.607	-2.595
