state	posterior	prior	likelihood	coalescent
1000000	-86585.524	-14952.802	-71632.722	-14939.795
2000000	-86473.578	-14790.085	-71683.494	-14776.880
3000000	-86514.127	-14931.201	-71582.926	-14918.303
4000000	-86693.460	-14980.927	-71712.533	-14967.952
5000000	-86590.376	-14823.573	-71766.804	-14810.477
6000000	-86663.596	-15039.045	-71624.551	-15026.028
7000000	-86594.699	-15024.888	-71569.811	-15011.852
8000000	-86539.469	-14855.046	-71684.423	-14841.865
9000000	-86620.651	-14974.141	-71646.510	-14961.223
10000000	-86779.424	-15063.382	-71716.043	-15050.257
11000000	-86673.365	-15001.537	-71671.827	-14988.515
12000000	-86625.082	-14950.792	-71674.290	-14937.566
13000000	-86482.918	-14875.229	-71607.689	-14862.147
14000000	-86693.343	-14900.624	-71792.719	-14887.583
15000000	-86454.109	-14742.500	-71711.609	-14729.535
16000000	-86520.800	-14753.346	-71767.454	-14740.387
17000000	-86390.087	-14665.525	-71724.563	-14652.391
18000000	-86497.434	-14889.800	-71607.633	-14876.795
19000000	-86534.492	-14861.509	-71672.982	-14848.435
20000000	-86645.395	-14948.420	-71696.975	-14935.473
21000000	-86477.440	-14883.926	-71593.514	-14870.937
22000000	-86667.893	-14947.217	-71720.677	-14934.046
23000000	-86594.948	-14872.570	-71722.378	-14859.571
24000000	-86513.615	-14771.412	-71742.203	-14758.647
25000000	-86456.077	-14752.321	-71703.756	-14739.366
26000000	-86479.887	-14826.101	-71653.786	-14813.069
27000000	-86505.443	-14887.875	-71617.569	-14874.980
28000000	-86425.341	-14666.976	-71758.365	-14654.025
29000000	-86519.931	-14991.272	-71528.659	-14978.114
30000000	-86600.277	-14984.756	-71615.521	-14971.853
31000000	-86593.503	-15020.040	-71573.463	-15007.032
32000000	-86747.275	-14969.091	-71778.184	-14955.828
33000000	-86525.957	-14901.899	-71624.057	-14888.801
34000000	-86586.013	-14783.925	-71802.088	-14770.911
35000000	-86663.341	-14985.063	-71678.278	-14971.919
36000000	-86490.050	-14915.050	-71575.001	-14902.029
37000000	-86649.358	-14928.334	-71721.024	-14915.192
38000000	-86494.154	-14891.878	-71602.276	-14878.893
39000000	-86562.513	-14914.684	-71647.829	-14901.624
40000000	-86534.751	-14869.844	-71664.907	-14856.842
41000000	-86524.790	-14826.664	-71698.126	-14813.743
42000000	-86425.682	-14788.073	-71637.609	-14774.901
