state	posterior	prior	likelihood	coalescent
1000000	-86654.252	-14918.330	-71735.922	-14905.405
2000000	-86561.030	-14846.766	-71714.264	-14833.849
3000000	-86644.710	-14964.662	-71680.047	-14951.590
4000000	-86479.038	-14815.723	-71663.315	-14802.687
5000000	-86491.863	-14825.677	-71666.186	-14812.670
6000000	-86545.623	-14790.752	-71754.871	-14777.700
7000000	-86478.480	-14823.531	-71654.949	-14810.470
8000000	-86585.047	-14979.945	-71605.102	-14966.861
9000000	-86499.186	-14975.471	-71523.715	-14962.445
10000000	-86588.622	-15019.267	-71569.355	-15006.245
11000000	-86740.681	-15113.491	-71627.190	-15100.444
12000000	-86536.900	-14927.591	-71609.309	-14914.446
13000000	-86644.124	-15000.357	-71643.766	-14987.341
14000000	-86521.233	-14896.157	-71625.076	-14883.177
15000000	-86638.426	-14959.424	-71679.002	-14946.412
16000000	-86549.000	-14845.620	-71703.380	-14832.708
17000000	-86447.894	-14850.007	-71597.887	-14837.087
18000000	-86590.101	-15033.884	-71556.217	-15020.851
19000000	-86561.514	-14979.952	-71581.562	-14966.915
20000000	-86485.630	-14873.846	-71611.784	-14860.828
21000000	-86613.884	-15020.308	-71593.577	-15007.049
22000000	-86461.865	-14901.240	-71560.625	-14888.374
23000000	-86573.942	-15002.646	-71571.296	-14989.516
24000000	-86520.758	-14915.280	-71605.478	-14902.026
25000000	-86681.735	-14952.858	-71728.877	-14939.903
26000000	-86575.283	-14913.521	-71661.761	-14900.398
27000000	-86539.221	-14935.597	-71603.624	-14922.685
28000000	-86565.687	-14952.499	-71613.188	-14939.563
29000000	-86547.947	-14906.012	-71641.935	-14893.013
30000000	-86536.740	-14933.778	-71602.962	-14920.787
31000000	-86556.276	-14857.006	-71699.270	-14843.878
32000000	-86607.467	-14971.254	-71636.213	-14958.204
33000000	-86762.130	-15074.249	-71687.881	-15061.232
34000000	-86436.110	-14696.067	-71740.043	-14683.124
35000000	-86547.919	-14905.265	-71642.654	-14892.078
36000000	-86493.194	-14868.298	-71624.895	-14855.312
37000000	-86646.751	-14957.349	-71689.402	-14944.418
38000000	-86626.868	-15012.628	-71614.240	-14999.551
39000000	-86600.028	-14963.730	-71636.298	-14950.633
40000000	-86684.011	-14928.838	-71755.173	-14915.776
41000000	-86563.243	-14861.959	-71701.284	-14849.049
42000000	-86632.952	-14992.353	-71640.600	-14979.207
43000000	-86740.139	-15130.002	-71610.137	-15116.913
44000000	-86579.633	-14921.736	-71657.897	-14908.873
45000000	-86580.284	-14886.717	-71693.567	-14873.724
46000000	-86505.840	-14784.051	-71721.789	-14771.099
47000000	-86558.422	-14788.235	-71770.187	-14775.370
48000000	-86503.118	-14816.489	-71686.630	-14803.415
49000000	-86463.286	-14910.877	-71552.409	-14898.012
50000000	-86672.797	-14993.938	-71678.859	-14980.810
51000000	-86745.772	-15031.777	-71713.995	-15018.747
52000000	-86642.629	-14937.287	-71705.342	-14924.414
53000000	-86590.816	-14914.949	-71675.867	-14901.939
54000000	-86530.227	-14877.041	-71653.186	-14864.019
55000000	-86416.337	-14706.848	-71709.489	-14693.707
56000000	-86581.432	-14878.445	-71702.987	-14865.326
57000000	-86677.294	-14975.671	-71701.623	-14962.808
58000000	-86649.379	-14952.692	-71696.687	-14939.640
59000000	-86783.236	-15084.722	-71698.514	-15071.834
60000000	-86713.445	-15017.782	-71695.663	-15004.794
61000000	-86628.373	-14950.457	-71677.915	-14937.556
62000000	-86756.832	-15013.622	-71743.210	-15000.628
63000000	-86543.748	-14862.449	-71681.299	-14849.268
64000000	-86440.126	-14721.482	-71718.644	-14708.330
65000000	-86455.837	-14694.350	-71761.488	-14681.372
66000000	-86478.381	-14804.206	-71674.175	-14791.015
67000000	-86432.371	-14749.052	-71683.318	-14735.938
68000000	-86591.729	-14858.115	-71733.614	-14844.952
69000000	-86448.201	-14841.618	-71606.583	-14828.573
70000000	-86735.613	-15002.796	-71732.817	-14989.792
71000000	-86439.973	-14769.852	-71670.121	-14756.846
72000000	-86535.580	-14797.683	-71737.898	-14784.543
73000000	-86603.723	-14867.344	-71736.380	-14854.324
74000000	-86489.039	-14825.878	-71663.161	-14812.727
75000000	-86573.909	-14884.019	-71689.890	-14870.835
76000000	-86502.093	-14884.608	-71617.485	-14871.415
77000000	-86611.153	-14951.251	-71659.902	-14938.278
78000000	-86569.772	-14840.303	-71729.469	-14827.296
79000000	-86437.859	-14671.936	-71765.922	-14659.117
80000000	-86460.748	-14863.290	-71597.458	-14850.196
81000000	-86638.333	-14921.797	-71716.536	-14908.934
82000000	-86579.357	-14948.079	-71631.278	-14934.958
83000000	-86379.424	-14747.615	-71631.808	-14734.542
84000000	-86604.042	-14866.673	-71737.369	-14853.601
85000000	-86590.540	-14946.708	-71643.832	-14933.700
86000000	-86443.558	-14761.316	-71682.242	-14748.362
87000000	-86575.691	-14899.291	-71676.400	-14886.397
88000000	-86591.042	-14889.111	-71701.931	-14876.180
89000000	-86576.407	-14881.320	-71695.087	-14868.162
90000000	-86582.276	-14924.447	-71657.829	-14911.422
91000000	-86679.996	-14954.582	-71725.415	-14941.503
92000000	-86488.961	-14757.541	-71731.420	-14744.528
93000000	-86513.187	-14834.778	-71678.409	-14821.821
94000000	-86580.911	-14946.230	-71634.681	-14933.073
95000000	-86539.809	-14878.495	-71661.314	-14865.543
96000000	-86583.007	-14840.794	-71742.213	-14827.649
97000000	-86577.425	-14996.603	-71580.822	-14983.658
98000000	-86660.750	-14906.222	-71754.527	-14893.096
99000000	-86632.442	-14983.083	-71649.359	-14969.941
100000000	-86544.478	-14826.811	-71717.667	-14813.867
101000000	-86593.906	-14881.102	-71712.804	-14867.999
102000000	-86597.477	-14846.823	-71750.655	-14833.922
103000000	-86679.774	-14924.849	-71754.925	-14911.690
104000000	-86602.725	-14933.854	-71668.871	-14920.719
105000000	-86591.501	-14973.819	-71617.682	-14960.736
106000000	-86567.584	-14915.966	-71651.617	-14903.102
107000000	-86392.291	-14772.841	-71619.450	-14759.854
108000000	-86453.597	-14920.973	-71532.624	-14908.111
109000000	-86446.498	-14868.344	-71578.154	-14855.382
110000000	-86512.855	-14972.285	-71540.570	-14959.277
111000000	-86610.625	-15000.270	-71610.355	-14987.091
112000000	-86569.595	-14935.005	-71634.589	-14921.925
113000000	-86605.342	-14982.219	-71623.123	-14969.130
114000000	-86689.864	-15030.270	-71659.594	-15017.302
115000000	-86556.121	-14910.890	-71645.231	-14897.895
116000000	-86655.637	-14988.819	-71666.818	-14975.803
117000000	-86495.373	-14782.459	-71712.914	-14769.417
118000000	-86381.746	-14704.408	-71677.339	-14691.407
119000000	-86431.189	-14876.179	-71555.010	-14863.226
120000000	-86596.012	-15072.028	-71523.983	-15059.034
121000000	-86487.185	-14840.891	-71646.293	-14827.778
122000000	-86620.501	-14952.933	-71667.568	-14940.032
123000000	-86473.676	-14852.604	-71621.072	-14839.516
124000000	-86546.693	-14943.782	-71602.911	-14930.671
125000000	-86459.878	-14726.027	-71733.851	-14713.106
126000000	-86522.589	-14822.060	-71700.529	-14809.241
127000000	-86544.568	-14931.620	-71612.948	-14918.372
128000000	-86597.334	-14987.884	-71609.450	-14974.830
129000000	-86561.229	-14974.817	-71586.412	-14961.862
130000000	-86645.435	-14990.528	-71654.907	-14977.471
131000000	-86590.238	-14964.186	-71626.052	-14951.195
132000000	-86539.214	-14839.214	-71700.000	-14826.240
133000000	-86394.932	-14739.786	-71655.146	-14726.822
134000000	-86597.109	-14855.847	-71741.262	-14842.673
135000000	-86557.493	-14888.133	-71669.360	-14875.120
136000000	-86523.206	-14801.391	-71721.815	-14788.383
137000000	-86452.046	-14850.144	-71601.902	-14837.072
138000000	-86450.179	-14785.850	-71664.329	-14772.841
139000000	-86444.962	-14814.900	-71630.063	-14801.933
140000000	-86525.741	-14865.232	-71660.509	-14852.165
141000000	-86666.908	-15012.760	-71654.148	-14999.835
142000000	-86539.729	-14959.258	-71580.471	-14946.337
143000000	-86559.325	-14891.038	-71668.287	-14877.970
144000000	-86625.139	-14928.695	-71696.444	-14915.810
145000000	-86556.512	-14875.995	-71680.516	-14863.052
146000000	-86691.603	-15050.119	-71641.484	-15037.261
147000000	-86651.075	-15061.285	-71589.790	-15048.317
148000000	-86608.743	-15058.220	-71550.523	-15045.191
149000000	-86650.173	-15112.843	-71537.330	-15099.881
150000000	-86618.438	-15065.788	-71552.650	-15052.679
151000000	-86619.858	-14969.330	-71650.528	-14956.558
152000000	-86504.669	-14843.946	-71660.723	-14831.056
153000000	-86534.263	-14934.981	-71599.281	-14921.854
154000000	-86665.216	-14985.218	-71679.997	-14972.070
155000000	-86426.199	-14783.609	-71642.590	-14770.611
156000000	-86513.141	-14861.992	-71651.150	-14848.870
157000000	-86530.638	-14835.226	-71695.412	-14822.260
158000000	-86470.771	-14903.620	-71567.150	-14890.480
159000000	-86634.089	-15049.937	-71584.152	-15036.968
160000000	-86495.719	-14928.884	-71566.835	-14915.922
161000000	-86457.430	-14778.180	-71679.250	-14765.291
162000000	-86613.836	-14994.793	-71619.043	-14981.781
163000000	-86508.048	-14949.972	-71558.077	-14936.935
164000000	-86522.200	-15041.365	-71480.834	-15028.357
165000000	-86494.409	-14956.601	-71537.808	-14943.503
166000000	-86575.547	-14935.879	-71639.667	-14922.806
167000000	-86486.543	-14891.380	-71595.163	-14878.351
168000000	-86473.930	-14867.804	-71606.126	-14854.793
169000000	-86435.134	-14811.100	-71624.034	-14798.141
170000000	-86481.696	-14854.765	-71626.931	-14841.745
171000000	-86427.374	-14805.831	-71621.543	-14792.847
172000000	-86451.368	-14817.472	-71633.896	-14804.274
173000000	-86445.032	-14754.143	-71690.888	-14741.079
174000000	-86599.786	-14850.491	-71749.295	-14837.459
175000000	-86651.425	-15042.313	-71609.112	-15029.310
176000000	-86541.797	-14864.972	-71676.824	-14851.847
177000000	-86546.816	-14888.254	-71658.562	-14875.105
178000000	-86557.494	-15000.055	-71557.439	-14986.925
179000000	-86627.852	-15043.089	-71584.763	-15030.022
180000000	-86530.811	-14985.351	-71545.461	-14972.242
181000000	-86688.260	-15130.649	-71557.611	-15117.474
182000000	-86641.543	-14982.736	-71658.807	-14969.711
183000000	-86558.444	-14846.760	-71711.684	-14833.749
184000000	-86528.562	-14930.705	-71597.857	-14917.435
185000000	-86542.956	-14896.146	-71646.811	-14883.125
186000000	-86462.058	-14880.272	-71581.786	-14867.098
187000000	-86530.232	-14852.645	-71677.587	-14839.633
188000000	-86409.706	-14810.646	-71599.060	-14797.681
189000000	-86514.226	-14897.970	-71616.256	-14885.035
190000000	-86586.538	-14886.424	-71700.114	-14873.360
191000000	-86342.158	-14786.625	-71555.533	-14773.614
192000000	-86375.017	-14769.289	-71605.727	-14756.255
193000000	-86391.181	-14799.780	-71591.400	-14786.875
194000000	-86374.379	-14731.424	-71642.954	-14718.325
195000000	-86412.100	-14742.805	-71669.295	-14729.679
196000000	-86368.769	-14711.224	-71657.545	-14698.105
197000000	-86493.134	-14853.437	-71639.696	-14840.363
198000000	-86462.312	-14854.492	-71607.820	-14841.389
199000000	-86461.653	-14810.688	-71650.965	-14797.620
200000000	-86411.767	-14718.317	-71693.451	-14705.220
201000000	-86336.795	-14695.939	-71640.856	-14682.836
202000000	-86484.141	-14689.799	-71794.341	-14676.517
203000000	-86529.122	-15004.949	-71524.173	-14991.756
204000000	-86746.292	-15071.145	-71675.147	-15058.102
205000000	-86383.848	-14853.551	-71530.297	-14840.582
206000000	-86509.023	-14964.853	-71544.170	-14952.076
207000000	-86396.415	-14858.622	-71537.793	-14845.390
208000000	-86515.401	-14859.921	-71655.479	-14846.872
209000000	-86629.840	-14952.385	-71677.455	-14939.513
210000000	-86682.365	-15074.114	-71608.252	-15060.946
211000000	-86576.927	-14924.149	-71652.778	-14910.915
212000000	-86527.800	-14885.812	-71641.988	-14872.937
213000000	-86538.444	-14935.513	-71602.931	-14922.409
