state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	4.995	8.684	0.3874	0.1785	0.2043	0.2299	0.3751	0.2099	0.1717	0.2434	0.6410	1.7180	4.9361E-3	16.212	17.644	1235.138
2000000	4.573	8.180	0.3856	0.1867	0.2103	0.2175	0.3779	0.2090	0.1768	0.2363	0.6350	1.7301	5.1233E-3	14.837	19.024	1206.600
3000000	4.948	8.530	0.3669	0.2024	0.1984	0.2323	0.3661	0.2141	0.1828	0.2370	0.6273	1.7454	5.141E-3	15.293	18.484	1218.712
4000000	4.842	8.823	0.3873	0.1854	0.2026	0.2247	0.3666	0.2099	0.1752	0.2483	0.6144	1.7713	4.9683E-3	14.994	18.937	1215.133
5000000	4.735	8.489	0.3887	0.1838	0.2072	0.2202	0.3585	0.2225	0.1692	0.2498	0.6127	1.7747	5.1029E-3	14.803	18.859	1205.554
6000000	5.160	8.685	0.3730	0.1751	0.2092	0.2426	0.3753	0.2141	0.1653	0.2453	0.6128	1.7744	5.0455E-3	14.803	19.101	1195.441
7000000	4.672	8.795	0.3872	0.1804	0.2122	0.2203	0.3842	0.2098	0.1634	0.2426	0.6408	1.7185	4.9949E-3	14.854	18.870	1206.835
8000000	4.638	8.572	0.3924	0.1824	0.2117	0.2135	0.3663	0.2183	0.1635	0.2519	0.6400	1.7199	5.0542E-3	15.316	18.984	1210.687
9000000	4.924	8.077	0.3821	0.1907	0.2119	0.2153	0.3677	0.2163	0.1679	0.2481	0.6408	1.7185	5.0998E-3	15.373	19.505	1207.516
10000000	4.542	7.953	0.3832	0.1877	0.2099	0.2192	0.3634	0.2174	0.1636	0.2555	0.6332	1.7335	4.9787E-3	14.558	17.729	1197.043
11000000	4.883	9.422	0.3718	0.1765	0.2185	0.2331	0.3677	0.2202	0.1724	0.2398	0.6331	1.7338	5.0994E-3	14.744	17.772	1197.649
12000000	4.966	8.521	0.3833	0.1783	0.2137	0.2247	0.3658	0.2151	0.1697	0.2494	0.6153	1.7694	5.0257E-3	14.741	17.916	1199.078
13000000	4.758	8.541	0.3778	0.1847	0.2122	0.2253	0.3746	0.2121	0.1718	0.2415	0.6349	1.7302	5.13E-3	14.969	17.210	1190.258
14000000	4.989	8.040	0.3891	0.1863	0.1989	0.2257	0.3627	0.2189	0.1743	0.2441	0.6359	1.7282	5.0413E-3	14.772	18.959	1212.218
15000000	4.717	8.553	0.3743	0.1963	0.2030	0.2265	0.3553	0.2249	0.1686	0.2512	0.6287	1.7425	5.0476E-3	14.912	18.215	1207.712
16000000	4.845	8.578	0.3840	0.1848	0.2057	0.2255	0.3769	0.2099	0.1669	0.2464	0.6336	1.7327	5.0459E-3	14.855	18.769	1190.835
17000000	4.704	8.473	0.3826	0.1807	0.1971	0.2396	0.3622	0.2141	0.1767	0.2471	0.6247	1.7506	5.0696E-3	14.518	19.603	1194.924
18000000	4.486	8.924	0.3771	0.1846	0.2111	0.2273	0.3638	0.2155	0.1765	0.2442	0.6155	1.7689	5.0761E-3	14.891	18.790	1200.136
19000000	4.637	8.613	0.3888	0.1820	0.2073	0.2218	0.3746	0.2152	0.1704	0.2398	0.6197	1.7606	5.0702E-3	14.893	20.166	1190.485
20000000	4.886	9.148	0.3872	0.1824	0.2046	0.2258	0.3590	0.2136	0.1745	0.2529	0.6344	1.7313	5.0267E-3	15.231	18.441	1198.853
21000000	4.896	8.542	0.3717	0.1767	0.2156	0.2360	0.3638	0.2175	0.1692	0.2495	0.6277	1.7445	5.1205E-3	15.089	18.870	1207.889
22000000	4.836	8.967	0.3833	0.1770	0.2089	0.2308	0.3681	0.2034	0.1727	0.2557	0.6366	1.7267	5.0562E-3	15.494	18.455	1209.306
