state	posterior	prior	likelihood	coalescent
1000000	-86706.114	-15038.132	-71667.982	-15025.181
2000000	-86716.388	-15003.092	-71713.296	-14990.004
3000000	-86761.245	-15110.164	-71651.081	-15097.011
4000000	-86639.834	-14987.782	-71652.052	-14974.595
5000000	-86594.429	-14976.403	-71618.026	-14963.233
6000000	-86517.148	-14810.930	-71706.217	-14797.928
7000000	-86602.260	-14922.420	-71679.840	-14909.205
8000000	-86517.571	-14956.840	-71560.731	-14943.724
9000000	-86788.575	-14988.539	-71800.036	-14975.464
10000000	-86582.275	-14854.483	-71727.792	-14841.477
11000000	-86640.220	-14983.731	-71656.490	-14970.541
12000000	-86632.336	-15017.610	-71614.726	-15004.553
13000000	-86596.520	-14945.605	-71650.915	-14932.567
14000000	-86663.941	-15082.659	-71581.282	-15069.601
15000000	-86624.976	-15007.586	-71617.390	-14994.536
16000000	-86513.711	-14850.262	-71663.449	-14837.255
17000000	-86637.374	-14893.568	-71743.806	-14880.380
18000000	-86627.959	-14960.749	-71667.210	-14947.645
19000000	-86769.607	-15145.457	-71624.150	-15132.441
20000000	-86540.506	-14884.497	-71656.009	-14871.456
21000000	-86617.692	-14962.112	-71655.581	-14948.908
22000000	-86723.230	-15087.804	-71635.426	-15074.528
23000000	-86421.709	-14864.720	-71556.989	-14851.549
24000000	-86344.737	-14662.963	-71681.774	-14649.781
25000000	-86279.331	-14790.797	-71488.534	-14777.806
26000000	-86537.813	-14971.378	-71566.436	-14958.372
27000000	-86615.080	-14990.716	-71624.365	-14977.431
28000000	-86730.793	-15030.125	-71700.667	-15017.083
29000000	-86569.991	-14907.711	-71662.281	-14894.695
30000000	-86522.550	-14950.544	-71572.006	-14937.678
31000000	-86665.185	-14975.942	-71689.243	-14962.963
32000000	-86523.390	-14885.280	-71638.110	-14872.273
33000000	-86546.193	-14868.666	-71677.527	-14855.868
34000000	-86450.433	-14843.653	-71606.781	-14830.436
35000000	-86498.775	-14774.574	-71724.201	-14761.533
36000000	-86586.299	-14849.510	-71736.789	-14836.433
37000000	-86655.931	-15013.363	-71642.568	-15000.328
38000000	-86595.728	-14984.178	-71611.550	-14970.948
39000000	-86544.204	-14885.818	-71658.385	-14872.914
40000000	-86500.043	-14866.170	-71633.873	-14853.056
41000000	-86737.675	-15067.950	-71669.725	-15054.786
42000000	-86799.874	-15158.901	-71640.973	-15145.600
43000000	-86579.135	-14942.907	-71636.227	-14929.736
44000000	-86624.544	-14958.955	-71665.589	-14945.717
