state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	4.780	8.764	0.3958	0.1827	0.2032	0.2184	0.3804	0.2179	0.1727	0.2290	0.6267	1.7466	4.9127E-3	15.200	17.546	1208.270
2000000	4.448	8.590	0.3856	0.1866	0.2057	0.2221	0.3699	0.2134	0.1737	0.2431	0.6383	1.7235	5.0616E-3	14.605	18.109	1201.388
3000000	5.003	8.762	0.3808	0.1850	0.2080	0.2262	0.3672	0.2150	0.1701	0.2477	0.6273	1.7455	4.9031E-3	15.637	18.084	1223.391
4000000	4.539	8.532	0.3945	0.1784	0.2091	0.2181	0.3767	0.2122	0.1665	0.2446	0.6244	1.7513	5.1308E-3	14.933	18.899	1199.504
5000000	4.955	8.484	0.3808	0.1914	0.2126	0.2151	0.3623	0.2206	0.1691	0.2481	0.6450	1.7100	5.0101E-3	14.838	19.742	1205.036
6000000	4.954	8.556	0.3762	0.1837	0.2151	0.2250	0.3552	0.2273	0.1646	0.2529	0.6390	1.7221	5.1057E-3	14.017	19.551	1197.458
7000000	4.820	8.988	0.3677	0.1898	0.2157	0.2268	0.3599	0.2185	0.1697	0.2519	0.6450	1.7101	5.0351E-3	14.673	17.769	1198.568
8000000	4.884	8.417	0.3671	0.1832	0.2158	0.2339	0.3574	0.2097	0.1845	0.2484	0.6353	1.7294	5.0144E-3	15.231	18.617	1222.019
9000000	4.710	8.431	0.3839	0.1793	0.2249	0.2119	0.3586	0.2129	0.1876	0.2409	0.6159	1.7682	4.9828E-3	15.577	18.216	1223.770
10000000	4.832	8.342	0.3677	0.1775	0.2178	0.2371	0.3632	0.2134	0.1728	0.2506	0.6345	1.7311	4.9656E-3	14.986	18.586	1232.840
11000000	4.618	9.107	0.3864	0.1721	0.2230	0.2185	0.3630	0.2239	0.1704	0.2427	0.6337	1.7327	4.8402E-3	15.798	17.772	1243.248
12000000	5.046	8.391	0.3789	0.1938	0.2006	0.2266	0.3560	0.2131	0.1771	0.2537	0.6301	1.7398	5.0534E-3	15.045	19.694	1218.337
13000000	4.598	8.953	0.3869	0.1770	0.2115	0.2247	0.3650	0.2114	0.1666	0.2571	0.6374	1.7253	4.9139E-3	15.352	18.494	1229.009
14000000	4.800	8.476	0.3732	0.1900	0.2165	0.2203	0.3767	0.2076	0.1678	0.2479	0.6262	1.7476	4.9865E-3	15.164	18.143	1210.967
15000000	4.739	8.549	0.3768	0.1782	0.2176	0.2274	0.3681	0.2144	0.1765	0.2411	0.6323	1.7355	4.9715E-3	15.453	17.588	1218.711
16000000	4.309	8.878	0.3841	0.1804	0.2088	0.2267	0.3601	0.2081	0.1793	0.2525	0.6273	1.7454	5.0196E-3	14.933	18.002	1203.638
17000000	4.872	8.220	0.3826	0.1817	0.2119	0.2238	0.3750	0.2143	0.1794	0.2313	0.6293	1.7414	4.9903E-3	14.989	18.082	1206.362
18000000	4.603	8.550	0.3754	0.1831	0.2093	0.2322	0.3585	0.2290	0.1718	0.2407	0.6212	1.7575	4.9616E-3	15.518	18.702	1233.627
19000000	4.964	8.512	0.3891	0.1715	0.2096	0.2297	0.3763	0.2157	0.1663	0.2417	0.6215	1.7571	4.9331E-3	15.085	19.511	1228.369
20000000	4.691	8.853	0.3812	0.1755	0.2201	0.2232	0.3673	0.2140	0.1742	0.2444	0.6371	1.7258	4.9972E-3	15.022	18.794	1208.425
21000000	5.275	8.863	0.3793	0.1701	0.2137	0.2369	0.3612	0.2175	0.1785	0.2428	0.6294	1.7413	4.9511E-3	15.559	19.271	1230.822
22000000	4.545	8.688	0.3709	0.1850	0.2163	0.2278	0.3771	0.2142	0.1681	0.2405	0.6368	1.7264	4.9005E-3	15.588	19.168	1211.218
23000000	4.743	8.721	0.3769	0.1763	0.2103	0.2366	0.3692	0.2171	0.1697	0.2439	0.6361	1.7278	4.9913E-3	15.523	19.125	1229.946
24000000	5.069	9.020	0.3798	0.1717	0.2191	0.2293	0.3617	0.2188	0.1732	0.2463	0.6231	1.7538	5.0629E-3	15.037	17.167	1210.572
25000000	4.825	8.543	0.3862	0.1835	0.2101	0.2202	0.3661	0.2060	0.1719	0.2560	0.6486	1.7028	4.8899E-3	15.614	18.422	1222.399
26000000	4.968	8.744	0.3798	0.1764	0.2137	0.2301	0.3538	0.2224	0.1748	0.2491	0.6400	1.7200	5.0085E-3	14.745	20.155	1220.103
27000000	4.523	8.896	0.3767	0.1919	0.2123	0.2191	0.3695	0.2209	0.1691	0.2405	0.6281	1.7438	4.8935E-3	15.444	18.749	1217.840
28000000	4.743	8.321	0.3677	0.1917	0.2175	0.2230	0.3779	0.2073	0.1645	0.2503	0.6413	1.7174	4.9605E-3	15.236	18.923	1218.202
29000000	4.901	8.589	0.3699	0.1790	0.2279	0.2232	0.3669	0.2246	0.1743	0.2343	0.6338	1.7324	4.9397E-3	15.204	20.014	1216.808
30000000	4.664	8.735	0.3927	0.1812	0.2110	0.2152	0.3693	0.2158	0.1664	0.2485	0.6393	1.7213	4.9704E-3	14.921	18.278	1218.634
31000000	4.950	8.696	0.3816	0.1934	0.2061	0.2189	0.3612	0.2261	0.1731	0.2397	0.6373	1.7253	5.0311E-3	15.058	20.062	1213.260
32000000	4.863	8.860	0.3764	0.1886	0.2177	0.2173	0.3732	0.2132	0.1720	0.2415	0.6285	1.7429	4.9277E-3	15.064	17.854	1224.022
33000000	4.549	8.051	0.3799	0.1864	0.2120	0.2216	0.3677	0.2163	0.1704	0.2456	0.6336	1.7328	5.0139E-3	15.757	17.773	1237.560
34000000	4.832	8.644	0.3800	0.1718	0.2144	0.2337	0.3702	0.2134	0.1674	0.2490	0.6330	1.7340	5.0641E-3	14.420	18.436	1182.751
