state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	4.673	8.364	0.3962	0.1772	0.2013	0.2252	0.3613	0.2269	0.1671	0.2447	0.6214	1.7572	4.9116E-3	15.457	18.615	1235.036
2000000	4.781	8.828	0.3903	0.1761	0.2055	0.2280	0.3636	0.2134	0.1751	0.2479	0.6396	1.7208	4.9681E-3	14.973	18.290	1228.465
3000000	4.698	8.627	0.3734	0.1825	0.2186	0.2255	0.3551	0.2157	0.1771	0.2521	0.6294	1.7412	4.9572E-3	15.786	18.591	1248.097
4000000	4.762	8.717	0.3813	0.1810	0.2155	0.2221	0.3644	0.2123	0.1749	0.2484	0.6202	1.7597	5.0406E-3	15.231	20.319	1231.204
5000000	5.049	8.913	0.3856	0.1794	0.2140	0.2210	0.3733	0.2064	0.1661	0.2542	0.6462	1.7077	4.971E-3	15.272	19.217	1220.922
6000000	4.761	8.698	0.3738	0.1866	0.2118	0.2278	0.3497	0.2143	0.1742	0.2619	0.6332	1.7336	5.0046E-3	14.957	19.582	1206.396
7000000	4.892	9.458	0.3777	0.1838	0.2224	0.2161	0.3573	0.2106	0.1795	0.2526	0.6281	1.7439	4.9791E-3	15.132	18.454	1216.914
8000000	5.104	8.626	0.3721	0.1876	0.2064	0.2339	0.3757	0.2041	0.1724	0.2477	0.6338	1.7324	4.9471E-3	15.481	18.858	1222.100
9000000	4.733	8.575	0.3827	0.1784	0.2202	0.2188	0.3646	0.2095	0.1820	0.2440	0.6320	1.7361	4.9894E-3	15.432	18.036	1226.840
10000000	5.004	8.212	0.3764	0.1773	0.2164	0.2298	0.3630	0.2220	0.1715	0.2435	0.6494	1.7012	5.0413E-3	14.680	19.039	1207.389
11000000	4.944	8.949	0.3700	0.1852	0.2159	0.2289	0.3575	0.2245	0.1755	0.2424	0.6219	1.7562	4.9837E-3	15.639	19.303	1221.243
