state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.1829	0.1374	0.2643	0.1703	0.1751	0.3903	6.7145E-4	0.369	0.822	348.628
2000000	4.2726	0.1404	0.2637	0.1645	0.1740	0.3978	6.5201E-4	0.853	0.892	350.484
3000000	4.3293	0.1563	0.2652	0.1675	0.1754	0.3919	6.5605E-4	0.605	0.930	349.449
4000000	4.2627	0.1440	0.2647	0.1647	0.1752	0.3954	6.6768E-4	0.286	0.802	349.400
5000000	4.1057	0.1407	0.2633	0.1693	0.1780	0.3894	6.6881E-4	0.358	0.801	350.350
6000000	4.2134	0.1465	0.2635	0.1706	0.1759	0.3901	6.8188E-4	0.431	1.004	347.491
7000000	4.4112	0.1558	0.2671	0.1679	0.1748	0.3902	6.7129E-4	0.763	0.805	342.144
8000000	4.1541	0.1536	0.2629	0.1706	0.1765	0.3900	6.8569E-4	0.394	0.821	343.727
9000000	4.3900	0.1521	0.2619	0.1698	0.1779	0.3904	6.6294E-4	0.439	1.053	347.197
10000000	4.3452	0.1564	0.2601	0.1677	0.1775	0.3947	6.7206E-4	0.841	0.917	349.038
11000000	4.1671	0.1477	0.2647	0.1681	0.1784	0.3888	6.8297E-4	0.765	0.823	348.448
12000000	4.3020	0.1435	0.2645	0.1708	0.1732	0.3915	6.6725E-4	0.323	0.805	355.816
13000000	4.2618	0.1452	0.2615	0.1727	0.1799	0.3859	6.5713E-4	0.721	0.806	352.245
14000000	4.4314	0.1533	0.2669	0.1664	0.1747	0.3920	6.6409E-4	0.582	0.905	353.922
15000000	4.2583	0.1529	0.2623	0.1699	0.1767	0.3911	6.6807E-4	0.403	0.869	353.878
16000000	4.3839	0.1470	0.2644	0.1693	0.1726	0.3936	6.5705E-4	0.944	0.852	343.764
17000000	4.3256	0.1450	0.2611	0.1718	0.1778	0.3893	6.6472E-4	0.334	0.903	352.816
18000000	4.3040	0.1542	0.2631	0.1665	0.1765	0.3940	6.4323E-4	0.599	0.885	356.766
19000000	4.1487	0.1325	0.2612	0.1713	0.1779	0.3896	6.6422E-4	1.004	0.883	353.038
20000000	4.4141	0.1532	0.2578	0.1676	0.1781	0.3964	6.556E-4	0.486	0.836	355.245
21000000	4.3179	0.1639	0.2638	0.1701	0.1750	0.3911	6.6615E-4	0.604	0.970	345.519
22000000	4.2282	0.1477	0.2596	0.1689	0.1779	0.3935	6.8427E-4	0.676	0.877	343.429
23000000	4.3626	0.1421	0.2712	0.1666	0.1785	0.3837	6.6868E-4	0.288	0.801	347.200
24000000	4.3330	0.1483	0.2612	0.1686	0.1750	0.3952	6.5932E-4	0.679	0.972	351.869
25000000	4.2081	0.1465	0.2668	0.1683	0.1749	0.3901	6.4828E-4	0.663	0.786	356.790
26000000	4.4979	0.1475	0.2662	0.1656	0.1751	0.3931	6.7426E-4	0.630	0.828	347.114
27000000	4.3016	0.1386	0.2637	0.1684	0.1773	0.3906	6.7283E-4	0.904	1.008	351.993
28000000	4.3503	0.1393	0.2636	0.1697	0.1791	0.3875	6.6536E-4	0.472	0.837	348.937
29000000	4.3868	0.1454	0.2629	0.1690	0.1776	0.3905	6.7161E-4	0.553	0.977	351.652
30000000	4.3665	0.1508	0.2607	0.1670	0.1765	0.3959	6.4464E-4	0.578	0.898	358.605
31000000	4.4167	0.1519	0.2610	0.1723	0.1769	0.3899	6.4668E-4	0.359	0.875	353.807
32000000	4.3276	0.1547	0.2676	0.1693	0.1747	0.3884	6.4708E-4	0.308	0.820	355.197
33000000	4.3271	0.1478	0.2588	0.1671	0.1792	0.3949	6.495E-4	1.136	0.893	354.769
