state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.1479	0.1524	0.2640	0.1685	0.1758	0.3917	6.4327E-4	0.343	0.805	354.184
2000000	4.3018	0.1516	0.2647	0.1715	0.1784	0.3854	6.7713E-4	0.168	0.801	355.009
3000000	4.3018	0.1373	0.2651	0.1691	0.1741	0.3917	6.599E-4	0.348	0.799	345.316
4000000	4.3005	0.1582	0.2631	0.1660	0.1766	0.3943	6.8808E-4	0.470	0.805	342.191
5000000	4.5912	0.1565	0.2636	0.1691	0.1754	0.3919	6.5927E-4	0.316	0.767	348.133
6000000	4.1326	0.1481	0.2664	0.1673	0.1747	0.3916	6.8572E-4	0.596	0.797	352.074
7000000	4.4353	0.1341	0.2610	0.1700	0.1767	0.3923	6.5697E-4	0.411	0.815	354.606
8000000	4.4204	0.1467	0.2647	0.1691	0.1714	0.3948	6.7317E-4	0.380	0.802	343.164
9000000	4.3116	0.1417	0.2620	0.1683	0.1746	0.3951	6.8243E-4	0.574	0.792	342.455
10000000	4.1991	0.1523	0.2642	0.1667	0.1778	0.3913	6.7693E-4	0.648	0.825	348.439
11000000	4.2440	0.1379	0.2629	0.1668	0.1758	0.3945	6.6262E-4	0.392	0.815	347.563
12000000	4.3344	0.1487	0.2629	0.1670	0.1780	0.3921	6.633E-4	0.248	0.910	355.589
13000000	4.1878	0.1365	0.2617	0.1670	0.1774	0.3939	6.7919E-4	0.312	0.772	352.900
14000000	4.3114	0.1481	0.2673	0.1672	0.1768	0.3888	6.6477E-4	0.822	0.793	351.905
15000000	4.2310	0.1445	0.2657	0.1695	0.1698	0.3950	6.5723E-4	0.498	0.957	346.329
16000000	4.2398	0.1551	0.2681	0.1659	0.1737	0.3923	6.614E-4	0.615	0.891	349.292
17000000	4.3116	0.1552	0.2638	0.1656	0.1770	0.3935	6.6776E-4	0.495	0.787	349.705
18000000	4.3314	0.1545	0.2670	0.1684	0.1760	0.3886	6.5707E-4	0.486	0.812	351.741
19000000	4.1636	0.1470	0.2658	0.1687	0.1733	0.3923	6.5452E-4	0.451	0.785	353.444
20000000	4.2769	0.1462	0.2615	0.1697	0.1769	0.3919	6.666E-4	0.332	0.802	351.825
21000000	4.4321	0.1414	0.2643	0.1676	0.1764	0.3917	6.5727E-4	0.498	0.825	351.071
22000000	4.2592	0.1425	0.2626	0.1687	0.1772	0.3914	6.6791E-4	0.345	0.908	350.242
23000000	4.4442	0.1357	0.2622	0.1691	0.1754	0.3934	6.605E-4	0.365	0.905	347.699
24000000	4.2757	0.1505	0.2657	0.1703	0.1736	0.3904	6.7763E-4	0.460	0.861	343.979
25000000	4.3873	0.1451	0.2614	0.1700	0.1789	0.3897	6.894E-4	0.723	0.805	346.854
26000000	4.1015	0.1512	0.2641	0.1690	0.1772	0.3897	6.7691E-4	0.849	0.802	350.113
27000000	4.4018	0.1439	0.2602	0.1692	0.1771	0.3934	6.5464E-4	0.404	0.820	341.383
28000000	4.3447	0.1419	0.2682	0.1675	0.1760	0.3883	6.4641E-4	0.419	0.783	348.194
29000000	4.2701	0.1461	0.2662	0.1664	0.1759	0.3916	6.4063E-4	0.626	0.874	358.495
30000000	4.3344	0.1422	0.2632	0.1690	0.1766	0.3913	6.5946E-4	0.445	0.785	358.072
31000000	4.4481	0.1568	0.2616	0.1690	0.1732	0.3962	6.7013E-4	0.776	0.765	349.334
32000000	4.3104	0.1431	0.2643	0.1659	0.1754	0.3943	6.4946E-4	0.527	0.943	357.495
33000000	4.2074	0.1466	0.2605	0.1692	0.1728	0.3974	6.6163E-4	0.823	0.871	356.842
34000000	4.2886	0.1420	0.2702	0.1700	0.1742	0.3856	6.5997E-4	0.857	0.972	357.397
35000000	4.3259	0.1407	0.2628	0.1700	0.1748	0.3924	6.6745E-4	0.471	0.851	347.144
36000000	4.2985	0.1467	0.2613	0.1660	0.1767	0.3960	6.769E-4	0.430	0.880	346.732
37000000	4.2942	0.1545	0.2660	0.1692	0.1764	0.3884	6.769E-4	1.010	0.886	342.708
38000000	4.2818	0.1357	0.2620	0.1688	0.1750	0.3942	6.8128E-4	0.417	0.893	347.208
39000000	4.2922	0.1443	0.2609	0.1694	0.1779	0.3918	6.5616E-4	0.520	0.850	346.776
40000000	4.0723	0.1479	0.2665	0.1653	0.1743	0.3939	6.8747E-4	0.400	0.896	342.177
41000000	4.2845	0.1417	0.2606	0.1709	0.1729	0.3957	6.7706E-4	0.709	0.864	348.523
42000000	4.3677	0.1406	0.2630	0.1675	0.1770	0.3925	6.7182E-4	0.321	0.782	348.472
43000000	4.3095	0.1432	0.2564	0.1651	0.1781	0.4004	6.6078E-4	0.783	0.925	349.497
44000000	4.3392	0.1600	0.2632	0.1686	0.1788	0.3893	6.6537E-4	0.835	0.827	349.368
