state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.2027	0.1538	0.2585	0.1686	0.1737	0.3991	6.5575E-4	0.685	0.877	354.743
2000000	4.3311	0.1472	0.2610	0.1689	0.1741	0.3960	6.4573E-4	0.367	0.767	358.156
3000000	4.3344	0.1411	0.2618	0.1665	0.1781	0.3937	6.4656E-4	0.470	0.887	354.017
4000000	4.4515	0.1429	0.2646	0.1706	0.1752	0.3895	6.7579E-4	0.486	0.802	345.925
5000000	4.2211	0.1485	0.2663	0.1653	0.1742	0.3942	6.6602E-4	0.409	0.881	347.732
6000000	4.3316	0.1592	0.2609	0.1693	0.1743	0.3954	6.6253E-4	0.273	0.811	343.098
7000000	4.3947	0.1534	0.2651	0.1718	0.1762	0.3869	6.7014E-4	0.244	0.802	348.941
8000000	4.3837	0.1528	0.2653	0.1685	0.1784	0.3878	6.7442E-4	0.619	0.917	344.341
9000000	4.4258	0.1478	0.2656	0.1684	0.1768	0.3893	6.7605E-4	0.464	0.803	346.487
10000000	4.4981	0.1537	0.2660	0.1690	0.1738	0.3912	6.9905E-4	0.474	0.808	341.895
11000000	4.5652	0.1407	0.2669	0.1747	0.1722	0.3862	6.898E-4	0.763	0.894	341.096
12000000	4.3363	0.1436	0.2640	0.1695	0.1746	0.3919	6.7959E-4	0.703	0.808	343.623
13000000	4.1954	0.1413	0.2643	0.1664	0.1794	0.3898	6.8486E-4	0.720	0.796	350.141
14000000	4.3429	0.1533	0.2620	0.1688	0.1759	0.3932	6.6954E-4	0.487	0.846	350.635
15000000	4.2463	0.1450	0.2613	0.1684	0.1763	0.3941	6.4938E-4	0.574	0.879	351.195
16000000	4.1161	0.1574	0.2699	0.1690	0.1725	0.3886	6.686E-4	0.648	0.832	349.838
17000000	4.2708	0.1400	0.2636	0.1684	0.1784	0.3896	6.6229E-4	0.550	0.939	350.354
18000000	4.3666	0.1575	0.2612	0.1678	0.1784	0.3926	6.543E-4	0.398	0.814	353.630
19000000	4.4275	0.1523	0.2630	0.1684	0.1750	0.3935	6.6349E-4	0.459	0.873	353.247
20000000	4.1020	0.1497	0.2659	0.1689	0.1747	0.3905	6.6174E-4	0.716	0.846	353.532
21000000	4.3170	0.1451	0.2630	0.1661	0.1729	0.3981	6.4985E-4	0.612	0.884	358.075
22000000	4.2876	0.1459	0.2641	0.1714	0.1712	0.3933	6.4863E-4	0.399	0.818	356.409
23000000	4.4252	0.1499	0.2624	0.1685	0.1771	0.3921	6.7663E-4	0.839	0.842	347.904
24000000	4.4063	0.1368	0.2656	0.1701	0.1752	0.3892	6.4849E-4	0.331	0.807	347.609
25000000	4.3305	0.1578	0.2634	0.1698	0.1751	0.3918	6.7052E-4	0.531	0.926	348.037
26000000	4.2274	0.1385	0.2648	0.1705	0.1763	0.3884	6.521E-4	0.792	0.922	352.004
27000000	4.3670	0.1430	0.2613	0.1699	0.1738	0.3950	6.5696E-4	0.470	0.809	347.763
28000000	4.3457	0.1416	0.2639	0.1686	0.1747	0.3929	6.8303E-4	0.430	0.776	346.939
29000000	4.4717	0.1519	0.2641	0.1643	0.1802	0.3914	6.585E-4	0.644	0.815	349.334
30000000	4.4747	0.1414	0.2644	0.1657	0.1763	0.3936	6.6916E-4	0.635	0.811	349.535
31000000	4.2178	0.1391	0.2622	0.1685	0.1729	0.3964	6.5297E-4	0.781	0.876	350.404
32000000	4.1468	0.1384	0.2628	0.1675	0.1807	0.3890	6.9234E-4	0.854	0.875	345.187
33000000	4.1756	0.1449	0.2608	0.1710	0.1793	0.3889	6.6532E-4	0.810	0.805	351.497
34000000	4.2178	0.1439	0.2691	0.1678	0.1742	0.3889	6.7847E-4	0.669	0.805	343.444
35000000	4.3227	0.1405	0.2640	0.1674	0.1754	0.3932	6.6645E-4	0.717	0.876	347.887
36000000	4.1811	0.1521	0.2688	0.1669	0.1732	0.3911	6.9088E-4	0.733	0.994	344.483
37000000	4.2768	0.1451	0.2631	0.1675	0.1817	0.3877	6.6657E-4	0.958	0.832	347.692
38000000	4.2546	0.1576	0.2607	0.1695	0.1754	0.3944	6.5903E-4	0.326	0.960	357.239
39000000	4.2340	0.1526	0.2645	0.1713	0.1765	0.3877	6.6575E-4	0.628	0.899	351.712
40000000	4.2097	0.1522	0.2649	0.1686	0.1770	0.3896	6.5023E-4	0.429	0.827	354.414
