state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	3.788	4.771	3.799	4.546	4.234	2.669	2.220	3.384	3.151	3.705	2.667	3.660	3.923	4.218	4.071	4.474	1.546	-2.712	-2.926	-2.850
2000000	3.741	5.466	3.957	4.238	4.415	2.751	2.360	3.218	3.202	3.642	2.609	3.577	4.168	3.968	4.244	4.387	1.473	-2.076	-3.006	-4.215
3000000	3.660	5.229	3.882	4.246	4.100	2.882	2.108	3.101	3.379	3.197	2.693	3.277	4.467	4.553	4.079	4.090	0.963	-1.530	-1.440	-3.296
4000000	3.574	5.557	4.156	3.899	3.998	2.893	2.226	3.209	3.075	3.343	2.920	3.220	4.511	4.102	4.370	3.607	0.812	-1.097	-3.532	-5.825
5000000	3.516	5.164	4.207	4.276	3.602	2.999	2.012	3.504	2.809	3.854	2.783	3.306	3.863	4.397	4.859	3.464	1.030	-1.896	-0.639	-3.013
6000000	3.807	6.118	3.797	4.466	4.042	3.144	2.216	3.197	2.986	3.445	2.706	3.310	3.974	4.022	4.018	3.850	0.920	-1.802	-0.628	-3.829
7000000	3.366	5.135	3.861	4.553	3.773	3.140	1.892	3.812	2.856	3.554	2.726	3.190	3.714	4.390	4.094	4.172	1.092	-2.157	-1.275	-4.496
8000000	3.651	5.066	3.859	4.829	3.927	2.616	2.152	3.558	2.971	3.257	2.895	3.313	4.004	4.075	3.769	4.037	1.148	-1.977	-1.358	-2.330
9000000	3.911	5.687	3.858	4.256	3.377	3.299	2.063	3.199	3.047	3.303	2.708	3.316	3.725	4.260	4.078	4.111	1.080	-2.297	-2.385	-4.375
10000000	3.731	6.350	3.971	4.248	3.712	2.923	2.360	2.653	3.019	3.608	2.916	3.264	3.495	4.485	3.460	4.918	0.904	-1.923	-3.052	-4.182
11000000	3.351	5.489	3.961	4.133	3.429	3.090	2.109	3.250	3.214	3.160	2.970	2.984	3.705	4.346	3.766	4.264	0.929	-1.764	-2.899	-1.808
12000000	3.935	4.892	3.704	4.259	3.660	2.903	2.089	3.070	3.239	3.490	2.697	3.698	3.699	3.826	4.729	3.798	0.772	-2.129	-3.188	-4.458
