state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.3063	0.1560	0.2634	0.1680	0.1755	0.3932	6.6957E-4	0.632	0.789	353.669
2000000	4.5711	0.1513	0.2638	0.1686	0.1760	0.3916	6.4439E-4	0.431	0.797	363.236
3000000	4.2751	0.1553	0.2654	0.1678	0.1744	0.3924	6.8803E-4	0.454	0.810	344.188
4000000	4.2701	0.1486	0.2618	0.1713	0.1723	0.3946	6.8422E-4	0.272	0.789	338.391
5000000	4.4974	0.1531	0.2699	0.1671	0.1697	0.3933	6.6952E-4	0.908	0.974	343.188
6000000	4.3734	0.1465	0.2637	0.1653	0.1766	0.3943	6.7109E-4	0.519	0.808	345.629
7000000	4.3087	0.1437	0.2650	0.1706	0.1733	0.3912	6.7815E-4	0.556	0.894	349.001
8000000	4.2335	0.1448	0.2696	0.1665	0.1746	0.3894	6.7352E-4	0.377	0.894	341.909
9000000	4.2105	0.1379	0.2621	0.1716	0.1745	0.3918	6.5968E-4	0.453	0.802	349.055
10000000	4.2439	0.1455	0.2644	0.1708	0.1725	0.3924	6.5329E-4	1.161	1.018	350.871
11000000	4.4537	0.1444	0.2639	0.1671	0.1755	0.3935	6.9609E-4	0.555	0.883	347.245
12000000	4.2836	0.1457	0.2617	0.1672	0.1771	0.3939	6.5117E-4	0.400	0.959	350.148
13000000	4.1663	0.1506	0.2656	0.1670	0.1750	0.3924	6.6415E-4	0.264	0.836	354.350
14000000	4.3812	0.1446	0.2619	0.1690	0.1776	0.3915	6.7524E-4	0.423	0.886	346.290
15000000	4.1444	0.1365	0.2619	0.1734	0.1805	0.3843	6.8895E-4	1.200	0.911	347.613
16000000	4.4185	0.1476	0.2652	0.1667	0.1750	0.3931	6.5893E-4	1.168	0.905	350.769
17000000	4.2898	0.1401	0.2673	0.1670	0.1765	0.3892	6.7224E-4	0.589	0.819	347.225
18000000	4.0600	0.1463	0.2670	0.1645	0.1758	0.3926	6.7229E-4	0.330	0.906	345.655
19000000	4.2961	0.1400	0.2646	0.1668	0.1746	0.3941	6.7104E-4	0.381	0.777	350.081
20000000	4.2536	0.1350	0.2647	0.1682	0.1736	0.3934	6.8247E-4	0.392	0.779	341.614
21000000	4.3002	0.1509	0.2654	0.1687	0.1753	0.3907	6.5681E-4	0.393	0.995	350.321
22000000	4.5315	0.1369	0.2647	0.1676	0.1755	0.3922	6.7362E-4	0.469	0.824	344.991
23000000	4.3202	0.1526	0.2671	0.1685	0.1785	0.3859	6.7503E-4	0.231	0.877	351.003
24000000	4.3455	0.1390	0.2667	0.1690	0.1769	0.3874	6.7496E-4	0.623	0.880	348.155
25000000	4.1698	0.1536	0.2656	0.1684	0.1730	0.3930	6.6346E-4	0.554	0.856	356.667
