state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	3.647	5.776	3.790	4.363	3.745	3.137	1.942	3.257	3.209	3.424	2.564	3.992	3.758	4.514	4.102	3.761	1.148	-2.387	-2.803	-4.154
2000000	3.984	5.161	4.018	4.221	3.610	3.187	2.315	3.009	3.716	3.057	2.583	3.943	3.634	4.969	4.059	3.604	1.218	-2.384	-2.568	-2.826
3000000	3.652	5.448	3.754	4.494	3.528	3.166	2.175	2.940	3.382	3.503	2.636	3.735	3.840	4.319	4.452	3.554	1.095	-2.410	-0.768	-2.129
4000000	3.827	5.444	3.710	4.885	3.503	3.224	2.060	3.153	3.566	3.414	2.692	3.848	3.806	4.332	4.306	3.419	1.294	-1.745	-1.462	-4.869
5000000	4.067	4.910	3.744	4.773	3.150	3.394	2.028	3.252	3.113	3.274	2.721	3.309	4.080	4.778	4.097	3.473	1.766	-1.644	-1.460	-6.820
6000000	3.579	5.722	3.825	4.511	3.343	3.116	2.236	2.912	3.313	3.517	2.430	3.487	3.644	4.515	4.203	3.386	1.497	-1.893	-1.540	-2.263
7000000	3.475	4.606	3.949	4.281	3.961	2.945	2.363	2.947	3.262	3.452	2.485	3.338	3.835	4.024	4.060	3.670	1.419	-1.650	-1.048	-3.159
8000000	3.811	5.017	3.990	4.597	3.646	3.080	2.212	3.539	2.974	3.877	2.490	3.418	3.525	4.329	4.025	3.779	1.112	-2.060	-0.891	-2.667
9000000	3.652	6.143	3.671	4.481	3.445	3.168	2.049	3.653	3.223	3.145	2.825	3.933	3.516	4.295	4.010	4.042	1.021	-2.326	-1.568	-1.178
10000000	4.292	5.182	3.828	4.212	3.671	3.155	2.066	3.393	3.259	3.365	2.644	3.573	3.749	4.377	4.191	3.837	1.300	-2.389	-1.805	-3.044
11000000	3.779	4.989	4.104	3.996	4.051	3.030	2.098	3.585	2.979	3.699	2.728	3.120	4.418	4.297	3.944	3.587	1.434	-2.065	-2.210	-4.192
12000000	3.650	5.692	3.752	4.186	3.745	3.531	2.038	3.256	3.905	2.991	2.838	3.550	3.536	5.011	4.117	3.495	1.826	-2.592	-2.009	-5.639
13000000	3.273	5.309	3.764	4.388	3.932	3.015	2.183	2.959	3.080	3.758	2.484	3.792	3.323	4.611	4.521	3.500	1.314	-2.208	-2.487	-4.367
14000000	3.834	5.462	3.817	4.542	3.868	3.113	2.387	3.025	3.500	3.002	3.416	3.125	3.737	4.512	4.053	3.662	1.463	-2.018	-0.177	-3.422
15000000	3.503	5.533	3.977	4.417	4.084	2.985	2.120	3.332	2.942	3.707	2.597	3.690	3.282	4.375	4.365	3.426	1.489	-2.247	-3.005	-2.186
16000000	3.937	4.836	3.918	4.206	3.685	2.883	2.442	2.898	3.265	2.988	2.947	3.219	3.843	3.878	4.401	3.580	1.473	-2.098	-2.938	-2.300
17000000	3.669	4.901	4.040	4.174	4.010	2.942	2.045	3.632	3.382	3.598	2.456	4.022	3.654	4.576	4.873	3.172	1.454	-1.977	-2.231	-1.827
18000000	3.483	5.920	3.954	4.295	3.986	2.921	2.360	2.799	3.555	3.189	3.145	3.895	3.524	4.128	4.865	3.306	1.262	-1.959	-3.010	-3.245
19000000	3.863	4.961	3.962	4.290	4.194	2.874	2.200	3.230	3.426	3.357	3.025	3.205	4.097	4.007	4.423	3.339	1.502	-2.035	-2.942	-1.271
20000000	3.447	6.027	3.925	4.050	3.909	2.963	2.136	3.264	3.319	3.856	2.632	3.437	4.062	4.150	4.117	4.266	1.308	-1.642	-2.416	-4.550
21000000	3.871	4.798	3.976	4.011	3.813	3.178	2.001	3.013	2.955	4.021	2.574	3.818	3.558	4.593	3.955	3.999	1.386	-1.931	-2.551	-2.743
22000000	3.661	5.897	3.815	3.853	4.813	2.853	2.068	3.455	3.028	3.675	2.789	3.323	3.616	3.664	4.254	3.838	1.212	-2.098	-2.624	-2.637
23000000	3.634	5.461	3.571	4.644	3.801	2.913	2.128	3.312	3.042	3.599	2.668	3.488	3.875	4.785	3.967	3.958	1.084	-2.418	-2.637	-6.263
24000000	3.770	5.925	3.742	4.453	3.773	3.172	2.209	2.946	3.830	3.256	2.778	3.322	3.648	4.705	3.839	3.846	1.320	-2.057	-2.168	-2.967
25000000	4.057	5.247	3.905	4.338	3.681	3.014	2.140	3.423	3.202	3.084	2.939	3.790	3.930	4.363	4.468	3.720	1.351	-1.704	-3.845	-3.536
26000000	3.923	5.117	4.269	3.624	4.100	3.037	2.326	2.997	3.335	3.350	2.546	3.923	3.413	4.191	3.895	3.808	1.511	-1.693	-2.653	-5.231
27000000	3.668	5.451	4.180	3.969	3.649	2.850	2.287	3.000	3.500	3.037	2.873	3.631	3.852	4.407	4.285	3.854	1.254	-2.105	-2.814	-0.742
