state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.1921	0.1488	0.2618	0.1684	0.1741	0.3957	6.85E-4	0.859	0.814	344.517
2000000	4.2539	0.1556	0.2656	0.1678	0.1733	0.3934	6.8659E-4	0.721	0.832	343.165
3000000	4.4492	0.1421	0.2636	0.1694	0.1797	0.3873	6.8839E-4	0.658	0.767	339.880
4000000	4.3078	0.1304	0.2677	0.1690	0.1735	0.3898	6.8187E-4	0.375	0.957	343.320
5000000	4.2295	0.1540	0.2655	0.1694	0.1733	0.3918	6.7153E-4	0.284	0.795	352.876
6000000	4.3389	0.1469	0.2671	0.1662	0.1743	0.3923	6.6345E-4	0.402	0.794	356.197
7000000	4.2495	0.1399	0.2645	0.1667	0.1765	0.3923	6.4627E-4	0.468	0.816	358.096
8000000	4.3940	0.1367	0.2643	0.1675	0.1774	0.3908	6.5121E-4	0.925	0.864	355.075
9000000	4.2269	0.1410	0.2635	0.1695	0.1756	0.3915	6.598E-4	1.062	0.806	351.635
10000000	4.0971	0.1579	0.2636	0.1689	0.1751	0.3925	6.6495E-4	1.168	1.002	350.510
11000000	4.1928	0.1369	0.2657	0.1679	0.1762	0.3901	6.5643E-4	0.493	0.917	353.411
12000000	4.2947	0.1389	0.2648	0.1699	0.1741	0.3912	6.4769E-4	1.171	0.810	358.593
13000000	4.1849	0.1507	0.2665	0.1681	0.1733	0.3921	6.5341E-4	0.816	0.810	355.209
14000000	4.1807	0.1443	0.2634	0.1688	0.1797	0.3881	6.8276E-4	0.210	0.812	352.409
15000000	4.4031	0.1442	0.2662	0.1699	0.1766	0.3872	6.6925E-4	0.373	0.991	343.239
16000000	4.1399	0.1463	0.2656	0.1678	0.1740	0.3925	6.9695E-4	0.570	0.790	343.925
17000000	4.2642	0.1551	0.2614	0.1697	0.1757	0.3932	6.901E-4	0.498	0.849	343.902
18000000	4.3560	0.1549	0.2648	0.1689	0.1761	0.3903	7.0848E-4	0.458	0.878	338.383
19000000	4.4082	0.1377	0.2644	0.1710	0.1741	0.3905	6.6632E-4	0.900	0.972	344.177
20000000	4.3033	0.1540	0.2640	0.1746	0.1752	0.3862	6.7976E-4	0.597	0.833	346.146
21000000	4.2156	0.1475	0.2609	0.1687	0.1753	0.3951	6.8693E-4	0.508	0.803	344.175
22000000	4.3544	0.1495	0.2626	0.1668	0.1787	0.3920	6.67E-4	0.416	0.844	348.621
23000000	4.2866	0.1460	0.2623	0.1692	0.1820	0.3864	6.7904E-4	0.977	0.841	341.165
24000000	4.2633	0.1501	0.2656	0.1700	0.1779	0.3866	6.6802E-4	0.623	0.977	345.120
25000000	4.4806	0.1409	0.2682	0.1671	0.1743	0.3904	6.683E-4	0.598	0.888	357.763
26000000	4.2366	0.1418	0.2629	0.1702	0.1770	0.3899	6.5039E-4	0.504	0.826	352.320
27000000	4.3319	0.1418	0.2593	0.1685	0.1785	0.3938	6.5472E-4	0.544	0.971	352.721
28000000	4.3926	0.1699	0.2649	0.1697	0.1774	0.3879	6.7087E-4	0.681	0.995	349.076
29000000	4.2740	0.1435	0.2683	0.1685	0.1779	0.3854	6.6771E-4	0.246	0.954	347.878
30000000	4.2483	0.1443	0.2650	0.1696	0.1754	0.3900	6.7696E-4	0.611	0.839	346.570
31000000	4.3370	0.1465	0.2655	0.1720	0.1744	0.3881	6.8241E-4	0.247	0.781	352.851
32000000	4.3192	0.1523	0.2618	0.1711	0.1725	0.3946	6.7539E-4	0.290	0.790	351.032
33000000	4.1842	0.1490	0.2613	0.1680	0.1778	0.3929	6.6578E-4	0.363	0.837	350.566
34000000	4.2459	0.1497	0.2641	0.1684	0.1746	0.3929	6.9176E-4	0.428	0.822	344.225
35000000	4.4638	0.1505	0.2666	0.1660	0.1737	0.3937	6.9365E-4	0.520	0.879	340.667
36000000	4.1848	0.1378	0.2577	0.1710	0.1785	0.3928	6.6503E-4	1.405	0.894	342.295
37000000	4.3803	0.1434	0.2655	0.1674	0.1740	0.3930	6.6167E-4	0.391	0.838	352.974
38000000	4.3326	0.1382	0.2623	0.1712	0.1782	0.3883	6.6431E-4	0.745	0.800	347.328
39000000	4.0127	0.1483	0.2654	0.1694	0.1753	0.3900	6.6853E-4	0.465	0.965	352.431
40000000	4.4242	0.1518	0.2648	0.1699	0.1767	0.3885	6.7209E-4	0.434	0.787	348.936
41000000	4.4726	0.1508	0.2606	0.1679	0.1784	0.3931	6.7485E-4	0.505	1.044	348.593
42000000	4.4453	0.1567	0.2662	0.1709	0.1787	0.3842	7.0506E-4	0.386	0.943	342.582
43000000	4.2034	0.1450	0.2607	0.1712	0.1764	0.3917	6.8046E-4	0.568	0.821	346.869
44000000	4.0958	0.1455	0.2607	0.1703	0.1764	0.3926	6.6379E-4	0.426	0.828	349.586
45000000	4.2568	0.1519	0.2623	0.1688	0.1781	0.3908	6.6919E-4	0.311	0.782	355.141
46000000	4.4236	0.1407	0.2663	0.1688	0.1773	0.3876	6.6615E-4	0.413	0.802	349.679
47000000	4.1628	0.1500	0.2638	0.1712	0.1737	0.3912	6.494E-4	0.195	0.863	357.156
48000000	4.1405	0.1515	0.2631	0.1675	0.1756	0.3938	6.6141E-4	0.615	0.892	351.616
49000000	4.0855	0.1614	0.2644	0.1690	0.1712	0.3954	6.625E-4	0.471	0.787	353.170
50000000	4.1926	0.1458	0.2659	0.1675	0.1752	0.3915	6.8863E-4	0.607	0.998	349.119
51000000	4.3863	0.1528	0.2643	0.1641	0.1801	0.3915	6.6626E-4	0.361	0.826	352.022
52000000	4.4151	0.1507	0.2636	0.1693	0.1729	0.3942	6.5833E-4	0.367	0.819	349.850
53000000	4.4461	0.1525	0.2635	0.1681	0.1760	0.3925	6.5816E-4	0.842	0.845	351.528
54000000	4.2165	0.1472	0.2643	0.1704	0.1776	0.3877	6.8087E-4	0.303	0.866	356.029
55000000	4.4195	0.1377	0.2625	0.1709	0.1762	0.3903	6.3424E-4	0.273	0.888	361.278
56000000	4.3422	0.1481	0.2635	0.1714	0.1743	0.3908	6.666E-4	0.564	0.880	352.933
57000000	4.2336	0.1551	0.2623	0.1677	0.1771	0.3929	6.7538E-4	0.460	0.785	343.666
58000000	4.4639	0.1398	0.2622	0.1676	0.1784	0.3918	6.6837E-4	0.519	0.843	345.706
59000000	4.4059	0.1535	0.2624	0.1673	0.1764	0.3939	6.5726E-4	0.788	0.846	353.554
60000000	4.2549	0.1448	0.2593	0.1690	0.1779	0.3938	6.6329E-4	0.563	0.819	350.357
61000000	4.5132	0.1541	0.2628	0.1647	0.1759	0.3966	6.7064E-4	0.508	0.908	350.554
62000000	4.3883	0.1444	0.2668	0.1679	0.1768	0.3886	6.939E-4	0.766	0.813	350.106
63000000	4.1035	0.1657	0.2663	0.1679	0.1738	0.3920	6.7086E-4	0.735	0.813	353.992
64000000	4.3575	0.1368	0.2664	0.1658	0.1759	0.3919	6.9019E-4	0.412	0.808	345.617
65000000	4.2052	0.1475	0.2635	0.1661	0.1734	0.3970	6.502E-4	0.951	0.905	357.971
66000000	4.2854	0.1609	0.2647	0.1659	0.1769	0.3924	6.4487E-4	1.335	0.985	362.233
67000000	4.2328	0.1433	0.2660	0.1685	0.1764	0.3891	6.417E-4	0.599	1.089	357.579
68000000	4.1695	0.1453	0.2643	0.1662	0.1754	0.3942	6.4651E-4	0.705	0.878	361.434
69000000	4.4183	0.1472	0.2635	0.1686	0.1792	0.3887	6.6435E-4	0.737	0.814	357.756
70000000	4.5407	0.1620	0.2660	0.1688	0.1738	0.3914	6.547E-4	0.555	0.786	358.678
71000000	4.4691	0.1507	0.2637	0.1664	0.1740	0.3959	6.4615E-4	0.329	0.922	360.866
72000000	4.3644	0.1425	0.2622	0.1672	0.1741	0.3965	6.5996E-4	0.310	0.870	354.198
73000000	4.2151	0.1520	0.2623	0.1668	0.1760	0.3949	6.8111E-4	0.480	0.781	344.640
74000000	4.1879	0.1491	0.2618	0.1673	0.1770	0.3939	6.9678E-4	0.454	0.797	339.009
75000000	4.4232	0.1411	0.2581	0.1670	0.1783	0.3966	6.6664E-4	0.755	0.822	343.551
76000000	4.3474	0.1468	0.2654	0.1672	0.1784	0.3890	6.9272E-4	0.444	0.778	342.221
