state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	3.529	4.905	3.695	4.797	3.428	3.071	2.132	3.470	2.775	3.677	2.759	3.181	3.665	4.323	3.991	3.537	0.827	-2.940	-2.225	-3.101
2000000	3.729	5.260	3.959	4.413	3.745	2.836	2.002	3.038	3.017	3.830	2.442	3.178	4.321	3.898	4.334	3.651	0.974	-2.502	-2.980	-1.180
3000000	3.682	5.686	3.941	4.744	3.476	2.922	2.092	3.200	3.005	3.740	2.699	2.912	4.289	4.330	4.501	4.059	1.130	-2.163	-2.211	-1.937
4000000	4.210	4.455	4.207	4.146	3.530	3.015	2.014	3.401	3.099	3.535	2.352	3.596	3.932	4.782	3.946	4.221	1.272	-1.880	-4.072	-1.502
5000000	3.773	5.376	3.772	5.069	3.300	3.008	2.362	3.052	3.586	3.207	2.576	3.655	3.647	4.075	4.266	4.238	0.979	-2.143	-1.758	-3.426
6000000	3.743	4.938	3.794	5.096	3.415	2.822	2.293	3.115	3.794	3.126	2.321	3.887	4.060	4.230	4.209	4.335	1.054	-2.385	-3.553	-2.003
7000000	3.659	5.865	3.540	4.994	3.341	3.198	2.053	3.359	3.107	3.187	2.693	3.652	3.730	4.252	4.117	4.002	1.184	-2.284	-3.138	-3.767
8000000	4.005	5.238	3.933	4.318	3.897	2.674	2.442	3.373	3.062	3.581	2.847	3.360	3.672	4.271	4.480	3.719	1.499	-1.889	-2.002	-0.605
9000000	3.692	4.951	3.882	4.019	3.598	3.100	2.139	3.466	3.484	3.325	2.784	3.183	3.829	4.424	4.041	4.016	1.434	-1.902	-2.439	-2.672
10000000	3.538	5.842	3.607	4.196	3.553	3.224	2.367	3.182	3.164	3.483	2.508	3.834	3.667	4.619	4.039	4.056	1.191	-2.132	-2.156	-2.146
11000000	3.930	6.063	3.816	4.278	3.629	2.838	2.126	3.175	3.336	3.709	2.451	3.621	3.408	5.145	4.090	3.964	1.233	-1.787	-1.150	-1.954
12000000	3.596	5.268	3.748	4.671	3.448	2.771	2.136	3.180	3.338	3.220	2.358	3.902	3.608	4.516	3.810	3.815	1.312	-1.646	-1.322	-2.797
13000000	3.473	5.235	4.137	4.163	3.878	2.965	2.124	3.416	3.209	3.658	2.735	2.818	3.944	4.618	4.053	3.390	1.509	-1.683	-2.617	-2.060
14000000	3.747	5.003	3.882	4.069	3.591	3.107	2.218	2.838	3.251	3.798	2.508	3.106	3.867	4.106	4.123	3.621	1.341	-2.341	-3.168	-5.453
15000000	4.465	4.849	3.914	4.418	3.504	3.139	2.499	2.750	3.466	3.249	2.534	3.466	3.432	4.465	3.734	3.442	1.462	-2.724	-3.807	-5.099
16000000	3.840	5.093	4.134	4.368	3.517	3.163	2.049	3.078	3.172	3.577	2.460	3.170	3.906	4.344	3.813	3.381	1.323	-2.340	-2.099	-2.769
17000000	3.808	5.945	3.943	4.432	3.521	3.007	2.089	2.769	2.853	3.558	2.595	3.292	3.675	5.012	3.733	3.465	1.030	-2.068	-2.747	-4.206
18000000	3.898	5.247	3.752	4.282	3.918	2.880	2.237	2.863	3.187	3.098	2.587	3.158	3.931	4.579	3.752	3.475	0.839	-1.971	-2.007	-1.941
19000000	3.939	4.984	3.968	4.037	4.155	2.510	2.214	3.043	3.011	3.046	2.870	2.968	4.344	3.912	4.307	3.415	1.278	-1.682	-2.257	-2.470
20000000	3.564	5.334	3.897	4.663	3.320	3.130	2.259	2.973	3.207	3.488	2.593	3.685	3.911	4.128	4.079	3.816	1.207	-2.448	-3.029	-3.794
21000000	3.501	5.189	3.872	4.704	3.498	3.169	2.174	3.078	3.119	3.484	2.481	3.855	3.923	4.448	3.934	3.849	0.931	-2.720	-2.369	-2.068
22000000	3.688	5.884	3.666	4.589	3.493	3.305	2.228	3.356	3.510	3.148	2.316	4.101	3.940	4.757	3.975	4.150	1.076	-2.308	-3.115	-1.873
23000000	3.422	6.238	3.933	4.434	3.351	3.297	1.903	3.692	3.129	3.254	2.890	3.233	4.014	4.365	4.256	3.796	1.514	-1.768	-1.814	-1.679
24000000	3.851	5.619	3.805	4.385	3.643	3.259	2.134	3.311	3.104	3.410	2.905	3.269	4.060	4.495	3.935	3.855	1.490	-2.059	-2.321	-2.510
25000000	3.723	5.723	3.766	4.646	3.895	2.874	2.208	2.931	2.891	3.832	2.790	3.338	4.298	4.276	4.242	4.203	1.513	-2.177	-0.712	-1.776
26000000	3.507	5.653	4.085	4.129	3.654	3.104	2.246	2.953	3.563	3.048	3.063	3.303	4.040	4.168	4.232	4.170	1.697	-2.042	-2.386	-1.987
27000000	4.010	4.962	4.038	4.361	3.499	3.186	2.187	3.494	3.469	3.288	2.771	3.017	4.463	4.112	4.023	4.110	1.488	-2.097	-2.034	-2.571
28000000	3.523	5.945	3.909	4.285	3.963	2.838	2.187	3.234	3.086	3.427	2.949	3.242	4.032	4.359	4.502	3.929	1.459	-2.213	-1.323	-4.568
29000000	3.725	4.945	3.958	3.939	4.181	2.934	2.207	2.765	2.913	3.619	2.711	3.268	4.275	4.340	3.840	4.331	1.397	-1.873	-2.771	-4.407
30000000	3.728	5.133	3.717	4.429	3.605	3.171	2.173	2.907	3.053	3.383	2.610	3.320	3.942	4.416	3.945	3.983	1.485	-2.369	-2.449	-5.004
31000000	3.569	5.887	3.845	4.086	3.546	3.102	2.404	3.171	2.911	3.364	2.530	4.189	3.534	4.441	4.342	3.605	1.420	-2.611	-2.741	-3.766
32000000	3.937	4.992	3.726	5.156	3.750	3.048	2.386	2.649	3.424	3.119	2.732	3.657	3.914	4.415	4.125	3.965	1.380	-2.102	-3.223	-4.017
33000000	3.913	4.905	4.026	4.175	4.147	2.977	2.273	3.127	3.433	3.251	2.865	3.651	3.849	4.334	4.367	3.573	1.286	-2.918	-2.783	-2.828
34000000	3.821	5.543	3.832	4.486	3.771	2.867	2.126	3.555	2.638	3.645	2.935	3.225	4.033	4.368	4.237	3.457	1.334	-2.916	-3.680	-2.210
35000000	3.803	5.910	3.700	4.407	3.642	3.137	2.117	3.240	3.272	3.230	2.788	3.634	3.515	4.554	4.198	3.394	1.261	-3.071	-2.587	-6.173
36000000	4.066	5.112	3.967	4.140	3.689	2.985	2.102	3.207	3.128	3.914	2.348	3.562	3.629	4.357	4.103	3.293	1.403	-3.392	-4.330	-6.301
37000000	3.840	5.362	3.822	4.749	3.484	3.254	2.029	3.004	3.212	3.327	2.701	3.397	4.520	4.180	3.891	4.138	1.504	-3.292	-3.270	-4.597
38000000	3.606	5.107	3.688	4.763	3.486	3.002	2.160	3.067	3.013	3.629	2.766	3.165	4.416	4.609	4.064	3.889	1.639	-3.301	-3.433	-1.792
39000000	3.925	5.199	3.881	4.340	3.777	2.967	2.274	2.808	3.429	3.448	2.907	3.250	5.354	4.089	3.864	3.978	1.417	-3.212	-2.720	-3.401
