state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.1648	0.1474	0.2722	0.1686	0.1755	0.3837	6.7601E-4	0.397	0.854	344.824
2000000	4.3276	0.1354	0.2599	0.1704	0.1760	0.3937	6.6096E-4	0.713	0.786	352.376
3000000	4.4028	0.1455	0.2648	0.1671	0.1776	0.3905	6.472E-4	0.539	0.832	354.979
4000000	4.3018	0.1432	0.2629	0.1698	0.1779	0.3893	6.6022E-4	0.389	0.838	353.708
5000000	4.2827	0.1328	0.2637	0.1699	0.1723	0.3942	6.293E-4	0.638	0.876	356.092
6000000	4.3075	0.1352	0.2712	0.1655	0.1751	0.3882	6.6889E-4	0.392	0.943	352.989
7000000	4.2682	0.1523	0.2647	0.1693	0.1782	0.3877	6.9617E-4	0.390	0.811	348.191
8000000	4.2917	0.1443	0.2647	0.1680	0.1748	0.3925	6.5204E-4	0.350	0.828	355.561
9000000	4.1919	0.1488	0.2665	0.1695	0.1744	0.3896	6.5832E-4	0.814	0.815	350.134
10000000	4.2002	0.1492	0.2629	0.1695	0.1766	0.3910	6.6776E-4	0.698	0.842	339.215
11000000	4.3254	0.1478	0.2654	0.1635	0.1777	0.3934	6.7169E-4	0.160	0.804	349.771
12000000	4.2909	0.1451	0.2652	0.1625	0.1797	0.3925	6.7821E-4	0.750	1.046	344.001
13000000	4.3373	0.1453	0.2601	0.1697	0.1800	0.3902	6.7418E-4	0.677	0.834	345.581
14000000	4.5140	0.1385	0.2593	0.1711	0.1775	0.3921	6.7102E-4	0.352	0.899	345.362
15000000	4.3810	0.1523	0.2634	0.1708	0.1786	0.3872	6.873E-4	0.554	0.952	345.297
16000000	4.3183	0.1336	0.2642	0.1697	0.1782	0.3879	6.8274E-4	0.574	0.859	345.396
17000000	4.2103	0.1400	0.2619	0.1679	0.1753	0.3948	6.8417E-4	0.357	0.785	345.967
18000000	4.2472	0.1304	0.2620	0.1684	0.1759	0.3937	6.4669E-4	0.394	0.801	350.836
19000000	4.5683	0.1337	0.2619	0.1636	0.1779	0.3966	6.4951E-4	0.335	0.881	349.931
20000000	4.3849	0.1324	0.2593	0.1725	0.1785	0.3896	6.6389E-4	0.695	0.791	339.061
21000000	4.3463	0.1454	0.2643	0.1658	0.1756	0.3943	6.8998E-4	0.463	0.950	341.435
22000000	4.3994	0.1373	0.2637	0.1687	0.1769	0.3906	6.6325E-4	0.624	0.882	346.693
23000000	4.3983	0.1398	0.2652	0.1709	0.1760	0.3879	6.623E-4	0.767	0.788	346.760
24000000	4.3261	0.1469	0.2683	0.1686	0.1738	0.3893	6.6383E-4	0.132	0.824	346.265
25000000	4.2804	0.1396	0.2643	0.1683	0.1756	0.3918	6.6514E-4	0.620	0.824	350.507
26000000	4.3520	0.1478	0.2618	0.1652	0.1778	0.3952	6.7643E-4	0.699	0.808	348.985
27000000	4.4645	0.1417	0.2622	0.1692	0.1758	0.3929	7.0365E-4	0.424	0.914	338.685
28000000	4.2761	0.1447	0.2672	0.1686	0.1723	0.3919	6.8636E-4	0.529	0.767	338.860
29000000	4.2110	0.1524	0.2659	0.1662	0.1763	0.3916	6.8311E-4	0.513	0.806	337.179
30000000	4.4089	0.1382	0.2624	0.1691	0.1753	0.3932	6.7832E-4	1.178	0.800	344.593
31000000	4.4234	0.1451	0.2657	0.1691	0.1771	0.3881	6.8879E-4	0.479	0.936	342.931
32000000	4.4355	0.1487	0.2631	0.1692	0.1744	0.3932	6.8546E-4	0.412	0.857	347.001
33000000	4.4167	0.1538	0.2636	0.1696	0.1759	0.3909	6.6693E-4	0.362	0.801	349.493
34000000	4.2585	0.1372	0.2637	0.1693	0.1757	0.3912	6.8718E-4	0.577	0.820	345.491
35000000	4.1715	0.1368	0.2670	0.1682	0.1744	0.3904	6.7149E-4	0.767	0.866	351.329
36000000	4.3332	0.1491	0.2666	0.1685	0.1773	0.3876	6.9321E-4	0.434	0.785	347.626
37000000	4.3210	0.1451	0.2597	0.1701	0.1770	0.3932	6.6173E-4	0.553	0.880	350.534
38000000	4.2948	0.1565	0.2623	0.1688	0.1804	0.3886	6.8775E-4	0.218	0.840	340.969
39000000	4.2937	0.1382	0.2654	0.1681	0.1766	0.3899	6.5096E-4	1.356	0.848	347.674
40000000	4.3678	0.1438	0.2670	0.1665	0.1754	0.3911	6.7056E-4	0.529	0.841	341.336
41000000	4.2886	0.1480	0.2632	0.1654	0.1774	0.3941	6.728E-4	0.277	0.793	345.724
42000000	4.3184	0.1582	0.2671	0.1671	0.1751	0.3906	6.6903E-4	0.406	0.866	351.277
43000000	4.2690	0.1410	0.2617	0.1697	0.1761	0.3926	6.5264E-4	0.301	0.849	351.677
44000000	4.3933	0.1447	0.2660	0.1652	0.1758	0.3929	6.6439E-4	0.750	0.961	350.806
45000000	4.0294	0.1482	0.2612	0.1726	0.1696	0.3967	6.6265E-4	0.757	0.783	347.446
46000000	4.2941	0.1376	0.2644	0.1677	0.1756	0.3924	6.8592E-4	0.327	0.794	344.859
47000000	4.2677	0.1620	0.2653	0.1694	0.1716	0.3937	6.8894E-4	0.927	0.881	348.408
48000000	4.4926	0.1435	0.2611	0.1675	0.1773	0.3941	6.7596E-4	0.651	0.888	351.536
49000000	4.3665	0.1459	0.2618	0.1701	0.1778	0.3904	6.5184E-4	0.550	0.830	355.316
50000000	4.3119	0.1632	0.2613	0.1707	0.1774	0.3906	6.8528E-4	0.595	0.954	352.374
51000000	4.2864	0.1590	0.2649	0.1632	0.1766	0.3954	6.6429E-4	0.389	0.825	349.962
52000000	4.6348	0.1359	0.2619	0.1708	0.1735	0.3938	6.5523E-4	0.687	0.867	356.266
53000000	4.3678	0.1382	0.2633	0.1737	0.1741	0.3889	6.4451E-4	0.425	0.924	359.586
54000000	4.4714	0.1404	0.2638	0.1670	0.1761	0.3930	6.4339E-4	0.569	0.939	358.509
55000000	4.2996	0.1390	0.2642	0.1709	0.1767	0.3881	6.5829E-4	0.361	0.899	356.511
56000000	4.2911	0.1489	0.2594	0.1665	0.1801	0.3940	6.6127E-4	0.327	0.943	354.937
