state	posterior	prior	likelihood	skygrid
1000000	-129542.117	-12098.670	-117443.447	-12098.103
2000000	-129762.263	-12245.256	-117517.007	-12243.840
3000000	-129642.502	-12191.942	-117450.560	-12190.816
4000000	-129780.835	-12287.997	-117492.839	-12287.651
5000000	-129689.084	-12248.840	-117440.244	-12248.323
6000000	-129706.361	-12241.132	-117465.229	-12240.369
7000000	-129686.019	-12252.784	-117433.235	-12251.380
8000000	-129539.623	-12013.947	-117525.676	-12013.271
9000000	-129327.050	-11921.975	-117405.076	-11921.150
10000000	-129523.622	-12086.218	-117437.403	-12084.740
11000000	-129676.042	-12263.259	-117412.783	-12261.934
12000000	-129616.977	-12197.217	-117419.761	-12196.745
13000000	-129625.305	-12230.187	-117395.117	-12228.930
14000000	-129806.858	-12407.236	-117399.623	-12406.118
15000000	-129613.458	-12211.588	-117401.870	-12210.887
16000000	-129642.944	-12215.070	-117427.873	-12213.497
17000000	-129639.218	-12257.539	-117381.678	-12257.025
18000000	-129807.143	-12363.896	-117443.247	-12362.811
19000000	-129847.743	-12383.093	-117464.650	-12381.557
20000000	-129566.693	-12119.197	-117447.496	-12118.275
21000000	-129624.175	-12135.481	-117488.694	-12134.330
22000000	-129499.511	-12019.377	-117480.134	-12018.152
23000000	-129442.258	-11987.865	-117454.393	-11987.485
24000000	-129642.305	-12218.271	-117424.034	-12217.042
25000000	-129724.620	-12307.589	-117417.031	-12306.442
26000000	-129693.881	-12296.898	-117396.982	-12295.678
27000000	-129649.663	-12258.975	-117390.689	-12257.475
28000000	-129423.556	-12052.748	-117370.807	-12051.888
29000000	-129580.272	-12165.444	-117414.827	-12164.397
30000000	-129718.387	-12278.975	-117439.413	-12277.914
31000000	-129542.389	-12184.701	-117357.689	-12184.093
32000000	-129560.437	-12113.450	-117446.987	-12113.017
33000000	-129651.731	-12299.911	-117351.821	-12298.183
34000000	-129593.800	-12104.024	-117489.777	-12103.294
35000000	-129776.657	-12320.290	-117456.367	-12319.161
36000000	-129500.063	-12062.170	-117437.894	-12060.747
37000000	-129560.760	-12127.631	-117433.129	-12126.523
38000000	-129649.470	-12247.543	-117401.927	-12246.159
39000000	-129495.566	-12040.778	-117454.787	-12041.259
40000000	-129627.532	-12179.747	-117447.785	-12179.095
41000000	-129492.001	-12047.919	-117444.082	-12046.678
42000000	-129544.390	-12155.175	-117389.215	-12154.251
43000000	-129789.127	-12311.300	-117477.827	-12310.158
44000000	-129706.035	-12256.440	-117449.596	-12255.240
45000000	-129751.097	-12209.260	-117541.837	-12208.381
46000000	-129506.297	-12089.461	-117416.836	-12088.801
47000000	-129708.874	-12214.216	-117494.658	-12213.289
48000000	-129713.593	-12309.816	-117403.777	-12308.117
49000000	-129642.558	-12211.380	-117431.178	-12210.163
50000000	-129730.807	-12273.537	-117457.270	-12272.666
51000000	-129638.596	-12147.541	-117491.055	-12146.962
52000000	-129781.972	-12395.083	-117386.889	-12393.398
53000000	-129591.070	-12148.583	-117442.487	-12147.357
54000000	-129808.433	-12311.591	-117496.843	-12310.867
55000000	-129409.490	-11943.803	-117465.687	-11942.550
56000000	-129675.635	-12265.434	-117410.200	-12264.038
57000000	-129659.136	-12234.933	-117424.203	-12234.406
58000000	-129713.051	-12272.675	-117440.376	-12271.899
59000000	-129638.845	-12201.208	-117437.636	-12199.543
60000000	-129764.752	-12325.140	-117439.611	-12324.053
61000000	-129799.899	-12303.828	-117496.072	-12302.756
62000000	-129728.732	-12310.307	-117418.425	-12308.867
63000000	-129656.665	-12253.438	-117403.227	-12253.199
64000000	-129529.139	-12191.215	-117337.924	-12190.398
65000000	-129645.984	-12246.180	-117399.804	-12244.811
66000000	-129700.995	-12309.462	-117391.534	-12308.108
67000000	-129730.344	-12272.600	-117457.743	-12271.902
68000000	-129589.640	-12161.610	-117428.030	-12160.408
69000000	-129598.966	-12229.683	-117369.283	-12228.766
70000000	-129342.761	-11952.473	-117390.288	-11951.502
71000000	-129508.968	-12104.672	-117404.296	-12103.717
72000000	-129570.184	-12125.074	-117445.110	-12123.798
