state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	3.764	5.406	3.898	3.809	3.810	2.873	2.158	3.019	3.072	3.147	2.546	3.618	3.443	5.215	4.110	3.504	1.433	-1.819	-3.552	-3.925
2000000	3.493	5.139	3.830	4.769	3.491	3.039	2.137	3.246	3.434	3.005	3.037	3.383	3.811	4.579	3.826	3.664	1.105	-2.080	-2.370	-0.446
3000000	4.091	5.447	3.611	4.570	3.334	3.080	2.098	3.572	3.027	3.105	2.881	3.241	4.038	4.298	3.745	3.533	1.072	-1.660	-1.305	-2.298
4000000	3.940	5.230	3.885	4.349	3.966	2.854	2.075	3.175	3.033	3.253	2.689	3.629	3.751	4.292	4.169	4.002	0.978	-2.231	-2.583	-2.675
5000000	3.402	4.973	3.678	4.463	3.893	2.761	2.272	2.933	3.096	3.237	2.575	3.413	3.946	4.623	3.834	3.447	1.032	-2.438	-3.109	-3.786
6000000	3.886	5.979	3.701	4.515	3.606	3.209	2.084	3.094	3.542	3.526	2.491	3.292	4.430	3.861	3.887	3.562	0.867	-2.087	-2.966	-2.055
7000000	3.883	5.952	3.664	4.163	3.800	2.959	1.911	3.353	2.913	3.429	2.614	3.343	3.696	4.137	4.152	3.504	0.883	-2.242	-2.452	-4.646
8000000	3.839	4.721	4.104	3.913	3.979	2.980	2.099	3.367	3.048	3.612	2.463	3.955	3.434	4.209	4.084	3.503	1.034	-1.382	-1.951	-3.651
9000000	3.372	6.196	3.699	4.548	3.512	3.188	1.847	3.958	3.121	3.309	2.339	4.645	3.573	4.768	3.813	3.948	1.187	-1.583	0.631	-4.919
10000000	3.984	5.234	3.436	4.739	3.869	2.923	2.092	3.065	3.073	3.275	2.706	3.212	3.940	4.436	4.355	3.463	0.864	-1.593	-1.805	-2.107
11000000	3.949	5.196	3.899	4.874	3.233	3.137	2.082	2.775	3.841	2.889	2.888	3.229	4.928	4.180	4.240	3.694	0.870	-1.739	-1.035	-2.896
12000000	3.543	5.209	4.053	4.162	3.452	3.051	1.927	3.314	3.192	3.474	2.582	3.764	3.634	4.442	4.366	3.626	1.113	-1.857	-2.680	-3.643
13000000	3.529	5.677	3.808	4.312	3.488	3.111	2.036	3.869	3.088	3.164	2.906	3.374	3.790	4.419	4.027	3.737	1.170	-2.052	0.104	-2.907
14000000	3.936	5.352	3.885	4.206	3.897	2.936	2.129	3.707	3.032	3.130	2.956	3.208	3.860	4.483	4.284	3.654	0.972	-2.290	-1.220	-6.424
15000000	3.626	5.540	3.787	4.216	3.846	2.956	2.219	3.091	2.871	3.582	2.852	3.640	3.739	4.171	4.243	3.642	0.912	-1.956	-0.822	-2.741
16000000	3.552	4.911	3.999	4.339	3.778	2.969	2.174	3.255	2.943	3.566	2.740	3.406	3.910	4.400	4.057	4.288	1.183	-1.646	-2.220	-3.530
17000000	4.170	5.251	4.100	4.132	3.499	3.178	2.132	3.265	3.457	3.317	2.744	3.355	4.214	4.203	3.877	4.227	1.531	-2.052	-2.926	-2.624
18000000	3.939	5.352	3.854	4.576	3.657	3.052	2.127	3.347	3.316	3.275	2.811	3.480	3.732	4.400	3.973	3.716	1.492	-2.275	-3.694	-2.201
19000000	3.623	5.466	4.146	3.884	4.182	2.897	2.236	3.102	3.313	3.791	2.621	3.335	4.215	5.157	3.921	4.065	1.274	-2.466	-3.089	-0.730
20000000	3.806	5.414	3.838	5.631	3.438	3.020	2.187	3.326	3.060	3.788	2.821	3.028	4.440	4.249	4.300	3.820	1.524	-2.083	-3.997	-4.764
21000000	3.856	5.717	3.628	5.071	3.451	3.323	2.142	3.076	3.144	3.997	2.742	3.128	4.339	4.239	4.193	3.915	1.753	-2.149	-2.387	-1.979
22000000	3.870	5.108	3.830	4.225	3.634	2.883	2.206	3.110	3.257	4.261	2.606	3.150	4.072	4.670	4.408	4.104	1.514	-2.406	-3.035	-3.689
23000000	3.641	5.050	3.941	4.081	4.316	2.924	2.335	3.003	3.817	3.737	2.829	3.155	4.224	4.574	4.463	3.721	1.311	-2.605	-3.393	-4.532
24000000	3.698	5.056	4.038	4.008	3.751	3.022	2.248	3.167	3.269	3.922	2.677	3.595	3.810	4.216	3.939	3.849	1.135	-2.661	-1.590	-2.237
25000000	4.000	5.451	3.681	4.917	3.412	2.660	2.451	3.170	2.819	3.707	2.623	3.077	4.031	4.471	4.065	3.719	1.362	-1.881	-0.998	-1.819
26000000	3.717	5.469	3.648	4.418	4.006	2.667	2.451	3.223	3.208	3.467	2.843	3.210	4.310	4.546	3.913	4.019	1.227	-1.896	-2.307	-4.168
27000000	3.813	5.180	3.721	4.278	4.032	2.984	2.262	3.083	3.369	3.197	2.833	3.310	4.375	4.942	4.192	3.610	1.566	-1.956	-1.401	-3.307
28000000	3.503	7.004	3.890	4.105	3.748	3.068	2.221	2.931	3.285	3.538	2.661	3.608	3.657	4.467	4.015	3.547	1.683	-2.314	-2.798	-3.357
29000000	3.639	5.321	3.849	4.344	3.668	3.131	2.026	3.446	3.301	3.224	3.080	3.386	4.020	4.586	4.106	3.623	1.786	-2.203	-1.379	-3.542
30000000	4.061	4.798	4.038	4.443	3.869	2.994	2.009	3.836	2.886	3.738	2.884	3.425	3.964	4.412	3.757	3.757	1.459	-2.023	-2.706	-2.059
31000000	3.520	5.481	4.072	4.070	4.040	2.962	1.871	3.758	3.216	3.156	2.556	4.182	4.252	4.518	4.218	3.805	1.401	-1.915	-1.814	-2.231
32000000	3.889	5.456	3.969	4.206	4.186	3.074	2.230	3.268	3.422	3.130	2.605	3.420	3.928	4.405	3.975	3.601	1.387	-1.806	-2.080	-3.761
33000000	3.739	5.493	4.124	4.161	3.842	3.145	2.142	2.910	3.786	3.226	2.584	3.226	3.838	3.997	4.415	3.636	1.649	-2.501	-3.342	-2.659
34000000	3.529	4.799	4.065	4.162	3.749	3.065	2.059	2.889	3.231	3.372	2.771	3.184	3.496	4.361	4.509	3.159	1.408	-2.454	-5.692	-7.044
35000000	3.663	4.658	3.837	4.051	4.632	2.896	2.102	3.397	3.391	3.031	3.210	3.291	3.853	4.738	4.215	3.442	1.262	-2.196	-2.269	-5.290
36000000	4.139	5.898	3.698	4.688	3.806	2.963	2.268	2.882	3.158	3.155	2.886	3.754	3.550	4.401	4.885	3.675	1.479	-1.946	-1.873	-2.260
37000000	3.704	5.753	3.899	4.473	3.517	3.296	2.228	3.055	3.197	3.909	2.533	3.573	4.009	4.394	4.877	3.699	1.335	-2.055	-1.791	-2.868
38000000	3.799	4.762	3.799	4.718	3.898	3.044	2.274	3.253	3.470	3.966	2.804	3.352	4.255	3.942	4.869	3.905	1.641	-1.812	-2.812	-3.965
39000000	3.857	6.458	3.794	4.569	4.112	2.957	2.121	3.027	3.271	3.840	2.752	3.336	3.521	4.696	3.955	4.328	1.354	-1.925	-1.943	-2.211
40000000	3.758	5.042	3.750	4.751	3.717	2.951	2.329	2.949	2.869	3.616	2.483	3.515	4.131	4.614	3.892	3.707	1.298	-2.366	-2.992	-2.984
41000000	3.745	5.636	3.967	4.219	3.815	2.979	2.066	3.639	3.077	3.608	2.837	3.766	3.996	4.197	4.590	3.600	1.302	-2.328	-2.069	-2.418
42000000	3.852	5.340	3.936	4.083	3.937	3.181	2.090	3.457	3.051	3.851	2.633	3.706	3.989	4.311	4.293	3.405	1.449	-1.752	-1.849	-3.136
43000000	3.898	4.352	3.956	4.490	3.740	2.904	2.186	3.409	3.512	3.618	2.923	3.230	3.619	4.940	4.252	3.425	1.315	-1.579	-3.332	-4.682
44000000	3.833	5.350	3.985	4.313	3.721	2.820	2.280	3.349	2.928	3.225	3.036	4.080	3.286	4.430	4.179	3.715	1.027	-2.112	-2.352	-5.467
45000000	3.670	5.258	3.670	4.419	3.767	2.731	2.200	3.347	3.011	3.602	2.476	3.854	3.492	4.567	4.168	3.888	1.100	-2.262	-3.612	-4.979
