state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	4.2678	0.1324	0.2689	0.1690	0.1734	0.3887	6.6373E-4	0.723	0.838	342.957
2000000	4.1880	0.1544	0.2638	0.1703	0.1740	0.3919	6.7643E-4	0.421	0.804	348.102
3000000	4.3301	0.1496	0.2627	0.1673	0.1773	0.3927	6.6633E-4	0.882	0.975	352.199
4000000	4.3576	0.1497	0.2619	0.1664	0.1765	0.3953	6.6799E-4	0.775	0.802	351.086
5000000	4.3880	0.1482	0.2630	0.1691	0.1761	0.3918	6.5637E-4	0.311	0.785	356.910
6000000	4.2296	0.1440	0.2638	0.1696	0.1764	0.3903	6.4807E-4	0.480	0.803	359.901
7000000	4.2436	0.1469	0.2629	0.1706	0.1769	0.3896	6.6803E-4	0.240	1.035	352.456
8000000	4.1602	0.1388	0.2680	0.1654	0.1778	0.3888	6.7201E-4	0.730	0.849	350.945
9000000	4.1828	0.1434	0.2654	0.1673	0.1799	0.3874	6.7144E-4	0.447	0.853	348.230
10000000	4.4570	0.1493	0.2630	0.1695	0.1804	0.3871	6.8502E-4	1.013	0.899	350.875
11000000	4.2842	0.1441	0.2613	0.1710	0.1758	0.3919	6.5464E-4	0.532	0.832	353.011
12000000	4.3174	0.1392	0.2637	0.1677	0.1799	0.3886	6.7389E-4	0.488	0.829	347.718
13000000	4.2887	0.1566	0.2647	0.1664	0.1766	0.3923	7.0404E-4	0.416	0.869	344.868
14000000	4.3885	0.1461	0.2677	0.1661	0.1748	0.3914	6.6641E-4	0.404	0.898	345.748
15000000	4.2366	0.1391	0.2621	0.1704	0.1747	0.3929	6.8352E-4	0.523	0.896	342.482
16000000	4.2166	0.1289	0.2632	0.1714	0.1773	0.3881	6.5687E-4	0.788	0.813	349.823
17000000	4.3147	0.1452	0.2648	0.1670	0.1757	0.3925	6.6941E-4	0.535	0.822	354.504
18000000	4.4855	0.1568	0.2613	0.1677	0.1780	0.3929	6.6671E-4	0.417	0.769	350.508
19000000	4.3153	0.1560	0.2641	0.1678	0.1743	0.3938	6.5612E-4	0.374	0.838	355.117
20000000	4.2246	0.1474	0.2597	0.1696	0.1770	0.3938	6.6831E-4	0.757	0.879	348.989
21000000	4.2776	0.1489	0.2607	0.1696	0.1777	0.3920	6.9149E-4	0.507	0.805	342.626
22000000	4.3063	0.1465	0.2653	0.1644	0.1758	0.3945	6.5678E-4	0.306	0.786	353.443
23000000	4.1584	0.1377	0.2614	0.1658	0.1776	0.3952	6.382E-4	0.425	1.206	364.040
24000000	4.2950	0.1443	0.2646	0.1710	0.1738	0.3906	6.7322E-4	0.704	0.924	353.340
25000000	4.3255	0.1463	0.2645	0.1699	0.1743	0.3913	6.7062E-4	0.382	0.896	349.488
