state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20
1000000	3.501	5.617	3.854	4.206	3.649	3.092	2.016	3.174	2.975	3.449	2.851	3.294	3.577	4.089	4.454	3.512	1.281	-2.239	-0.998	-2.976
2000000	3.745	6.778	3.700	4.657	3.358	3.185	2.135	3.150	3.183	3.380	2.696	3.573	4.074	4.278	4.457	3.631	1.238	-2.355	-3.272	-5.130
3000000	3.908	5.363	3.739	4.845	3.682	3.189	2.175	3.043	3.252	3.350	2.688	3.410	3.876	4.502	4.099	3.802	1.001	-2.323	-2.581	-1.944
4000000	4.092	4.986	4.166	4.134	4.072	2.943	2.102	3.173	3.383	3.211	2.736	3.362	3.995	4.347	4.196	3.861	1.029	-1.973	-3.472	-2.604
5000000	3.706	5.642	3.857	4.616	3.907	2.877	2.339	3.331	3.227	3.459	2.806	3.562	3.855	4.392	4.445	3.924	1.249	-1.350	-3.789	-4.860
6000000	3.726	5.195	3.670	4.743	3.836	2.963	2.476	3.065	3.563	3.242	2.880	3.033	5.584	4.305	4.073	4.005	1.326	-1.644	-2.551	-4.907
7000000	3.392	5.092	3.858	4.347	3.912	3.159	2.191	3.167	3.202	3.594	2.755	3.410	4.085	4.561	4.036	3.850	1.351	-2.000	0.749	-1.921
8000000	3.481	4.971	4.164	4.277	3.548	3.051	2.144	3.292	2.783	3.316	3.202	3.261	4.228	4.644	4.094	3.726	1.115	-1.496	-3.329	-3.402
9000000	3.710	5.060	3.975	4.738	3.409	3.139	2.202	2.962	3.204	3.437	2.714	3.120	4.374	4.613	3.986	4.029	1.207	-2.031	-0.179	-3.484
10000000	3.780	4.960	4.015	3.953	3.873	3.040	2.335	2.869	3.316	3.610	2.537	3.548	4.229	3.919	4.115	3.736	1.077	-1.754	-2.945	-2.958
11000000	3.979	4.919	3.903	3.963	3.825	3.135	2.173	2.823	3.508	3.245	2.890	3.464	4.238	3.937	4.733	3.526	1.192	-1.915	-1.615	-3.554
12000000	3.717	5.365	3.850	4.460	3.591	3.034	2.093	3.497	2.878	3.686	2.804	3.318	4.164	4.246	4.457	3.723	1.033	-2.106	-1.517	-3.521
13000000	3.535	5.211	3.865	4.864	3.598	2.896	2.027	3.652	2.884	3.974	2.650	3.926	3.376	4.527	4.433	3.805	0.765	-1.824	-2.669	-3.778
14000000	3.713	6.194	3.585	4.627	3.486	3.039	1.895	3.851	2.801	3.923	2.838	3.307	4.020	4.330	4.190	3.813	0.624	-2.195	-2.709	-1.419
15000000	3.601	5.834	4.118	3.961	3.590	3.365	2.186	3.170	3.097	2.960	3.099	3.039	3.755	4.194	4.410	3.589	0.895	-2.361	-3.136	-3.278
16000000	3.467	5.129	3.855	4.316	3.783	3.252	2.192	2.719	3.258	3.262	2.943	3.149	4.498	4.359	4.403	3.539	1.094	-2.478	-3.220	-4.755
17000000	4.459	5.994	3.874	4.285	4.060	2.911	2.214	3.145	3.304	3.565	2.603	3.375	4.601	3.901	4.691	3.747	1.179	-2.669	-2.794	-2.811
18000000	3.695	5.287	3.784	4.199	4.295	2.892	2.205	3.004	3.354	3.399	3.120	3.229	3.910	4.443	4.063	4.271	1.204	-2.491	-4.598	-5.364
19000000	3.844	5.471	3.977	4.629	3.496	3.221	2.029	3.122	3.527	3.090	3.075	3.171	4.009	3.999	4.348	3.744	1.183	-2.035	-2.667	-3.544
20000000	3.453	6.345	3.849	4.122	3.522	3.076	2.156	3.389	3.251	3.170	2.680	3.289	4.256	3.969	4.206	3.448	1.614	-1.493	-1.782	-2.813
21000000	3.527	5.458	3.900	4.366	3.453	3.214	2.180	2.858	3.339	3.527	2.729	3.545	3.952	4.116	4.282	3.499	1.259	-2.094	-3.362	-5.422
22000000	3.865	5.473	4.038	4.217	3.639	3.274	2.034	3.130	3.329	3.524	2.905	3.092	3.845	4.860	4.026	3.832	1.465	-2.510	-3.114	-6.950
23000000	3.855	5.568	3.793	4.825	3.848	3.219	2.141	3.486	3.267	3.509	2.587	3.753	4.041	4.585	4.470	4.258	1.430	-2.384	-2.979	-1.248
