state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
20000000	7.213	6.953	6.1519E-2	0.3557	0.8910	1.2180	0.3114	0.2299	0.2032	0.2555	0.2999	0.2178	0.2406	0.2417	7.3995E-4	4.8046E-4	7.1942E-4	0.6436	4.3461E-2	1.137	1.761	32.255
21000000	6.597	8.331	0.1317	0.1411	0.9284	1.1433	0.3098	0.2297	0.2040	0.2566	0.2913	0.2216	0.2355	0.2515	8.5236E-4	7.7918E-4	7.8918E-4	0.8581	-2.2414E-2	1.668	1.741	27.531
22000000	8.250	8.502	1.2838E-2	0.1222	0.9068	1.1864	0.3116	0.2368	0.1958	0.2557	0.2881	0.2287	0.2301	0.2530	1.0034E-3	7.7364E-4	8.6497E-4	0.8175	-1.9343E-3	0.915	1.586	28.360
23000000	8.089	9.494	1.2429E-2	0.1142	0.8963	1.2075	0.3129	0.2284	0.1995	0.2591	0.3002	0.2178	0.2375	0.2446	8.0257E-4	6.4133E-4	7.4894E-4	0.7848	4.473E-2	0.518	1.610	29.106
24000000	9.230	7.735	6.1773E-2	0.3929	0.9438	1.1125	0.3095	0.2290	0.2027	0.2587	0.2871	0.2222	0.2361	0.2546	1.1156E-3	1.36E-3	9.5445E-4	1.0659	-2.7057E-2	3.043	1.623	25.182
25000000	10.825	9.476	0.1265	4.9089E-2	0.8479	1.3042	0.3111	0.2301	0.1949	0.2638	0.3003	0.2182	0.2311	0.2504	9.444E-4	9.0275E-4	8.3602E-4	0.7842	3.7205E-3	2.479	1.648	28.317
26000000	5.852	7.502	6.884E-3	0.2172	0.9521	1.0958	0.3149	0.2333	0.1963	0.2556	0.2974	0.2139	0.2283	0.2605	8.5685E-4	8.64E-4	8.0709E-4	0.9391	2.1168E-2	1.402	1.642	27.831
27000000	9.078	11.867	5.2146E-2	0.3331	0.9125	1.1749	0.3159	0.2345	0.2017	0.2479	0.2884	0.2320	0.2293	0.2503	9.4222E-4	8.5643E-4	8.7466E-4	0.9045	-2.336E-2	2.325	1.778	27.090
28000000	7.338	10.038	4.7537E-2	0.6112	0.9874	1.0251	0.3148	0.2230	0.2075	0.2548	0.2840	0.2229	0.2374	0.2557	1.0346E-3	9.7985E-4	9.431E-4	0.8533	-2.2823E-2	3.421	1.629	27.893
29000000	6.311	5.640	0.1370	0.5462	0.9362	1.1277	0.3133	0.2281	0.2030	0.2556	0.2960	0.2244	0.2314	0.2482	1.0799E-3	1.1891E-3	8.802E-4	0.9165	-2.3557E-2	3.017	1.684	26.213
30000000	6.937	7.597	3.7023E-2	0.4276	0.9490	1.1021	0.3153	0.2173	0.2035	0.2638	0.2926	0.2269	0.2375	0.2429	1.0056E-3	6.0725E-4	9.3139E-4	0.5856	-1.6585E-2	1.426	1.597	26.913
31000000	8.816	8.380	7.3215E-2	0.4253	0.8301	1.3398	0.3101	0.2289	0.2026	0.2584	0.3045	0.2131	0.2395	0.2429	9.2848E-4	6.7558E-4	7.8412E-4	0.6722	-2.1347E-2	1.063	1.577	28.809
32000000	9.474	12.374	0.1157	0.1629	0.9280	1.1440	0.3110	0.2365	0.1991	0.2534	0.2946	0.2181	0.2420	0.2453	9.8832E-4	7.7692E-4	9.4903E-4	0.8361	-1.0787E-2	8.693	2.012	27.087
33000000	8.193	7.459	0.2518	0.9208	0.8778	1.2445	0.3144	0.2253	0.2092	0.2510	0.2985	0.2235	0.2310	0.2470	8.4224E-4	6.8634E-4	7.2822E-4	0.7815	9.222E-3	0.539	1.623	30.247
34000000	7.761	9.270	7.6431E-2	9.4991E-3	0.9396	1.1208	0.3082	0.2359	0.2004	0.2555	0.2871	0.2327	0.2331	0.2471	1.043E-3	9.4637E-4	8.8213E-4	0.7858	6.8315E-2	1.314	1.617	27.394
35000000	10.279	9.961	3.4054E-2	0.2578	0.9528	1.0943	0.3117	0.2279	0.2006	0.2598	0.3019	0.2226	0.2329	0.2426	1.0089E-3	9.0873E-4	9.0175E-4	0.8968	1.6419E-2	2.265	1.659	23.908
36000000	7.855	10.556	0.1782	0.2090	0.9001	1.1997	0.3140	0.2298	0.2002	0.2561	0.3072	0.2139	0.2293	0.2497	8.4896E-4	7.0571E-4	8.1705E-4	0.8158	-1.3213E-3	1.234	1.830	27.756
37000000	9.056	6.899	0.4083	0.7856	0.8938	1.2125	0.3242	0.2282	0.1997	0.2479	0.2950	0.2131	0.2397	0.2522	8.0028E-4	6.7309E-4	7.5285E-4	0.8783	-4.6571E-2	1.316	1.723	29.002
38000000	7.557	5.242	0.1003	1.5029	0.9649	1.0701	0.3204	0.2262	0.2050	0.2484	0.2980	0.2241	0.2427	0.2351	1.113E-3	8.1381E-4	9.5306E-4	0.7518	-5.258E-3	3.073	1.693	25.767
39000000	9.096	8.741	0.2080	1.3871E-2	0.9470	1.1060	0.3139	0.2293	0.2037	0.2531	0.2927	0.2230	0.2234	0.2609	9.4602E-4	6.7361E-4	8.6272E-4	0.6899	-5.9489E-2	2.964	1.619	26.891
40000000	10.685	9.320	0.1534	0.2927	0.9669	1.0661	0.3134	0.2266	0.2068	0.2531	0.2980	0.2200	0.2379	0.2441	8.3571E-4	5.197E-4	7.7957E-4	0.5905	-2.0745E-2	2.283	1.670	27.994
41000000	7.947	6.472	0.3713	1.9948	0.9556	1.0887	0.3091	0.2329	0.1985	0.2596	0.2938	0.2200	0.2379	0.2483	1.0594E-3	8.5462E-4	9.2625E-4	0.7435	-4.6934E-2	3.832	1.662	25.293
42000000	10.055	8.728	4.1406E-2	0.2730	0.9598	1.0803	0.3119	0.2302	0.2049	0.2530	0.2945	0.2214	0.2391	0.2449	8.3689E-4	6.355E-4	7.7005E-4	0.7556	1.9208E-2	0.495	1.623	28.897
43000000	9.854	8.049	3.9977E-2	6.9072E-2	0.9152	1.1696	0.3202	0.2285	0.2020	0.2493	0.2973	0.2142	0.2318	0.2567	9.6133E-4	7.5099E-4	8.4705E-4	0.7308	-1.9838E-2	0.804	1.603	26.457
44000000	9.525	9.432	0.1412	0.4489	0.9094	1.1813	0.3149	0.2311	0.2004	0.2536	0.2915	0.2239	0.2358	0.2487	9.0616E-4	8.0585E-4	7.9594E-4	0.8299	7.9632E-2	1.485	1.748	27.593
45000000	7.180	5.313	0.1504	1.7190	0.9104	1.1792	0.3187	0.2264	0.2034	0.2515	0.2862	0.2229	0.2425	0.2483	9.531E-4	5.2306E-4	8.5689E-4	0.5351	-4.7457E-2	1.935	1.880	27.867
46000000	8.388	11.913	0.1854	0.2367	0.8327	1.3346	0.3102	0.2267	0.2110	0.2521	0.2963	0.2209	0.2321	0.2507	8.8939E-4	7.3928E-4	8.4683E-4	0.8551	-4.8048E-2	2.233	1.945	29.563
47000000	9.669	8.325	4.8591E-2	0.3782	0.9614	1.0772	0.3085	0.2263	0.2069	0.2583	0.2758	0.2242	0.2414	0.2586	1.0648E-3	1.1929E-3	8.9038E-4	1.0459	-4.3677E-2	3.287	1.717	25.283
48000000	7.006	8.528	1.8975E-2	0.2719	0.9251	1.1498	0.3139	0.2257	0.2128	0.2476	0.2975	0.2184	0.2283	0.2558	9.0176E-4	8.5887E-4	7.8432E-4	0.7998	-4.9479E-2	1.135	1.728	27.957
49000000	8.609	5.450	9.5724E-2	0.4904	0.9625	1.0750	0.3110	0.2296	0.2040	0.2554	0.2937	0.2277	0.2376	0.2410	9.7708E-4	8.1689E-4	8.6724E-4	0.8324	-1.9935E-3	3.115	1.650	29.235
50000000	10.596	8.765	0.3805	0.3064	0.9787	1.0426	0.3131	0.2292	0.1991	0.2586	0.2883	0.2223	0.2294	0.2600	9.4125E-4	5.9791E-4	8.5575E-4	0.6699	-5.2938E-2	1.269	1.628	26.334
51000000	6.875	8.186	0.2407	0.4987	0.9066	1.1869	0.3102	0.2317	0.2062	0.2519	0.3041	0.2115	0.2345	0.2499	8.3469E-4	5.2716E-4	7.8642E-4	0.6265	3.2616E-2	0.886	1.655	28.729
52000000	9.148	8.204	4.8071E-2	0.6205	0.9694	1.0613	0.3181	0.2216	0.2002	0.2601	0.2985	0.2302	0.2341	0.2372	1.0272E-3	9.0432E-4	8.8826E-4	0.7776	-7.1926E-2	3.461	1.727	26.596
53000000	9.308	7.649	0.1971	0.2356	0.9515	1.0970	0.3174	0.2235	0.2003	0.2589	0.2964	0.2176	0.2376	0.2484	9.5199E-4	7.578E-4	8.626E-4	0.8466	-5.2979E-2	1.947	1.679	27.013
54000000	9.513	8.838	0.4770	0.2959	0.9368	1.1265	0.3090	0.2297	0.2066	0.2547	0.2925	0.2222	0.2323	0.2529	8.7585E-4	7.0516E-4	8.2988E-4	0.7915	-7.0855E-2	4.827	1.646	26.813
55000000	6.802	6.369	9.4605E-2	7.1385E-2	0.9026	1.1949	0.3171	0.2262	0.1978	0.2589	0.2894	0.2286	0.2298	0.2523	9.3588E-4	8.1917E-4	8.2018E-4	0.8328	-8.9517E-3	4.412	1.729	30.182
56000000	7.907	9.141	2.7761E-2	0.3419	0.8828	1.2344	0.3134	0.2281	0.1992	0.2593	0.2960	0.2164	0.2395	0.2480	8.8007E-4	6.8266E-4	8.4905E-4	0.7144	-2.4014E-3	1.332	1.756	27.425
57000000	9.485	8.372	0.1006	0.1742	0.9603	1.0795	0.3151	0.2287	0.2027	0.2535	0.2835	0.2202	0.2418	0.2544	9.4046E-4	6.7522E-4	8.7014E-4	0.7525	8.2825E-3	2.512	1.605	27.844
58000000	7.361	7.381	5.4567E-2	1.0902	0.9252	1.1497	0.3086	0.2353	0.2048	0.2513	0.2937	0.2156	0.2429	0.2477	8.5649E-4	6.7617E-4	8.2127E-4	0.7343	-1.461E-2	0.937	1.596	26.008
59000000	8.870	6.531	0.4373	0.3221	0.9124	1.1752	0.3160	0.2235	0.2060	0.2545	0.2891	0.2209	0.2365	0.2535	9.0621E-4	5.3426E-4	8.4767E-4	0.5750	5.6361E-2	6.063	1.840	27.970
60000000	6.508	8.039	0.2391	2.1692	0.8938	1.2124	0.3233	0.2276	0.1963	0.2528	0.2864	0.2241	0.2374	0.2521	9.23E-4	6.6743E-4	8.2996E-4	0.7478	-4.6453E-3	3.483	1.830	27.055
61000000	8.861	13.922	9.0511E-3	0.4279	0.8565	1.2870	0.3111	0.2291	0.2039	0.2559	0.2926	0.2254	0.2431	0.2389	9.2871E-4	5.4737E-4	8.3989E-4	0.5447	3.3076E-2	1.284	1.671	27.245
62000000	9.294	11.061	0.1095	0.2880	0.8896	1.2208	0.3134	0.2317	0.2063	0.2485	0.2932	0.2219	0.2285	0.2564	7.4317E-4	5.726E-4	7.4219E-4	0.8313	9.6052E-3	11.508	1.720	30.287
63000000	7.840	8.490	0.1363	1.4043E-2	0.9300	1.1400	0.3115	0.2336	0.1986	0.2563	0.2990	0.2204	0.2227	0.2579	1.0154E-3	7.7728E-4	9.1724E-4	0.7936	-1.8876E-2	0.470	1.646	26.304
64000000	8.862	11.665	0.6905	0.3272	0.9689	1.0623	0.3156	0.2351	0.2016	0.2476	0.2848	0.2241	0.2341	0.2570	8.8412E-4	7.5719E-4	8.1925E-4	0.8148	-1.0219E-2	0.946	1.695	29.409
65000000	7.769	7.728	0.2085	0.1623	0.9765	1.0471	0.3158	0.2294	0.2105	0.2443	0.2860	0.2186	0.2352	0.2602	8.638E-4	5.7041E-4	8.4357E-4	0.6615	-5.2139E-2	1.267	1.640	27.584
66000000	10.340	8.447	4.1113E-2	0.5187	0.9206	1.1587	0.3153	0.2291	0.2008	0.2548	0.2922	0.2200	0.2398	0.2480	1.0015E-3	8.8052E-4	8.0332E-4	0.8932	-6.8098E-2	1.452	1.585	28.094
67000000	7.833	7.701	5.0866E-2	0.2014	0.9134	1.1733	0.3145	0.2309	0.2051	0.2495	0.3035	0.2108	0.2278	0.2578	1.0014E-3	7.3859E-4	9.1027E-4	0.7541	4.11E-2	0.771	1.610	28.380
68000000	9.825	8.764	9.4777E-2	0.7810	0.9743	1.0513	0.3158	0.2281	0.1970	0.2592	0.2997	0.2191	0.2293	0.2519	8.6631E-4	6.3492E-4	7.8783E-4	0.7970	2.3663E-2	0.934	1.613	30.403
69000000	7.469	8.766	7.6515E-2	2.5907E-2	0.9162	1.1677	0.3191	0.2246	0.1945	0.2619	0.2934	0.2183	0.2427	0.2456	8.8016E-4	8.8285E-4	7.7308E-4	0.9262	2.7787E-3	1.536	1.628	26.660
70000000	8.351	15.996	4.2449E-2	0.1608	0.8783	1.2434	0.3138	0.2276	0.2046	0.2541	0.2950	0.2215	0.2307	0.2528	1.1257E-3	9.3488E-4	9.4743E-4	0.7795	1.201E-3	0.871	1.602	26.167
71000000	9.953	9.808	5.1925E-2	0.3321	0.9194	1.1612	0.3145	0.2289	0.1948	0.2619	0.2864	0.2235	0.2349	0.2552	1.0345E-3	7.1566E-4	8.7984E-4	0.6338	-6.2366E-2	1.131	1.713	29.764
72000000	8.860	7.694	6.4911E-2	1.2209	0.8578	1.2845	0.3161	0.2258	0.1993	0.2588	0.2824	0.2279	0.2377	0.2521	9.3827E-4	8.0413E-4	8.2681E-4	0.8140	-3.2484E-2	1.131	1.657	26.738
73000000	9.058	6.971	0.1406	0.7548	0.9161	1.1679	0.3132	0.2273	0.2031	0.2563	0.2938	0.2164	0.2437	0.2461	9.1563E-4	8.9636E-4	8.5506E-4	0.9154	-9.2469E-2	1.750	1.660	28.719
74000000	8.510	7.727	1.8033E-2	0.7410	0.8997	1.2007	0.3105	0.2338	0.2020	0.2536	0.2926	0.2246	0.2329	0.2499	8.8657E-4	5.938E-4	8.5751E-4	0.6583	9.4982E-3	0.418	1.618	27.725
75000000	8.387	8.465	5.2545E-2	0.5585	0.9755	1.0490	0.3155	0.2302	0.2008	0.2535	0.2881	0.2283	0.2400	0.2436	8.3543E-4	3.4772E-4	7.8626E-4	0.4414	-3.9292E-2	2.537	1.699	28.152
76000000	12.455	4.972	0.1403	3.4241	0.9772	1.0455	0.3127	0.2282	0.2008	0.2583	0.2877	0.2192	0.2283	0.2649	1.1515E-3	1.2998E-3	8.1951E-4	0.9846	2.7669E-2	1.245	1.733	28.817
77000000	6.443	8.691	2.707E-2	1.7966	0.8877	1.2247	0.3191	0.2283	0.1976	0.2551	0.2978	0.2309	0.2335	0.2378	9.4397E-4	7.6473E-4	8.5782E-4	0.8216	-5.5628E-2	1.167	1.657	26.418
78000000	10.330	11.684	9.5352E-2	0.3719	0.9519	1.0962	0.3134	0.2309	0.2018	0.2538	0.2953	0.2263	0.2396	0.2388	8.2804E-4	5.4578E-4	8.4155E-4	0.6416	-2.1811E-3	0.985	1.592	26.861
79000000	7.906	10.269	4.3082E-2	0.3767	0.9508	1.0985	0.3140	0.2348	0.2046	0.2466	0.3022	0.2220	0.2308	0.2451	8.7721E-4	5.4265E-4	8.1162E-4	0.6585	1.6519E-2	2.128	1.725	29.006
80000000	7.656	6.355	3.0257E-2	0.4096	0.9316	1.1369	0.3028	0.2299	0.2113	0.2560	0.2975	0.2103	0.2336	0.2585	9.5008E-4	8.8457E-4	8.3473E-4	0.9172	-1.0479E-2	5.593	1.651	27.596
81000000	9.365	11.001	0.1252	1.6145	0.9298	1.1403	0.3097	0.2244	0.2040	0.2619	0.2893	0.2251	0.2431	0.2426	1.0798E-3	9.362E-4	9.1601E-4	0.7744	1.8487E-2	1.145	1.659	24.110
82000000	10.371	7.457	0.6123	7.4161E-2	0.9616	1.0768	0.3118	0.2339	0.1983	0.2561	0.2923	0.2301	0.2322	0.2453	9.4476E-4	6.5962E-4	8.8904E-4	0.7223	-5.7461E-2	6.373	1.766	26.594
83000000	7.908	13.292	9.6795E-2	2.2745	0.9117	1.1766	0.3103	0.2372	0.2016	0.2508	0.2908	0.2258	0.2354	0.2480	1.0104E-3	1.008E-3	8.4425E-4	0.9247	-4.0818E-3	4.612	1.836	28.304
84000000	8.142	8.119	8.8257E-2	0.3345	0.9783	1.0433	0.3198	0.2250	0.2049	0.2503	0.2948	0.2285	0.2383	0.2383	1.144E-3	1.2348E-3	8.8564E-4	0.9418	-2.1047E-2	2.551	1.601	27.341
85000000	6.689	7.902	8.8908E-2	0.1641	0.9486	1.1027	0.3149	0.2283	0.1986	0.2581	0.2889	0.2233	0.2391	0.2487	1.0441E-3	7.642E-4	8.679E-4	0.7243	-4.6815E-2	2.573	1.615	27.066
86000000	8.352	7.863	0.1363	0.2260	0.9558	1.0885	0.3177	0.2327	0.2002	0.2493	0.2897	0.2237	0.2448	0.2419	8.9829E-4	6.3998E-4	8.1557E-4	0.6694	1.2262E-2	0.448	1.664	28.143
87000000	5.905	8.353	0.2646	0.6200	0.9132	1.1737	0.3163	0.2307	0.2035	0.2495	0.2991	0.2235	0.2263	0.2512	8.5534E-4	7.4769E-4	8.6303E-4	0.9108	1.8029E-2	0.546	1.658	27.157
88000000	7.056	8.908	2.6055E-2	0.5323	0.9224	1.1553	0.3106	0.2321	0.2051	0.2523	0.2964	0.2156	0.2344	0.2536	1.0403E-3	1.0602E-3	8.8118E-4	0.9064	4.5381E-2	3.840	1.669	26.179
89000000	9.174	9.445	5.5761E-2	0.5636	0.9441	1.1119	0.3180	0.2215	0.2022	0.2583	0.2947	0.2200	0.2424	0.2429	9.4789E-4	7.7384E-4	9.0045E-4	0.8295	-5.7234E-2	1.375	1.674	27.464
90000000	9.264	7.113	4.2307E-2	0.4196	0.9138	1.1724	0.3200	0.2273	0.1982	0.2546	0.2923	0.2230	0.2292	0.2556	9.0523E-4	9.5811E-4	8.102E-4	0.9325	1.4443E-2	1.986	1.593	28.398
91000000	7.360	6.936	8.4714E-2	0.6573	1.0072	0.9856	0.3119	0.2293	0.2029	0.2559	0.2993	0.2198	0.2388	0.2421	9.5657E-4	7.4976E-4	8.5971E-4	0.7129	-3.221E-2	1.255	1.601	28.782
92000000	7.638	7.093	6.1536E-2	0.2554	0.8577	1.2847	0.3111	0.2340	0.1984	0.2565	0.2805	0.2307	0.2440	0.2448	8.7737E-4	7.6192E-4	7.7724E-4	0.8555	3.8865E-2	0.540	1.665	28.844
93000000	7.569	7.909	6.312E-2	0.3826	0.9173	1.1655	0.3155	0.2307	0.1990	0.2549	0.2881	0.2192	0.2332	0.2595	1.0624E-3	8.7216E-4	9.3144E-4	0.8453	-1.1101E-2	0.988	1.777	28.755
94000000	8.091	7.741	0.1422	0.5677	0.9876	1.0248	0.3087	0.2348	0.2005	0.2561	0.2963	0.2106	0.2389	0.2542	1.0377E-3	9.13E-4	9.4797E-4	0.8093	-2.1733E-2	1.840	1.635	26.248
95000000	8.956	8.622	0.1152	0.6513	0.8800	1.2401	0.3150	0.2333	0.2054	0.2462	0.2948	0.2142	0.2376	0.2534	9.6658E-4	1.1826E-3	8.4333E-4	1.0663	-5.5664E-2	0.911	1.571	26.978
96000000	9.140	8.563	0.1186	0.3364	0.9160	1.1680	0.3232	0.2185	0.2020	0.2562	0.2904	0.2208	0.2351	0.2537	9.2056E-4	6.5051E-4	8.4411E-4	0.6629	-1.0335E-3	1.585	1.637	28.245
97000000	9.941	9.128	0.2012	0.6776	0.9641	1.0719	0.3135	0.2342	0.1980	0.2543	0.2888	0.2295	0.2257	0.2560	9.2874E-4	8.6178E-4	8.2513E-4	0.9065	-3.1881E-2	1.886	1.616	28.274
98000000	7.777	14.304	0.2064	0.1459	0.9439	1.1122	0.3151	0.2268	0.2007	0.2574	0.2965	0.2215	0.2334	0.2486	9.5761E-4	6.3872E-4	8.7943E-4	0.6967	-7.0102E-3	1.207	1.662	27.047
99000000	8.897	10.995	5.24E-3	0.4257	0.9452	1.1096	0.3112	0.2354	0.1959	0.2576	0.2889	0.2206	0.2363	0.2542	7.6182E-4	5.1406E-4	7.5837E-4	0.6560	9.6825E-2	1.367	1.621	29.310
100000000	6.588	6.654	8.8784E-2	0.9872	0.9560	1.0880	0.3149	0.2255	0.2032	0.2564	0.2979	0.2283	0.2284	0.2453	9.82E-4	6.8388E-4	8.904E-4	0.6974	4.4238E-2	1.960	1.607	26.598
101000000	7.695	9.439	0.1079	0.7490	0.9135	1.1731	0.3122	0.2324	0.2018	0.2536	0.3009	0.2257	0.2325	0.2409	1.0616E-3	8.1362E-4	9.7578E-4	0.8067	-6.5068E-2	4.702	1.794	27.145
102000000	7.230	6.102	9.6132E-2	2.2633	0.8898	1.2204	0.3100	0.2260	0.2056	0.2584	0.2907	0.2199	0.2403	0.2490	8.9615E-4	7.9163E-4	8.4802E-4	0.8244	1.6759E-2	1.620	1.643	28.457
103000000	5.513	8.421	2.0573E-2	0.1842	0.9100	1.1801	0.3146	0.2339	0.2000	0.2515	0.2916	0.2171	0.2392	0.2520	9.2858E-4	5.3118E-4	9.1681E-4	0.5774	7.0306E-3	0.436	1.617	27.527
104000000	8.744	10.793	0.1767	0.2436	0.9249	1.1503	0.3112	0.2284	0.2020	0.2583	0.2947	0.2166	0.2316	0.2571	7.6676E-4	5.4747E-4	7.3737E-4	0.6831	4.3621E-2	2.455	1.650	28.179
105000000	8.569	6.426	8.3386E-2	0.8595	0.9081	1.1839	0.3152	0.2322	0.1994	0.2532	0.2948	0.2175	0.2330	0.2547	1.0248E-3	9.1133E-4	8.711E-4	0.8545	-3.5399E-2	0.949	1.565	27.453
106000000	7.166	8.682	0.2977	0.3681	0.9678	1.0645	0.3161	0.2242	0.2030	0.2567	0.2919	0.2230	0.2319	0.2531	7.207E-4	4.6225E-4	6.8569E-4	0.6724	6.4009E-3	0.656	1.748	32.584
107000000	7.430	10.480	0.1678	0.1722	0.9075	1.1850	0.3127	0.2310	0.1999	0.2564	0.2833	0.2155	0.2459	0.2552	1.0784E-3	7.6802E-4	9.0845E-4	0.6860	3.1718E-2	3.595	1.592	25.519
108000000	7.184	7.250	0.1447	0.6352	1.0039	0.9922	0.3151	0.2280	0.2018	0.2550	0.3021	0.2220	0.2295	0.2463	1.0187E-3	8.5251E-4	8.3431E-4	0.7445	-3.0578E-2	0.469	1.645	29.485
109000000	9.308	9.622	1.2515E-2	0.2411	0.9048	1.1905	0.3238	0.2201	0.2021	0.2539	0.2927	0.2203	0.2313	0.2557	1.0427E-3	7.8297E-4	8.8174E-4	0.6763	-6.4387E-2	3.092	1.632	28.521
110000000	8.387	9.575	0.3301	0.5924	0.9382	1.1235	0.3195	0.2251	0.1939	0.2615	0.2870	0.2183	0.2423	0.2524	8.8912E-4	8.4473E-4	8.21E-4	0.9340	-5.2082E-2	2.337	1.739	27.731
