state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-1.284	-1.170	-1.922	-1.629	-0.429	-0.972	-1.375	-1.109	2.554	2.115	0.419	0.387	1.577	2.274	0.296	1.328	1.024	-0.192	1.349	-0.066	0.085	2.137	2.250	1.277	1.840	-1.063	-0.042	0.363	0.028	0.070	0.147	0.686	-0.110	-0.003	1.058	-0.284	-0.076	-1.562	-2.375	-1.132	-2.775	-1.884	-1.229	-2.249	-1.034	-0.002	0.463	-1.424	-2.093	-2.225
2000000	-2.038	-2.920	-1.966	-2.479	-0.581	0.077	-1.493	0.745	1.235	2.185	1.698	1.092	0.397	0.855	0.564	1.499	0.951	0.609	-0.990	0.422	2.286	3.774	3.387	2.136	2.096	-0.956	0.189	-0.118	-0.156	-0.212	1.509	1.245	-0.523	-0.151	0.628	-0.572	1.739	0.326	-0.927	0.361	-1.040	-1.135	-2.707	-0.107	1.107	0.034	-2.584	-3.619	-3.695	-0.717
3000000	-1.901	-2.007	-2.325	-1.825	-1.212	-0.881	-0.761	-0.027	0.817	1.977	2.442	0.125	1.986	1.630	0.451	0.858	0.779	-0.772	0.137	-0.981	-0.023	0.494	1.814	1.766	0.938	-0.626	-0.333	-0.377	0.045	0.226	0.500	-0.386	-0.407	-0.795	0.310	0.694	0.348	0.367	-0.594	-1.078	-1.509	-1.735	-2.325	-3.126	-3.394	-3.479	-3.364	-2.731	-4.093	-4.066
4000000	-3.515	-3.390	-2.689	-2.114	-1.131	-0.601	-2.038	-1.020	0.845	1.813	2.129	0.661	1.350	0.279	1.619	1.210	1.038	0.096	0.104	0.168	0.296	0.728	0.790	1.161	-0.420	-0.866	0.229	-0.299	-1.282	0.001	-0.703	-1.092	-1.010	0.653	1.431	0.864	0.358	0.229	-1.513	-1.661	-1.558	-1.668	-2.904	-3.166	-3.109	-2.742	-3.183	-4.276	-5.925	-7.365
5000000	-5.160	-2.892	-2.445	-1.980	-0.793	-0.329	-1.730	-0.811	0.715	1.217	2.353	1.726	1.568	2.868	0.343	0.497	0.686	0.078	-0.855	0.534	0.762	2.793	3.566	3.067	0.794	-0.823	-0.605	-0.701	-1.147	0.989	0.620	-0.484	-0.412	-1.566	0.544	-0.845	-0.692	-1.190	-0.711	-0.351	-0.786	-1.417	-2.831	-0.638	0.162	0.757	-0.019	-0.771	-1.782	-1.943
6000000	-0.178	-2.609	-1.564	-2.825	-0.447	-0.328	-1.777	-2.064	1.310	2.011	-0.447	1.782	1.021	1.393	1.408	1.955	0.367	-1.007	1.408	1.159	0.288	1.032	2.931	1.814	0.734	-0.989	-0.322	0.623	-1.652	2.449	0.814	0.450	-0.585	1.429	0.315	-0.469	1.132	0.054	-1.129	0.014	-2.337	-3.709	-1.781	-1.708	-3.171	-1.471	-2.641	-4.332	-5.117	-5.575
7000000	-1.864	-1.736	-1.698	-1.575	-1.283	-0.909	-0.670	-0.236	0.068	0.180	0.239	0.001	0.288	0.486	0.443	0.607	0.070	-0.092	-0.082	-0.019	-0.339	-0.268	-0.057	-0.270	-0.166	-0.329	-0.110	0.058	-0.362	-0.331	-0.133	-0.038	-0.241	-0.287	-0.512	-0.420	-0.181	-0.032	-0.295	-0.285	-0.366	-0.621	-0.678	-1.285	-1.561	-1.435	-1.833	-1.543	-2.258	-2.499
8000000	-3.826	-3.926	-2.715	-2.450	-0.793	-1.372	-1.609	-1.551	-0.486	1.551	1.249	0.263	1.002	0.916	0.371	0.717	0.779	0.031	-0.216	-0.321	0.226	-0.041	0.951	0.569	0.076	-0.969	-0.862	-0.512	-0.133	0.158	-0.406	-0.230	0.392	-0.396	-0.114	-1.264	-0.557	-0.298	0.650	2.370	1.360	-0.221	-1.725	-1.919	-1.445	-1.727	-1.477	-2.017	-2.905	-2.414
9000000	-3.141	-2.452	-2.187	-1.549	-1.489	-1.185	-1.117	-0.848	-0.579	0.034	0.408	0.130	0.257	0.939	1.160	1.009	0.747	0.334	0.023	0.472	0.683	0.659	0.528	-0.020	0.402	-0.295	-0.242	0.175	0.626	-0.073	0.237	0.527	0.167	-0.016	-0.043	-0.348	-0.655	-1.445	-1.048	-1.172	-1.089	-0.618	-0.918	-1.088	-0.328	-0.530	-0.853	-0.848	-0.923	-0.770
10000000	-2.643	-2.886	-3.283	-2.135	-1.650	-0.759	-0.965	0.168	0.189	1.096	0.979	-0.298	0.007	1.251	0.574	0.553	0.748	0.513	-0.119	-0.363	0.097	0.730	1.800	1.279	1.772	-0.345	0.128	-0.391	-0.783	0.175	-0.442	1.556	0.805	0.126	0.899	0.744	1.040	-0.271	-1.160	-0.645	-1.227	-2.425	-2.958	-3.341	-2.169	-3.266	-3.833	-4.530	-3.253	-2.737
