state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	7.092	6.226	2.0168E-2	0.2945	0.9353	1.1294	0.3176	0.2264	0.2002	0.2558	0.2862	0.2228	0.2378	0.2532	8.7181E-4	6.2999E-4	7.5854E-4	0.7166	5.2316E-3	0.943	1.712	29.389
12000000	8.450	8.125	0.1433	0.5816	0.8714	1.2573	0.3179	0.2279	0.2040	0.2502	0.2980	0.2156	0.2355	0.2509	8.6605E-4	6.1874E-4	8.1587E-4	0.7591	-2.6576E-2	1.059	1.601	27.263
13000000	8.931	14.368	1.6592E-2	0.1484	0.8685	1.2630	0.3154	0.2339	0.1948	0.2559	0.2974	0.2306	0.2256	0.2464	9.3103E-4	5.4649E-4	8.5961E-4	0.5691	-1.8756E-3	1.192	1.747	28.288
14000000	8.805	6.076	0.3053	0.2979	0.9100	1.1800	0.3205	0.2253	0.2024	0.2517	0.2951	0.2198	0.2300	0.2551	9.4123E-4	9.6397E-4	8.8134E-4	1.0243	2.2058E-2	1.806	1.575	26.345
15000000	8.114	8.688	5.2003E-2	1.1906	0.9577	1.0846	0.3173	0.2263	0.2005	0.2559	0.2819	0.2240	0.2442	0.2499	8.64E-4	7.878E-4	7.79E-4	0.8865	5.29E-2	1.435	1.608	29.919
16000000	7.359	8.532	0.2496	0.5646	0.9384	1.1231	0.3119	0.2295	0.1995	0.2591	0.2979	0.2211	0.2292	0.2518	9.4217E-4	5.9534E-4	8.9763E-4	0.6121	-6.9625E-2	1.628	1.625	26.874
17000000	12.322	7.255	6.7407E-2	0.1828	0.9245	1.1510	0.3143	0.2338	0.2036	0.2483	0.2884	0.2202	0.2331	0.2583	7.8987E-4	6.3607E-4	7.3031E-4	0.8395	-5.8776E-2	1.501	1.624	29.069
18000000	7.924	8.386	0.1932	0.4153	0.8779	1.2442	0.3167	0.2285	0.2026	0.2521	0.2997	0.2303	0.2324	0.2376	1.0277E-3	8.3E-4	9.2303E-4	0.8304	-5.8399E-3	1.870	1.610	26.363
19000000	7.953	12.396	1.0149E-2	1.6582	0.8857	1.2286	0.3064	0.2258	0.2072	0.2606	0.2826	0.2271	0.2356	0.2548	9.8812E-4	1.0018E-3	8.803E-4	0.9564	-2.943E-2	2.082	1.636	26.612
20000000	10.404	10.049	0.1193	0.5867	0.8892	1.2215	0.3040	0.2336	0.2084	0.2540	0.2926	0.2187	0.2355	0.2531	1.0085E-3	1.0165E-3	9.0067E-4	0.9556	3.8062E-3	0.765	1.663	26.968
21000000	8.494	9.116	7.2777E-2	0.2160	0.9180	1.1641	0.3081	0.2322	0.2016	0.2581	0.2918	0.2201	0.2369	0.2513	1.1657E-3	1.2943E-3	8.9925E-4	1.0089	2.4287E-2	14.020	1.731	27.132
22000000	6.417	9.315	0.1345	1.7652E-2	0.9500	1.1000	0.3180	0.2344	0.1962	0.2514	0.2916	0.2158	0.2398	0.2527	1.2588E-3	1.6199E-3	9.2559E-4	1.0401	-2.9571E-2	1.038	1.631	26.252
23000000	9.082	8.841	7.8309E-2	0.3238	0.9711	1.0578	0.3175	0.2348	0.1982	0.2496	0.3012	0.2259	0.2259	0.2470	1.1466E-3	1.4147E-3	8.8911E-4	1.0515	-0.1059	0.952	1.626	27.570
24000000	8.420	8.983	6.8889E-2	0.3116	0.8618	1.2765	0.3180	0.2243	0.1979	0.2598	0.3019	0.2172	0.2329	0.2480	9.5181E-4	8.2393E-4	8.579E-4	0.7923	2.2532E-2	0.275	1.679	28.076
25000000	10.996	8.847	4.6358E-2	0.1581	0.9367	1.1266	0.3180	0.2314	0.1979	0.2527	0.2859	0.2344	0.2411	0.2386	9.3014E-4	8.5571E-4	8.1239E-4	0.8775	-1.695E-2	0.855	1.671	32.019
26000000	8.395	10.178	0.2108	0.9298	0.9338	1.1324	0.3133	0.2276	0.2053	0.2538	0.2997	0.2132	0.2383	0.2488	1.1655E-3	9.5344E-4	1.0726E-3	0.7653	-3.5482E-2	0.700	1.570	24.222
27000000	10.824	7.733	4.6011E-2	1.2717	0.9201	1.1597	0.3142	0.2308	0.2044	0.2506	0.2881	0.2237	0.2448	0.2433	1.0237E-3	8.7712E-4	8.3188E-4	0.8614	-5.2565E-2	1.961	1.627	28.499
28000000	6.844	9.902	4.5335E-2	0.7620	0.9905	1.0190	0.3094	0.2339	0.2040	0.2526	0.2893	0.2167	0.2513	0.2428	9.3801E-4	6.8195E-4	8.3923E-4	0.7850	3.9969E-3	0.445	1.635	29.032
29000000	9.830	7.717	0.1606	0.2920	0.9227	1.1547	0.3128	0.2287	0.1989	0.2596	0.3014	0.2219	0.2364	0.2402	8.7989E-4	4.8705E-4	8.1725E-4	0.5372	3.6283E-2	0.603	1.568	28.996
30000000	7.636	7.786	0.1645	0.4789	0.9356	1.1288	0.3045	0.2269	0.2072	0.2614	0.2861	0.2204	0.2457	0.2478	9.3651E-4	5.3237E-4	8.9176E-4	0.5848	2.0072E-2	1.387	1.651	26.476
31000000	6.088	9.773	5.8036E-2	0.3063	0.9244	1.1513	0.3100	0.2291	0.1978	0.2632	0.2868	0.2280	0.2307	0.2544	1.0002E-3	8.2882E-4	8.7112E-4	0.8394	-5.2553E-2	3.312	1.706	27.863
32000000	8.391	6.873	0.3403	0.4355	0.9088	1.1824	0.3123	0.2267	0.1978	0.2632	0.2989	0.2148	0.2338	0.2524	8.1435E-4	7.5764E-4	6.9895E-4	0.8884	-2.6978E-2	2.479	2.157	32.590
33000000	9.260	9.250	2.6701E-2	0.4882	0.8991	1.2019	0.3087	0.2314	0.2001	0.2598	0.3010	0.2174	0.2325	0.2491	9.666E-4	9.2233E-4	8.3356E-4	0.8682	-1.425E-2	1.366	1.658	27.213
34000000	7.723	9.846	4.0625E-2	0.8504	0.8776	1.2448	0.3130	0.2274	0.2000	0.2596	0.2864	0.2240	0.2454	0.2442	9.9312E-4	9.3683E-4	8.4804E-4	0.9130	-6.8495E-2	0.766	1.598	28.364
35000000	8.381	7.538	7.4546E-3	0.3593	0.9604	1.0792	0.3136	0.2258	0.2019	0.2588	0.2941	0.2266	0.2347	0.2446	9.7145E-4	7.4568E-4	8.2708E-4	0.7615	1.4836E-2	0.910	1.623	25.932
36000000	7.459	9.968	0.4036	7.2612E-2	0.9571	1.0859	0.3122	0.2292	0.2053	0.2533	0.2902	0.2236	0.2334	0.2528	1.1398E-3	1.3376E-3	9.6075E-4	1.1016	-3.4491E-2	2.218	1.721	25.533
37000000	7.397	7.802	0.2098	0.8210	0.9579	1.0843	0.3093	0.2324	0.2013	0.2570	0.2980	0.2165	0.2382	0.2473	9.8279E-4	6.8506E-4	8.8753E-4	0.6721	-6.1591E-2	1.168	1.604	25.798
38000000	7.618	9.134	1.9394E-2	0.5688	0.9032	1.1936	0.3127	0.2260	0.2010	0.2603	0.2888	0.2103	0.2378	0.2631	8.8681E-4	4.778E-4	8.212E-4	0.5381	2.3026E-2	1.243	1.719	26.995
39000000	8.306	11.785	1.9614E-2	0.7723	0.9425	1.1149	0.3140	0.2307	0.2009	0.2544	0.2830	0.2284	0.2339	0.2547	8.8596E-4	7.0305E-4	8.4918E-4	0.7838	-5.0758E-2	3.093	1.602	27.903
40000000	7.536	6.763	0.1802	0.1170	0.9429	1.1142	0.3139	0.2265	0.2036	0.2559	0.3036	0.2270	0.2300	0.2394	1.0434E-3	1.069E-3	8.3045E-4	1.0025	-5.6869E-2	8.734	1.706	28.503
41000000	8.969	6.923	3.9098E-2	0.1528	0.9027	1.1946	0.3226	0.2237	0.2013	0.2524	0.2966	0.2219	0.2367	0.2448	9.0496E-4	7.1084E-4	8.374E-4	0.7523	1.5423E-2	6.488	1.580	27.165
42000000	9.747	6.416	0.1262	0.4437	0.9031	1.1938	0.3098	0.2261	0.2031	0.2610	0.2994	0.2156	0.2327	0.2523	1.081E-3	8.7099E-4	8.9396E-4	0.8238	2.0836E-3	8.337	1.908	27.810
43000000	9.230	8.523	0.1058	3.1679E-2	0.8804	1.2392	0.3179	0.2231	0.1993	0.2597	0.3013	0.2164	0.2372	0.2451	9.043E-4	4.9478E-4	8.6964E-4	0.5826	3.341E-2	2.799	1.741	27.735
44000000	9.268	9.616	4.1235E-2	0.7484	0.9234	1.1532	0.3126	0.2254	0.2025	0.2595	0.2857	0.2295	0.2306	0.2542	8.9143E-4	7.2951E-4	7.8776E-4	0.7479	-5.5292E-2	0.725	1.702	29.608
45000000	6.619	8.450	0.1005	1.4615	0.9431	1.1139	0.3206	0.2242	0.1994	0.2558	0.2848	0.2233	0.2235	0.2683	9.313E-4	7.2491E-4	8.4455E-4	0.8128	-2.8114E-2	1.171	1.626	26.316
46000000	6.386	10.263	9.184E-3	0.4031	0.9386	1.1228	0.3203	0.2231	0.2023	0.2543	0.3098	0.2235	0.2323	0.2344	8.9513E-4	7.4087E-4	8.2912E-4	0.7716	-7.0715E-2	0.393	1.690	29.283
47000000	9.855	10.634	9.281E-3	0.1992	0.9523	1.0954	0.3157	0.2236	0.2020	0.2588	0.3006	0.2103	0.2288	0.2603	1.0246E-3	7.4708E-4	9.316E-4	0.7218	-3.8321E-2	2.759	1.645	25.470
48000000	9.315	10.616	1.4399E-2	0.1027	0.9019	1.1963	0.3115	0.2261	0.2116	0.2508	0.2960	0.2205	0.2320	0.2515	8.9172E-4	6.5288E-4	8.1272E-4	0.7030	-7.3275E-2	2.720	1.723	28.076
49000000	6.991	6.994	6.7598E-2	0.3239	0.9573	1.0855	0.3205	0.2262	0.2041	0.2492	0.2955	0.2205	0.2409	0.2430	9.4982E-4	7.0942E-4	8.6794E-4	0.7654	2.2679E-3	0.567	1.733	28.082
50000000	8.140	7.955	8.1061E-2	0.4377	1.0056	0.9888	0.3135	0.2273	0.2015	0.2577	0.2979	0.2219	0.2348	0.2454	9.688E-4	7.0674E-4	8.4699E-4	0.7172	-5.6196E-2	0.314	1.587	30.138
51000000	7.619	9.573	4.1153E-2	0.1467	0.8724	1.2553	0.3166	0.2291	0.2042	0.2501	0.2954	0.2252	0.2343	0.2451	9.4427E-4	6.8252E-4	8.6361E-4	0.7510	-1.8284E-2	3.471	1.632	29.059
52000000	10.740	8.160	1.6049E-2	0.4612	0.8861	1.2278	0.3164	0.2280	0.2043	0.2512	0.2928	0.2312	0.2213	0.2547	9.5464E-4	8.2935E-4	8.9336E-4	0.8349	-4.7775E-2	0.673	1.572	27.308
53000000	9.519	10.701	0.1661	0.1531	0.8684	1.2633	0.3109	0.2335	0.1989	0.2567	0.2875	0.2205	0.2404	0.2517	1.0823E-3	8.3162E-4	9.3435E-4	0.6992	-2.8319E-2	2.610	1.577	27.530
54000000	7.980	9.178	6.3709E-2	1.5013	0.8935	1.2131	0.3213	0.2237	0.1977	0.2573	0.2980	0.2219	0.2264	0.2537	1.0645E-3	1.0531E-3	9.154E-4	0.9259	-2.6307E-2	0.745	1.680	26.030
55000000	9.815	10.338	6.1788E-2	0.6471	0.9727	1.0547	0.3150	0.2303	0.1995	0.2552	0.2919	0.2184	0.2262	0.2635	8.8283E-4	7.8814E-4	8.3814E-4	0.8146	1.7042E-2	0.743	1.679	30.091
56000000	12.072	7.634	2.4387E-2	2.7494	0.9127	1.1747	0.3144	0.2344	0.1904	0.2608	0.2959	0.2304	0.2350	0.2387	1.0955E-3	1.2231E-3	9.2633E-4	1.0348	-3.9982E-2	2.327	1.637	26.952
57000000	6.422	9.162	0.1596	0.9913	0.9143	1.1715	0.3170	0.2289	0.1979	0.2562	0.3029	0.2177	0.2270	0.2525	9.7233E-4	8.6219E-4	8.6135E-4	0.8511	2.2883E-2	1.988	1.593	25.979
58000000	7.614	7.747	0.2481	0.8157	0.9376	1.1249	0.3111	0.2302	0.2032	0.2555	0.2872	0.2140	0.2415	0.2573	1.0681E-3	9.1367E-4	8.3178E-4	0.8749	-1.8851E-2	1.082	1.611	28.355
59000000	7.931	9.233	5.4312E-2	0.4042	0.9255	1.1491	0.3137	0.2237	0.2076	0.2550	0.2974	0.2245	0.2282	0.2499	1.1546E-3	9.4459E-4	9.4803E-4	0.7645	8.7558E-3	1.420	1.595	26.575
60000000	7.909	5.997	0.2328	0.2363	0.9616	1.0768	0.3051	0.2342	0.2038	0.2568	0.2917	0.2255	0.2276	0.2552	8.0413E-4	5.5696E-4	7.8745E-4	0.7168	-5.4118E-2	2.069	1.602	27.788
61000000	7.693	7.358	0.2051	0.8186	0.8829	1.2342	0.3176	0.2274	0.2067	0.2484	0.2925	0.2269	0.2295	0.2511	9.4164E-4	6.155E-4	8.7633E-4	0.6667	-3.2458E-2	1.064	1.618	26.267
62000000	7.926	6.449	6.4211E-2	0.7021	0.9603	1.0795	0.3134	0.2292	0.1962	0.2611	0.2983	0.2171	0.2320	0.2526	8.9435E-4	6.7763E-4	8.0888E-4	0.7544	-3.4015E-2	0.477	1.606	29.260
63000000	8.522	10.109	3.8337E-2	0.1301	0.9107	1.1787	0.3156	0.2201	0.2025	0.2619	0.2882	0.2233	0.2326	0.2559	8.2769E-4	5.273E-4	7.6442E-4	0.6084	2.2022E-2	1.141	1.637	29.841
64000000	7.958	10.253	9.8868E-2	0.2281	0.8838	1.2325	0.3203	0.2316	0.1991	0.2490	0.2869	0.2216	0.2356	0.2560	1.0239E-3	8.5994E-4	9.2844E-4	0.8018	3.3839E-2	3.445	1.594	24.797
65000000	8.476	9.102	0.2402	0.3935	0.9078	1.1843	0.3083	0.2318	0.2034	0.2565	0.3028	0.2220	0.2326	0.2425	1.1482E-3	1.1201E-3	9.6733E-4	0.8576	-7.0347E-2	5.291	1.637	26.001
66000000	11.332	7.638	1.8296E-2	0.1106	0.9358	1.1285	0.3205	0.2305	0.1936	0.2554	0.2929	0.2219	0.2377	0.2476	8.7618E-4	6.1067E-4	8.0729E-4	0.7161	4.5047E-3	0.865	1.618	30.141
67000000	7.756	8.337	0.6916	1.1882	0.9286	1.1428	0.3129	0.2316	0.2036	0.2519	0.2912	0.2247	0.2434	0.2407	1.0086E-3	9.8208E-4	8.8956E-4	0.9168	1.6999E-2	2.596	1.626	27.693
68000000	9.015	8.211	6.0187E-2	7.8619E-2	0.9928	1.0143	0.3122	0.2258	0.2024	0.2595	0.3030	0.2108	0.2359	0.2503	9.8346E-4	9.1235E-4	8.409E-4	0.8028	-3.0993E-2	0.460	1.811	30.679
69000000	8.929	7.314	0.1798	1.1454	0.9299	1.1401	0.3128	0.2325	0.2014	0.2534	0.3001	0.2204	0.2312	0.2484	9.2522E-4	8.1309E-4	8.3479E-4	0.8173	-6.1376E-2	2.659	1.674	27.130
70000000	9.154	9.718	0.1410	0.2029	0.9487	1.1027	0.3134	0.2306	0.1964	0.2596	0.2941	0.2242	0.2364	0.2452	8.9069E-4	7.5917E-4	8.431E-4	0.7974	2.2375E-2	2.631	1.635	28.067
71000000	7.630	5.815	5.4901E-2	1.6078	0.8644	1.2713	0.3208	0.2285	0.2032	0.2475	0.3087	0.2259	0.2230	0.2425	9.1058E-4	7.7968E-4	8.2432E-4	0.8398	3.5558E-2	5.112	1.776	28.213
72000000	9.329	7.022	4.5248E-3	0.7913	0.9138	1.1725	0.3211	0.2229	0.2063	0.2497	0.2962	0.2206	0.2455	0.2378	9.1597E-4	7.2344E-4	8.9644E-4	0.8003	2.5309E-2	8.085	1.714	26.883
73000000	11.683	6.805	0.2244	0.6636	0.9110	1.1780	0.3198	0.2330	0.1972	0.2501	0.2917	0.2319	0.2362	0.2403	1.0746E-3	6.7504E-4	1.023E-3	0.6064	7.7369E-2	2.097	1.653	25.128
74000000	7.038	8.902	0.3683	3.5338E-2	0.9096	1.1808	0.3132	0.2292	0.2042	0.2534	0.3062	0.2241	0.2293	0.2404	9.8235E-4	7.3195E-4	9.0055E-4	0.7254	-2.873E-2	0.253	1.618	26.345
75000000	5.947	7.821	0.1678	0.1107	0.8993	1.2014	0.3152	0.2283	0.2028	0.2537	0.2947	0.2113	0.2411	0.2529	8.7323E-4	5.598E-4	7.916E-4	0.6409	-3.6425E-2	1.439	1.565	28.291
76000000	9.225	9.045	7.0034E-2	0.4569	0.8932	1.2137	0.3131	0.2341	0.1955	0.2573	0.2894	0.2194	0.2427	0.2484	1.0848E-3	1.0207E-3	9.5687E-4	0.8517	2.3552E-2	1.638	1.721	26.946
77000000	7.164	9.629	4.7346E-2	0.7057	0.7930	1.4141	0.3059	0.2266	0.2107	0.2568	0.2910	0.2226	0.2358	0.2506	1.1008E-3	6.0312E-4	1.0209E-3	0.5508	4.5592E-2	4.621	1.594	25.247
78000000	6.837	8.391	0.1214	0.3983	0.8930	1.2141	0.3113	0.2307	0.2026	0.2553	0.2869	0.2246	0.2419	0.2466	9.8639E-4	7.3786E-4	8.6731E-4	0.7958	2.1187E-2	1.020	1.602	28.516
79000000	7.409	9.442	6.0076E-2	0.6607	0.8759	1.2482	0.3166	0.2285	0.2017	0.2531	0.2881	0.2191	0.2378	0.2550	8.1169E-4	6.9992E-4	7.879E-4	0.8834	3.4477E-2	1.335	1.757	27.919
80000000	7.967	7.033	0.2272	1.0894	0.9380	1.1239	0.3171	0.2227	0.2062	0.2540	0.2980	0.2133	0.2309	0.2578	8.1143E-4	7.9392E-4	7.9053E-4	0.9208	5.1275E-2	2.983	1.565	28.910
81000000	8.941	7.686	0.1733	0.3103	0.9105	1.1791	0.3059	0.2239	0.2035	0.2667	0.2875	0.2285	0.2293	0.2547	1.009E-3	9.2126E-4	8.1298E-4	0.8081	6.1667E-3	0.495	1.601	28.098
82000000	7.533	12.040	0.4512	8.5882E-2	0.8998	1.2005	0.3127	0.2328	0.2062	0.2483	0.2942	0.2236	0.2378	0.2444	9.9953E-4	7.4184E-4	9.0741E-4	0.7602	-1.5773E-2	2.012	1.616	27.329
83000000	8.223	10.057	3.8126E-2	0.4198	0.9433	1.1135	0.3128	0.2295	0.2007	0.2570	0.2912	0.2159	0.2431	0.2498	1.0355E-3	9.2305E-4	9.1561E-4	0.8895	2.1686E-2	2.531	1.618	25.271
84000000	7.031	9.885	2.9163E-2	0.1631	0.8551	1.2898	0.3200	0.2211	0.2058	0.2531	0.2956	0.2199	0.2260	0.2585	9.9011E-4	1.0811E-3	8.2245E-4	1.0931	-4.9203E-2	0.636	1.593	25.113
85000000	8.485	7.099	0.1269	0.2072	0.9019	1.1963	0.3151	0.2294	0.1970	0.2585	0.3042	0.2210	0.2290	0.2458	9.0434E-4	7.4311E-4	8.8277E-4	0.7808	2.5935E-2	5.738	1.884	26.659
86000000	9.437	9.389	0.1442	1.1579	0.9717	1.0566	0.3104	0.2265	0.2077	0.2555	0.2992	0.2215	0.2345	0.2448	9.5745E-4	9.037E-4	9.1498E-4	0.9378	1.1398E-2	1.830	1.737	27.388
87000000	8.449	11.391	0.1939	0.4019	0.8747	1.2507	0.3127	0.2288	0.2101	0.2484	0.2904	0.2285	0.2299	0.2512	9.3957E-4	6.0385E-4	8.8815E-4	0.6534	-3.3323E-2	2.857	1.623	28.290
88000000	8.851	7.153	6.4776E-2	0.4888	0.9398	1.1203	0.3162	0.2312	0.1969	0.2557	0.2964	0.2195	0.2417	0.2424	9.2379E-4	7.0885E-4	8.5205E-4	0.7662	5.4366E-3	0.754	1.578	27.885
89000000	7.952	8.381	3.9173E-2	0.7489	0.9172	1.1657	0.3112	0.2324	0.1992	0.2573	0.2896	0.2306	0.2386	0.2411	8.3516E-4	7.8773E-4	7.8337E-4	0.9505	0.1097	3.600	1.583	28.689
90000000	7.217	10.639	0.1229	0.3790	0.9616	1.0769	0.3140	0.2343	0.2024	0.2493	0.2987	0.2191	0.2330	0.2492	8.6572E-4	6.5342E-4	7.7105E-4	0.6874	-2.212E-2	1.464	1.668	27.932
91000000	8.214	9.368	6.8369E-3	0.2923	0.8989	1.2022	0.3227	0.2227	0.1996	0.2550	0.3005	0.2242	0.2244	0.2509	1.0325E-3	8.9829E-4	9.0773E-4	0.8719	5.6764E-3	0.938	1.592	25.439
92000000	8.595	9.061	9.6134E-3	1.2456	0.9425	1.1151	0.3122	0.2248	0.2036	0.2594	0.2899	0.2199	0.2417	0.2486	8.1881E-4	5.4658E-4	8.4732E-4	0.6444	-3.8391E-2	5.342	1.930	27.822
93000000	7.487	8.951	2.169E-2	0.1805	0.8899	1.2203	0.3197	0.2265	0.1987	0.2552	0.2958	0.2264	0.2269	0.2509	8.8316E-4	8.847E-4	8.0021E-4	0.9861	-7.842E-2	0.480	1.635	29.637
94000000	8.036	9.703	6.9245E-2	0.2124	0.9719	1.0561	0.3144	0.2250	0.1965	0.2641	0.2954	0.2216	0.2346	0.2484	1.0065E-3	1.0679E-3	8.2445E-4	0.9789	-6.3746E-2	2.602	1.698	28.732
95000000	10.950	10.833	0.2066	0.5653	0.9692	1.0617	0.3084	0.2317	0.2038	0.2561	0.2888	0.2198	0.2452	0.2461	8.8854E-4	6.8171E-4	8.5516E-4	0.7725	4.744E-3	1.536	1.731	26.444
96000000	8.331	8.947	0.1762	1.1377	0.8816	1.2369	0.3154	0.2256	0.2024	0.2566	0.2967	0.2248	0.2269	0.2516	8.3966E-4	9.1956E-4	7.4729E-4	0.9921	2.1007E-2	0.965	1.578	29.284
97000000	9.527	10.166	0.1165	1.9735	0.9578	1.0845	0.3061	0.2249	0.2083	0.2607	0.3023	0.2143	0.2301	0.2533	9.5971E-4	5.5663E-4	8.7997E-4	0.5728	1.2255E-2	3.041	1.694	27.908
98000000	8.421	5.047	5.6079E-2	0.6321	0.8995	1.2011	0.3103	0.2270	0.2053	0.2574	0.2929	0.2239	0.2332	0.2500	9.4482E-4	7.9466E-4	8.5689E-4	0.7550	-2.699E-2	2.187	1.625	26.975
99000000	7.726	7.696	0.1597	0.4298	0.9495	1.1011	0.3080	0.2325	0.2035	0.2560	0.2999	0.2194	0.2372	0.2435	1.0034E-3	9.3754E-4	8.6063E-4	0.8750	-9.5809E-2	2.217	1.631	26.419
100000000	9.219	7.475	0.1663	0.1655	0.9196	1.1608	0.3173	0.2244	0.2078	0.2504	0.3006	0.2126	0.2392	0.2477	1.1422E-3	1.0707E-3	9.2682E-4	0.9362	-5.2675E-2	1.234	1.582	25.503
101000000	9.601	8.091	6.6791E-2	0.8887	0.9137	1.1726	0.3159	0.2258	0.2004	0.2579	0.3020	0.2178	0.2349	0.2453	1.0968E-3	1.0165E-3	9.2495E-4	0.8416	-2.5546E-2	2.490	1.629	26.310
102000000	8.535	8.701	0.2019	0.9305	0.8766	1.2468	0.3168	0.2268	0.2021	0.2543	0.2989	0.2219	0.2308	0.2484	9.1008E-4	8.5581E-4	8.2964E-4	0.8114	-3.1528E-2	2.281	1.614	29.168
103000000	9.328	6.201	0.1358	0.3275	0.9121	1.1759	0.3164	0.2328	0.1987	0.2522	0.3014	0.2219	0.2292	0.2475	8.2613E-4	7.4312E-4	7.8562E-4	0.8297	-6.7589E-3	1.466	1.650	27.337
104000000	6.336	11.264	1.7172E-2	0.3641	0.8907	1.2187	0.3161	0.2264	0.1983	0.2592	0.2887	0.2259	0.2394	0.2460	1.0041E-3	8.7521E-4	9.5345E-4	0.8903	-1.7577E-2	3.590	1.617	25.527
105000000	8.857	10.273	5.9793E-2	0.4745	0.9062	1.1876	0.3124	0.2331	0.2016	0.2529	0.2974	0.2179	0.2308	0.2539	9.063E-4	1.0719E-3	7.9934E-4	0.9922	-3.0564E-2	0.714	1.931	29.521
106000000	8.415	8.342	3.5639E-2	0.2617	0.8771	1.2457	0.3115	0.2280	0.2064	0.2541	0.3000	0.2199	0.2359	0.2442	8.3394E-4	5.3145E-4	7.7365E-4	0.6592	7.1045E-3	2.905	1.682	30.573
107000000	8.839	9.515	5.6815E-2	0.7772	0.9034	1.1933	0.3075	0.2279	0.2051	0.2595	0.2932	0.2265	0.2317	0.2486	1.0876E-3	8.4762E-4	1.0391E-3	0.7665	1.6362E-2	2.261	1.750	27.440
108000000	7.113	9.101	5.2336E-2	0.4942	0.8921	1.2158	0.3195	0.2275	0.1975	0.2556	0.2905	0.2160	0.2416	0.2520	9.1185E-4	7.2472E-4	8.5778E-4	0.7360	-8.7774E-2	2.936	1.663	27.807
109000000	8.229	7.914	6.6218E-2	0.5005	0.9168	1.1663	0.3167	0.2255	0.2001	0.2577	0.2985	0.2299	0.2231	0.2484	8.7718E-4	6.1528E-4	8.1791E-4	0.6439	9.2297E-3	1.478	1.681	27.814
110000000	8.990	5.822	0.2264	0.7982	0.9476	1.1048	0.3179	0.2290	0.1980	0.2552	0.2971	0.2242	0.2288	0.2499	1.0695E-3	1.1481E-3	8.6433E-4	1.0686	-1.3223E-2	1.110	1.662	26.174
